variant,scene_index,sample_index,k_value,ratio,projection_candidate_index,psll_db,weakest_target_gain_db,target_spread_db,nearest_iso_db,local_iso_db,pointing_error_deg,combined_worst_active_rl_db,combined_total_rl_db,task_significant_worst_active_rl_db,task_significant_worst_total_rl_db,active_rl_floor_db,active_rl_gate,pattern_margin_db,network_efficiency_min,external_combined_dynamic_range_db,external_combined_peak_to_rms_db,joint_gate_pass
active_upper_bound,10,426115,4,0.699999988079071,5,-3.4728927612304688,78.02908325195312,0.29840087890625,24.977523803710938,19.561141967773438,1.3401645476539878,12.410543647886314,13.455628423595547,12.532817643496546,13.292167663161134,12.410543647886314,1,-0.4388580322265625,0.9718335734616441,129.908028726011,6.276350656987255,0
active_upper_bound,11,426116,4,0.800000011920929,3,-2.457733154296875,78.30498504638672,0.622711181640625,25.70207977294922,18.85594940185547,2.0000000000001297,12.448286430748773,13.581810363229003,12.304162495530825,13.279557624327506,12.304162495530825,1,-1.1440505981445312,0.9701267174976902,21.174899082656793,6.280610105071926,0
active_upper_bound,12,426117,4,0.800000011920929,5,-3.9820098876953125,78.89559936523438,0.16668701171875,26.57097625732422,20.15294647216797,1.639150100086332,12.540532532822326,13.70566008003741,12.229673155619006,13.317806784220124,12.229673155619006,1,-0.333953857421875,0.9701201870795658,124.37650984845489,6.792790023370138,0
active_upper_bound,13,426120,6,0.800000011920929,2,0.01522064208984375,74.60902404785156,1.5837936401367188,22.955188751220703,17.870521545410156,1.0000000000002647,12.034047670962755,13.445941504572932,11.849259379253338,13.166807398434852,11.849259379253338,1,-2.1294784545898438,0.9675320778034011,18.979346901032212,9.434574003134953,0
active_upper_bound,14,426121,6,0.5,4,-2.4409942626953125,76.14558410644531,0.3875579833984375,20.415592193603516,17.548309326171875,1.11823291532414,12.638446099665392,13.407209762637127,12.326193884523756,13.204281136731453,12.326193884523756,1,-4.584407806396484,0.9693522830769391,20.936231852459365,7.443932134931286,0
active_upper_bound,15,426122,6,0.699999988079071,1,-3.4188156127929688,75.70124816894531,1.5188140869140625,20.96609115600586,18.876991271972656,1.49816477377326,11.715106703110186,13.43800601256741,11.510878624844993,13.237942256982095,11.510878624844993,1,-4.033908843994141,0.9679853003292732,17.77381614334724,7.082455375046699,0
active_upper_bound,16,426124,6,0.800000011920929,2,-3.571502685546875,76.44649505615234,0.7974090576171875,22.292041778564453,19.08447265625,1.0000000000002647,11.760832988313316,13.471359924337658,11.810789850331192,13.168463744476282,11.760832988313316,1,-2.707958221435547,0.9668021975447902,18.0872658743545,6.575132564471771,0
active_upper_bound,17,426125,6,0.6000000238418579,1,-0.6009063720703125,74.6512451171875,0.9262847900390625,22.412879943847656,19.23556900024414,1.239745152949998,12.261576750311441,13.475258544427426,11.4598144950222,13.255768113456858,11.4598144950222,1,-2.5871200561523438,0.9688551718987468,17.643833068696463,8.570677232351546,0
active_upper_bound,18,426126,6,0.699999988079071,1,-4.094757080078125,76.25498962402344,0.7289657592773438,21.667091369628906,15.724090576171875,0.9999999999999002,11.677502957970201,13.353641987695182,11.460051665292475,13.05438083760906,11.460051665292475,1,-4.275909423828125,0.9682696398994023,17.865062199127,8.283310117064614,0
active_upper_bound,19,426128,6,0.800000011920929,2,-1.4019088745117188,74.45940399169922,1.5226974487304688,25.004898071289062,19.12579345703125,1.9363687508867888,11.696545873901755,13.346473275898639,11.792822251974926,13.06619212104119,11.696545873901755,1,-2.0132217407226562,0.9707409773271792,18.360915730819183,9.775437755535116,0
pattern_guarded,0,426100,2,0.6000000238418579,3,-4.796852111816406,81.2180404663086,0.19903564453125,27.303070068359375,21.751758575439453,0.0,6.909106104269015,14.142636257110428,7.201726546526689,13.602666766855855,6.909106104269015,0,0.081268310546875,0.9836253076391693,25.087758085232792,6.5391364575691835,0
pattern_guarded,1,426102,2,0.699999988079071,7,-6.707435607910156,83.49546813964844,0.201690673828125,29.111328125,23.316055297851562,1.0000000000002647,12.065432683957567,18.04144600319509,12.847333403079638,16.922224158530035,12.065432683957567,1,0.2982635498046875,0.9775759660055859,21.53079442585262,6.192492811337451,1
pattern_guarded,2,426104,2,0.6000000238418579,5,-5.199012756347656,81.62255096435547,0.25811004638671875,33.97361373901367,21.68358612060547,8.537736462515939e-07,8.536547684152499,14.874086338189535,8.292147736803063,14.352595453796912,8.292147736803063,0,0.099609375,0.9794185266914694,16.48455168978422,6.107166073000193,0
pattern_guarded,3,426105,2,0.800000011920929,3,-10.782554626464844,84.06974792480469,0.03704833984375,29.557598114013672,24.987834930419922,0.0,8.324724206327852,16.56707740031932,11.626715117863139,15.75192981325179,8.324724206327852,0,0.3744354248046875,0.978427784497448,15.22616319337539,3.8114159527825087,0
pattern_guarded,4,426106,2,0.6000000238418579,3,-9.500411987304688,82.17904663085938,0.0811614990234375,35.67427444458008,23.19922637939453,0.20904642891876396,11.76378097003578,15.553400318596998,11.113362281435206,15.036911407845421,11.113362281435206,1,0.446533203125,0.9840529873476154,15.251302576751156,5.948211880495996,1
pattern_guarded,5,426107,2,0.800000011920929,3,-6.293861389160156,82.5498046875,0.0239715576171875,30.187576293945312,23.74498748779297,1.0000000000002647,10.705558551598344,16.16699693072332,8.88252805246223,15.887001494992699,8.88252805246223,0,0.25824737548828125,0.9786330512444337,18.70966996706027,8.82143853663928,0
pattern_guarded,6,426109,2,0.6000000238418579,4,-8.92333984375,82.7001953125,0.0972137451171875,30.163936614990234,22.791488647460938,8.537736462515939e-07,9.098913028334685,15.35129667381728,11.585606191024059,15.125466388201932,9.098913028334685,0,0.148712158203125,0.9805268760173955,14.742950873528356,5.760406903098075,0
pattern_guarded,7,426110,4,0.699999988079071,3,-7.8734893798828125,79.72998046875,0.43650054931640625,25.75279998779297,21.4537353515625,1.0000000000002647,8.034628855801042,15.634674259939532,11.029871509616145,14.038564084579166,8.034628855801042,0,-0.30515289306640625,0.9780959628557117,22.79955440372816,5.782884678531115,0
pattern_guarded,8,426111,4,0.699999988079071,6,-3.2689590454101562,79.1535873413086,0.19823455810546875,26.779796600341797,20.42974090576172,1.9999999999999472,8.92650230693361,15.358709116029294,8.970535741628185,14.973260231024788,8.92650230693361,0,-0.5,0.9800474007180228,18.901205798951267,7.585699733193789,0
pattern_guarded,9,426113,4,0.800000011920929,0,-7.416053771972656,80.8582763671875,0.09001922607421875,25.57062530517578,22.75383758544922,0.9999999999999002,6.1756398037829054,16.87040048084086,8.918260135498645,14.952699235357887,6.1756398037829054,0,-0.01406097412109375,0.9778565365972225,18.189683171171918,5.990886087097359,0
pattern_guarded,10,426115,4,0.699999988079071,5,-3.519866943359375,78.21995544433594,0.31009674072265625,26.639511108398438,20.015235900878906,1.3401645476539878,9.00409633500404,15.497881766499667,8.920055436576417,15.009173313592159,8.920055436576417,0,0.01523590087890625,0.9795730144590583,129.908028726011,6.276350656987255,0
pattern_guarded,11,426116,4,0.800000011920929,3,-2.989288330078125,78.75990295410156,0.202423095703125,26.345149993896484,20.207420349121094,2.0000000000001297,9.06569987507305,15.853181716716458,8.10085282781455,14.92106581079568,8.10085282781455,0,-0.5,0.9780637212620358,21.174899082656793,6.280610105071926,0
pattern_guarded,12,426117,4,0.800000011920929,5,-3.8406906127929688,78.95039367675781,0.25102996826171875,26.690776824951172,20.987327575683594,1.639150100086332,8.948106236154668,16.553134634884664,8.117416830863723,14.885055179944949,8.117416830863723,0,-0.2791595458984375,0.9780714258361758,124.37650984845489,6.792790023370138,0
pattern_guarded,13,426120,6,0.800000011920929,2,-0.5519485473632812,75.47730255126953,0.7286911010742188,25.242652893066406,20.587547302246094,1.0000000000002647,7.864071726391776,14.802199778346194,6.175478320354331,12.932946838584648,6.175478320354331,0,0.1362457275390625,0.9766680465883115,18.979346901032212,9.434574003134953,0
pattern_guarded,14,426121,6,0.5,4,-3.5470657348632812,76.48087310791016,0.22330474853515625,23.846942901611328,20.086326599121094,1.11823291532414,9.496395850342292,15.004552579321842,7.881100052836478,13.07966786811897,7.881100052836478,0,-1.1530570983886719,0.9780114592321288,20.936231852459365,7.443932134931286,0
pattern_guarded,15,426122,6,0.699999988079071,1,-4.004180908203125,76.2605972290039,0.9573287963867188,24.534198760986328,20.855159759521484,1.49816477377326,7.375080367848508,14.90938648974186,6.3975131199647475,14.007809451266862,6.3975131199647475,0,-0.4658012390136719,0.9771775579534157,17.77381614334724,7.082455375046699,0
pattern_guarded,16,426124,6,0.800000011920929,2,-4.122978210449219,76.96287536621094,0.37518310546875,25.530292510986328,21.316322326660156,0.9999999999999002,7.77740118457888,14.928820064740254,6.175541316140788,12.797301485226654,6.175541316140788,0,0.37189483642578125,0.9759288166411751,18.0872658743545,6.575132564471771,0
pattern_guarded,17,426125,6,0.6000000238418579,1,-1.33172607421875,75.2388916015625,0.407440185546875,27.469188690185547,21.630748748779297,1.239745152949998,8.661960255607248,15.083448933430091,6.63603168544414,13.25649852441623,6.63603168544414,0,0.2602548599243164,0.9779484591787497,17.643833068696463,8.570677232351546,0
pattern_guarded,18,426126,6,0.699999988079071,1,-4.009117126464844,76.8504409790039,0.3408966064453125,25.139759063720703,21.324241638183594,0.9999999999999002,6.190900020383369,14.135424987252094,6.175479074362048,12.840602491401595,6.175479074362048,0,0.13975906372070312,0.9780471488889997,17.865062199127,8.283310117064614,0
pattern_guarded,19,426128,6,0.800000011920929,2,-2.0553817749023438,75.37056732177734,0.663177490234375,27.089046478271484,22.015968322753906,1.2990590537751754,6.881508537846709,14.282536988267541,6.830008932435301,12.746524707603687,6.830008932435301,0,-1.1020584106445312,0.9787515472456261,18.360915730819183,9.775437755535116,0
