candidate_index,sample_index,target_hash,k_value,ratio,selection_category,boundary_metric,pair_group,source_dataset,source_candidate_index,eep_actual_strict_gate20,eep_nominal_strict_gate20,margin_psll_db,margin_nearest_iso_db,margin_local_iso_db,margin_mainlobe_db,margin_active_rl_db,mask_sha256,nominal_weights_sha256,actual_weights_sha256
10,421012,be4475e9496e2b63,2,0.5,hard_negative,,k2_pair_00_s421012,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,1246,0,1,8.686836242675781,1.2660369873046875,3.3592681884765625,0.4453582763671875,-0.004869132302701473,0f10b85d208b51a7f52cf63cddf5b1fe3e89d367cf101ebe97eb6b566ef1bdc5,05607135b40e2a2790742569f71bb222cbb6aa4e703d8710a4c1138a620abd77,fa9e0fe741fc930b30138ea9ca8cead0a2201d0e7ac63c3bb22a8ce5b3a29800
11,422005,6f20d2889434bf44,2,0.6000000238418579,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_candidates_20260727_run01,536,0,1,7.05731201171875,0.4471092224121094,3.0704269409179688,0.49404144287109375,-0.01829354837536812,db01d22bb4eef5bdc0f0d404e92a225bade9d75d71878fd39693433a160f516b,4ed8f826671c6c0b35a2ef42af5d249acfeeab92381403c404fa9d98bbca4dc2,de1a56f3a28a7d8fbf8c2c47fb020e66b912a9245dbdb2665978b44634b22144
12,421018,0b38ef28a7951fd3,2,0.699999988079071,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,1764,0,1,7.712837219238281,-0.007778167724609375,2.2409820556640625,0.47563934326171875,0.20854684710502625,9642fddd195f3720b8c5b7a823f4b2061a6abc305a74f5f970b58c0c6f1ec788,523851d0d7a4de76f7ec854be59d4fc4e30812dabc1031cc258bd29c7644782b,88e51be91686e5a24494f6892c1b2f012a6cceae40c0e35b5eb55801fc4acce1
13,422003,1a93533e6ba3d4f1,2,0.800000011920929,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_candidates_20260727_run01,295,0,1,11.577102661132812,-0.08823776245117188,2.6279754638671875,0.47228240966796875,0.23732951283454895,e9809f970d96ac6aba422d5cfa0d289df825b88f251f0049421685cb28dbd336,7618d450eb20d584f0e0b56e064cc09c2f6d45372e6885d261ffd7eec294a67a,624eab386af988fdf959c57e7233fb5c1c406553a9154cf634e59d1ab06be56a
14,423009,32ba815925a01869,4,0.5,near_boundary,psll,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,940,0,0,-0.1537628173828125,-1.7400169372558594,1.6109848022460938,0.4421234130859375,-0.4157288670539856,2c2914dd9580cfc73b0026b0c4bb34974d273afe1b533d100dc7c9b8d9cbccf5,d5b620b05258e9413487696d162e7a4b589607bd9462f2220c0f693042e34807,5615930070bb7dbfb3af4879b0ff89f10ab1e571b172aaaf4b5a3b8a4f1e570f
15,423003,69326824e3e958b0,4,0.6000000238418579,near_boundary,nearest_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,340,0,0,3.3165206909179688,-0.01778411865234375,2.093280792236328,0.45009613037109375,-0.22527804970741272,dd83aa503f1ba6d0db6b902f42d92e7569f0f53032c0ed878ab92d9dc14a9e0f,1d44e89f18401a3c0a9cd7e4c859fccab57b5a04ba65474782d9c86624f22946,ab69875e96855eb01dd60dd812fb88711c21cc351594d1b7f348c3f5a612fd2a
16,423000,1a3e8b235472568c,4,0.699999988079071,near_boundary,local_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,31,0,0,5.988456726074219,-2.0604476928710938,0.40697479248046875,0.46189117431640625,-2.42447566986084,efc4ca9791695efcf2c51c92f5496d847e6d8642a06c1845a1e2ed74f12f4736,48fc649f7f4c8ff400a70a2eb2bd8d6284edc08db8f6187f8f6b3d86641157f5,f5ed3e9b96117a52a4680d6b2188375eee88cdb11126082249b346bd43a56eb6
17,423001,6df06671b866d50e,4,0.800000011920929,near_boundary,active_rl,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,98,0,0,4.692253112792969,-0.5329818725585938,1.4519424438476562,0.4697723388671875,-0.014049394987523556,55debe18f49ccae2475783bda780876d6d87fd4af5e5c76a3fa559c255b1bb84,f8cb2a11e780c1a85aa2b35c141e71f631e666a8c72287a43785cad46bf70a10,1d218b165bd211085889e124a3f0e9f8fdbbf24f65e9a91f61d9d2e83d6ce90b
18,423014,4fff43b53ea68f4e,4,0.5,near_boundary,psll,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1422,0,0,1.5510482788085938,-2.3196334838867188,1.278350830078125,0.5,-1.325440764427185,a87178865712008e85efdf504ff96a98817953995ef5b2fef14819f75ec05ee2,e519927b7fb8de91c27585786cca14cd637df29ca6c828a3359b2ebf17a869df,be2df827195de6b130fcfc88e96fdb44b94917a22e8cdbd3c412992ccc664b28
19,423015,92f1d7549df65c1b,4,0.6000000238418579,near_boundary,nearest_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1488,0,0,7.21136474609375,-0.023265838623046875,1.9291610717773438,0.46953582763671875,0.8414567112922668,7a0e74592f15ae421437925cc180c1b44d48599fc15ea1af0b1d6d1c12602b89,e906542e328e2ff8b516d3d5ddf4a294ff46f098a8eade1ec9cb4b1c111fa2b3,4bd89ea01732005bdfbd8ebf97f075ea8f114d8d07267ada802c21a911b61e2c
20,423010,9468630c5a549a78,4,0.5,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1051,1,1,6.3486328125,0.542572021484375,1.608428955078125,0.5,1.494707465171814,bca3a4db16b514b67d25626e395dffa71fa866f206845a7bc5c351f5d6e546ef,243e8912d1443fc59521317dc93cc801fbb7084c5fe2ee86ce19c75f05de4fcb,87d264536508bc82007ce6857b5d69717ce7e19d39b9ffae85bcbbfb175bc4d6
21,423002,5482f1d3407ce4b5,4,0.6000000238418579,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,240,1,1,5.618743896484375,0.80804443359375,1.749847412109375,0.5,0.6694605350494385,e8fbed618d29a149c606ea3315a007a899c2160834eae154188a37dc2a56441a,73889bd4ae68d1207257a8a6b4420916ea4f38327aabb69c5be3c8dcf73a52a4,d1ab87a177a93f2d3ad413850c5a1b28176324add14b4bc0870177d5710a9765
22,423016,cc20bffbd99a8226,4,0.699999988079071,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1572,1,1,9.94158935546875,0.7660865783691406,2.2743377685546875,0.49864959716796875,0.6998148560523987,229ee5cd5b64725889f82abcb41b42750c867659291082f225729bd1f1a9260d,08cc86403cde3a04028ebe7a75669c45d925a2573142f455db3354590ebf0215,bcc4f4d679f6e20aa9eb27e9b0628bbac6974fb0c296c6c0baf7bb1e125c2c3a
23,423012,9763991c5a337c61,4,0.800000011920929,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1167,1,1,8.224105834960938,1.1609039306640625,3.0903244018554688,0.464263916015625,0.47799456119537354,e0ef4bc15f16426c00cf5ed61fbd2466ed3eb81149810b3521b2986377da8e4a,5d1a7dd5b18ae0ac88d794b0c879c8a849c87c64cc99a2309f6020ee78180eb1,94df01b82397359352b538b602e0f79e54280b238f8024d97b334f8ce72f8293
24,423006,73a6214cc44e3a59,4,0.5,hard_negative,,k4_pair_00_s423006,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,665,0,1,5.1277313232421875,2.7564735412597656,2.3582611083984375,0.466278076171875,-0.006112135946750641,965753224a0f722d1ab1443af987ed963c18e4f231d34ef1c0a8d3a1b918f073,e711ad19feca99bed9d141a3bb1c16db46923c914e697c7aa7766da550fbbae9,0d918cff05738e299409ff309ac9c752a8e59b43400a935f20beab1b46d0328d
25,423017,c62f842cdf7f2835,4,0.6000000238418579,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1703,0,1,6.1403656005859375,3.1156158447265625,2.1681365966796875,0.4003448486328125,-0.0014772199792787433,93e9aedcad02aa26ec3e01329291263c079e4834592ac1a20f7aa3c0154e5bef,2ba64759def92fba44396335fbb26862023780cb6764b06fff2dca70a2e3c121,0daf83448a807cb0f19e82eabf5fbcc563760b76cee70ad218f4dfc492909dc9
26,423018,bacdf063c00f52fd,4,0.699999988079071,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1761,0,1,7.75091552734375,2.6706924438476562,2.3290634155273438,0.4306793212890625,-0.043319422751665115,189b64c2199ba2c583ce47f78a910e8cc0870cf0a2e8a5b74a4a9be1f8ef347e,7e62cdd3775ac48b389fbc4d70ec1d1ea3e4bfcc4e24167e57e011b8eca65472,83d49ae2c74e2bc8c18dea31e802e93836cca26a57990d090d6ce0264798c760
27,423011,ca49083001bf7939,4,0.800000011920929,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,1070,0,1,7.285041809082031,3.4182281494140625,2.791351318359375,0.47335052490234375,-0.0013492748839780688,eb974c499504e1dab0090358e5e026ad5112e1cf8d2b802e9984d61c08270538,4739a09242f51a4e4a2b789cbefa56ef13e33a0ae24ac039fdf1e5bbe0bfc515,70a8e3c3a204762ffcb6fb9444b316068405a32b1ca7704e07ca087263eda54a
28,421028,536e372a8af1594d,6,0.5,near_boundary,psll,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2779,0,0,0.02256011962890625,-1.606689453125,1.9732742309570312,-2.5,1.0622838735580444,35868092629b2db9de3b1a8bd569674b902a6478285b6c3cd2176c04892df3d1,c89eece7f892ac9ff1c8d7cd3ea6c86762b1dbfed4239f32c758b39a800310e4,ec8147a488a15d06fde4ec997c2d0cfc57ed11395bfdf2b5daf1d82f43dc8312
29,421021,c4e2370136b0c3f5,6,0.6000000238418579,near_boundary,nearest_iso,k6_pair_01_s421021,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2068,0,0,1.362518310546875,0.03958892822265625,2.6478805541992188,-1.5,-0.3520049452781677,44c23033121aca7bc3e2bcaf529382b66d93ef3f27e82f2e7eec1b8ab5634557,8f110b2b0e1ee73303bc15bbb778eb35249cbcd49fed17d148c02a3c646705b3,e0f688ead35992e2a5cf4436906c6446733abe7770bb1792a438dad2c2fe6438
30,421027,a97f1d4ecba2985d,6,0.699999988079071,near_boundary,local_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2624,0,0,1.3761138916015625,-4.5505828857421875,-0.025012969970703125,0.46842193603515625,0.6605666875839233,a0f68b4409bbe334884371ebeb7838cf7162dedb632ee542221c986ce08b6fe2,47411ba0cc820fea1b95586972be9dc757be82f7056937a34cbd4fe150cfcf02,c916550187fc6cf686c49f850ca6b6cf83de3efc8634d8b71736666b48a15326
31,421022,d2c9f15a253da239,6,0.800000011920929,near_boundary,active_rl,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2122,0,0,3.9733123779296875,-1.4166297912597656,2.3722915649414062,-0.5,-0.0018388761673122644,4de59eb0e1ea02d80f1efc103500da708de5c43c3a75bd40994c6cd71cb2f5fe,0707813cdc5560057d78cb0606d938206639ebbf121182fc567e78863a090b11,9f286ea5d1b4560dda7c440ac004e757bd4d3a5793952e674e6e99ad5e3d7972
32,421026,c140eaf553ff77ba,6,0.5,near_boundary,psll,k6_pair_00_s421026,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2575,0,0,0.04213714599609375,1.0055351257324219,3.2082443237304688,0.3817670941352844,-8.532766342163086,0a0cfc0523815f2861dd47e53a3933c174d1417a687a548dc25d56c2210fcdc6,2f5fb8580dce03541f326fd639110e0fe0d26b98c21c012a34b6a095509cd1f7,2ac6d1da127ad18122a3dbda1d5df1365cd743dcc516d6b173cc77b68642c850
33,421036,dae5d4696a30c77d,6,0.6000000238418579,near_boundary,nearest_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,3509,0,0,1.8784332275390625,0.1120758056640625,1.9926605224609375,-1.5,-0.09863866120576859,18a2aebb9760f002e9e0192724202cd2e842812dc13ab5622a18df3058a6a178,bbd7122e1e53789ada34ad64a31c7162175895e54917b5e72cdddb0843fd2b32,9f5685d1f0bd52dc8a7a0b5a7fd284a0b691d0ef41b3ee8b2d0496ea39ca9585
34,421029,3c29046545f2818c,6,0.699999988079071,near_boundary,local_iso,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2830,0,0,1.340576171875,-1.75177001953125,1.3639259338378906,-1.5,0.2840392291545868,dd39f386b0f9bd08339f0f156cd4776fc6b659d44a7f71fa9a371584a08ad32e,3eb8fd58e78dab4d8b63c24f7a8e100e3460f047f341c4065fa63af9478a05d4,f82df658266f7cf8460214d4ec8f2789ed673aa0b6f5c98b1a9efae20efbc042
35,421030,652338a0fc6481aa,6,0.800000011920929,near_boundary,active_rl,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2887,0,0,3.2467422485351562,0.16704940795898438,4.4271392822265625,-0.30095750093460083,0.01330497395247221,ea1096e6d01cbb8c9baf44200a4e7b5dcd339395d3cd56f651f7da782e80aa08,c25eb449c4fb613969823a0968b8f9f75ff7491c8aa04c020ef3acc400ad9ae3,2c70ff5b04d4811f4eef6671a4eff50efc552b9e4f2bcad3f4917e4e873d0303
36,421035,31b8c72e3502f8d5,6,0.5,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,3447,1,1,2.8485946655273438,3.2374610900878906,2.0732421875,0.5,0.5723229050636292,326356582ec69c0239af6e8e868ba4dfc0c5e938ebdb93a5a598d00b3ad6da89,5ff75f1e9c307ee8b6b0fd53304a0121cdef1ba2ee3ff594f7e4e1a945a76aaf,0f84628d520549de9794a2594f4c3074aa912d58bade0e80fd1a0f7798287ef8
37,421033,b4d6229fa3da95cc,6,0.6000000238418579,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,3237,1,1,5.6613922119140625,1.4544944763183594,3.1402053833007812,0.5,0.9610374569892883,a8995e235ee2d4c55f26271bf1a713684d6f335dfa707654e5e773489418be8e,09de8ddc5917df1ee63ecbd87e8861c38869851c0c72c8054ae390247ffd9b2d,7aedaf5d0840353d3d2368b04912f4c80badd7315d7cae834e9f94f83bb1060a
38,421039,9811c8b33bc38642,6,0.699999988079071,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,3778,1,1,4.721061706542969,2.7947616577148438,3.5662193298339844,0.49849700927734375,1.1228492259979248,a0f68b4409bbe334884371ebeb7838cf7162dedb632ee542221c986ce08b6fe2,4f17f67e5acef4160717f8321de80e60c94485817bad2352d3697987668f8415,eb8ec710c283dfce2821ca67840734d66744477a0ed7a18093c6ae6968011dc8
39,421031,c3719bf95d3c806a,6,0.800000011920929,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2985,1,1,6.794670104980469,4.641490936279297,4.283397674560547,0.47798919677734375,0.547890841960907,ae69d5250774215c7da5d2094bc39d81cead2b6b018cc30eb73138af66f3eeee,e5c94d0b419e251d660a0e2290597a1bcab21ebd50abfb6263d22a2f54587fb1,aa1c2b36953b657bfe4533bf7043a19708e5082999378b16886e74023455aa55
40,421023,4ab44345bb13b335,6,0.5,hard_positive,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2299,1,1,4.8973541259765625,3.4019927978515625,3.3263626098632812,0.48531341552734375,0.8457323908805847,06195546d75a75b57ca2ce75e84ae8d949a75c9936ccd2e959f2aec04d87afe4,8da9d537a2cb932033e1a2c67eba4485ee38b2a50f07e4cdc30c0b18a10bfc70,ee2c678949f9645a0806ffd24a950f4ae18d69f4e265225bd81d1767b81bb19c
41,421030,652338a0fc6481aa,6,0.5,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2970,0,1,3.3384933471679688,2.1673812866210938,2.988555908203125,0.03220093622803688,-0.018099801614880562,30479dd180723723cb37422669a9e52ecea3c66c0a4082a8cef657891f77943c,d2bee1ff8e05d3ddda9f954b4cb73d5e7bc44d8e5ddde206d5ee128bebc67338,6eb72b4774c128543b0eb3bfba21de5df220a5b1891f417901cb3371d7b28eef
42,421023,4ab44345bb13b335,6,0.6000000238418579,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2266,0,1,4.545249938964844,-0.01831817626953125,2.353485107421875,0.07520148903131485,0.9475794434547424,876a6bdf32c7df5adaa69049d105cfbba06944528811ea0e0667b0384f6d5e70,17037bf023892a1ff0cff782005734b861338727fae7edb97dd411ff19ad7840,504eb92ddd20a47b6322e1dc7a3f90c588696b68aa38a1cdfd9ed4607e6faa21
43,421035,31b8c72e3502f8d5,6,0.699999988079071,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,3387,0,1,3.3236312866210938,0.15742874145507812,4.205287933349609,0.48694610595703125,-0.013296746648848057,18d33aa90f870cea8d3bfc0e6d9b910c7ce71b1439836fa3b33add7eb17d944d,bb0a7ea0e89a9e15e31af276bd5de1a684a8c01704cd6c8606ae20a4e7112111,1b62e16799c3eafe981f683270304caaa0d931a506867c4ccf079bd2b2902b06
44,421028,536e372a8af1594d,6,0.800000011920929,hard_negative,,,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2690,0,1,4.842781066894531,-0.00875091552734375,4.885478973388672,0.44367218017578125,0.6093917489051819,ba2d96ee92e067ced7a0a3525f391408daa71b39b8bc54551af832bad0fe0f65,2ffff78c43e5b3e65dd20f4afa08e85f83ae6c11997f7ec12318562b40346b8f,cd77a434ca04df8429ac9d579255e83a53835d96820243d23b95b4aee0245aef
45,421012,be4475e9496e2b63,2,0.6000000238418579,paired_ratio,,k2_pair_00_s421012,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,1211,1,0,10.037612915039062,0.473541259765625,2.711231231689453,0.47782135009765625,0.2249831259250641,3ce9ed063c368dcf0271d03baa2a040002f93ab17fd7cb52edded0a74555b15f,0bcb51a7681a69271c3c7f0c7ee2907445343c319cc7a1b63a9cc474aef97025,f98b93bc12699a5498ff4ca6a5b538a0006324431ba892d8ae86312d93e584d8
46,421017,f85a12f42f1cf166,2,0.6000000238418579,paired_ratio,,k2_pair_01_s421017,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,1692,1,1,4.2159881591796875,0.5315322875976562,3.56884765625,0.48755645751953125,0.8727052807807922,af13fe9cda8185e4b732bf3ef833e581122907e1c5f67274612958e6dba6d72f,ccf9834eb11e02bbaa63324f9f88ae0b09cd70acc1d8670ba3d7275749118b7b,8c1cd3ede51adb3f6c312965d316341f3a9354af37fd87663dfa5029d3c30fa0
47,423006,73a6214cc44e3a59,4,0.6000000238418579,paired_ratio,,k4_pair_00_s423006,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v13_k4_operating_envelope_validation_candidates_20260727_run01,625,1,1,6.384552001953125,2.6014480590820312,2.357196807861328,0.49483489990234375,0.28640177845954895,4f96c4cf2e1d2e157c8f02a58ffaebca93387e3c76634105af8abb54a7b722da,32fbc536b4b4227f3feeca62363a445dcb5099957194f820eb3e8a25ba9f5f3b,2fd0505a9b466830836f41c9d480e1989fda533679edfae36016ff16aac9ddca
48,421026,c140eaf553ff77ba,6,0.6000000238418579,paired_ratio,,k6_pair_00_s421026,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_candidates_20260727_run01,2545,1,0,2.5704498291015625,1.8112068176269531,3.0756149291992188,0.417083740234375,1.1118606328964233,98bd76a9123b29a0c8465c9e8e1bc2585041367c8a54cdeef15e8c1348f7ba56,6ebe43954f436e01bf6062ab1fd9c76f88a01bd990384a9a70aeb60da38a5fc4,f6f3ce0d3b312842088f9baa239cf0bd55390b0f092381b2d1b255941fb1e8f2
