candidate_index,sample_index,k,ratio,config,best_cycle,combined_worst_active_rl_db,combined_total_rl_db,combined_active_gate,combined_dynamic_range_db,all_tasks_significant_worst_active_rl_db,all_tasks_significant_worst_total_rl_db,all_tasks_significant_gate,all_tasks_strict_worst_active_rl_db,all_tasks_strict_gate,task_target_error_max,dense_nearest_bound_ratio_max,dense_local_bound_ratio_max,combined_target_error_max,dense_constraint_pass,pattern_psll_db,pattern_weakest_target_gain_db,pattern_target_spread_db,pattern_nearest_iso_db,pattern_local_iso_db,pattern_pointing_error_deg,gate15,strict_gate20,mainlobe_gate,robust_active_RL_gate,strict_engineering_gate
18,18,2,0.5,dense_equal20,0,10.205918729622256,11.26106119344324,1,17.77382175919992,10.037147420947736,10.076116501368839,1,10.037147420947736,1,6.090553448910658e-09,0.9406484231892706,1.6217560373570363,0.12252078645511542,0,-11.364334106445312,81.61688232421875,0.879058837890625,26.202392578125,17.497970581054688,0.6236221555346833,1,0,1,1,0
19,19,2,0.5,dense_preserve30,18,10.033672145891938,10.768357911552606,1,14.403249716354464,10.01493925654116,10.021288943483642,1,10.01493925654116,1,0.0022234450259629285,0.8580805524336927,0.7966272287018012,5.564165058281281e-12,1,-6.4981689453125,79.35733032226562,2.5599288940429688,27.570083618164062,23.832191467285156,0.8411287694562455,1,1,1,1,1
19,19,2,0.5,dense_equal20,27,10.187402538024134,10.868981761436675,1,11.106121705783982,10.071191156056683,10.048639921792494,1,10.071191156056683,1,0.13243525025097513,4.47681561640268,2.957223863744455,2.9362909578362537e-10,0,-7.7020416259765625,80.09101867675781,0.1302337646484375,13.264671325683594,13.297698974609375,0.8411287694562455,0,0,1,1,0
20,20,2,0.5,dense_preserve30,9,10.340504345846142,11.291768849255435,1,12.866949077308064,10.028860494386546,10.061236324053386,1,10.028860494386546,1,0.007964855657911014,1.007702389347425,0.8688031336544131,1.1883535954319104e-11,1,-6.515663146972656,79.38935852050781,3.4564361572265625,25.495601654052734,24.106468200683594,0.7989188925666157,1,1,0,1,0
20,20,2,0.5,dense_equal20,0,10.14572852298102,11.346172748522807,1,13.220048398536576,10.022956444902329,10.037729572981135,1,10.022956444902329,1,7.994616467665763e-09,0.9924672293304991,1.8078964486721758,0.5055132884782256,0,-6.474021911621094,79.8974838256836,2.6151962280273438,25.74481201171875,17.852920532226562,0.7989188925666157,1,0,1,1,0
21,21,2,0.6000000238418579,dense_preserve30,15,10.039290883764506,11.155248157677683,1,15.08753248978458,10.028348384448291,10.029596355735123,1,10.028348384448291,1,0.0026471023653520955,0.5085329647309599,0.8168609366531346,5.9103167774090666e-12,1,-11.5052490234375,82.3488540649414,1.019439697265625,33.744384765625,22.465225219726562,0.6708795507678821,1,1,1,1,1
21,21,2,0.6000000238418579,dense_equal20,0,10.263478479198094,11.0891885018295,1,16.2462222000824,10.029231154091809,10.026345611089075,1,10.029231154091809,1,1.3825057472863574e-08,0.9648855458414297,2.4929613841676943,0.1442401070265956,0,-10.538597106933594,82.45571899414062,1.0743179321289062,28.269268035888672,13.13970947265625,0.7111897233648972,0,0,1,1,0
22,22,2,0.6000000238418579,dense_preserve30,27,10.067547828184928,12.287359464760963,1,15.486658709379705,10.066173208470472,10.250669366531449,1,10.066173208470472,1,0.02359034560293109,1.4329379397006794,0.9972387456367856,4.579620568408188e-11,0,-5.644264221191406,79.89085388183594,1.2685928344726562,24.325504302978516,21.999614715576172,1.8942304360002395,0,0,0,1,0
22,22,2,0.6000000238418579,dense_equal20,4,10.122891653698417,12.270395587408661,1,16.52935824212225,10.058442498994207,10.2823925493304,1,10.058442498994207,1,0.05273389357583392,2.1352876356501995,1.29215097332442,1.0916211361954383e-10,0,-5.938682556152344,80.0418472290039,0.8277969360351562,21.054183959960938,20.595829010009766,1.8942304360002395,0,0,0,1,0
23,23,2,0.6000000238418579,dense_preserve30,6,10.146187895220471,10.804637886983706,1,15.284805859213463,10.147515890460284,10.33656083032842,1,10.147515890460284,1,0.0011708318444088703,0.8173308797804056,0.8007228935362286,1.8085642296054057e-12,1,-5.331062316894531,80.59180450439453,2.7721481323242188,29.529926300048828,23.651046752929688,1.290335458576411,1,1,1,1,1
23,23,2,0.6000000238418579,dense_equal20,32,10.10642194523955,10.943367583257457,1,18.04991426801105,10.096480306026836,10.335056462366213,1,10.096480306026836,1,0.11539385851126722,4.253280190770939,2.3912334632107135,2.4239133618232216e-10,0,-5.0859222412109375,81.60897064208984,0.01050567626953125,14.111709594726562,14.206199645996094,1.290335458576411,0,0,1,1,0
24,24,2,0.699999988079071,dense_preserve30,28,10.115340292023642,11.169819031280523,1,17.06929119230977,10.016979620583584,10.648556767158343,1,10.016979620583584,1,0.00037264344557081823,0.4266927630715967,0.7974769963331497,7.008725868408256e-13,1,-12.620437622070312,83.37818145751953,0.36824798583984375,35.390968322753906,23.086925506591797,0.5027963584743803,1,1,1,1,1
24,24,2,0.699999988079071,dense_equal20,36,10.135778927580239,11.171141170808843,1,16.412257436712697,10.029945622341131,10.619559186506871,1,10.029945622341131,1,0.010695369315139277,0.9856984247596554,0.7205400509841459,2.17507196361199e-11,1,-12.480804443359375,83.56539916992188,0.0113983154296875,28.123149871826172,24.439353942871094,0.5027963584743803,1,1,1,1,1
25,25,2,0.699999988079071,dense_preserve30,28,10.04807943031426,11.195768226386171,1,21.447330066640127,10.07945167687021,10.259740974822266,1,10.07945167687021,1,0.011303217847340442,1.1453171853437125,0.8596898988949984,1.6370631682369595e-11,0,-6.393218994140625,80.50816345214844,3.4093780517578125,24.80362319946289,21.827281951904297,0.9141719072705323,0,0,0,1,0
25,25,2,0.699999988079071,dense_equal20,0,10.136191236874595,11.142211338635768,1,19.722715348356573,10.025710548275228,10.169364084398303,1,10.025710548275228,1,1.0295164937489369e-08,0.9705717100155073,1.2225739924150902,0.4851181715528276,0,-6.388450622558594,80.91080474853516,2.7741012573242188,26.106712341308594,18.853553771972656,0.9141719072705323,1,0,1,1,0
26,26,2,0.699999988079071,dense_preserve30,0,10.14689732616844,11.081157424143747,1,14.463284622531859,10.072741843164806,10.377220494670453,1,10.072741843164806,1,7.4670676459914e-09,0.5843483585384592,1.1855280774058623,0.07939892521742356,0,-5.718498229980469,79.64741516113281,3.3627548217773438,30.799213409423828,20.528060913085938,2.4851305324312665,1,1,0,1,0
26,26,2,0.699999988079071,dense_equal20,0,10.14689732616844,11.081157424143747,1,14.463284622531859,10.072741843164806,10.377220494670453,1,10.072741843164806,1,7.4670676459914e-09,0.5843483585384592,1.1855280774058623,0.6207629010679677,0,-5.718498229980469,79.64741516113281,3.3627548217773438,30.799213409423828,20.528060913085938,2.4851305324312665,1,1,0,1,0
27,27,2,0.800000011920929,dense_preserve30,14,10.110141851381524,11.680508143188337,1,25.46990077779452,10.020032146290422,10.575958946738552,1,10.020032146290422,1,0.0030974442389621586,0.8680226819455767,0.8208450003425887,5.689459208966453e-12,1,-12.224380493164062,84.076171875,0.13974761962890625,28.238384246826172,24.587223052978516,0.7521484878180047,1,1,0,1,0
27,27,2,0.800000011920929,dense_equal20,22,10.229236969818004,11.663348151914635,1,20.000774461001537,10.021916219896799,10.592587206229878,1,10.021916219896799,1,0.015572060556467213,1.0675641224499628,0.8784018266298835,3.156143015572577e-11,0,-12.143714904785156,84.1065673828125,0.0401763916015625,26.384605407714844,23.875320434570312,0.7521484878180047,1,1,1,1,1
28,28,2,0.800000011920929,dense_preserve30,12,10.077745582612238,12.029931329671008,1,17.633260463947266,10.04199359390768,11.359034045551331,1,10.04199359390768,1,0.014387407359514935,1.2637836116607482,0.9035105052236354,2.2745559544946556e-11,0,-6.123222351074219,81.25288391113281,2.4773941040039062,25.13116455078125,23.44732666015625,1.9707308196750868,1,1,0,1,0
28,28,2,0.800000011920929,dense_equal20,27,10.177194398519713,12.159269055289395,1,17.94678244081107,10.068811829388594,11.391052474838672,1,-20.6625290692139,0,0.16246632315730203,6.056932613271192,3.7178180367614204,3.769447360725523e-10,0,-5.6475830078125,81.38407897949219,0.6495208740234375,11.300621032714844,11.681617736816406,1.9707308196750868,0,0,0,1,0
29,29,2,0.800000011920929,dense_preserve30,25,10.208849470625616,12.23621911528278,1,19.27537060145213,10.018927133261453,10.571764788455882,1,10.018927133261453,1,0.0016576283562701173,0.8175436782621012,0.8062641685211488,2.7890201389009877e-12,1,-4.8849334716796875,81.53861999511719,0.4310760498046875,27.47406005859375,22.32624053955078,1.597575792829073,1,1,0,1,0
29,29,2,0.800000011920929,dense_equal20,0,10.370183737288059,12.23011980701411,1,16.44743395673176,10.079239238577651,10.5898202882716,1,10.079239238577651,1,4.237910431771598e-09,1.0000579926877051,0.9713743650022416,0.11440466274475541,0,-5.069221496582031,81.8178939819336,0.01662445068359375,27.507896423339844,22.146827697753906,1.597575792829073,1,1,0,1,0
30,30,2,0.8999999761581421,dense_preserve30,25,10.151608178886889,12.215690977783876,1,22.878445309011973,10.0343955182173,11.742135530644724,1,10.0343955182173,1,0.00399639343767958,0.8944548218224542,0.8167468058175045,7.675124645018338e-12,1,-14.542755126953125,85.3377456665039,0.13916778564453125,28.979476928710938,24.51612091064453,0.5250123889861675,1,1,1,1,1
30,30,2,0.8999999761581421,dense_equal20,15,10.044921465611875,12.241384213028919,1,19.968596893986536,10.008860725213912,11.759126642479423,1,10.008860725213912,1,0.00044930680519001065,0.5904131961560148,0.7053183792964233,8.009443244567809e-13,1,-14.649528503417969,85.39421844482422,0.0104522705078125,32.57270050048828,25.78345489501953,0.5250123889861675,1,1,1,1,1
31,31,2,0.8999999761581421,dense_preserve30,0,10.386598237139113,14.240706352837824,1,15.629496916384877,10.031072526606238,10.882342892578592,1,10.031072526606238,1,3.724246151858509e-09,0.7367903011924979,1.3133235168021966,0.07503960515474585,0,-3.3123626708984375,81.9700927734375,1.7291107177734375,30.49837875366211,20.98712158203125,2.877363310332569,1,1,0,1,0
31,31,2,0.8999999761581421,dense_equal20,0,10.386598237139113,14.240706352837824,1,15.629496916384877,10.031072526606238,10.882342892578592,1,10.031072526606238,1,3.724246151858509e-09,0.7367903011924979,1.3133235168021966,0.3592240289260988,0,-3.3123626708984375,81.9700927734375,1.7291107177734375,30.49837875366211,20.98712158203125,2.877363310332569,1,1,0,1,0
32,32,2,0.8999999761581421,dense_preserve30,15,10.018732859749885,12.26930502455911,1,18.993733334427333,10.016862555315393,10.616718388384822,1,-6.184450972734982,0,0.004756445069698503,0.8868629238562288,0.8293782503190466,1.4640209540101896e-11,1,-3.2998275756835938,81.90926361083984,1.9689483642578125,29.035667419433594,24.760944366455078,2.979667590576027,1,1,0,1,0
32,32,2,0.8999999761581421,dense_equal20,0,10.103796020378969,12.377192197611603,1,17.948482308732864,9.884548585582415,10.644619093099374,0,9.884548585582415,0,2.3155333322594326e-09,0.9867100417747153,1.7244966216006192,0.397898377039171,0,-3.2397003173828125,81.99241638183594,1.9668655395507812,28.12091827392578,18.791770935058594,2.979667590576027,1,0,0,0,0
33,33,2,1.0,dense_preserve30,1,10.256282765338016,13.028598028553029,1,20.46527706241596,10.030654181369044,12.367667394552953,1,10.030654181369044,1,0.007470056659387776,0.3573127147381503,0.37956666309851483,1.5569461934427064e-11,1,-13.825286865234375,85.4566650390625,0.1712493896484375,35.78599166870117,30.833816528320312,0.4677607853623416,1,1,1,1,1
33,33,2,1.0,dense_equal20,14,10.265381588161793,13.04262201585094,1,19.911032469394684,10.040687272203712,12.366223811498136,1,10.040687272203712,1,0.0026295655850017254,0.7694917708712754,0.4981667856433293,5.35488451452371e-12,1,-14.018302917480469,85.53636169433594,1.52587890625e-05,29.57806396484375,28.35430908203125,0.4677607853623416,1,1,1,1,1
34,34,2,1.0,dense_preserve30,5,10.081788625108928,15.12255787453439,1,12.598490038140447,10.096755647189026,12.993924574732386,1,10.096755647189026,1,0.007303483765835757,0.9306083973703682,0.8541373238056036,1.769214291556023e-11,1,-6.471351623535156,83.11705017089844,0.739471435546875,27.846256256103516,23.85137939453125,2.5174806211155727,1,1,0,1,0
34,34,2,1.0,dense_equal20,0,10.14279739822146,15.187643649746983,1,12.704376834137745,10.05420226787602,13.007108540755492,1,10.05420226787602,1,4.804319748755996e-09,0.9999969506174328,1.0953111709206584,0.19578215084940534,0,-6.40948486328125,83.0831298828125,0.8674163818359375,27.292831420898438,22.370742797851562,2.5174806211155727,1,1,0,1,0
35,35,2,1.0,dense_preserve30,0,9.140416901596687,12.373435672312084,0,19.864627926773277,9.109059429679153,11.52426316460481,0,-11.268772962615508,0,1.3859898026947837e-08,1.0000002944714999,1.7375262998529954,0.12923759001440863,0,-1.02313232421875,80.41838073730469,2.9050140380859375,26.80835723876953,18.357040405273438,3.1214658169817042,1,0,0,0,0
35,35,2,1.0,dense_equal20,29,9.335664289573845,12.99393205915958,0,20.014983234066513,9.152969285601461,11.918012515377043,0,-10.928274282849452,0,0.18719094311666135,7.06266020213018,4.04207010318991,4.44481246270019e-10,0,0.6308135986328125,79.7522201538086,0.8325347900390625,9.785636901855469,10.535942077636719,3.1214658169817042,0,0,0,0,0
36,36,4,0.5,dense_preserve30,6,10.244859382755124,11.204397641391427,1,15.155869689492356,10.01560001974557,10.027480084845223,1,10.01560001974557,1,0.008843551776874665,1.043699631090964,0.8735643319328044,3.7612443339451285e-11,1,-5.55255126953125,77.87022399902344,1.0904769897460938,27.5889892578125,22.355850219726562,0.9796423378490265,1,1,1,1,1
36,36,4,0.5,dense_equal20,21,10.338578506092757,11.226022009150196,1,14.555199314860772,10.047130705747591,10.008054907871603,1,10.047130705747591,1,0.013555700540943225,1.0897110635768392,0.8383524902204954,5.903180226178564e-11,0,-6.277412414550781,78.27159118652344,0.16300201416015625,26.748680114746094,22.622310638427734,0.40515532954041805,1,1,1,1,1
37,37,4,0.5,dense_preserve30,22,10.065120753296048,11.165510310121245,1,14.584691821219419,10.0361145039029,10.015678629943832,1,10.0361145039029,1,0.001453984879923768,0.8292266245300036,0.8112900172826503,4.54694640395621e-12,1,-3.78021240234375,75.98095703125,3.4593582153320312,27.588851928710938,22.06029510498047,0.426165686821786,1,1,0,1,0
37,37,4,0.5,dense_equal20,0,10.09840856750781,11.311771071645815,1,14.726122900499963,10.039146950925788,10.017992780058675,1,10.039146950925788,1,1.5354466529136085e-08,1.0001184135500725,2.301232036509215,0.5162096935534335,0,-4.457725524902344,76.30221557617188,3.1083450317382812,26.229015350341797,15.156974792480469,1.3035024464225893,1,0,0,1,0
38,38,4,0.5,dense_preserve30,16,10.103016946223262,10.986723086473189,1,22.07441703831655,10.020558123854936,10.022384831716778,1,5.338073032589367,0,0.004507912901223807,0.92595434034061,0.8545989116606161,3.629944502315919e-11,1,-2.3513717651367188,74.02635192871094,3.716888427734375,28.201683044433594,22.616806030273438,2.1649483832744005,1,1,0,1,0
38,38,4,0.5,dense_equal20,25,10.20652169502883,11.24778765755357,1,20.21266380923787,10.037024465259062,10.022748869328753,1,5.699746466874018,0,0.08773969238217944,3.930296272202464,2.3748519572843416,4.5858575287693257e-10,0,-2.9628677368164062,75.19193267822266,0.8633651733398438,15.980903625488281,15.78277587890625,2.1649483832744005,0,0,0,1,0
39,39,4,0.6000000238418579,dense_preserve30,12,10.123166007161082,10.91697768041084,1,17.40303371075934,10.058867879110114,10.033402000928701,1,10.058867879110114,1,0.0009700798980943246,0.8165261597725229,0.8017031089066393,4.024222338579759e-12,1,-8.878662109375,79.88201904296875,0.778564453125,27.805038452148438,22.157649993896484,0.8796393222310983,1,1,1,1,1
