sample_index,target_hash,k_value,candidate_count,strict_candidate_count,oracle_strict,oracle_minimum_ratio,best_candidate_index,best_candidate_ratio,best_strict_violation_db,min_target_separation_deg,max_target_theta_deg,large_scan,small_target_gap,best_margin_psll_db,best_margin_nearest_iso_db,best_margin_local20_iso_db,best_margin_mainlobe_db,best_margin_active_rl_db,oracle_source,envelope_max_scan_deg,envelope_min_separation_deg,inside_envelope
422010,2cb9f54301427c44,2,96,9,1,0.5,1047,0.5,0.0,20.0,48.0,1,1,5.7355499267578125,0.6194953918457031,2.3332901000976562,0.5,1.268308162689209,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422011,cd6589418a8bd28f,2,96,35,1,0.5,1128,0.5,0.0,20.0,39.0,0,1,9.015213012695312,2.4175987243652344,3.5848541259765625,0.4829864501953125,0.4659954607486725,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422012,47d90f52fb5667c2,2,96,18,1,0.5,1225,0.5,0.0,30.0,38.0,0,0,7.789070129394531,1.3658561706542969,3.2299575805664062,0.4666363596916199,0.38208237290382385,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422013,b67d70cf0843beaa,2,96,22,1,0.5,1327,0.5,0.0,36.136592864990234,44.0,0,0,5.754966735839844,0.0047760009765625,1.6801414489746094,0.49576568603515625,1.001558542251587,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422014,a33a907cb40c1394,2,96,26,1,0.5,1423,0.5,0.0,18.0,36.0,0,1,6.3869171142578125,3.0723724365234375,4.048870086669922,0.47360992431640625,0.06926921755075455,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422015,16480c12d6570982,2,96,3,1,0.5,1522,0.5,0.0,18.0,19.0,0,1,8.759910583496094,1.2203254699707031,3.2539749145507812,0.47461700439453125,1.2482839822769165,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422016,a8b044ebc75c8493,2,96,17,1,0.5,1608,0.5,0.0,20.0,22.0,0,1,7.472694396972656,4.109157562255859,3.5992431640625,0.4776153564453125,0.07369262725114822,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422017,d6b4e6a043dd618c,2,96,20,1,0.5,1704,0.5,0.0,20.0,41.0,0,1,8.025375366210938,1.2498321533203125,1.6348075866699219,0.4375762939453125,0.5861746072769165,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422018,9688571a586f4868,2,96,8,1,0.5,1817,0.5,0.0,20.0,42.0,0,1,3.1534881591796875,2.048503875732422,3.0646286010742188,0.49327850341796875,0.8131844401359558,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
422019,fd6a6531cb4922f9,2,96,21,1,0.5,1904,0.5,0.0,16.0,32.0,0,1,7.945899963378906,1.1950492858886719,2.9545822143554688,0.5040130615234375,0.875036895275116,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v12_k2_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421000,f4b0bac31eb0d22f,2,96,8,1,0.5,90,0.5,0.0,18.0,48.0,0,1,7.8025665283203125,0.23304367065429688,1.4921455383300781,0.43509674072265625,0.6394621133804321,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421001,41ef9f7f84ded12d,2,96,21,1,0.5,169,0.5,0.0,20.0,23.0,0,1,9.493850708007812,8.21966552734375,2.709320068359375,0.4464569091796875,0.820475697517395,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421002,ed1de8031e36a760,2,96,24,1,0.5,270,0.5,0.0,18.0,33.0,0,1,7.0436553955078125,2.0387649536132812,3.8684539794921875,0.4819183349609375,0.021036863327026367,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421003,c5158b6de663ae4c,2,96,17,1,0.5,368,0.5,0.0,18.0,41.0,0,1,8.183090209960938,0.4108924865722656,2.5733261108398438,0.4818267822265625,0.8118692636489868,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421004,cb19dfd2c7540750,2,96,8,1,0.5,464,0.5,0.0,18.0,22.0,0,1,8.982688903808594,2.7099609375,2.5216102600097656,0.4811248779296875,0.5260339975357056,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421005,f69ed3c9b5319ed3,2,96,26,1,0.5,558,0.5,0.0,18.0,34.0,0,1,7.155021667480469,0.05348968505859375,2.7488327026367188,0.44416046142578125,0.7152862548828125,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421012,be4475e9496e2b63,2,96,11,1,0.5,1231,0.5,0.0,30.826133728027344,16.0,0,0,7.7390289306640625,16.418724060058594,3.9729995727539062,0.4912567138671875,0.13264507055282593,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421013,b2c0bb87d49f3dfa,2,96,25,1,0.5,1321,0.5,0.0,27.888526916503906,39.0,0,0,9.295562744140625,2.694904327392578,2.374267578125,0.50244140625,0.6689937114715576,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421014,af3dd7dc47bf78a7,2,96,25,1,0.5,1425,0.5,0.0,30.0,36.0,0,0,6.887420654296875,1.7520790100097656,2.3501205444335938,0.46868133544921875,0.5566145181655884,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421015,e31d97de60b7f195,2,96,10,1,0.5,1520,0.5,0.0,18.0,40.0,0,1,10.303802490234375,1.8909645080566406,3.0544052124023438,0.4895477294921875,0.8301079869270325,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421016,6036fa2fa65d07a6,2,96,13,1,0.5,1609,0.5,0.0,30.069910049438477,42.0,0,0,8.423179626464844,0.8752212524414062,2.6480026245117188,0.4658050537109375,1.8268365859985352,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421017,f85a12f42f1cf166,2,96,10,1,0.5,1720,0.5,0.0,20.0,41.0,0,1,4.735008239746094,1.298004150390625,2.85455322265625,0.47614288330078125,0.888038158416748,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421018,0b38ef28a7951fd3,2,96,31,1,0.5,1801,0.5,0.0,16.0,38.0,0,1,6.499870300292969,0.21245574951171875,2.5799484252929688,0.47769927978515625,0.7943187355995178,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421019,49062885375962c5,2,96,6,1,0.6000000238418579,1886,0.6000000238418579,0.0,18.0,24.0,0,1,5.73468017578125,0.39801788330078125,3.3419647216796875,0.4607696533203125,0.7830736637115479,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,48.0,16.0,1
421020,5da25b45082993a5,6,96,52,1,0.5,1993,0.5,0.0,14.58853530883789,47.0,0,1,2.1574478149414062,3.1632919311523438,3.8213348388671875,0.4337310791015625,1.1436604261398315,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421021,c4e2370136b0c3f5,6,96,54,1,0.5,2089,0.5,0.0,13.678428649902344,45.0,0,1,1.3221206665039062,0.8910598754882812,3.0987777709960938,0.46456146240234375,0.7885457873344421,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421022,d2c9f15a253da239,6,96,8,1,0.5,2206,0.5,0.0,14.0,55.0,1,1,2.5496826171875,3.0399169921875,4.438686370849609,0.09657780081033707,0.3256168067455292,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421023,4ab44345bb13b335,6,96,47,1,0.5,2282,0.5,0.0,14.0,48.0,0,1,2.851104736328125,2.247577667236328,3.1006851196289062,0.35248565673828125,1.011321783065796,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421024,8be01219e85cec1a,6,96,37,1,0.5,2377,0.5,0.0,14.58853530883789,46.0,0,1,2.5585403442382812,0.5719833374023438,2.586933135986328,0.09657780081033707,0.3683553636074066,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421025,396017b231af88a0,6,96,29,1,0.5,2473,0.5,0.0,14.0,56.0,1,1,4.4490509033203125,4.265159606933594,3.3635520935058594,0.46599578857421875,1.0599530935287476,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421026,c140eaf553ff77ba,6,96,41,1,0.5,2569,0.5,0.0,13.433188438415527,50.0,1,1,3.3686676025390625,3.385692596435547,2.7784957885742188,0.3958740234375,0.6723544597625732,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421027,a97f1d4ecba2985d,6,96,0,0,nan,2616,0.699999988079071,0.5,16.0,58.0,1,1,4.163909912109375,0.0223846435546875,2.0953216552734375,-0.5,0.2035156637430191,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421028,536e372a8af1594d,6,96,1,1,0.6000000238418579,2738,0.6000000238418579,0.0,16.0,58.0,1,1,3.72900390625,0.5572509765625,3.138439178466797,0.20094095170497894,0.9414197206497192,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421029,3c29046545f2818c,6,96,1,1,0.5,2869,0.5,0.0,14.0,58.0,1,1,1.6453933715820312,1.6620635986328125,3.294219970703125,0.39144134521484375,0.8929698467254639,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421030,652338a0fc6481aa,6,96,18,1,0.5,2954,0.5,0.0,16.0,49.0,0,1,2.9627227783203125,3.1483535766601562,2.124919891357422,0.09390447288751602,0.31753697991371155,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421031,c3719bf95d3c806a,6,96,51,1,0.5,3049,0.5,0.0,14.0,43.0,0,1,3.6142501831054688,3.2325057983398438,3.4766769409179688,0.15983545780181885,1.404191255569458,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421032,74c4c4b1c07d52a9,6,96,31,1,0.5,3146,0.5,0.0,14.0,47.0,0,1,5.180152893066406,3.029277801513672,3.093109130859375,0.3500693440437317,1.1246427297592163,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421033,b4d6229fa3da95cc,6,96,58,1,0.5,3241,0.5,0.0,14.0,47.0,0,1,3.5328750610351562,3.3874664306640625,3.2632064819335938,0.3500693440437317,0.6149824857711792,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421034,205ca403458e71f6,6,96,20,1,0.5,3338,0.5,0.0,14.0,49.0,0,1,3.3229598999023438,0.968109130859375,2.0254592895507812,0.35684967041015625,0.023096613585948944,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421035,31b8c72e3502f8d5,6,96,38,1,0.5,3433,0.5,0.0,20.196687698364258,56.0,1,1,4.235198974609375,1.874267578125,3.1829071044921875,0.404449462890625,1.3529239892959595,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421036,dae5d4696a30c77d,6,96,7,1,0.5,3529,0.5,0.0,16.0,58.0,1,1,3.8681793212890625,3.37066650390625,3.727710723876953,0.429656982421875,0.4568360149860382,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421037,6fd6a21e8c5f9257,6,96,53,1,0.5,3625,0.5,0.0,14.0,42.0,0,1,5.239448547363281,2.9459762573242188,3.280651092529297,0.47760009765625,0.9922870397567749,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421038,46cdac83bfa56bd4,6,96,51,1,0.5,3721,0.5,0.0,14.0,43.0,0,1,5.247413635253906,2.5253982543945312,3.3991737365722656,0.45929718017578125,1.3169679641723633,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
421039,9811c8b33bc38642,6,96,54,1,0.5,3817,0.5,0.0,14.0,44.0,0,1,5.273895263671875,3.415477752685547,3.0035934448242188,0.44583892822265625,0.7849529385566711,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v11_operating_envelope_validation_oracle_20260727_run01\scene_oracle.csv,58.0,13.0,1
