candidate_index,source_candidate_index,sample_index,k,ratio,variant,common_command_hash,weights_frozen_before_high_operator_evaluation,thresholds_changed,high_source_root_cause,high_identity_psll_db,high_identity_weakest_target_gain_db,high_identity_target_spread_db,high_identity_nearest_iso_db,high_identity_local_iso_db,high_identity_pointing_error_deg,high_identity_active_rl_floor_db,high_identity_psll_margin_db,high_identity_nearest_iso_margin_db,high_identity_local20_iso_margin_db,high_identity_mainlobe_margin_db,high_identity_active_rl_margin_db,high_identity_hardware_margin_db,high_identity_combined_dynamic_range_db,high_identity_combined_peak_to_rms_db,high_identity_corner_power_increase_db,high_identity_normalized_wng_db,high_identity_strict_pass,high_E2_source_psll_db,high_E2_source_weakest_target_gain_db,high_E2_source_target_spread_db,high_E2_source_nearest_iso_db,high_E2_source_local_iso_db,high_E2_source_pointing_error_deg,high_E2_source_active_rl_floor_db,high_E2_source_psll_margin_db,high_E2_source_nearest_iso_margin_db,high_E2_source_local20_iso_margin_db,high_E2_source_mainlobe_margin_db,high_E2_source_active_rl_margin_db,high_E2_source_hardware_margin_db,high_E2_source_combined_dynamic_range_db,high_E2_source_combined_peak_to_rms_db,high_E2_source_corner_power_increase_db,high_E2_source_normalized_wng_db,high_E2_source_strict_pass
10,10,426110,4,0.699999988079071,baseline_frozen,506f6ea83195edcf01cd1c6e19aa8d0ec398b89719b246f4de253672af73825c,1,0,active_rl,-7.5249786376953125,80.51146697998047,0.0851898193359375,27.061664581298828,22.270416259765625,1.0000000000002647,9.827847003152195,7.5249786376953125,2.061664581298828,2.270416259765625,0.4763336181640625,-0.17215299606323242,1.0,18.07907700872867,6.022904196726629,0.0,-0.38276658687358345,0,-7.476905822753906,80.49637603759766,0.07482147216796875,26.21703338623047,22.271881103515625,1.0000000000002647,10.042410406029918,7.476905822753906,1.2170333862304688,2.271881103515625,0.46124267578125,0.04241040721535683,0.9888091683387756,18.136053346518594,5.923560871402667,0.01119085861638296,-0.3892178315146156,1
11,11,426113,4,0.800000011920929,joint_strong_r2_rl12p5,d6a0ca010de9e52781e0e7cccc12af58199c969e0599bf3f1c61d9f270d63a98,1,0,active_rl,-7.183280944824219,80.82180786132812,0.15178680419921875,29.316028594970703,23.60952377319336,0.9999999999999002,9.763941140465974,7.183280944824219,4.316028594970703,3.6095237731933594,-0.05052947998046875,-0.23605886101722717,1.0,18.189683171171918,5.990886087097359,0.0,-0.6041007825658126,0,-7.070152282714844,80.83243560791016,0.18137359619140625,29.321582794189453,23.54171371459961,0.9999999999999002,9.10081792705439,7.070152282714844,4.321582794189453,3.5417137145996094,-0.0399017333984375,-0.8991820812225342,1.0029709339141846,17.85631376705378,5.633791758614613,-0.0029709843396446066,-0.6003548963859704,0
12,12,426117,4,0.6000000238418579,joint_median_r2_rl11p5,fc9975bb7484aa2db09624c2b765f30c9e7c81e8cd0fb0b73766cf3e45ae4037,1,0,active_rl,-5.225044250488281,79.51246643066406,0.06351470947265625,27.66791534423828,23.749324798583984,1.0000000000002647,9.104036441595388,5.225044250488281,2.6679153442382812,3.7493247985839844,0.2829132080078125,-0.8959635496139526,1.0,16.372510159684587,5.557768480582311,0.0,-0.5207448826577523,0,-5.347259521484375,79.47892761230469,0.102874755859375,27.164138793945312,23.079864501953125,1.0000000000002647,8.505474930491735,5.347259521484375,2.1641387939453125,3.079864501953125,0.2493743896484375,-1.4945250749588013,1.008878231048584,16.630212264302305,5.302674344718243,-0.00887825236166613,-0.5282093203945627,0
13,13,426121,6,0.5,baseline_frozen,cb4bf8648d2a47c6fffd769a898a21384322090020791813e7d52d915e60f93c,1,0,active_rl,-4.7154388427734375,76.56648254394531,0.1712799072265625,28.215557098388672,22.44382095336914,1.11823291532414,9.744721251561657,4.7154388427734375,3.215557098388672,2.4438209533691406,0.3817670941352844,-0.25527873635292053,1.0,17.893046017426695,7.497913766982043,0.0,-1.6636270330896692,0,-4.6581878662109375,76.49886322021484,0.26419830322265625,27.830612182617188,23.092002868652344,1.11823291532414,8.72406890363574,4.6581878662109375,2.8306121826171875,3.0920028686523438,0.3817670941352844,-1.2759311199188232,1.0030689239501953,18.41598058414815,7.432793103930405,-0.0030688770156602125,-1.6795047606850235,0
14,14,426128,6,0.5,baseline_frozen,8f23dbd1f6d41ffc0386925f72a2e665f3e3fe1b432bb76f6e8a6c2877e86c27,1,0,active_rl,-3.1629638671875,76.92424011230469,0.1266021728515625,27.453174591064453,23.861183166503906,1.0000000000002647,10.012371199648102,3.1629638671875,2.453174591064453,3.8611831665039062,0.4516143798828125,0.012371199205517769,1.0,17.77049583486353,6.8628570828424404,0.0,-1.4186104001735726,1,-3.0570526123046875,76.91732788085938,0.09552764892578125,27.820098876953125,24.053302764892578,1.0000000000002647,9.769197704749642,3.0570526123046875,2.820098876953125,4.053302764892578,0.4447021484375,-0.23080229759216309,1.007865309715271,18.13429204176463,6.982329623508132,-0.007865281248602977,-1.429660570021373,0
15,15,426125,6,0.6000000238418579,baseline_frozen,1b2dda93c3c934c7f53c42f67ca9c13d104cf56f3c175941cabb6f88a946f63e,1,0,active_rl,-1.9803237915039062,75.33415222167969,0.173583984375,27.121814727783203,22.245620727539062,1.239745152949998,10.353242310129344,1.9803237915039062,2.121814727783203,2.2456207275390625,0.2602548599243164,0.35324230790138245,1.0,18.834203746930164,8.540204784900894,0.0,-4.094261422707499,1,-1.9367218017578125,75.31362915039062,0.17527008056640625,27.095352172851562,22.09046173095703,1.239745152949998,10.117077351127872,1.9367218017578125,2.0953521728515625,2.0904617309570312,0.2602548599243164,0.11707735061645508,1.0112022161483765,18.570048510143234,8.430596685563806,-0.011202230456939154,-4.114959687811544,1
16,16,426122,6,0.699999988079071,baseline_frozen,4e05ae84cda725d83590d3fc2ef69148f6ea1287211a12f5415d6259021e0909,1,0,mainlobe,-4.571205139160156,76.55644989013672,0.45246124267578125,27.964946746826172,20.73290252685547,1.49816477377326,10.887418048268174,4.571205139160156,2.964946746826172,0.7329025268554688,0.0018352261977270246,0.8874180316925049,1.0,17.77516903377103,6.968386596054167,0.0,-3.126144901155423,1,-4.49609375,76.48758697509766,0.491943359375,28.19121551513672,20.487686157226562,1.49816477377326,10.44669812202309,4.49609375,3.1912155151367188,0.4876861572265625,0.0018352261977270246,0.4466981291770935,1.002760887145996,17.35698960408824,6.739433518722898,-0.0027608300444961023,-3.1100335770237466,1
17,17,426124,6,0.800000011920929,baseline_frozen,9ce4c7fea989838cac5355d15de61ac5a9c127aac508591d78c9690c8da42fff,1,0,active_rl,-4.870880126953125,77.06226348876953,0.08754730224609375,27.327804565429688,20.89983367919922,0.9999999999999002,9.373016543916979,4.870880126953125,2.3278045654296875,0.8998336791992188,0.471282958984375,-0.6269834637641907,0.9606979489326477,19.03930203513243,6.722825957391283,0.0,-2.8677080252817735,0,-4.795356750488281,77.03276062011719,0.20245361328125,26.56450653076172,20.15825653076172,0.9999999999999002,9.944808654348702,4.795356750488281,1.5645065307617188,0.15825653076171875,0.44178009033203125,-0.055191345512866974,1.016284465789795,18.93440000492964,6.823233723108703,-0.01628446483773778,-2.8566626778233983,0
18,18,426126,6,0.699999988079071,baseline_frozen,5356acdbdf25704d78d2b24320356341dc735492a8235301b0378e31571b47a4,1,0,active_rl,-3.8699798583984375,76.82258605957031,0.1969146728515625,28.18777847290039,22.944862365722656,0.9999999999999002,10.822189152211779,3.8699798583984375,3.1877784729003906,2.9448623657226562,0.4524688720703125,0.8221891522407532,1.0,17.768644049788616,8.201636580853103,0.0,-2.6283116311025663,1,-4.096824645996094,76.87612915039062,0.169952392578125,28.201419830322266,22.614543914794922,0.9999999999999002,10.372581301186102,4.096824645996094,3.2014198303222656,2.614543914794922,0.5,0.3725813031196594,1.013253927230835,18.05441986903928,8.375798751544995,-0.013253928834397351,-2.6323481445598413,1
19,19,426120,6,0.800000011920929,baseline_frozen,c3864e7345aeb398f242df7cc1820bcbdbcba083d39cdb80ea01dcfc136ab437,1,0,mainlobe,-0.8666000366210938,75.81327819824219,0.1171875,28.201095581054688,21.720535278320312,1.0000000000002647,11.500256129652566,0.8666000366210938,3.2010955810546875,1.7205352783203125,0.47222137451171875,1.5002561807632446,1.0,17.30450854555977,9.256401681107064,0.0,-4.102517226586142,1,-0.8081436157226562,75.75784301757812,0.2638702392578125,27.503719329833984,21.449295043945312,1.0000000000002647,11.380475174019143,0.8081436157226562,2.5037193298339844,1.4492950439453125,0.41678619384765625,1.3804751634597778,1.023884892463684,17.06550867114024,9.163899826794239,-0.02388485747400144,-4.151275190734919,1
