Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
115,5,1053.91,-267.985,-1834,-1137.93
120,5,1297.33,-238.524,-1797.96,-505.247
125,5,1534.35,-185.822,-1678.47,89.7667
130,5,1750.75,-110.59,-1475.77,611.177
135,5,1930.17,-17.0822,-1204.97,1026.34
140,5,2055.66,86.8351,-892.242,1315.37
145,5,2111.33,190.238,-566.225,1476.26
150,5,2083.52,280.284,-248.405,1522.9
155,5,1961.98,343.866,52.6491,1476.69
160,5,1741.37,369.718,339.549,1356.62
165,5,1423.57,350.837,617.419,1172.98
170,5,1020.48,286.687,883.271,928.216
175,5,555.805,184.314,1120.17,623.287
180,5,64.0252,57.6045,1300.52,265.203
0,10,-1864.69,675.238,-11263.1,2882.38
5,10,-2118.31,131.187,-11480.4,185.932
10,10,-2303.74,-355.745,-11213.4,-2477.68
15,10,-2400.35,-758.348,-10499.6,-4950.06
20,10,-2400.03,-1061.29,-9416.91,-7091
25,10,-2309.1,-1262.3,-8073.65,-8794.47
30,10,-2146.72,-1370.16,-6594.83,-10000.5
35,10,-1939.5,-1400.63,-5106.46,-10699.9
40,10,-1714.15,-1372.06,-3719.65,-10930.4
45,10,-1491.12,-1302.31,-2517.8,-10764.7
50,10,-1281.53,-1207.23,-1549.61,-10295.5
55,10,-1088.08,-1100.25,-829.202,-9619.34
60,10,-908.408,-992.501,-342.314,-8823.96
65,10,-738.641,-892.728,-55.9983,-7981.04
70,10,-575.541,-807.152,71.1404,-7142.93
75,10,-416.866,-739.341,80.5122,-6342.81
80,10,-260.652,-690.299,8.12947,-5596.88
85,10,-104.361,-658.799,-117.613,-4907.29
90,10,55.4702,-641.864,-275.499,-4265.45
95,10,222.912,-635.238,-449.272,-3655.47
100,10,401.813,-633.745,-624.612,-3058.04
105,10,594.684,-631.522,-786.331,-2454.96
110,10,801.525,-622.165,-916.84,-1834.44
115,10,1018.85,-598.988,-996.777,-1196.18
120,10,1239.25,-555.584,-1008.17,-555.014
125,10,1451.72,-486.87,-939.463,59.3105
130,10,1642.93,-390.561,-790.597,607.362
135,10,1798.86,-268.744,-575.347,1049.93
140,10,1906.21,-128.964,-318.87,1359.43
145,10,1952.73,15.7682,-50.3215,1527.84
150,10,1926.74,148.393,206.59,1567.2
155,10,1816.68,250.608,440.366,1502.21
160,10,1612.5,306.683,651.824,1358.91
165,10,1309.59,307.471,847.219,1155.96
170,10,914.379,253.501,1028.39,902.793
175,10,448.813,155.871,1186.1,604.537
180,10,-49.5665,34.2713,1301.15,269.215
0,15,-2839.25,923.885,-11057.8,2812.56
5,15,-3117.96,92.3219,-11253.4,65.0067
10,15,-3260,-671.298,-10895.1,-2642.36
15,15,-3250.12,-1319.18,-10032.9,-5142.87
20,15,-3093.49,-1820.98,-8763.98,-7291.76
25,15,-2815.28,-2166.44,-7217.94,-8983.08
30,15,-2455.79,-2362.92,-5540.37,-10161.1
35,15,-2061.58,-2429.88,-3874.28,-10823
40,15,-1675.2,-2393.03,-2342.89,-11013.1
45,15,-1326.84,-2279.93,-1036.59,-10809.4
50,15,-1030.93,-2117.36,-6.46877,-10307.4
55,15,-788.033,-1929.77,734.706,-9605.03
60,15,-590.004,-1737.92,1205.5,-8790.4
65,15,-425.532,-1557.81,1445.38,-7935.1
70,15,-283.93,-1399.99,1503.71,-7091.23
75,15,-156.593,-1269.7,1430.51,-6291.64
80,15,-36.8043,-1167.72,1270.1,-5552.06
85,15,81.0659,-1091.63,1057.93,-4874.01
90,15,202.161,-1037.18,820.332,-4248.11
95,15,331.22,-999.171,576.222,-3657.4
100,15,472.127,-971.991,340.068,-3081
105,15,627.088,-949.691,125.044,-2498.44
110,15,795.658,-925.74,-54.6543,-1894.91
115,15,973.944,-892.765,-183.331,-1266.76
120,15,1154.42,-842.641,-245.807,-626.006
125,15,1326.7,-767.351,-231.657,-1.4618
130,15,1479.23,-660.821,-140.137,565.484
135,15,1601.21,-521.478,16.7136,1030.66
140,15,1683.56,-354.687,215.257,1359.85
145,15,1718.19,-173.907,426.429,1539.19
150,15,1695.71,0.386848,624.756,1578.08
155,15,1603.5,144.319,795.829,1502.84
160,15,1426.59,236.182,938.046,1344.77
165,15,1152.9,262.524,1057.57,1129.32
170,15,781.499,222.785,1159.58,872.162
175,15,330.192,130.556,1241.42,582.77
180,15,-162.781,10.6772,1291.88,271.177
0,20,-3792.19,1165.5,-10768.2,2721.33
5,20,-4091.62,42.1467,-10940.6,-26.2848
10,20,-4174.65,-1000.99,-10507,-2727.69
15,20,-4034.14,-1894.75,-9528.76,-5211.88
20,20,-3692.25,-2593.57,-8117.96,-7332.59
25,20,-3196.83,-3079.39,-6420.45,-8986.02
30,20,-2612.71,-3358.61,-4596.58,-10121.5
35,20,-2008.92,-3454.91,-2801.05,-10742.7
40,20,-1445.24,-3401.81,-1164.76,-10899.4
45,20,-962.247,-3237.07,218.152,-10673
50,20,-577.732,-2998.95,1295.94,-10159.9
55,20,-289.81,-2723.3,2057.37,-9456.6
60,20,-83.9202,-2440.92,2523.89,-8649.41
65,20,59.6845,-2175.26,2738.71,-7807.72
70,20,160.49,-1941.25,2755.52,-6981.78
75,20,235.007,-1745.7,2629.02,-6202.95
80,20,296.191,-1589.01,2408.24,-5485.82
85,20,353.926,-1467.41,2133,-4831.16
90,20,415.735,-1375.16,1833.09,-4229.1
95,20,487.248,-1306.01,1529.64,-3662.35
100,20,572.273,-1253.96,1237.86,-3109.61
105,20,672.471,-1213.17,970.284,-2549.56
110,20,786.79,-1177.31,739.508,-1965.74
115,20,911.002,-1138.76,559.329,-1352.2
120,20,1037.8,-1088.01,443.506,-718.523
125,20,1157.92,-1014.15,402.123,-91.9836
130,20,1262.1,-906.821,436.807,485.566
135,20,1343.07,-759.76,537.159,966.99
140,20,1396.25,-574.755,680.989,1313.24
145,20,1417.8,-364.358,839.475,1505.52
150,20,1400.86,-151.614,985.687,1550.24
155,20,1331.94,34.0332,1102.45,1473.9
160,20,1191.22,164.019,1185.36,1310.9
165,20,958.643,219.068,1239.36,1091.44
170,20,624.766,195.789,1271.42,836.08
175,20,201.343,108.76,1283.88,558.368
180,20,-274.756,-12.998,1272.78,271.076
0,25,-4716.27,1398.24,-10396.7,2609.4
5,25,-5032.45,-12.2715,-10545.7,-87.3622
10,25,-5045.76,-1329.35,-10057.5,-2733.81
15,25,-4759.27,-2462.55,-9002.31,-5158.75
20,25,-4214.5,-3351.42,-7502.36,-7217.57
25,25,-3484.25,-3970.59,-5713.4,-8810.29
30,25,-2659.59,-4325.94,-3804.12,-9891.76
35,25,-1833.1,-4445.79,-1935.12,-10471.4
40,25,-1082.33,-4371.75,-240.389,-10603.1
45,25,-458.266,-4151.81,1185.28,-10369.9
50,25,17.915,-3835.5,2291.14,-9866.64
55,25,350.471,-3469.75,3067.63,-9186.67
60,25,560.21,-3094.99,3537.77,-8412.07
65,25,675.232,-2741.8,3745.99,-7608.41
70,25,723.979,-2429.41,3746.89,-6822.7
75,25,731.367,-2166.33,3596.05,-6083.86
80,25,717.371,-1952.81,3343.63,-5404.77
85,25,697.072,-1783.99,3030.82,-4785.16
90,25,681.295,-1652.87,2688.96,-4214.81
95,25,677.351,-1552.29,2340.67,-3676.65
100,25,689.568,-1475.9,2002.32,-3149.86
105,25,719.483,-1417.98,1687.11,-2613.44
110,25,765.732,-1372.55,1407.88,-2050.71
115,25,823.958,-1331.85,1178.36,-1454.69
120,25,887.232,-1285.16,1012.26,-833.221
125,25,947.469,-1218.69,919.995,-211.837
130,25,997.687,-1117.64,904.056,368.373
135,25,1034.12,-970.581,955.297,859.28
140,25,1056.46,-774.943,1052.64,1219.07
145,25,1065.11,-541.496,1167.53,1425.37
150,25,1055.74,-295.125,1271.91,1481.67
155,25,1014.25,-70.5167,1346.16,1413.38
160,25,916.235,96.6868,1382.87,1255.84
165,25,733.694,180.622,1384.85,1041.68
170,25,448.134,173.921,1359.18,794.674
175,25,64.0874,90.8442,1311.53,531.79
180,25,-384.641,-36.5744,1243.99,268.912
0,30,-5604.46,1620.35,-9946.13,2477.6
5,30,-5934.17,-63.9697,-10072.8,-119.041
10,30,-5872.88,-1641.3,-9553.64,-2663.65
15,30,-5435.17,-3000.92,-8464.88,-4989.08
20,30,-4682.76,-4068.38,-6933.4,-6955.33
25,30,-3713.8,-4811.62,-5118.12,-8467.65
30,30,-2645.63,-5236.43,-3189.29,-9486.3
35,30,-1594.06,-5375.97,-1307.52,-10025.3
40,30,-653.938,-5279.88,394.495,-10141
45,30,113.628,-5005.95,1824.1,-9915.9
50,30,684.156,-4614.15,2932.82,-9441.45
55,30,1063.89,-4161.46,3712.64,-8805.83
60,30,1279.12,-3696.88,4187.01,-8085.41
65,30,1365.36,-3257.43,4399.47,-7340.58
70,30,1359.14,-2866.39,4402.86,-6614.18
75,30,1293.28,-2534.21,4250.7,-5932.06
80,30,1194.79,-2261.57,3991.32,-5305.02
85,30,1084.48,-2043.17,3664.86,-4731.62
90,30,977.438,-1871.29,3302.46,-4201.33
95,30,883.817,-1738.19,2927.37,-3697.49
100,30,809.621,-1637.3,2557.14,-3200.22
105,30,757.2,-1563.05,2206.47,-2689.7
110,30,725.489,-1509.65,1889.58,-2150.07
115,30,710.233,-1469.18,1621.29,-1574.39
120,30,704.79,-1429.62,1416.09,-969.569
125,30,701.953,-1374.34,1284.97,-359.523
130,30,696.617,-1284.17,1231.04,216.257
135,30,688.071,-1142.47,1245.98,710.304
140,30,679.998,-942.201,1309.6,1079.99
145,30,676.752,-691.974,1393.75,1300.83
150,30,676.551,-417.985,1469.78,1373.75
155,30,664.925,-159.606,1516.06,1322.04
160,30,613.301,40.8222,1522.17,1180.01
165,30,486.249,150.85,1487.95,980.446
170,30,256.396,158.627,1419.08,748.494
175,30,-79.3957,77.1166,1322.73,503.58
180,30,-491.598,-59.8724,1205.73,264.701
0,35,-6450,1830.12,-9419.82,2326.95
5,35,-6791,-106.341,-9526.07,-123.477
10,35,-6656.53,-1922.65,-9000.94,-2522.83
15,35,-6073.03,-3489.72,-7923.27,-4712.06
20,35,-5121.74,-4720.43,-6419.15,-6558.58
25,35,-3924.64,-5576.8,-4643.93,-7973.92
30,35,-2623.59,-6064.8,-2762.69,-8923.31
35,35,-1355.99,-6222.34,-930.365,-9423.8
40,35,-232.761,-6106.58,725.717,-9532.28
45,35,675.509,-5784.21,2117.36,-9328.45
50,35,1341.02,-5324.3,3199.1,-8898.74
55,35,1771.4,-4792.25,3964.15,-8324.54
60,35,1997.35,-4244.21,4435.21,-7675.35
65,35,2060.36,-3722.67,4653.4,-7005.49
70,35,2003.63,-3254.67,4668.02,-6353.12
75,35,1866.69,-2852.92,4528.62,-5740.77
80,35,1682.95,-2519.17,4279.98,-5177.11
85,35,1478.99,-2248.53,3959.58,-4659.58
90,35,1274.84,-2033.26,3597.18,-4177.35
95,35,1084.62,-1865.59,3215.83,-3714.26
100,35,917.22,-1738.99,2833.96,-3251.56
105,35,776.855,-1648.11,2467.71,-2770.9
110,35,663.373,-1587.27,2132.82,-2257.84
115,35,572.771,-1548.12,1845.35,-1706.22
120,35,498.439,-1517.19,1620.49,-1122.68
125,35,433.569,-1475,1469.52,-529.744
130,35,374.395,-1398.13,1395.82,35.1811
135,35,322.782,-1265.14,1391.64,526.512
140,35,285.984,-1064.81,1437.72,902.431
145,35,272.043,-803.729,1506.8,1137.73
150,35,281.624,-509.079,1570.26,1231.22
155,35,300.095,-224.221,1605.05,1203.38
160,35,295.358,2.6715,1597.75,1085.76
165,35,225.45,133.233,1544.54,909.234
170,35,54.9639,151.256,1448.38,698.515
175,35,-226.645,67.807,1316.26,474.355
180,35,-594.814,-82.7148,1158.3,258.475
0,40,-7246.45,2025.96,-8821.82,2158.59
5,40,-7597.56,-133.373,-8909.97,-104.073
10,40,-7397.6,-2160.55,-8403.21,-2319.38
15,40,-6684.28,-3910.79,-7379.66,-4340.12
20,40,-5556.1,-5286.14,-5959.37,-6043.52
25,40,-4155.69,-6243.51,-4287.87,-7348.25
30,40,-2645.94,-6789.12,-2518.83,-8223.8
35,40,-1182.99,-6965.11,-796.252,-8688.55
40,40,108.064,-6835.25,761.552,-8797.63
45,40,1147.98,-6473.67,2072.74,-8626.17
50,40,1905.52,-5956.71,3095.3,-8253.76
55,40,2388.95,-5356.32,3823.07,-7753.89
60,40,2632.14,-4734.12,4276.99,-7188.3
65,40,2681.16,-4137.08,4494.6,-6604.73
70,40,2584.33,-3595.65,4520.59,-6036.35
75,40,2386.48,-3125.11,4399.7,-5502.39
80,40,2126.37,-2729.01,4172.38,-5009.61
85,40,1835.84,-2403.64,3872.82,-4554.59
90,40,1539.93,-2142.06,3528.72,-4126.49
95,40,1257.17,-1937.06,3162.34,-3709.79
100,40,1000.04,-1782.63,2792.29,-3286.94
105,40,775.21,-1673.76,2435.44,-2841.15
110,40,583.777,-1604.83,2108.28,-2359.56
115,40,422.032,-1566.85,1827.28,-1837.1
120,40,283.203,-1544.62,1607.54,-1280.47
125,40,160.578,-1515.72,1460,-710.921
130,40,51.4111,-1452.78,1387.93,-163.467
135,40,-40.1764,-1330.13,1384.13,319.098
140,40,-103.693,-1133.13,1430.66,697.053
145,40,-127.734,-866.765,1501.78,945.633
150,40,-109.363,-559.108,1569.64,1062.03
155,40,-63.1711,-256.731,1610.24,1063.4
160,40,-24.0079,-12.4122,1607.26,977.145
165,40,-39.0772,130.774,1552.65,830.507
170,40,-150.392,152.935,1445.52,646.11
175,40,-375.002,63.0437,1291.32,444.799
180,40,-693.503,-104.928,1102.05,250.282
0,45,-7987.74,2206.39,-8156.68,1973.8
5,45,-8348.82,-139.859,-8229.04,-65.3409
10,45,-8096.81,-2343.81,-7762.64,-2063.5
15,45,-7279.24,-4248.39,-6831.77,-3888.44
20,45,-6008.33,-5747.03,-5545.83,-5429.25
25,45,-4442.56,-6792.39,-4035.16,-6612.37
30,45,-2761.04,-7390.74,-2436.64,-7410.74
35,45,-1134.6,-7587.57,-878.75,-7842.3
40,45,300.007,-7451.78,532.417,-7958.39
45,45,1455.87,-7063.08,1723.02,-7827.68
50,45,2298.13,-6502.92,2654.79,-7521.56
55,45,2834.78,-5847.66,3321.65,-7104.71
60,45,3101.75,-5162.78,3741.86,-6630.52
65,45,3148.41,-4498.7,3948.56,-6139.79
70,45,3026.89,-3889.07,3981.25,-5660.58
75,45,2786.07,-3352.05,3879.54,-5208.94
80,45,2468.77,-2893.62,3679.38,-4790.06
85,45,2111.01,-2512.04,3411.47,-4400.2
90,45,1741.92,-2201.88,3101.16,-4029.03
95,45,1383.89,-1957.13,2769.41,-3662.07
100,45,1052.6,-1772.66,2434.21,-3283.21
105,45,756.953,-1644.05,2112.06,-2877.26
110,45,499.228,-1565.64,1819.02,-2432.9
115,45,276.026,-1527.51,1570.72,-1946.07
120,45,80.5302,-1512.52,1381.12,-1423.48
125,45,-93.6888,-1495.26,1260.16,-884.982
130,45,-248.208,-1444.91,1210.72,-362.788
135,45,-376.654,-1332.43,1226.38,103.852
140,45,-465.521,-1140.77,1291,478.338
145,45,-500.407,-874.078,1381.04,737.293
150,45,-476.368,-561.337,1470,876.727
155,45,-407.758,-251.478,1533.3,910.082
160,45,-331.261,-0.395962,1551.65,859.628
165,45,-297.699,145.739,1512.44,747.545
170,45,-353.801,164.458,1410.17,592.985
175,45,-521.703,62.8326,1247.62,415.639
180,45,-786.914,-126.342,1037.41,240.185
0,50,-8668.25,2370.02,-7429.47,1773.99
5,50,-9039.97,-121.591,-7487.95,-12.7293
10,50,-8754.2,-2463.28,-7080.04,-1767.19
15,50,-7865.94,-4489.61,-6273.45,-3374.52
20,50,-6496.62,-6087.84,-5163.28,-4737.25
25,50,-4814.67,-7207.34,-3860.48,-5789.96
30,50,-3009.38,-7854.06,-2480.96,-6508.32
35,50,-1261.29,-8075.49,-1133.97,-6908.2
40,50,284.395,-7943.82,89.3612,-7035.32
45,50,1534.37,-7542.04,1124.68,-6950.35
50,50,2450,-6954.41,1937.85,-6715.44
55,50,3038.1,-6259.53,2522.55,-6385.83
60,50,3335.51,-5525.14,2893.75,-6006.25
65,50,3393.79,-4804.26,3079.58,-5610.35
70,50,3267.88,-4133.61,3113.92,-5221.09
75,50,3009.43,-3534.54,3031.01,-4851.45
80,50,2663.95,-3016.12,2862.17,-4505.49
85,50,2269.96,-2579.19,2634.46,-4179.72
90,50,1858.92,-2220.42,2370.56,-3864.99
95,50,1455.35,-1935.39,2089.56,-3548.51
100,50,1076.65,-1720.06,1808.04,-3215.99
105,50,732.948,-1570.53,1541.18,-2854.03
110,50,427.254,-1480.88,1303.47,-2452.74
115,50,156.569,-1440,1108.71,-2008.85
120,50,-85.4278,-1428.65,968.998,-1528.73
125,50,-304.153,-1418.78,892.834,-1030.4
130,50,-499.382,-1376.9,882.779,-542.73
135,50,-662.201,-1271.89,933.489,-100.682
140,50,-776.226,-1085.67,1031.13,263.134
145,50,-824.462,-822.442,1154.78,527.484
150,50,-800.257,-512.175,1279.58,687.529
155,50,-717.503,-205.217,1380.47,752.785
160,50,-613.651,41.1168,1435.17,739.63
165,50,-541.26,179.455,1426.23,664.203
170,50,-549.555,186.194,1343.16,541.081
175,50,-663.973,67.0405,1185.33,387.623
180,50,-874.336,-146.795,964.881,228.26
0,55,-9282.79,2515.61,-6645.71,1560.68
5,55,-9666.43,-75.5062,-6691.55,47.5741
10,55,-9368.65,-2512.11,-6355.17,-1443.87
15,55,-8449.1,-4624.6,-5695.51,-2817.68
20,55,-7033.17,-6296.74,-4790.83,-3990.81
25,55,-5292.66,-7475.58,-3729.96,-4906.21
30,55,-3420.19,-8166.18,-2604.97,-5541.54
35,55,-1600.22,-8416.49,-1503.23,-5909.33
40,55,17.4852,-8299.77,-498.782,-6048.24
45,55,1335.02,-7899.93,354.888,-6009.8
50,55,2310.04,-7301.6,1028.37,-5846.33
55,55,2947.25,-6583.67,1515.07,-5603.41
60,55,3283.13,-5814.67,1826.33,-5317.12
65,55,3370.22,-5049.52,1984.82,-5014.02
70,55,3264.95,-4327.87,2018.42,-4712.04
75,55,3020.47,-3674.63,1955.56,-4421.29
80,55,2683.29,-3102.39,1822.56,-4144.94
85,55,2292.39,-2615.03,1642.35,-3880.21
90,55,1879.27,-2211.56,1434.43,-3619.69
95,55,1468.24,-1889.15,1215.38,-3352.8
100,55,1076.37,-1644.63,999.672,-3067.57
105,55,713.583,-1474.19,800.473,-2752.59
110,55,382.934,-1371.21,630.126,-2399.46
115,55,81.9892,-1323.16,500.182,-2005.46
120,55,-194.318,-1308.9,420.723,-1576.26
125,55,-449.393,-1298.53,399.001,-1127.56
130,55,-680.369,-1257.29,437.615,-684.258
135,55,-875.404,-1153.78,532.755,-276.32
140,55,-1015.35,-970.488,673.235,68.3746
145,55,-1081.01,-712.728,840.912,331.338
150,55,-1064.29,-411.447,1012.52,507.171
155,55,-978.279,-117.342,1162.37,601.367
160,55,-859.954,112.709,1265.04,624.016
165,55,-761.544,232.194,1298.28,584.634
170,55,-732.35,218.027,1246.43,492.461
175,55,-799.116,75.3861,1105.08,361.489
180,55,-955.104,-166.13,885.006,214.597
0,60,-9826.67,2642.06,-5811.37,1335.49
5,60,-10223.7,0.191911,-5844.91,108.868
10,60,-9937.61,-2485.94,-5587.21,-1107.98
15,60,-9029.36,-4646.82,-5086.88,-2238.56
20,60,-7622.85,-6365.5,-4403.95,-3214.64
25,60,-5886.34,-7587.61,-3603.86,-3987.45
30,60,-4008.58,-8316.7,-2753.53,-4536.12
35,60,-2171.6,-8599.49,-1916.98,-4868.93
40,60,-525.101,-8508.09,-1149.78,-5016.56
45,60,830.817,-8124.96,-493.41,-5020.85
50,60,1850.52,-7533.02,28.1072,-4924.16
55,60,2535.66,-6809.68,408.156,-4762.74
60,60,2920.72,-6023.13,654.32,-4564.44
65,60,3057.3,-5229.47,783.515,-4349.13
70,60,3001.53,-4471.11,817.15,-4129.89
75,60,2806.17,-3776.52,777.389,-3914.07
80,60,2516.82,-3161.95,684.889,-3703.99
85,60,2170.89,-2634.37,557.828,-3497.65
90,60,1797.79,-2194.94,411.806,-3289.48
95,60,1419.47,-1841.97,260.238,-3071.33
100,60,1050.89,-1572.51,114.929,-2833.76
105,60,700.392,-1382.14,-13.3775,-2567.62
110,60,370.451,-1263.03,-114.605,-2266.09
115,60,59.2361,-1201.12,-179.262,-1927.05
120,60,-236.515,-1174.01,-198.795,-1555.34
125,60,-517.447,-1151.33,-166.505,-1164.01
130,60,-777.468,-1099.04,-79.0129,-773.607
135,60,-1001.59,-987.608,61.988,-408.522
140,60,-1168.1,-801.98,248.232,-91.3617
145,60,-1255.94,-549.59,464.276,162.583
150,60,-1255.67,-262.265,688.171,347.629
155,60,-1179.04,10.1443,893.299,465.353
160,60,-1061.15,213.129,1051.06,519.552
165,60,-951.674,303.135,1134.45,512.988
170,60,-897.504,259.332,1122.87,449.182
175,60,-924.601,87.438,1007.95,337.929
180,60,-1028.6,-184.201,798.396,199.301
0,65,-10295.8,2748.41,-4932.81,1100.14
5,65,-10707.6,105.962,-4953.44,164.175
10,65,-10457,-2383.02,-4775.32,-774.522
15,65,-9602.93,-4553.23,-4435.83,-1658.61
20,65,-8262.4,-6289.63,-3976.59,-2434.37
25,65,-6593.38,-7537.32,-3439.82,-3061.05
30,65,-4773.61,-8297.73,-2867.42,-3518.84
35,65,-2976.03,-8614.7,-2299.95,-3811.33
40,65,-1345.2,-8557.11,-1774.01,-3960.91
45,65,19.6128,-8204.08,-1318.46,-3999.81
50,65,1070.26,-7635.18,-951.405,-3960.97
55,65,1804.28,-6925.1,-679.191,-3872.09
60,65,2251.89,-6140.67,-497.95,-3753.66
65,65,2461.05,-5338.42,-396.692,-3619.46
70,65,2484.83,-4562.84,-360.769,-3478.06
75,65,2373.19,-3845.48,-374.696,-3333.96
80,65,2168.82,-3205.78,-423.916,-3188.38
85,65,1905.94,-2653.29,-495.555,-3039.66
90,65,1610.5,-2190.75,-578.48,-2883.7
95,65,1300.99,-1816.94,-662.993,-2714.53
100,65,989.267,-1528.33,-740.396,-2525.13
105,65,681.36,-1319.18,-802.569,-2308.65
110,65,378.649,-1180.05,-841.613,-2060.06
115,65,79.6592,-1095.57,-849.636,-1778.09
120,65,-217.116,-1043.07,-818.825,-1466.93
125,65,-509.555,-993.49,-742.054,-1137.13
130,65,-788.408,-915.808,-614.206,-804.782
135,65,-1035.8,-784.714,-434.154,-488.596
140,65,-1227.78,-589.479,-206.943,-205.686
145,65,-1341.75,-340.583,54.6142,32.0859
150,65,-1366.85,-70.5307,329.604,219.024
155,65,-1312.71,172.896,590.276,353.148
160,65,-1210.95,339.411,804.853,432.391
165,65,-1106.43,390.402,941.886,453.125
170,65,-1041.12,308.985,976.158,413.163
175,65,-1038.13,102.621,895.409,317.558
180,65,-1094.27,-200.871,705.709,182.489
0,70,-10686.5,2833.83,-4016.7,856.415
5,70,-11113.9,240.891,-4022.93,206.495
10,70,-10921,-2204.34,-3919.15,-458.618
15,70,-10161.5,-4344.43,-3731.41,-1099.53
20,70,-8940.24,-6068.62,-3483.7,-1676.16
25,70,-7398.89,-7322.35,-3196.48,-2155.25
30,70,-5697.45,-8104.34,-2888.23,-2517.88
35,70,-3993.37,-8454.15,-2577.27,-2763
40,70,-2420.77,-8435.89,-2281.87,-2905.09
45,70,-1074.79,-8123.98,-2018.43,-2967.45
50,70,-5.13246,-7593.71,-1798.94,-2974.64
55,70,780.36,-6916.3,-1629.3,-2947.03
60,70,1304.86,-6156.28,-1509.23,-2898.78
65,70,1609.18,-5369.51,-1433.58,-2838.38
70,70,1739.96,-4601.21,-1394.41,-2770.09
75,70,1741.65,-3884.66,-1382.89,-2695.42
80,70,1652.25,-3241.34,-1390.54,-2613.93
85,70,1501.86,-2682.48,-1409.86,-2523.64
90,70,1312.73,-2211.66,-1434.34,-2421.23
95,70,1099.94,-1827.51,-1458.25,-2302.26
100,70,872.353,-1525.44,-1476.25,-2161.73
105,70,633.66,-1298.03,-1482.97,-1994.95
110,70,383.84,-1134.14,-1472.63,-1798.78
115,70,121.213,-1017.64,-1438.57,-1573.02
120,70,-154.734,-926.734,-1373.06,-1321.63
125,70,-439.983,-835.485,-1267.68,-1053.08
130,70,-723.013,-718.078,-1114.68,-779.46
135,70,-983.87,-555.547,-909.402,-514.175
140,70,-1197.04,-343.094,-653.257,-269.166
145,70,-1338.69,-94.996,-356.299,-52.9898
150,70,-1396.37,155.803,-38.4052,128.854
155,70,-1376.72,364.674,271.603,271.418
160,70,-1306.15,487.132,539.035,367.649
165,70,-1222.44,491.187,728.466,408.356
170,70,-1160.22,365.399,810.532,386.07
