Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
110,20,1010.86,249.315,-3214.12,4349.11
115,20,1151.32,138.255,-2670.68,4158.5
120,20,1263.23,25.4989,-2145,3918.33
125,20,1345.14,-85.3258,-1652.33,3617.69
130,20,1392.77,-192.77,-1207.25,3260.35
135,20,1397.43,-298.103,-817.934,2863.85
140,20,1346.17,-403.503,-483.457,2453.27
145,20,1224.97,-508.741,-196.752,2051.44
150,20,1025.16,-608.63,47.2958,1670.14
155,20,751.362,-693.512,242.719,1307.13
160,20,427.586,-753.267,367.929,951.118
165,20,97.4485,-782.657,389.484,592.594
170,20,-183.242,-784.482,273.572,234.493
175,20,-360.175,-768.153,0.694692,-103.271
180,20,-395.728,-744.302,-422.174,-388.322
0,25,558.284,5463.13,-1308.14,9213.6
5,25,-107.088,5155.22,-2803.44,9188.54
10,25,-845.702,4888.69,-4275.72,9248.53
15,25,-1588.02,4659.57,-5659.16,9374.29
20,25,-2260.93,4457.02,-6891.56,9531.9
25,25,-2803.92,4265.85,-7918.44,9679.74
30,25,-3180.64,4069.78,-8698.62,9777.18
35,25,-3381.68,3855.12,-9210.42,9792.52
40,25,-3419.3,3613.54,-9455.77,9707.57
45,25,-3317.86,3343.07,-9459.18,9518.27
50,25,-3105.28,3047.39,-9261.53,9232.19
55,25,-2808.28,2734.34,-8910.83,8864.92
60,25,-2451.25,2414.32,-8453.91,8436.75
65,25,-2056.66,2098.8,-7930.98,7970.19
70,25,-1645.24,1798.61,-7373.74,7488.11
75,25,-1235.09,1522.14,-6805.37,7012.15
80,25,-840.469,1273.74,-6241.34,6561.11
85,25,-471.04,1053,-5690.15,6149.2
90,25,-132.111,855.224,-5154.05,5784.52
95,25,174.248,673.023,-4630.31,5467.75
100,25,447.824,498.731,-4113.28,5191.64
105,25,689.185,326.841,-3597.47,4941.61
110,25,899.151,155.688,-3080.8,4697.85
115,25,1078.55,-12.3281,-2567.28,4438.99
120,25,1227.65,-172.257,-2067.39,4147.1
125,25,1344.72,-319.294,-1595.61,3812.59
130,25,1423.97,-451.238,-1165.39,3437.22
135,25,1453.96,-569.06,-784.034,3033.38
140,25,1418.42,-674.817,-450.683,2619.03
145,25,1300.59,-767.997,-159.901,2209.98
150,25,1091.26,-842.993,90.1301,1813.14
155,25,797.766,-890.259,289.124,1424.79
160,25,450.136,-901.466,411.559,1035.41
165,25,100.276,-875.811,422.015,639.045
170,25,-187.59,-823.154,287.474,242.269
175,25,-353.166,-761.177,-8.49041,-132.501
180,25,-357.427,-707.625,-455.057,-451.714
0,30,442.148,6245.36,-1351.81,8702.39
5,30,-249.922,5960.18,-2555.28,8744.5
10,30,-1026.33,5752.34,-3745.7,8905.02
15,30,-1815.23,5608.69,-4874.29,9160.06
20,30,-2539.19,5503.56,-5892.9,9467.38
25,30,-3132.44,5404.6,-6755.73,9773.98
30,30,-3553.77,5280.14,-7424.21,10026.6
35,30,-3790.46,5106.05,-7874.37,10182.1
40,30,-3853.06,4869.8,-8102.84,10213.9
45,30,-3765.57,4570.68,-8127.52,10113.5
50,30,-3556.31,4217.06,-7982.06,9888.19
55,30,-3252.78,3822.85,-7706.93,9555.67
60,30,-2880.39,3404.39,-7341.16,9139.83
65,30,-2462.74,2978.47,-6917.61,8666.87
70,30,-2021.75,2560.55,-6461.52,8162.79
75,30,-1576.71,2163.06,-5991.19,7651.52
80,30,-1143.03,1793.87,-5518.88,7153.52
85,30,-731.58,1455.47,-5051.48,6684.43
90,30,-348.921,1145.42,-4590.98,6253.98
95,30,1.5888,858.052,-4135.28,5865.21
100,30,318.565,586.986,-3679.91,5514.29
105,30,601.68,327.76,-3220.57,5191.13
110,30,851.217,79.5985,-2756.08,4881.16
115,30,1067.72,-154.386,-2290.62,4568.21
120,30,1251.05,-368.783,-1834.09,4238.24
125,30,1398.52,-558.577,-1399.86,3883
130,30,1502.43,-721.455,-1000.19,3502.27
135,30,1548.64,-858.035,-641.838,3103.23
140,30,1518.05,-969.492,-324.721,2696.82
145,30,1392.33,-1053.93,-45.7363,2292.06
150,30,1163.19,-1104.44,193.311,1891.44
155,30,842.16,-1111.45,378.269,1490.17
160,30,466.318,-1069.06,481.031,1080.54
165,30,96.0354,-981.997,466.201,659.734
170,30,-196.781,-868.257,303.682,236.884
175,30,-347.228,-754.437,-18.2681,-164.643
180,30,-316.406,-665.563,-484.478,-511.669
0,35,322.647,6980.06,-1385.21,8124.96
5,35,-344.448,6725.94,-2295.06,8223.95
10,35,-1107.57,6585,-3195.88,8457.8
15,35,-1895.97,6535.83,-4055.17,8801.03
20,35,-2630.76,6538.6,-4839.13,9208.13
25,35,-3242.76,6544.13,-5511.91,9620.73
30,35,-3686.6,6505.02,-6039.53,9978.73
35,35,-3945.8,6385.81,-6397.91,10231.9
40,35,-4028.32,6168.68,-6580.33,10348.1
45,35,-3956.73,5853.2,-6599.52,10315.3
50,35,-3758.76,5451.79,-6482.83,10139.7
55,35,-3461.73,4983.96,-6263.68,9839.66
60,35,-3090.97,4471.82,-5973.76,9440.93
65,35,-2669.98,3937.27,-5638.72,8971.67
70,35,-2220.46,3400.27,-5277.52,8459.64
75,35,-1761.54,2877.33,-4903.4,7930.17
80,35,-1308.68,2380.07,-4525.07,7404.77
85,35,-873.195,1914.52,-4147.3,6900.06
90,35,-462.549,1481.49,-3771.15,6427.05
95,35,-81.3464,1078.11,-3394.59,5990.72
100,35,267.652,700.357,-3013.76,5590.08
105,35,582.854,345.52,-2625.12,5218.87
110,35,863.515,13.9063,-2227.98,4866.96
115,35,1109.29,-291.002,-1826.37,4522.57
120,35,1319.02,-564.023,-1429.36,4174.9
125,35,1488.42,-800.632,-1049.01,3816.68
130,35,1607.58,-998.729,-696.435,3445.71
135,35,1659.7,-1158.33,-378.128,3064.52
140,35,1623.57,-1278.98,-95.159,2677.88
145,35,1480.45,-1356.54,152.925,2289.11
150,35,1224.34,-1382.33,360.873,1897.2
155,35,872.044,-1346.87,511.601,1496.75
160,35,468.092,-1247.39,576.1,1081.75
165,35,80.7428,-1095.02,521.09,651.661
170,35,-211.883,-916.356,321.345,216.782
175,35,-342.163,-746.862,-28.9687,-200.147
180,35,-272.977,-618.435,-510.211,-567.73
0,40,200.69,7661.64,-1408.06,7485.69
5,40,-390.041,7444.19,-2031.64,7630.03
10,40,-1087.66,7371.18,-2644.64,7908.81
15,40,-1825.77,7414.58,-3229.71,8297.63
20,40,-2527.13,7522.69,-3767.25,8752.25
25,40,-3121.4,7631.45,-4232.22,9214.7
30,40,-3560.16,7678.97,-4596.89,9623.81
35,40,-3823.4,7618.71,-4838.99,9927.15
40,40,-3916.06,7426.97,-4950.23,10089.9
45,40,-3858.64,7102.63,-4939.48,10098
50,40,-3677.56,6661.21,-4828.76,9956.13
55,40,-3399.15,6127.27,-4645.27,9682.37
60,40,-3047.55,5528.31,-4413.97,9302.43
65,40,-2644.79,4891.19,-4153.9,8844.89
70,40,-2210.88,4240.19,-3877.97,8337.97
75,40,-1763.38,3595.71,-3594.38,7807.41
80,40,-1316.62,2973.07,-3307.98,7275.13
85,40,-881.424,2381.87,-3020.89,6758.33
90,40,-465.537,1826.35,-2732.72,6268.89
95,40,-74.3864,1306.83,-2440.91,5813.18
100,40,288.127,821.963,-2141.79,5392.3
105,40,619.202,371.024,-1832.31,5002.78
110,40,916.907,-44.593,-1512.14,4637.75
115,40,1179.64,-421.232,-1185.14,4288.59
120,40,1404.63,-754.209,-859.594,3946.7
125,40,1585.52,-1039.63,-546.371,3605.27
130,40,1709.81,-1275.44,-255.62,3260.3
135,40,1758.26,-1460.55,6.23097,2910.47
140,40,1708.26,-1592.2,236.795,2555.74
145,40,1541.75,-1663.52,434.014,2195.18
150,40,1256.14,-1664.01,589.862,1825.37
155,40,874.111,-1584.77,685.686,1440.75
160,40,447.333,-1426.82,693.499,1036.55
165,40,50.6265,-1208.12,584.208,613.384
170,40,-233.751,-963.744,339.106,181.261
175,40,-337.686,-737.291,-40.9347,-239.182
180,40,-227.47,-566.601,-532.061,-619.47
0,45,77.2065,8284.9,-1420.19,6789.45
5,45,-387.686,8106.95,-1773.85,6967.02
10,45,-968.258,8095.78,-2110.6,7263.19
15,45,-1605.62,8219.08,-2426.89,7656.53
20,45,-2227.34,8416.67,-2716.75,8107.91
25,45,-2764.5,8613.24,-2966.42,8564.8
30,45,-3167.28,8735.16,-3155.68,8970.38
35,45,-3412.8,8726.25,-3265.61,9274.74
40,45,-3503.08,8557.06,-3287.76,9443.78
45,45,-3456.32,8225.09,-3228.22,9463.05
50,45,-3297.16,7748.09,-3104.63,9336.2
55,45,-3050.08,7154.99,-2938.76,9080.11
60,45,-2736.86,6478.32,-2749.7,8719.34
65,45,-2376.52,5749.69,-2550.58,8281.36
70,45,-1985.73,4997.47,-2348.68,7793.4
75,45,-1578.87,4245.46,-2147.23,7280.35
80,45,-1167.82,3512.01,-1946.99,6763.53
85,45,-761.937,2809.53,-1747.02,6259.87
90,45,-368.415,2144.95,-1544.93,5781.41
95,45,7.09953,1521.17,-1337.27,5335.24
100,45,360.016,939.096,-1120.29,4923.76
105,45,686.581,399.724,-891.414,4545.34
110,45,983.697,-94.5359,-650.758,4195.31
115,45,1248.26,-539.755,-402.342,3867.09
120,45,1475.51,-931.461,-154.027,3553.47
125,45,1656.55,-1265.89,84.1119,3247.67
130,45,1776.21,-1540.37,302.562,2944.15
135,45,1813.12,-1751.98,494.75,2638.74
140,45,1744.04,-1895.17,657.025,2328.03
145,45,1552.6,-1960.21,785.29,2008.3
150,45,1240.34,-1935.17,869.8,1674.7
155,45,835.806,-1812.35,891.992,1321.66
160,45,396.775,-1597.15,826.935,944.976
165,45,2.61446,-1314.33,651.628,545.164
170,45,-262.848,-1006.65,355.171,130.517
175,45,-333.406,-724.531,-54.497,-281.626
180,45,-180.232,-510.455,-549.861,-666.495
0,50,-46.865,8845.12,-1421.51,6041.53
5,50,-339.946,8706.74,-1530.16,6240.38
10,50,-754.532,8744.85,-1611.94,6529.07
15,50,-1242.21,8925.48,-1675.58,6890.41
20,50,-1738.57,9184.29,-1727.83,7293.14
25,50,-2178.95,9439.57,-1766.31,7694.22
30,50,-2514.16,9610.16,-1779.12,8045.78
35,50,-2719.58,9633.01,-1751.8,8304.75
40,50,-2794.74,9473.97,-1676.68,8441.17
45,50,-2755.52,9129.02,-1557.8,8442.21
50,50,-2624.31,8617.49,-1408.97,8311.35
55,50,-2422.87,7972.01,-1247.28,8064.12
60,50,-2169.19,7229.72,-1086.74,7723.04
65,50,-1877.48,6426.52,-935.295,7313.21
70,50,-1559.18,5594.21,-795.202,6859.31
75,50,-1223.84,4759.05,-664.96,6383.82
80,50,-879.559,3941.03,-541.196,5905.96
85,50,-533.229,3153.83,-419.717,5441.1
90,50,-190.853,2405.56,-295.969,5000.37
95,50,142.178,1700.34,-165.42,4590.71
100,50,460.935,1040.37,-24.2626,4215.1
105,50,760.946,427.845,129.525,3873.12
110,50,1038.03,-133.891,295.026,3561.59
115,50,1287.53,-640.294,467.668,3275.39
120,50,1502.54,-1086.41,639.493,3008.21
125,50,1671.63,-1467.68,800.696,2753.26
130,50,1777.14,-1779.84,941.974,2503.94
135,50,1796.21,-2017.39,1056.39,2254.25
140,50,1705.89,-2171.64,1139.18,1998.73
145,50,1492.31,-2230.23,1184.83,1732.08
150,50,1161.42,-2180.42,1183.11,1448.69
155,50,746.941,-2016.42,1117.29,1142.78
160,50,310.975,-1748.22,967.417,809.848
165,50,-65.201,-1406.85,718.21,449.012
170,50,-299.093,-1041.44,367.432,65.6383
175,50,-328.812,-707.434,-69.9434,-327.069
180,50,-131.623,-450.423,-563.477,-708.448
0,55,-170.58,9338.01,-1412.02,5247.64
5,55,-250.883,9236.84,-1308.39,5456.56
10,55,-455.022,9306.27,-1165.72,5717.25
15,55,-747.876,9513.45,-1003.28,6017.28
20,55,-1076.25,9794.67,-839.419,6334.93
25,55,-1382.74,10067.6,-682.818,6639.41
30,55,-1621.05,10249.1,-530.25,6895.29
35,55,-1766.25,10273.1,-372.359,7069.93
40,55,-1815.91,10103.1,-202.688,7140.54
45,55,-1783.42,9734.05,-23.4326,7098.08
50,55,-1688.27,9186.56,155.274,6946.92
55,55,-1548.23,8496.26,320.737,6701.42
60,55,-1375.86,7703.98,463.39,6381.5
65,55,-1178.63,6848.98,579.652,6008.77
70,55,-960.871,5965.15,671.574,5603.94
75,55,-725.735,5079.55,744.775,5185.42
80,55,-476.472,4211.92,806.323,4768.72
85,55,-216.964,3375.26,863.351,4366.14
90,55,48.2149,2577.01,922.348,3986.72
95,55,314.013,1821.05,988.686,3636.33
100,55,575.236,1109.81,1066.05,3317.9
105,55,826.816,446.077,1155.67,3031.73
110,55,1063.67,-165.98,1255.61,2775.86
115,55,1279.78,-720.887,1360.44,2546.37
120,55,1466.41,-1212.51,1461.75,2337.81
125,55,1610.06,-1634.57,1549.59,2143.7
130,55,1691.42,-1980.31,1614.5,1957.09
135,55,1687.15,-2241.02,1648.96,1771.22
140,55,1575.64,-2404.76,1647.2,1579.81
145,55,1346.15,-2456.92,1602.91,1376.86
150,55,1008.82,-2384.59,1506.51,1156.23
155,55,601.173,-2184.33,1344.64,911.496
160,55,187.152,-1870.56,1103.93,636.771
165,55,-153.178,-1479.5,777.992,328.62
170,55,-341.748,-1064.82,373.64,-11.4492
175,55,-323.276,-684.953,-87.4807,-374.829
180,55,-82.0119,-386.964,-572.805,-745.009
0,60,-292.996,9759.84,-1391.78,4413.81
5,60,-125.919,9691.43,-1115.51,4622.92
10,60,-81.3974,9770.31,-787.159,4840.73
15,60,-140.259,9967.37,-434.808,5059.51
20,60,-263.642,10224.5,-87.0336,5267.64
25,60,-404.431,10465.1,237.197,5447.95
30,60,-521.673,10610.3,532.527,5579.61
35,60,-591.478,10596.5,803.11,5642.91
40,60,-609.753,10387.7,1054.23,5624.61
45,60,-586.79,9979.47,1285.87,5521.23
50,60,-537.894,9393.52,1491.96,5339.01
55,60,-475.239,8667.42,1664.24,5091.36
60,60,-404.089,7844.22,1797.19,4795.14
65,60,-323.421,6964.56,1890.75,4467.57
70,60,-228.979,6062.41,1950.18,4124.19
75,60,-116.557,5163.4,1984.08,3778.1
80,60,15.8618,4284.98,2002.19,3439.79
85,60,167.387,3437.61,2013.68,3117.38
90,60,334.613,2626.68,2026.26,2816.87
95,60,512.556,1854.7,2045.62,2542.34
100,60,695.64,1123.56,2074.98,2296.11
105,60,878.293,436.133,2114.62,2078.8
110,60,1054.83,-202.929,2161.56,1889.31
115,60,1218.37,-787.238,2209.53,1724.86
120,60,1359.11,-1309.22,2249.62,1581.02
125,60,1462.5,-1760.43,2271.64,1452.1
130,60,1508.9,-2131.1,2265.8,1331.78
135,60,1475.93,-2409.06,2223.89,1213.69
140,60,1344.53,-2579.21,2139.17,1091.78
145,60,1107.55,-2625.1,2004.97,960.011
150,60,778.627,-2534.06,1813.17,811.706
155,60,397.107,-2305.04,1554.91,639.106
160,60,25.8059,-1956.1,1224.41,433.928
165,60,-259.865,-1527.09,824.708,189.182
170,60,-389.36,-1074.04,371.614,-98.0902
175,60,-316.062,-656.201,-107.195,-423.985
180,60,-31.7766,-320.56,-577.773,-775.9
0,65,-413.183,10107.4,-1360.95,3546.39
5,65,28.3552,10065.7,-957.288,3747.55
10,65,351.953,10130,-489.026,3914.07
15,65,558.348,10277.3,8.81582,4042.47
20,65,669.113,10459.8,499.149,4130.73
25,65,718.106,10613.2,953.888,4175.34
30,65,738.661,10669.6,1359.74,4170.69
35,65,752.516,10573.8,1716.04,4111.17
40,65,765.693,10294.9,2027.37,3994.41
45,65,772.387,9830.82,2296.6,3823.5
50,65,763.481,9204.21,2522.38,3607.12
55,65,734.475,8453.07,2701.19,3357.63
60,65,689.082,7620.16,2831.21,3088.42
65,65,637.946,6744.81,2914.88,2811.64
70,65,594.408,5858.32,2959.17,2537.01
75,65,570.023,4982.63,2974.02,2271.71
80,65,571.708,4131.13,2970.28,2020.78
85,65,601.066,3310.62,2957.91,1787.79
90,65,655.405,2523.71,2944.88,1575.38
95,65,729.537,1771.15,2936.55,1385.49
100,65,817.45,1053.86,2935.34,1219.4
105,65,913.242,374.283,2940.55,1077.58
110,65,1010.99,-262.976,2948.29,959.357
115,65,1103.62,-851.172,2951.73,862.754
120,65,1181.17,-1381.69,2941.78,784.444
125,65,1229.43,-1844.13,2908.23,720.085
130,65,1230.08,-2225.9,2841.08,664.869
135,65,1163.44,-2511.59,2731.46,613.984
140,65,1014.21,-2683.25,2571.77,562.592
145,65,779.166,-2722.96,2355.17,505.127
150,65,474.432,-2618.33,2075.43,434.258
155,65,138.896,-2370.15,1728.61,340.264
160,65,-168.985,-1998.84,1316.82,211.619
165,65,-381.907,-1545.79,852.385,37.0805
170,65,-439.765,-1067.05,359.471,-191.055
175,65,-306.349,-620.505,-129.012,-473.419
180,65,18.7005,-251.716,-578.344,-800.886
0,70,-530.225,10378,-1319.76,2651.98
5,70,204.411,10356,-838.187,2839
10,70,828.444,10381.5,-281.132,2952.68
15,70,1321.9,10439.5,311.448,2992.93
20,70,1686.38,10497,895.99,2966.08
25,70,1939.82,10507.9,1437,2880.95
30,70,2106,10422.5,1914.46,2746.24
35,70,2203.93,10200.2,2323.72,2570.02
40,70,2242.57,9819.78,2669.36,2360.73
45,70,2222.88,9283.78,2957.84,2128.1
50,70,2144.6,8615.59,3193.11,1883.06
55,70,2013.1,7851.37,3376.57,1636.56
60,70,1842.23,7030.38,3509.55,1398.07
65,70,1652.28,6187.24,3595.74,1174.41
70,70,1464.89,5347.81,3642.06,969.472
75,70,1297.88,4528.38,3657.94,784.788
80,70,1162.1,3737.27,3653.66,620.44
85,70,1061.06,2977.25,3638.67,475.99
90,70,992.613,2248.16,3620.33,351.085
95,70,951.462,1548.98,3603.2,245.667
100,70,931.4,879.489,3588.72,159.811
105,70,926.448,241.172,3575.19,93.3549
110,70,930.762,-362.203,3558.01,45.4973
115,70,937.535,-924.424,3530.13,14.5846
120,70,937.546,-1436.74,3482.69,-1.78072
125,70,918.244,-1887.65,3405.94,-6.32686
130,70,864.323,-2262.49,3290.03,-1.65222
135,70,760.469,-2543.36,3125.73,9.85555
140,70,596.342,-2710.07,2904.74,25.3606
145,70,372.809,-2743.46,2620.14,40.2073
150,70,107.392,-2631.18,2267.61,46.4113
155,70,-163.763,-2374.81,1847.9,31.939
160,70,-389.622,-1995.33,1370.45,-18.4412
165,70,-514.138,-1533.38,855.957,-120.525
170,70,-490.166,-1042.56,335.853,-286.734
175,70,-293.267,-577.436,-152.663,-521.867
180,70,69.0353,-180.956,-574.513,-819.777
0,75,-643.232,10569.7,-1268.52,1737.38
5,75,394.05,10560,-761.152,1906.17
10,75,1329.93,10524,-169.902,1972.06
15,75,2121.75,10456.6,462.563,1937.42
20,75,2748.86,10343.1,1088.64,1814.96
25,75,3211.15,10161,1667.69,1623.39
30,75,3521.49,9885.11,2174.73,1383.24
35,75,3696.27,9495.79,2602.31,1114.21
40,75,3749.19,8985.96,2955.65,834.02
45,75,3690.84,8364.8,3245.03,557.847
50,75,3532.82,7655.88,3479.72,298.031
55,75,3292.32,6890.9,3665.64,63.5788
60,75,2993.64,6102.05,3806.38,-140.188
65,75,2665.53,5315.9,3905.51,-311.551
70,75,2335.95,4550.44,3968.28,-451.724
75,75,2027.12,3815.12,4001.92,-563.746
80,75,1752.66,3112.84,4014.78,-651.27
85,75,1517.69,2442.52,4014.85,-717.586
90,75,1320.94,1801.46,4008.39,-765.112
95,75,1157.62,1186.94,3998.92,-795.367
