Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
50,35,-906.236,-5159.34,-14.3716,-7786.31
55,35,-1199.91,-4411.96,-935.476,-6921.73
60,35,-1352.97,-3680.15,-1622.73,-6010.64
65,35,-1400.75,-3004.75,-2099.85,-5112.25
70,35,-1375.89,-2412.35,-2395.72,-4270.29
75,35,-1306.59,-1915.72,-2541.23,-3515.28
80,35,-1215.16,-1514.96,-2566.88,-2866.08
85,35,-1117.23,-1199.92,-2500.81,-2330.9
90,35,-1021.83,-953.543,-2367.16,-1908.4
95,35,-932.509,-755.307,-2185.18,-1589.13
100,35,-849.225,-583.994,-1969.04,-1357.38
105,35,-770.509,-419.705,-1728.31,-1193.52
110,35,-695.498,-245.269,-1468.9,-1076.61
115,35,-625.24,-47.4665,-1194.08,-987.153
120,35,-562.763,181.543,-905.873,-909.35
125,35,-511.726,442.46,-606.828,-832.311
130,35,-474.102,727.002,-302.445,-749.699
135,35,-448.111,1016.6,-3.6722,-658.126
140,35,-427.793,1282.42,271.732,-555.404
145,35,-404.832,1487.5,500.598,-439.973
150,35,-371.652,1591.51,659.177,-311.975
155,35,-323.644,1558.56,730.075,-174.942
160,35,-258.826,1367.35,708.122,-36.3378
165,35,-175.371,1021.58,601.995,93.847
170,35,-69.6441,556.731,430.751,205.317
175,35,62.4573,38.6138,217.473,288.441
180,35,220.485,-448.24,-16.1736,333.349
0,40,8911.62,1556.24,11464.8,827.895
5,40,8731.39,-859.352,11577.1,-1367.82
10,40,8038.03,-3155.42,11133.3,-3509.07
15,40,6927.71,-5119.33,10187.1,-5441.12
20,40,5547.27,-6598.96,8843.12,-7032.59
25,40,4064.65,-7526.04,7240.16,-8192.62
30,40,2634.59,-7916.57,5528.01,-8883.06
35,40,1371.48,-7849.95,3843.61,-9120.98
40,40,338.045,-7437.38,2293.3,-8969.02
45,40,-449.608,-6793.08,945.154,-8516.7
50,40,-1007.27,-6016.83,-168.72,-7859.98
55,40,-1367.02,-5188.34,-1043.66,-7085.92
60,40,-1566.21,-4368.5,-1692.64,-6265.46
65,40,-1641.88,-3601.92,-2138.38,-5452.66
70,40,-1628.31,-2918.36,-2408.32,-4687.13
75,40,-1555.81,-2333.31,-2531.7,-3996.54
80,40,-1449.53,-1849.1,-2537.43,-3398.13
85,40,-1328.5,-1457.18,-2452.31,-2899.6
90,40,-1205.48,-1141.41,-2299.64,-2499.86
95,40,-1087.61,-881.469,-2098.34,-2190.21
100,40,-978.011,-655.824,-1862.82,-1955.98
105,40,-877.703,-443.935,-1603.43,-1778.74
110,40,-787.532,-227.856,-1327.24,-1638.86
115,40,-709.381,6.37587,-1038.96,-1518.2
120,40,-646.199,267.207,-741.932,-1402.29
125,40,-600.658,555.704,-439.692,-1281.52
130,40,-572.956,863.592,-137.987,-1150.71
135,40,-558.996,1171.82,152.802,-1007.57
140,40,-550.342,1450.47,416.132,-851.205
145,40,-536.429,1661.02,630.256,-681.828
150,40,-507.929,1761.36,772.6,-502.11
155,40,-458.957,1714.16,826.504,-318.747
160,40,-386.415,1497.68,787.232,-142.297
165,40,-287.099,1116.8,663.93,15.4042
170,40,-155.606,610.206,476.38,144.573
175,40,13.804,48.961,248.597,238.749
180,40,221.056,-475.587,3.10447,293.014
0,45,9876.93,1622.47,10644.4,689.11
5,45,9717.7,-1024.13,10755.2,-1361.39
10,45,8985.91,-3548,10355.9,-3367.04
15,45,7783.62,-5718.54,9491.1,-5188.31
20,45,6270.88,-7368.57,8252.91,-6704.04
25,45,4633.21,-8420.33,6767.07,-7827.63
30,45,3043.16,-8887.11,5172.21,-8519.99
35,45,1629.47,-8851.68,3597.4,-8793.66
40,45,463.771,-8432.52,2144.51,-8704.85
45,45,-434.138,-7752.4,879.765,-8335.92
50,45,-1079.87,-6918.79,-164.861,-7775.55
55,45,-1506.83,-6017.4,-983.842,-7103.66
60,45,-1753.8,-5113.45,-1588.69,-6384.5
65,45,-1858.98,-4254.98,-2000.29,-5666.39
70,45,-1857.92,-3474.82,-2244.1,-4984.47
75,45,-1782.82,-2791.53,-2347.35,-4363.39
80,45,-1661.61,-2210.39,-2337.21,-3818.85
85,45,-1516.99,-1725.45,-2239.22,-3358.22
90,45,-1365.88,-1322.56,-2075.92,-2981
95,45,-1219.55,-982.762,-1866.01,-2679.72
100,45,-1084.8,-685.247,-1624.12,-2441.33
105,45,-965.54,-409.793,-1361.13,-2249.23
110,45,-864.455,-138.552,-1084.72,-2085.71
115,45,-784.113,142.395,-800.217,-1934.45
120,45,-726.933,441.401,-511.417,-1782.65
125,45,-693.919,759.365,-221.944,-1621.97
130,45,-682.708,1087.76,62.7852,-1448.28
135,45,-686.163,1407.21,333.181,-1260.25
140,45,-692.832,1687.48,573.81,-1058.22
145,45,-689.633,1889.72,764.125,-844.307
150,45,-665.462,1971.8,882.628,-623.854
155,45,-613.359,1896.82,913.556,-406.644
160,45,-529.519,1644.26,853.018,-205.844
165,45,-410.001,1221.13,711.148,-34.2552
170,45,-248.457,669.241,508.92,99.9201
175,45,-38.3641,63.6952,271.545,194.471
180,45,219.944,-499.315,22.3589,250.449
0,50,10767.1,1676.36,9743.11,545.08
5,50,10630.3,-1172.71,9850.23,-1321.27
10,50,9873.82,-3899.4,9506.21,-3150.98
15,50,8602.02,-6259.66,8745.08,-4823.13
20,50,6983.36,-8073.58,7643.49,-6229.99
25,50,5216.21,-9253.58,6310.15,-7291.54
30,50,3487.56,-9807.84,4868.45,-7968.58
35,50,1939.01,-9819.22,3436.28,-8268.42
40,50,651.303,-9410.49,2108.91,-8239.07
45,50,-350.973,-8710.89,949.926,-7953.62
50,50,-1082.06,-7834.42,-8.72069,-7491.63
55,50,-1575.79,-6872.13,-760.151,-6924.65
60,50,-1871.96,-5893.16,-1313.85,-6309.63
65,50,-2009.66,-4948.56,-1688.35,-5688.81
70,50,-2025.48,-4073.96,-1906.59,-5092.64
75,50,-1953.22,-3290.92,-1993.29,-4542.65
80,50,-1823.27,-2607.83,-1973.37,-4052.98
85,50,-1661.68,-2021.76,-1870.65,-3630.72
90,50,-1489.21,-1521.21,-1706.62,-3276.17
95,50,-1321.1,-1089.24,-1499.58,-2983.39
100,50,-1167.72,-706.625,-1264.27,-2741.37
105,50,-1035.88,-354.352,-1011.91,-2535.87
110,50,-930.186,-15.6165,-750.565,-2351.64
115,50,-853.97,322.49,-485.709,-2174.67
120,50,-809.095,667.305,-220.956,-1994.09
125,50,-794.71,1018.76,40.6412,-1802.95
130,50,-805.535,1367.6,294.559,-1598.01
135,50,-830.929,1694.08,532.305,-1378.64
140,50,-855.965,1968.2,739.622,-1146.19
145,50,-864.682,2152.03,897.131,-904.465
150,50,-844.04,2205.03,984.477,-661.171
155,50,-786.111,2092.59,987.048,-428.585
160,50,-686.828,1796.9,902.197,-221.554
165,50,-542.31,1327.88,741.44,-52.7426
170,50,-346.345,730.159,527.191,72.2162
175,50,-92.7341,81.4927,285.885,156.005
180,50,217.158,-519.243,41.4432,205.977
0,55,11575.3,1717.48,8767.62,396.902
5,55,11462.2,-1299,8868.65,-1251.88
10,55,10697.1,-4196.32,8587.43,-2869.86
15,55,9382.83,-6722.05,7947.1,-4357.02
20,55,7691,-8686.46,7007.09,-5621.59
25,55,5827.27,-9992.44,5856.23,-6592.35
30,55,3988.73,-10641.1,4599.38,-7231.28
35,55,2327.68,-10712.2,3340.23,-7540.44
40,55,933.779,-10329.9,2165.37,-7558.6
45,55,-162.639,-9627.7,1134.6,-7348.13
50,55,-973.293,-8725.17,279.398,-6978.23
55,55,-1531.76,-7718.05,-392.02,-6511.41
60,55,-1878.53,-6678.95,-887.016,-5997.04
65,55,-2053.58,-5661.35,-1221.57,-5471.17
70,55,-2094.4,-4703.02,-1415.69,-4959.48
75,55,-2035.86,-3827.87,-1490.99,-4480.19
80,55,-1910.09,-3047.05,-1469.32,-4045.57
85,55,-1745.43,-2360.53,-1371.89,-3662.28
90,55,-1565.48,-1759.58,-1218.35,-3331.36
95,55,-1388.55,-1229.81,-1026.03,-3048.56
100,55,-1228,-754.208,-809.458,-2805.28
105,55,-1093.28,-315.824,-580.117,-2590.1
110,55,-991.032,100.139,-346.445,-2390.77
115,55,-925.614,504.55,-114.008,-2196.1
120,55,-898.684,902.717,113.954,-1997.44
125,55,-907.785,1292.74,335.271,-1789.35
130,55,-944.756,1664.04,546.66,-1569.33
135,55,-995.266,1996.44,741.02,-1337.19
140,55,-1040.57,2260.64,905.494,-1094.92
145,55,-1061.48,2420.65,1022.1,-847.523
150,55,-1042.79,2438.98,1071.94,-604.35
155,55,-975.677,2284.72,1041.95,-379.136
160,55,-856.295,1943.9,931.134,-187.104
165,55,-681.731,1429.76,752.607,-39.5145
170,55,-447.148,789.159,530.215,61.4099
175,55,-147.919,101.016,291.385,123.45
180,55,212.72,-535.219,60.2121,159.939
0,60,12295.4,1745.54,7725.41,245.703
5,60,12206.9,-1397.87,7817.33,-1158.71
10,60,11450.4,-4427.2,7602.61,-2535.13
15,60,10124,-7086.89,7093.95,-3805.48
20,60,8396.68,-9180.86,6332.98,-4895.78
25,60,6475.37,-10603.5,5387.08,-5745.69
30,60,4562.25,-11347.5,4340.3,-6319.97
35,60,2817.33,-11487,3279.68,-6616.12
40,60,1338.44,-11144.7,2281.06,-6663.36
45,60,162.275,-10456.5,1399.04,-6512.57
50,60,-719.389,-9546.08,663.827,-6221.91
55,60,-1339.22,-8513.47,84.5644,-5844.5
60,60,-1738.27,-7434.04,-344.174,-5422.16
65,60,-1957.39,-6362.83,-635.837,-4984.93
70,60,-2034.66,-5338.68,-807.32,-4553.68
75,60,-2005.33,-4386.81,-876.559,-4143.08
80,60,-1901.94,-3520.31,-861.535,-3763.14
85,60,-1753.66,-2741.71,-779.813,-3419.69
90,60,-1585.37,-2045.1,-648.158,-3114.31
95,60,-1417.21,-1418.95,-482.084,-2844.46
100,60,-1264.72,-849.063,-295.355,-2604.16
105,60,-1139.62,-321.219,-99.4917,-2385.29
110,60,-1050.63,176.594,96.6937,-2179
115,60,-1003.48,652.385,287.399,-1977.3
120,60,-1000.1,1108.62,469.62,-1774.03
125,60,-1036.86,1540.89,641.992,-1565.25
130,60,-1102.99,1936.86,802.496,-1349.14
135,60,-1180.5,2275.91,945.546,-1125.71
140,60,-1246.71,2529.9,1059.95,-897.175
145,60,-1278.95,2665.58,1129.52,-669.137
150,60,-1259.72,2649.45,1137.36,-451.625
155,60,-1179.44,2455.16,1072.53,-258.482
160,60,-1034.99,2073.03,936.011,-103.777
165,60,-825.392,1519.41,742.598,3.93933
170,60,-548.48,842.539,517.294,66.5098
175,60,-202.488,120.981,288.035,96.6106
180,60,206.662,-547.122,78.5227,112.683
0,65,12921.9,1760.31,6624.4,92.6338
5,65,12858.2,-1465.32,6703.72,-1048.1
10,65,12127.9,-4582.65,6555.07,-2160.36
15,65,10821,-7338.07,6181.83,-3187.87
20,65,9098.92,-9533.03,5608.5,-4075.45
25,65,7163.38,-11055.2,4880.77,-4775.42
30,65,5216.15,-11888.4,4060.71,-5257.19
35,65,3421.25,-12099.5,3216.98,-5514.96
40,65,1883.16,-11807.2,2412.75,-5568.83
45,65,645.087,-11147.8,1695.87,-5457.97
50,65,-296.887,-10247.8,1094.31,-5229.14
55,65,-973.855,-9210.51,617.578,-4926.03
60,65,-1427.09,-8113.18,261.931,-4583.12
65,65,-1698.11,-7011.36,16.3721,-4224.76
70,65,-1825.11,-5943.66,-132.814,-3867.24
75,65,-1842.68,-4935.44,-199.649,-3521.55
80,65,-1782.29,-4000.94,-197.706,-3195.14
85,65,-1672.21,-3144.83,-140.182,-2892.6
90,65,-1537.08,-2364.13,-40.0873,-2615.72
95,65,-1397.59,-1650.47,89.7623,-2363.51
100,65,-1270.67,-992.842,237.103,-2132.74
105,65,-1169.92,-380.146,390.895,-1918.66
110,65,-1106.04,196.484,542.198,-1716.12
115,65,-1086.29,741.821,684.959,-1520.4
120,65,-1113.15,1255.13,816.19,-1327.88
125,65,-1182.11,1729.19,934.998,-1136.12
130,65,-1280.12,2149.9,1040.31,-943.853
135,65,-1385.78,2496.42,1127.89,-751.154
140,65,-1472.52,2742.2,1188.36,-560.215
145,65,-1514.26,2857.3,1207.81,-376.607
150,65,-1491.27,2812.58,1171.99,-209.999
155,65,-1393.44,2586.27,1072.65,-72.8961
160,65,-1218.98,2172.52,913.099,23.3399
165,65,-969.824,1589.95,709.687,74.0724
170,65,-647.728,886.935,488.085,85.6174
175,65,-254.997,140.22,276.056,75.0163
180,65,199.032,-554.861,96.2357,64.5689
0,70,13450.1,1761.69,5472.97,-61.1401
5,70,13410.5,-1498.67,5535.85,-927.093
10,70,12722.8,-4655.9,5448.64,-1760.86
15,70,11466.9,-7463.1,5207.16,-2526.92
20,70,9791.3,-9723.27,4820.44,-3189.03
25,70,7886.95,-11319.9,4313.54,-3713.57
30,70,5949.22,-12228.9,3726.61,-4076.49
35,70,4141.81,-12508.5,3108.95,-4270.36
40,70,2573.58,-12271.6,2509.56,-4307.15
45,70,1293.83,-11652.8,1968.05,-4214.6
50,70,303.621,-10779.7,1509.05,-4028.03
55,70,-425.638,-9757.55,1141.96,-3781.65
60,70,-934.705,-8664.56,864.613,-3502.96
65,70,-1265.16,-7555.67,668.487,-3211.14
70,70,-1454.57,-6468.17,543.035,-2918.38
75,70,-1535.82,-5426.59,478.087,-2632.25
80,70,-1537.97,-4445.64,464.443,-2357.54
85,70,-1486.98,-3531.9,493.41,-2097.25
90,70,-1405.94,-2685.27,556.092,-1852.98
95,70,-1315.17,-1900.68,642.972,-1624.98
100,70,-1232.25,-1170.37,744.042,-1412.46
105,70,-1172.24,-486.375,849.52,-1213.94
110,70,-1147.44,157.105,950.965,-1027.75
115,70,-1166.41,761.706,1042.4,-852.362
120,70,-1232.02,1323.63,1120.78,-686.495
125,70,-1338.97,1833.13,1185.3,-529.108
130,70,-1472.08,2274.75,1235.28,-379.471
135,70,-1606.86,2628.03,1267.46,-237.695
140,70,-1713.27,2868.61,1274.2,-105.79
145,70,-1762.12,2970.1,1244.25,11.1802
150,70,-1731.82,2907.46,1166.6,104.867
155,70,-1612.15,2662.63,1036.29,165.423
160,70,-1403.28,2232.24,859.107,185.545
165,70,-1111,1635.57,652.674,165.439
170,70,-742.109,919.548,442.679,116.029
175,70,-304.034,157.738,255.912,57.9608
180,70,189.887,-558.377,113.216,15.9638
0,75,13875.9,1749.66,4279.89,-214.449
5,75,13858.5,-1496.6,4322.33,-803.091
10,75,13228,-4643.2,4288.11,-1353.18
15,75,12051.8,-7453.92,4167.51,-1848.01
