Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
100,20,1159.6,-1083.16,1952.59,-2667.8
105,20,1263.33,-1042.77,1560.68,-2195.32
110,20,1378.81,-1006.64,1200.06,-1692.93
115,20,1498.52,-968.129,882.65,-1153
120,20,1611.48,-919.115,623.884,-582.288
125,20,1704.55,-850.124,439.859,-4.58995
130,20,1764.9,-751.661,342.089,541.254
135,20,1782.94,-617.047,331.749,1009.21
140,20,1753.99,-446.181,396.381,1358.41
145,20,1677.52,-248.932,511.532,1565.47
150,20,1553.72,-46.3729,647.536,1631.02
155,20,1379.57,131.615,778.578,1576.95
160,20,1147.26,252.813,889.358,1436.05
165,20,847.54,291.987,975.861,1239.89
170,20,477.461,240.061,1040.43,1011.71
175,20,48.844,109.302,1085.04,766.453
180,20,-407.919,-68.2782,1107.46,515.393
0,25,-4810.62,196.707,-10860.2,17.4786
5,25,-4778.47,-1255.16,-10339.5,-2615.96
10,25,-4476.16,-2534.5,-9215.81,-5038.76
15,25,-3928.51,-3555.32,-7597.71,-7105.03
20,25,-3189.28,-4270.34,-5638.14,-8707.51
25,25,-2333.51,-4674.12,-3512.09,-9790.15
30,25,-1446.66,-4796.29,-1393.69,-10352.6
35,25,-610.981,-4689,564.328,-10444.6
40,25,108.147,-4413.86,2246,-10151.7
45,25,671.879,-4031.93,3580.14,-9577.22
50,25,1070.48,-3597.75,4540.66,-8824.85
55,25,1318.5,-3156.25,5140.39,-7986.14
60,25,1445.48,-2741.16,5420.63,-7133.6
65,25,1486.08,-2374.4,5439.28,-6318.45
70,25,1472.77,-2066.7,5259.83,-5571.61
75,25,1432,-1819.46,4942.67,-4906.45
80,25,1383.3,-1627.59,4539.45,-4322.48
85,25,1340.01,-1482.62,4090.37,-3809.03
90,25,1310.64,-1375.31,3623.97,-3348.61
95,25,1300.06,-1297.26,3158.83,-2919.65
100,25,1310.21,-1241.58,2706.58,-2498.91
105,25,1340.27,-1202.58,2275.59,-2064.12
110,25,1386.31,-1174.75,1874.57,-1597.48
115,25,1440.88,-1151.26,1515.12,-1090.25
120,25,1493.22,-1122.62,1212.1,-547.538
125,25,1530.64,-1076.21,981.333,8.60072
130,25,1541.35,-997.647,834.772,540.289
135,25,1517.59,-874.411,774.82,1001
140,25,1457.53,-701.24,790.585,1347.79
145,25,1364.09,-485.356,858.62,1554.33
150,25,1240.41,-249.086,948.879,1618.61
155,25,1084.4,-27.6326,1033.58,1561.17
160,25,885.963,138.683,1094.57,1415.06
165,25,630.242,216.121,1125.57,1213.66
170,25,306.76,189.307,1128.66,983.218
175,25,-79.6745,68.2417,1108.4,742.634
180,25,-502.889,-112.938,1067.7,507.481
0,30,-5738.84,197.482,-10399.6,0.267967
5,30,-5652.72,-1523.29,-9885.55,-2536.76
10,30,-5214.91,-3035.7,-8760.23,-4858.41
15,30,-4466.23,-4237.21,-7136.65,-6823.95
20,30,-3483.21,-5072.24,-5171.01,-8331.63
25,30,-2366.86,-5535.38,-3040.04,-9331.15
30,30,-1227.89,-5662.88,-918.019,-9827.76
35,30,-169.777,-5517.44,1043.37,-9875.67
40,30,727.281,-5172.74,2729.82,-9562.7
45,30,1416.97,-4701.76,4071.79,-8991.27
50,30,1888.8,-4169.92,5044.21,-8261.56
55,30,2161.62,-3631.3,5659.88,-7460.08
60,30,2272.31,-3126.57,5958.93,-6654.08
65,30,2264.23,-2682.16,5997.18,-5890.36
70,30,2178.61,-2310.84,5835.53,-5196.53
75,30,2049.93,-2014.03,5531.76,-4583.78
80,30,1904.53,-1785.4,5135.44,-4050.22
85,30,1761.17,-1614.63,4685.54,-3584.38
90,30,1632.28,-1490.7,4210.39,-3168.47
95,30,1525.44,-1403.89,3729.28,-2781.02
100,30,1444.29,-1346.6,3255.25,-2399.18
105,30,1389.03,-1312.96,2798.31,-2001.15
110,30,1356.29,-1297.45,2368.64,-1569.33
115,30,1338.9,-1292.9,1978.79,-1094.54
120,30,1326.19,-1288.38,1643.96,-580.699
125,30,1305.71,-1268.23,1379.92,-48.1497
130,30,1266.27,-1213.36,1198.63,466.9
135,30,1201.66,-1105.63,1102.94,918.789
140,30,1112.59,-934.632,1082.88,1264.17
145,30,1005.15,-704.768,1115.9,1475.09
150,30,885.315,-439.221,1172.05,1547.23
155,30,751.977,-178.018,1222.33,1498.9
160,30,593.002,30.8216,1246.29,1361.51
165,30,388.244,145.131,1235.17,1167.85
170,30,119.874,142.799,1189.79,945.028
175,30,-214.583,30.5567,1115.79,714.482
180,30,-594.031,-156.738,1019.81,495.707
0,35,-6623.39,196.753,-9859.84,-16.9447
5,35,-6487.08,-1772.48,-9365.48,-2413.38
10,35,-5920.94,-3498.75,-8273.05,-4598.39
15,35,-4981.57,-4864.83,-6695.91,-6439.46
20,35,-3767.25,-5807.99,-4787.63,-7841.55
25,35,-2403.32,-6323.24,-2719.97,-8759.39
30,35,-1023.99,-6453.27,-661.054,-9201.67
35,35,247.587,-6270.84,1243.61,-9224.16
40,35,1317.43,-5860.9,2884.89,-8913.86
45,35,2132.1,-5307.32,4196.69,-8369.78
50,35,2679.91,-4685,5155.33,-7686.59
55,35,2982.97,-4055.81,5772.91,-6944.3
60,35,3084.03,-3466.29,6087.04,-6204.02
65,35,3033.51,-2946.8,6149.74,-5507.59
70,35,2879.98,-2512.27,6017.43,-4879.26
75,35,2664.95,-2164.81,5743.5,-4328.22
80,35,2421.24,-1897.67,5373.72,-3851.61
85,35,2173.29,-1699.48,4944.37,-3437.61
90,35,1938.38,-1557.95,4482.42,-3068.5
95,35,1727.95,-1462.21,4007.11,-2723.22
100,35,1548.59,-1403.86,3532.51,-2379.58
105,35,1402.47,-1376.56,3070.24,-2016.6
110,35,1287.31,-1374.51,2632.16,-1617.35
115,35,1196.25,-1389.86,2231.98,-1172.9
120,35,1118.47,-1410.17,1885.31,-686.577
125,35,1041.25,-1416.86,1607.67,-177.271
130,35,953.679,-1386.53,1410.61,320.822
135,35,850.746,-1295.92,1296.96,763.964
140,35,735.492,-1129.99,1257.38,1109.87
145,35,617.015,-890.565,1270.34,1330.28
150,35,503.95,-601.48,1306.58,1419.11
155,35,396.17,-306.936,1336.65,1391.79
160,35,279.771,-61.7301,1338.3,1276.46
165,35,129.888,84.3885,1300.15,1103.13
170,35,-78.0347,102.922,1220.9,897.637
175,35,-353.434,-3.11359,1105.9,682.427
180,35,-680.653,-199.345,964.151,480.16
0,40,-7457.53,194.528,-9245.06,-34.0284
5,40,-7277.68,-1995.63,-8782.57,-2250
10,40,-6598.04,-3911.54,-7755.74,-4267.07
15,40,-5489.73,-5423.72,-6274.23,-5963.62
20,40,-4070.18,-6463.43,-4483.42,-7252.27
25,40,-2485.72,-7026.08,-2543.91,-8091.98
30,40,-890.789,-7160,-611.873,-8492.59
35,40,574.457,-6946.79,1178,-8508.41
40,40,1803.88,-6481.31,2724.81,-8222.61
45,40,2737.32,-5856.68,3967.39,-7728.36
50,40,3361.32,-5155.62,4883.59,-7113.09
55,40,3699.95,-4446.11,5484.01,-6449.28
60,40,3800.2,-3779.28,5802.58,-5791.25
65,40,3717.88,-3188.81,5886.24,-5175.59
70,40,3507.31,-2691.89,5785.85,-4623.14
75,40,3215.82,-2291.97,5549.47,-4141.26
80,40,2881.9,-1982.8,5218.4,-3726.44
85,40,2535.45,-1752.93,4825.64,-3366.99
90,40,2198.84,-1589.5,4396.21,-3045.66
95,40,1888.01,-1480.97,3948.73,-2742.13
100,40,1613.19,-1418.31,3497.57,-2435.18
105,40,1379.12,-1394.73,3055.29,-2104.92
110,40,1184.88,-1403.91,2634.65,-1735.55
115,40,1023.9,-1437.16,2249.82,-1318.85
120,40,884.935,-1480.32,1916.17,-858.117
125,40,754.76,-1511.96,1648.47,-371.057
130,40,622.555,-1504.76,1457.44,110.377
135,40,484.455,-1431.06,1345.73,545.214
140,40,345.776,-1272.03,1304.71,893.508
145,40,218.484,-1027.46,1314.28,1127.87
150,40,113.684,-721.845,1346.43,1241.01
155,40,32.1728,-402.815,1371.93,1245.04
160,40,-41.4049,-130.611,1367.1,1163.46
165,40,-135.847,38.9118,1317.88,1021.62
170,40,-281.378,71.9074,1220.16,842.186
175,40,-493.563,-32.1998,1077.87,647.044
180,40,-762.094,-240.435,901.159,460.958
0,45,-8234.91,190.822,-8559.91,-50.8531
5,45,-8020.75,-2186.45,-8139.97,-2051.92
10,45,-7249.4,-4263.5,-7207.72,-3874.48
15,45,-6004.21,-5901.42,-5865.44,-5410
20,45,-4417.83,-7026.6,-4245.41,-6579.53
25,45,-2652.85,-7634.48,-2491.84,-7345.43
30,45,-879.248,-7777.59,-743.991,-7716.56
35,45,749.45,-7544.52,878.26,-7742.88
40,45,2117.08,-7037.95,2284.91,-7500.92
45,45,3157.27,-6358.27,3420.95,-7075.77
50,45,3854.1,-5593.99,4265.85,-6546.22
55,45,4232.16,-4817.39,4828.08,-5976.41
60,45,4341.11,-4082.9,5136.92,-5413.47
65,45,4240.63,-3426.85,5233.31,-4888.58
70,45,3989.45,-2868.76,5161.87,-4419.08
75,45,3639.52,-2414.02,4964.98,-4010.67
80,45,3233.96,-2057.87,4679.28,-3659.54
85,45,2807.27,-1789.73,4334.39,-3354.58
90,45,2386.27,-1597.15,3953.21,-3079.63
95,45,1990.97,-1468.63,3553.24,-2815.64
100,45,1634.99,-1395.02,3148.47,-2542.82
105,45,1325.48,-1369.29,2751.36,-2242.78
110,45,1062.77,-1384.59,2374.4,-1901.16
115,45,840.541,-1431.11,2031.06,-1510.78
120,45,647.187,-1492.76,1735.54,-1075.11
125,45,469.204,-1545.26,1501.22,-610.703
130,45,296.165,-1557.82,1337.78,-146.938
135,45,125.652,-1499.25,1247.7,278.771
140,45,-34.633,-1348.01,1223.35,629.897
145,45,-169.975,-1102.7,1246.42,880.941
150,45,-267.042,-788.6,1290.69,1023.83
155,45,-324.197,-455.934,1327.54,1067.02
160,45,-357.86,-168.744,1332.15,1028.26
165,45,-399.757,12.9829,1287.72,926.744
170,45,-484.383,51.6597,1186.87,780.407
175,45,-632.18,-56.2426,1031.33,609.039
180,45,-837.735,-279.696,831.309,438.249
0,50,-8949.62,185.664,-7809.62,-67.2909
5,50,-8712.48,-2339.64,-7440.75,-1825.36
10,50,-7877,-4545.77,-6626.66,-3432
15,50,-6535.58,-6287.47,-5459.06,-4793.36
20,50,-4831.12,-7487.45,-4053.31,-5839.45
25,50,-2936.6,-8140.48,-2533.13,-6535.36
30,50,-1031.87,-8301.39,-1017.03,-6887.07
35,50,720.699,-8063.19,393.111,-6937.72
40,50,2197.57,-7533.85,1620.38,-6754.73
45,50,3326.93,-6818.52,2617.12,-6413.19
50,50,4089.68,-6009.32,3364.64,-5982.11
55,50,4509.53,-5181.05,3868.95,-5516.76
60,50,4637.26,-4390.15,4154.02,-5056.89
65,50,4535.07,-3675.04,4254.15,-4628.17
70,50,4264.98,-3057.6,4207.25,-4244.49
75,50,3882.42,-2545.81,4049.71,-3910.02
80,50,3433.9,-2137.27,3813.41,-3621.03
85,50,2957.09,-1823.37,3524.48,-3367.57
90,50,2481.68,-1593.07,3203.48,-3135.25
95,50,2030.23,-1435.77,2866.44,-2907.07
100,50,1618.45,-1342.8,2526.29,-2665.3
105,50,1254.9,-1307.11,2194.49,-2393.51
110,50,940.707,-1321.25,1882.25,-2079.04
115,50,669.805,-1374.06,1601.4,-1715.82
120,50,430.74,-1447.28,1364.21,-1307.37
125,50,210.503,-1513.93,1182.28,-868.817
130,50,-0.090539,-1540.4,1064.21,-426.363
135,50,-201.367,-1493.17,1012.47,-13.0584
140,50,-382.97,-1349.32,1020.7,338.926
145,50,-527.547,-1107.29,1072.66,606.737
150,50,-619.817,-793.266,1144.06,781.829
155,50,-657.383,-459.145,1207.1,868.654
160,50,-657.239,-170.854,1235.92,878.406
165,50,-652.851,9.82926,1211,823.04
170,50,-681.325,43.6067,1121.48,714.516
175,50,-766.46,-74.9268,966.365,569.223
180,50,-907.001,-316.827,755.133,412.204
0,55,-9596.22,179.092,-6999.89,-83.2164
5,55,-9348.99,-2451.03,-6688,-1577.33
10,55,-8481.15,-4751.35,-6008.92,-2952.17
15,55,-7090.4,-6573.46,-5041.35,-4129.46
20,55,-5324.26,-7837.57,-3881.06,-5048.51
25,55,-3359.53,-8536.92,-2628.61,-5676.54
30,55,-1379.51,-8726.33,-1379.22,-6015.3
35,55,449.787,-8500.24,-214.554,-6099.13
40,55,2000.71,-7968.84,803.294,-5984.33
45,55,3197.2,-7239.3,1635.11,-5734.59
50,55,4016.5,-6405.12,2264.55,-5408.33
55,55,4480.06,-5541.93,2695.21,-5051.72
60,55,4638.2,-4707.12,2945.45,-4697.21
65,55,4554.18,-3940.76,3042.57,-4365.08
70,55,4292.06,-3267.3,3017.3,-4065.93
75,55,3909.44,-2697.82,2899.64,-3802.63
80,55,3454.73,-2233.17,2716.3,-3571.83
85,55,2966.89,-1867.64,2489.52,-3365.25
90,55,2476.38,-1592.42,2237.11,-3170.95
95,55,2006.1,-1398.51,1973.1,-2974.66
100,55,1571.8,-1278.03,1708.87,-2761.34
105,55,1182.05,-1223.98,1454.27,-2517.01
110,55,838.011,-1228.11,1218.74,-2230.89
115,55,533.955,-1277.68,1012.05,-1897.98
120,55,259.325,-1352.3,844.439,-1521.56
125,55,2.75893,-1422.84,725.825,-1114.74
130,55,-242.514,-1453.99,663.944,-699.868
135,55,-473.879,-1411.49,661.59,-304.8
140,55,-677.969,-1272.66,713.815,43.4218
145,55,-834.883,-1036.87,806.433,325.129
150,55,-927.644,-731.315,917.01,531.448
155,55,-953.093,-408.416,1018.44,662.592
160,55,-928.186,-133.854,1083.83,722.682
165,55,-886.776,31.3805,1090.96,715.779
170,55,-866.768,48.5812,1025.54,647.081
175,55,-893.63,-88.109,883.566,528.476
180,55,-969.363,-351.547,673.209,383.022
0,60,-10169.8,171.158,-6136.89,-98.5087
5,60,-9926.17,-2517.68,-5884.92,-1315.39
10,60,-9060.14,-4875.19,-5350.08,-2448.33
15,60,-7670.51,-6753.03,-4596.45,-3434.85
20,60,-5903.49,-8070.01,-3698.79,-4223.53
25,60,-3932.88,-8816.9,-2733.29,-4783.38
30,60,-1938.7,-9046.02,-1770.75,-5110.99
35,60,-84.8987,-8849.95,-871.485,-5230.6
40,60,1500.67,-8337.76,-81.6586,-5186.16
45,60,2739.48,-7615.87,568.898,-5029.04
50,60,3605.06,-6777.03,1066.91,-4806.78
55,60,4115.33,-5896.34,1413.87,-4556.68
60,60,4318.23,-5031.39,1622.65,-4304.26
65,60,4276.17,-4223.73,1713.33,-4064.88
70,60,4053.3,-3500.54,1709.11,-3846.1
75,60,3707.7,-2876.49,1633.1,-3649.68
80,60,3287.79,-2356.26,1506.18,-3472.86
85,60,2831.88,-1937.52,1346.03,-3309.23
90,60,2369.1,-1614.17,1167.04,-3149.58
95,60,1920.54,-1378.9,980.649,-2982.74
100,60,1500.12,-1224.61,796.153,-2796.8
105,60,1114.9,-1144.06,621.557,-2580.53
110,60,765.323,-1127.94,464.48,-2325.25
115,60,445.99,-1161.91,332.907,-2027.01
120,60,147.897,-1223.97,235.507,-1688.57
125,60,-137.624,-1283.92,181.168,-1320.56
130,60,-413.856,-1306.55,177.41,-940.816
135,60,-674.456,-1258.88,227.766,-571.324
140,60,-902.712,-1120.29,328.837,-233.443
145,60,-1076.22,-892.129,468.333,56.6801
150,60,-1176.46,-602.532,625.355,289.93
155,60,-1199.34,-303.123,773.223,462.205
160,60,-1161.01,-57.0648,883.892,570.431
165,60,-1094.22,78.1208,932.54,610.623
170,60,-1035.77,66.7459,901.555,580.855
175,60,-1011.06,-95.8344,783.965,487.704
180,60,-1024.35,-383.592,586.161,350.926
0,65,-10665.9,161.921,-5227.18,-113.051
5,65,-10439.8,-2537.95,-5035,-1047.48
10,65,-9610.09,-4914.35,-4645.6,-1934.41
15,65,-8272.58,-6821.96,-4107.75,-2726.7
20,65,-6566.28,-8179.24,-3475.06,-3381.9
25,65,-4655.36,-8973.58,-2799.53,-3870.57
30,65,-2709.85,-9252.25,-2127.81,-4183.77
35,65,-885.724,-9102.67,-1498.89,-4335.16
40,65,693.38,-8629.53,-942.658,-4355.86
45,65,1948.9,-7935.86,-478.97,-4284.76
50,65,2851.07,-7111.96,-117.383,-4158.88
55,65,3412.98,-6231.49,142.066,-4007.26
60,65,3677.9,-5351.88,307.064,-3849.32
65,65,3704.57,-4516.08,390.52,-3696.08
70,65,3554.55,-3754.03,407.914,-3552.47
75,65,3283.89,-3084.12,375.025,-3419.17
80,65,2939.01,-2514.84,306.376,-3293.84
85,65,2555.86,-2047.23,214.437,-3171.72
90,65,2160.74,-1677.65,109.452,-3046.1
95,65,1771.64,-1400.18,-0.316362,-2908.85
100,65,1399.47,-1208.01,-108.071,-2751.18
105,65,1048.84,-1093.3,-207.808,-2564.79
110,65,718.811,-1045.5,-293.525,-2343.26
115,65,404.12,-1049,-358.46,-2083.78
120,65,97.4954,-1081.19,-394.651,-1788.54
125,65,-206.572,-1112.56,-393.253,-1465.52
130,65,-507.333,-1110.19,-346.044,-1127.71
135,65,-794.311,-1044.69,-248.119,-790.936
140,65,-1047.29,-899.379,-101.085,-470.629
145,65,-1241.39,-678.525,84.5566,-179.29
150,65,-1356.54,-410.953,289.138,73.832
155,65,-1387.4,-146.078,486.112,280.525
160,65,-1348.28,57.7394,646.17,430.873
165,65,-1269.24,149.046,742.001,513.216
170,65,-1184.06,97.5633,752.902,518.597
175,65,-1116.34,-98.3437,669.014,447.797
180,65,-1071.54,-412.718,494.653,316.158
0,70,-11080.9,151.452,-4277.69,-126.733
5,70,-10885.3,-2511.53,-4142.12,-781.665
10,70,-10124.9,-4868.01,-3891.48,-1424.66
15,70,-8888.04,-6778.27,-3559.41,-2022.72
20,70,-7301.14,-8161.33,-3179.31,-2541.82
25,70,-5512.67,-9000.34,-2780.56,-2953.95
30,70,-3676.43,-9335.2,-2387.19,-3244.89
35,70,-1934.63,-9245.13,-2018.07,-3418.01
40,70,-402.065,-8827.52,-1687.41,-3492.07
45,70,845.544,-8179.94,-1405.07,-3494.15
50,70,1775.88,-7389.06,-1176.48,-3451.62
55,70,2395.95,-6526.69,-1002.69,-3386.33
60,70,2741.54,-5650.01,-880.737,-3312.56
65,70,2864.19,-4803.15,-804.554,-3237.7
70,70,2819.38,-4018.48,-766.251,-3164.28
75,70,2658.2,-3317.42,-757.383,-3091.74
80,70,2423.06,-2711.66,-769.953,-3017.65
85,70,2146.37,-2204.93,-796.993,-2938.3
90,70,1851.06,-1795.41,-832.745,-2848.89
95,70,1551.85,-1477.96,-872.518,-2743.82
100,70,1256.49,-1245.6,-912.321,-2617.15
105,70,966.954,-1089.56,-948.27,-2463.34
110,70,680.594,-998.2,-975.826,-2278.3
115,70,391.817,-955.324,-988.968,-2060.48
120,70,94.6723,-939.077,-979.662,-1811.71
125,70,-213.528,-922.648,-938.153,-1537.43
130,70,-528.247,-877.734,-854.57,-1246.02
135,70,-835.063,-780.784,-721.865,-947.335
140,70,-1110.43,-620.731,-539.378,-651.123
145,70,-1327.15,-405.553,-315.65,-366.371
150,70,-1463.52,-164.445,-69.151,-102.324
155,70,-1512.4,56.7345,173.615,129.24
160,70,-1485.19,206.478,382.075,312.429
165,70,-1407.52,241.729,526.583,428.803
170,70,-1308.19,139.814,583.598,462.9
175,70,-1207.34,-96.0673,540.526,409.582
