Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
40,5,-90.7774,545.212,8921.05,6595.65
45,5,-138.618,398.728,8501.38,5202.82
50,5,-186.41,263.89,7897.12,3929.71
55,5,-230.79,145.136,7167.62,2808.14
60,5,-264.766,43.9809,6368.96,1857.41
65,5,-280.217,-41.0533,5549.88,1083.87
70,5,-270.517,-113.557,4748.98,481.884
75,5,-232.052,-177.902,3993.42,36.1443
80,5,-164.284,-238.086,3298.99,-275.089
85,5,-68.8698,-297.12,2671.32,-476.668
90,5,51.4416,-356.944,2107.84,-593.814
95,5,193.52,-418.611,1600.15,-650.224
100,5,353.953,-482.471,1136.29,-666.877
105,5,528.648,-548.201,703.239,-661.225
110,5,712.214,-614.705,289.489,-646.579
115,5,897.474,-679.994,-111.948,-631.83
120,5,1075.31,-741.125,-500.592,-621.905
125,5,1234.93,-794.243,-866.409,-619.348
130,5,1364.41,-834.626,-1189.75,-626.85
135,5,1451.36,-856.728,-1444.18,-649.72
140,5,1483.7,-854.267,-1602.02,-696.55
145,5,1450.48,-820.648,-1641.26,-776.571
150,5,1343.29,-749.992,-1551.68,-893.716
155,5,1158.17,-638.843,-1338.32,-1039.77
160,5,897.787,-488.053,-1021.76,-1190.68
165,5,573.101,-303.972,-635.393,-1309.48
170,5,203.352,-98.042,-220.754,-1356.34
175,5,-186.036,115.342,178.48,-1301.73
180,5,-567.361,321.926,523.194,-1136.6
0,10,341.496,2686.17,2072.16,15327.8
5,10,521.104,2663.15,3520.8,15057.2
10,10,646.17,2590.45,4869.75,14533.8
15,10,723.163,2472.03,6061.44,13768.4
20,10,764.034,2312.8,7043.94,12787
25,10,781.031,2118.08,7778.29,11628.5
30,10,781.645,1893.9,8243.9,10340.2
35,10,766.651,1648,8440.64,8973.87
40,10,732.371,1390.79,8387.25,7582.37
45,10,675.62,1134.81,8117.27,6216.86
50,10,598.205,892.645,7673.72,4924.06
55,10,508.422,674.125,7103.77,3743.36
60,10,419.145,484.276,6454,2703.88
65,10,344.04,322.992,5766.53,1822.74
70,10,294.086,186.322,5076.21,1104.68
75,10,275.809,68.4963,4408.91,543.599
80,10,291.397,-36.2566,3781.06,125.113
85,10,339.972,-132.641,3200.08,-170.401
90,10,419.062,-223.973,2665.7,-365.087
95,10,525.602,-312.298,2171.56,-481.549
100,10,656.234,-398.609,1707.15,-541.421
105,10,807,-482.997,1259.99,-564.333
110,10,972.689,-564.709,818.39,-567.023
115,10,1146.14,-642.18,374.816,-562.637
120,10,1317.78,-713.035,-70.3786,-560.505
125,10,1475.45,-774,-505.987,-566.809
130,10,1604.83,-820.629,-909.163,-586.226
135,10,1690.21,-846.918,-1248.11,-623.895
140,10,1715.72,-845.18,-1488.34,-686.322
145,10,1667.03,-806.755,-1601.04,-779.744
150,10,1533.64,-724.014,-1570.71,-905.58
155,10,1311.6,-593.414,-1399.63,-1054.66
160,10,1006.12,-418.476,-1108,-1203.65
165,10,633.029,-210.996,-730.464,-1317.08
170,10,217.91,10.7462,-310.711,-1355.78
175,10,-207.478,226.555,104.56,-1288.91
180,10,-610.802,419.762,471.754,-1104.22
0,15,520.797,4011.86,2034.52,15035.4
5,15,782.175,3981.88,3214.03,14846.9
10,15,988.29,3902.1,4329.06,14459.2
15,15,1145.58,3771.68,5338.68,13867.1
20,15,1264.84,3589.61,6201.42,13077.4
25,15,1355.38,3355.58,6882,12108.8
30,15,1419.94,3071.89,7357.15,10990.7
35,15,1453.9,2745.88,7618.65,9760.73
40,15,1449.21,2391.25,7673.47,8463.39
45,15,1400.92,2026.79,7541.59,7147.03
50,15,1312.14,1672.62,7252.52,5860.56
55,15,1194.75,1345.57,6841.31,4648.94
60,15,1066.23,1055.89,6344.61,3548.98
65,15,944.531,806.586,5797.1,2586.29
70,15,844.013,594.853,5228.67,1774.2
75,15,773.553,414.641,4662.59,1114.58
80,15,736.925,258.964,4114.63,599.925
85,15,734.368,121.388,3593.12,216.011
90,15,764.304,-3.3255,3099.62,-55.6395
95,15,824.532,-119.096,2629.99,-235.731
100,15,912.71,-228.595,2175.74,-345.666
105,15,1026.18,-333.323,1725.87,-406.305
110,15,1161.34,-433.66,1269.4,-436.818
115,15,1312.64,-528.886,798.865,-453.584
120,15,1471.65,-617.151,314.448,-469.384
125,15,1626.2,-695.277,-172.296,-493.299
130,15,1760.18,-758.304,-636.851,-531.557
135,15,1854.23,-798.938,-1043.93,-589.002
140,15,1887.44,-807.416,-1353.99,-670.135
145,15,1840.15,-772.597,-1532.51,-778.362
150,15,1697.57,-684.846,-1559.05,-912.782
155,15,1453.66,-540.32,-1432.57,-1063.55
160,15,1114.57,-345.035,-1171.67,-1208.54
165,15,700.097,-116.303,-810.621,-1314.47
170,15,242.045,120.187,-393.567,-1343.7
175,15,-220.72,337.273,31.2375,-1264.97
180,15,-649.593,514.403,416.724,-1063.43
0,20,696.135,5307.01,1981.38,14628.5
5,20,991.366,5283.71,2881.22,14518.5
10,20,1236.97,5218.24,3749.26,14256.1
15,20,1442.15,5102.06,4559.71,13823.5
20,20,1617.85,4924.98,5281.17,13212.1
25,20,1770.2,4677.91,5882.85,12424.2
30,20,1895.87,4357.03,6340.41,11473.7
35,20,1982.98,3967.74,6639.64,10386.1
40,20,2017.33,3526.55,6777.69,9197.44
45,20,1990.64,3058.71,6762.63,7953.02
50,20,1905.91,2592.51,6611.59,6702.48
55,20,1777.3,2152.7,6348.2,5494.38
60,20,1625.41,1755.99,5999.34,4370.59
65,20,1471.15,1409.78,5591.94,3362.38
70,20,1331.15,1113.78,5150.14,2488.97
75,20,1216,862.764,4693.39,1758.01
80,20,1130.89,649.259,4235.55,1167.48
85,20,1077.44,465.307,3784.72,707.936
90,20,1055.46,303.476,3343.61,364.651
95,20,1064.33,157.345,2910.14,119.43
100,20,1103.49,21.7731,2478.25,-47.8979
105,20,1172.49,-106.908,2039.19,-158.115
110,20,1270.28,-230.741,1583.59,-231.232
115,20,1394.04,-350.039,1104.77,-285.093
120,20,1537.58,-463.292,602.848,-334.19
125,20,1689.66,-566.929,88.9882,-389.081
130,20,1833.02,-654.877,-412.195,-456.683
135,20,1944.68,-718.033,-864.056,-541.329
140,20,1998.1,-744.261,-1224.12,-645.803
145,20,1967.05,-719.841,-1453.85,-771.193
150,20,1830.79,-633.08,-1528.6,-914.775
155,20,1579.51,-479.684,-1443.82,-1066.43
160,20,1218.72,-267.913,-1215.55,-1205.67
165,20,770.984,-20.4637,-876.153,-1302.01
170,20,273.859,229.281,-468.448,-1320.3
175,20,-226.338,446.356,-40.535,-1229.93
180,20,-683.441,605.13,358.522,-1014.55
0,25,866.175,6561.78,1913.17,14110.3
5,25,1146.11,6557.31,2531.14,14072.5
10,25,1387.4,6523.65,3146.18,13920.2
15,25,1604.28,6442.84,3745.56,13627
20,25,1809.01,6293.46,4307.19,13173.4
25,25,2004.65,6055.71,4805.43,12549.8
30,25,2181.21,5717.9,5216.59,11758
35,25,2318.5,5282.38,5522.66,10813
40,25,2395.01,4767.76,5713.32,9743.62
45,25,2397.96,4205.5,5786.68,8591.42
50,25,2328.99,3632.12,5749.06,7405.58
55,25,2203.13,3080.59,5613.73,6236.23
60,25,2042.68,2574.54,5398.5,5127.75
65,25,1870.14,2126.56,5122.74,4114.23
70,25,1703.35,1739.72,4804.61,3217.79
75,25,1553.96,1410.54,4459.14,2449.22
80,25,1428.35,1131.77,4097.34,1809.87
85,25,1329.6,894.38,3726.13,1293.79
90,25,1259.34,688.892,3348.57,889.504
95,25,1218.97,506.263,2964.16,581.627
100,25,1210.27,338.616,2569.19,352.17
105,25,1235.45,179.857,2157.44,181.941
110,25,1296.48,26.148,1721.69,52.0023
115,25,1393.68,-123.801,1256.36,-54.8432
120,25,1523.54,-268.588,761.555,-152.781
125,25,1676.3,-403.965,247.472,-252.237
130,25,1834.06,-522.516,-262.5,-359.885
135,25,1970.63,-613.271,-732.251,-479.345
140,25,2053.86,-661.843,-1118.47,-612.035
145,25,2050.58,-652.143,-1380.38,-757.293
150,25,1933.28,-570.556,-1490.22,-911.058
155,25,1687.14,-412.263,-1440.14,-1063.25
160,25,1315.66,-187.491,-1242.96,-1195.3
165,25,842.967,75.9726,-927.919,-1280.07
170,25,311.52,337.086,-534.872,-1285.82
175,25,-225,552.677,-109.955,-1183.96
180,25,-712.088,691.252,297.592,-957.951
0,30,1029.62,7766.6,1830.4,13484.7
5,30,1245.35,7791.12,2172.84,13510.3
10,30,1437.51,7802.02,2536.45,13449.3
15,30,1627.04,7771.36,2919.24,13270.5
20,30,1828.56,7665.88,3307.45,12948.7
25,30,2042.64,7454.32,3680.98,12466.7
30,30,2252.74,7116.31,4018.35,11818.1
35,30,2430.21,6650.3,4300.05,11009.8
40,30,2545.75,6076.29,4510.63,10064.2
45,30,2581.25,5431.32,4640.4,9018.99
50,30,2535.85,4759.64,4686.6,7921.51
55,30,2424.08,4102.15,4653.47,6821.61
60,30,2268.57,3489.3,4550.7,5763.94
65,30,2092.2,2938.91,4390.81,4782.87
70,30,1913.07,2457.72,4186.34,3900.84
75,30,1743.22,2044.45,3947.9,3129.28
80,30,1589.84,1692.66,3683.37,2470.76
85,30,1457.4,1392.93,3397.9,1921.18
90,30,1349.38,1134.35,3094.12,1471.49
95,30,1269.41,905.82,2772.36,1109.06
100,30,1221.77,697.184,2430.68,818.805
105,30,1211.43,500.283,2064.99,584.44
110,30,1243.34,309.774,1669.98,389.8
115,30,1320.83,123.595,1241.16,220.154
120,30,1443.06,-56.8751,778.481,63.2869
125,30,1601.88,-226.78,290.761,-89.8266
130,30,1779.17,-377.618,-200.66,-244.893
135,30,1946.11,-496.966,-661.534,-404.633
140,30,2065.59,-568.696,-1049.39,-569.275
145,30,2097.8,-574.831,-1322.88,-736.693
150,30,2008.39,-500.146,-1452.38,-901.666
155,30,1776.93,-339.329,-1427.33,-1054.2
160,30,1403.95,-104.309,-1257.15,-1177.75
165,30,913.96,172.473,-967.085,-1248.98
170,30,353.33,442.705,-592.682,-1240.56
175,30,-217.442,655.123,-176.377,-1127.31
180,30,-735.315,772.112,234.397,-894.059
0,35,1185.23,8912.32,1733.7,12756.5
5,35,1289.54,8973.61,1815.31,12835.2
10,35,1388.11,9036.4,1937.02,12844.1
15,35,1509.67,9063.46,2105.1,12751.7
20,35,1672.19,9010.42,2313,12531.4
25,35,1874.69,8835.05,2546.37,12163.4
30,35,2094.97,8508.39,2787.26,11636.6
35,35,2296.63,8024.6,3016.68,10952.6
40,35,2442.72,7404.26,3216.34,10128.4
45,35,2509.29,6689.09,3370.9,9197.37
50,35,2491.94,5930.22,3470.32,8203.86
55,35,2403.4,5175.69,3511.21,7195.69
60,35,2265.38,4462.15,3496.29,6215.84
65,35,2100.07,3812.2,3432.14,5297.1
70,35,1925.02,3235.95,3326.45,4460.39
75,35,1751.97,2734.29,3186.01,3715.96
80,35,1588.41,2302.02,3015.75,3065.96
85,35,1439.7,1930.08,2818.82,2506.83
90,35,1310.84,1607.24,2596.85,2031.07
95,35,1207.47,1321.52,2350.15,1628.55
100,35,1136.19,1061.63,2077.49,1287.36
105,35,1104.53,818.28,1776.01,994.818
110,35,1120.1,585.21,1441.58,738.445
115,35,1188.93,359.81,1070.34,506.888
120,35,1312.55,143.275,661.881,290.692
125,35,1484.33,-59.4088,223.534,82.8154
130,35,1686.19,-239.359,-225.714,-121.093
135,35,1887.33,-383.525,-654.179,-322.601
140,35,2046.52,-474.864,-1021.39,-520.547
145,35,2118.2,-494.232,-1286.82,-711.111
150,35,2061.67,-425.291,-1420.38,-887.63
155,35,1851.01,-262.401,-1409.64,-1039.94
160,35,1483.26,-18.961,-1260.88,-1153.49
165,35,982.454,268.532,-994.907,-1209.1
170,35,397.754,545.278,-641.977,-1184.82
175,35,-204.43,752.607,-239.31,-1060.35
180,35,-752.946,847.096,169.418,-823.363
0,40,1331.83,9990.21,1623.8,11931.2
5,40,1280.62,10093.4,1467.31,12051.4
10,40,1242.98,10209.8,1364.6,12108.1
15,40,1256.01,10294.5,1327.94,12072.7
20,40,1341.93,10294,1356.83,11921.6
25,40,1499.53,10156.9,1442.6,11636.6
30,40,1702.57,9846.48,1571.81,11205.9
35,40,1908.24,9352.71,1727.63,10628
40,40,2072.65,8696.05,1891.02,9915.95
45,40,2165.8,7921.77,2043.02,9098.3
50,40,2178.78,7086.67,2168.09,8215.28
55,40,2121.24,6244.92,2256.6,7311.05
60,40,2012.76,5438.48,2305.42,6425.41
65,40,1873.95,4693.9,2316.14,5588.31
70,40,1721.05,4024.04,2292.5,4818.13
75,40,1564.87,3431.68,2238.16,4123.15
80,40,1412.43,2913.02,2155.63,3504.28
85,40,1269.24,2460.12,2046.13,2957.82
90,40,1141.09,2062.66,1909.94,2477.3
95,40,1035.01,1709.34,1746.51,2054.68
100,40,959.483,1389.26,1554.37,1681.04
105,40,924.211,1093.22,1330.77,1347.16
110,40,939.185,814.803,1071.86,1044.05
115,40,1012.76,551.025,773.881,763.502
120,40,1148.47,302.555,435.901,498.551
125,40,1340.98,73.7625,63.8678,243.974
130,40,1572.32,-127.086,-325.483,-3.15288
135,40,1810.2,-287.415,-703.253,-242.884
140,40,2010.14,-390.353,-1031.71,-472.063
145,40,2121.96,-416.551,-1272.4,-684.451
150,40,2099.68,-349.271,-1396.02,-871.267
155,40,1912.5,-182.855,-1389.37,-1021.71
160,40,1554.08,68.0539,-1256.11,-1123.08
165,40,1047.41,363.692,-1012.56,-1160.74
170,40,443.432,643.97,-683.048,-1118.95
175,40,-186.739,844.072,-298.408,-983.541
180,40,-764.847,915.634,103.15,-746.4
0,45,1468.28,10992.1,1501.54,11015.1
5,45,1221.99,11139.7,1137.08,11164.7
10,45,1008.86,11305.8,835.134,11247.5
15,45,874.642,11440.4,612.088,11240.6
20,45,846.691,11484,472.308,11126.8
25,45,925.173,11378.5,412.56,10892.9
30,45,1081.9,11081.5,424.404,10529.8
35,45,1269.57,10579.2,494.432,10035.8
40,45,1438.46,9891.37,604.512,9420.74
45,45,1552.49,9065.58,733.934,8708.53
50,45,1597.28,8162.94,863.272,7934.15
55,45,1578.05,7242.55,978.031,7136.7
60,45,1511.01,6350.72,1070.16,6351.66
65,45,1414.24,5517.24,1137.06,5605.39
70,45,1302.05,4757.08,1179.21,4913.43
75,45,1183.69,4074.5,1197.79,4282.02
80,45,1064.99,3467.1,1193.34,3710.89
85,45,950.742,2928.58,1165.47,3196.15
90,45,846.664,2450.53,1112.98,2732.15
95,45,760.382,2023.66,1034.12,2312.59
100,45,701.664,1638.86,926.425,1930.93
105,45,681.994,1288.2,786.533,1580.54
110,45,713.393,965.862,610.22,1254.89
115,45,806.191,668.73,393.409,947.742
120,45,965.534,396.659,134.606,653.552
125,45,1187,152.683,-161.404,368.212
130,45,1452.56,-56.584,-479.892,90.0502
135,45,1728.72,-220.278,-794.786,-179.082
140,45,1968.57,-323.003,-1071.63,-433.23
145,45,2118.55,-346.42,-1275.04,-662.802
150,45,2128.75,-274.329,-1377.75,-856.108
155,45,1964.68,-101.484,-1366.82,-1001.22
160,45,1617.21,156.481,-1243.92,-1087.19
165,45,1108.09,457.551,-1021.04,-1104.16
170,45,489.171,737.956,-716.324,-1043.29
175,45,-165.127,928.496,-353.465,-897.464
180,45,-770.926,977.202,36.0968,-663.757
0,50,1593.56,11910.3,1367.86,10015.2
5,50,1118.36,12102.2,832.057,10182.3
10,50,695.282,12309,363.226,10271.5
15,50,378.843,12478.8,-19.7218,10267.3
20,50,202.394,12549.6,-308.553,10161.2
25,50,169.286,12460.5,-501.608,9948.03
30,50,251.715,12165.8,-602.262,9624.26
35,50,400.142,11649.2,-619.813,9189.91
40,50,560.327,10929.4,-570.236,8653.18
45,50,690.171,10055,-474.486,8033.39
50,50,768.802,9089.96,-354.377,7359.55
55,50,795.475,8097.07,-228.139,6664.75
60,50,781.615,7126.25,-107.918,5979.3
65,50,741.747,6210.01,0.0172455,5325.61
70,50,687.584,5365.08,93.2527,4716.51
75,50,626.381,4596.95,170.887,4156.55
80,50,562.307,3904.4,231.938,3644.71
85,50,498.869,3282.82,274.731,3177.17
90,50,441.003,2726.03,296.901,2749.11
95,50,396.258,2227.34,295.535,2355.57
100,50,375.071,1780.18,267.148,1991.63
105,50,390.193,1378.73,207.534,1652.16
110,50,455.217,1018.48,111.882,1331.69
115,50,581.953,696.601,-24.311,1024.48
120,50,776.595,412.205,-203.044,725.143
125,50,1035.11,166.616,-420.513,429.769
130,50,1339.12,-36.0352,-663.833,137.621
135,50,1654.06,-187.809,-909.846,-147.298
140,50,1931.39,-276.238,-1127.86,-415.611
145,50,2115.43,-285.427,-1286.41,-653.676
150,50,2153.98,-200.831,-1361.25,-846.352
155,50,2010.28,-18.1216,-1340.56,-980.322
160,50,1673.35,246.415,-1224.54,-1046.34
165,50,1163.9,549.756,-1021.16,-1039.53
170,50,533.928,826.396,-742.342,-958.211
175,50,-140.316,1004.9,-404.4,-802.786
180,50,-771.139,1031.33,-31.2312,-576.063
0,55,1706.72,12737.8,1223.77,8939.01
5,55,975.604,12971.5,558.72,9112.56
10,55,314.336,13205.7,-38.4301,9191.51
15,55,-213.75,13389.8,-547.355,9168.79
20,55,-568.375,13463.8,-956.899,9045.85
25,55,-741.204,13367.9,-1261.27,8827.31
30,55,-757.267,13056.7,-1459.21,8517.14
35,55,-666.109,12512.9,-1555.78,8119.21
40,55,-525.131,11754.2,-1564.09,7641.25
45,55,-382.405,10829.2,-1504.2,7098.48
50,55,-266.409,9803.26,-1399.09,6513.71
55,55,-185.543,8741.86,-1269.72,5913.48
60,55,-134.83,7697.86,-1131.66,5322.49
65,55,-104.468,6706.28,-994.515,4759.07
70,55,-85.94,5785.56,-863.369,4233.55
75,55,-74.1954,4942.23,-740.991,3749.21
80,55,-66.7604,4175.9,-629.566,3304.66
85,55,-61.5114,3483.02,-531.577,2896.36
90,55,-54.5343,2859.09,-450.035,2520.19
95,55,-38.7817,2299.56,-388.469,2172.16
100,55,-3.72194,1800.38,-350.954,1848.25
105,55,63.999,1358.11,-342.194,1543.91
110,55,178.805,970.139,-367.36,1253.68
115,55,353.218,634.638,-431.205,971.261
120,55,593.732,350.531,-536.095,690.428
125,55,896.105,117.561,-679.099,406.804
130,55,1241.32,-63.0794,-849.188,120.219
135,55,1594,-187.434,-1026.34,-163.24
140,55,1904.77,-247.417,-1184.11,-430.7
145,55,2117.19,-231.101,-1295.6,-664.407
150,55,2178.36,-126.764,-1340.29,-845.84
155,55,2050.81,68.5262,-1307.94,-960.429
160,55,1722.8,338.301,-1197.64,-1000.75
165,55,1214.27,639.959,-1013.55,-966.831
170,55,576.789,908.421,-761.724,-864.066
175,55,-112.974,1072.34,-451.242,-700.277
180,55,-765.482,1077.62,-98.3216,-483.984
0,60,1806.88,13468.4,1070.36,7794.82
5,60,800.584,13739.3,322.35,7964.77
10,60,-119.756,13984.2,-359.52,8021.01
15,60,-881.735,14157.3,-954.285,7964.73
20,60,-1437.23,14204.7,-1448.75,7807.43
25,60,-1771.25,14072.6,-1834,7564.09
30,60,-1903.96,13719.3,-2105,7247.38
35,60,-1882.91,13129,-2263.08,6866.44
40,60,-1767.49,12319.3,-2318.3,6429.76
45,60,-1611.78,11338,-2289.1,5949.21
50,60,-1453.02,10250.7,-2198.63,5441.61
55,60,-1309.01,9124.32,-2069.6,4926.85
60,60,-1182.94,8014.16,-1920.37,4423.88
65,60,-1070.92,6957.67,-1763.46,3947
70,60,-968.158,5974.98,-1606.41,3504.18
75,60,-871.778,5073.39,-1453.66,3097.64
80,60,-780.659,4252.66,-1308.29,2725.75
85,60,-693.709,3509.24,-1173.13,2385.14
90,60,-607.879,2838.92,-1051.25,2072.14
95,60,-516.795,2238.16,-946.111,1783.27
100,60,-410.347,1704.56,-861.689,1514.91
105,60,-275.381,1236.92,-802.563,1262.64
110,60,-97.6124,834.925,-773.73,1020.6
115,60,135.213,498.6,-779.794,781.656
120,60,429.07,227.562,-823.224,538.534
125,60,779.01,20.5232,-901.859,286.159
130,60,1165.36,-124.348,-1006.6,24.6467
135,60,1552.39,-207.851,-1120.85,-238.262
140,60,1890.86,-227.545,-1222.83,-486.831
145,60,2124.89,-176.823,-1290.66,-700.015
150,60,2202.32,-47.8062,-1307.8,-856.756
155,60,2086.28,160.746,-1265.77,-941.877
160,60,1765.18,432.8,-1162.59,-949.991
165,60,1258.52,727.736,-998.837,-885.828
170,60,616.96,983.098,-775.179,-761.244
175,60,-83.7044,1129.93,-494.118,-590.809
180,60,-754,1115.7,-164.664,-388.222
0,65,1893.29,14096.6,908.808,6591.3
5,65,600.895,14398.3,126.896,6749.27
10,65,-591.102,14635.3,-592.524,6775.21
15,65,-1600.77,14769.4,-1228.42,6677.56
20,65,-2371.25,14757,-1766.45,6476.95
25,65,-2879.56,14554.7,-2195.79,6198.19
30,65,-3139.38,14129.2,-2508.98,5862.83
35,65,-3194.85,13469.1,-2704.56,5485.98
40,65,-3106.51,12593.1,-2789.87,5077.93
45,65,-2934.57,11548.1,-2781.34,4648.07
50,65,-2726.02,10398.9,-2701.39,4207.83
55,65,-2509.62,9212.87,-2573.46,3770.67
60,65,-2298.22,8046.98,-2417.78,3349.9
65,65,-2094.92,6940.59,-2249.16,2955.81
70,65,-1899.05,5915.22,-2077.17,2594.1
75,65,-1709.75,4978.39,-1907.63,2265.94
80,65,-1526.8,4129.03,-1744.23,1969.32
85,65,-1349.63,3362.25,-1589.85,1700.8
90,65,-1175.78,2672.6,-1447.18,1456.75
95,65,-999.577,2056.04,-1319.12,1233.78
100,65,-811.794,1510.79,-1208.99,1028.44
105,65,-600.261,1037.35,-1120.62,836.365
110,65,-351.798,637.887,-1058.22,651.617
115,65,-55.3478,314.914,-1025.68,466.696
120,65,293.908,69.5703,-1025.15,273.823
125,65,690.148,-99.8364,-1054.96,67.5786
130,65,1113.41,-198.022,-1107.95,-151.723
135,65,1528.47,-230.971,-1171.07,-375.375
140,65,1887.3,-202.724,-1227.45,-586.053
145,65,2135.76,-112.907,-1260.39,-761.055
150,65,2223.47,41.9183,-1257.29,-878.371
155,65,2114.97,261.321,-1211.19,-923.319
160,65,1799.38,530.523,-1118.93,-892.898
165,65,1295.86,812.467,-977.716,-796.071
170,65,653.761,1049.41,-783.501,-650.179
175,65,-53.0323,1176.87,-533.233,-475.358
180,65,-736.78,1145.29,-229.752,-289.505
0,70,1965.29,14617.4,740.338,5337.63
5,70,384.627,14942.6,-25.1413,5477.09
10,70,-1082.72,15152.5,-733.016,5470.33
15,70,-2344.61,15219,-1362.72,5331.38
20,70,-3334.59,15112.7,-1899.72,5088.11
25,70,-4020.87,14805,-2332.74,4773.57
30,70,-4409.81,14275.2,-2653.5,4417.28
35,70,-4541.4,13520.1,-2859.11,4040.29
40,70,-4476.96,12561.5,-2954.87,3655.24
45,70,-4282.91,11445.9,-2954.99,3269.95
50,70,-4016.67,10236.7,-2880.22,2891.15
55,70,-3718.96,9000.28,-2753.49,2526.4
60,70,-3413.36,7793.9,-2595.59,2183.52
65,70,-3110.69,6657.75,-2422.62,1868.86
70,70,-2814.77,5613.76,-2245.54,1585.82
75,70,-2526.69,4668.71,-2071.14,1334.47
80,70,-2246.83,3819.68,-1903.58,1112.31
85,70,-1974.85,3059.22,-1745.64,915.607
90,70,-1708.65,2379.45,-1599.57,740.457
95,70,-1443.34,1774.72,-1467.6,583.337
100,70,-1170.9,1242.91,-1352.13,440.854
105,70,-880.704,785.687,-1255.89,308.998
110,70,-561.365,407.484,-1181.82,182.378
115,70,-203.589,113.437,-1132.51,54.1062
120,70,196.078,-93.4815,-1109.17,-83.0365
125,70,631.274,-215.059,-1110.18,-234.012
130,70,1082.61,-258.763,-1129.95,-398.161
135,70,1516.49,-235.869,-1158.89,-566.571
140,70,1887.32,-157.158,-1184.93,-721.974
145,70,2143.51,-28.7174,-1196.36,-842.159
150,70,2236.95,148.463,-1184.15,-906.234
155,70,2133.76,372.746,-1142.47,-901.407
160,70,1823.67,631.64,-1066.76,-827.446
165,70,1325.41,893.206,-951.112,-696.934
170,70,686.639,1106.24,-787.579,-531.39
175,70,-21.397,1212.4,-568.856,-355.007
180,70,-713.952,1166.16,-293.093,-188.585
0,75,2022.34,15027,566.234,4043.33
5,75,160.089,15367.7,-132.771,4159.78
10,75,-1577.18,15531.9,-779.833,4123.1
15,75,-3086.19,15504,-1355.52,3950.79
20,75,-4290.31,15271.4,-1846.25,3675.34
25,75,-5148.64,14824.7,-2241.84,3335.5
30,75,-5660.26,14159.9,-2534.98,2966.84
35,75,-5861.17,13285.8,-2722.88,2595.35
40,75,-5813.48,12229.9,-2809.59,2236.05
45,75,-5589.83,11039.6,-2806.92,1895.76
50,75,-5258.15,9776.02,-2732.94,1577.37
55,75,-4871.36,8503.13,-2608.45,1283.08
60,75,-4464.19,7276.32,-2453.19,1015.55
65,75,-4055.7,6134.67,-2283.21,777.233
70,75,-3654.5,5098.85,-2109.97,569.189
75,75,-3263.9,4173.72,-1940.87,390.405
80,75,-2884.94,3353.57,-1780.41,237.956
85,75,-2517.48,2627.74,-1631.42,107.843
90,75,-2159.77,1985.42,-1495.95,-4.06115
95,75,-1807.75,1418.87,-1375.73,-101.41
100,75,-1454.72,925.236,-1272.41,-187.402
105,75,-1091.87,506.798,-1187.63,-265.346
110,75,-709.805,169.714,-1122.81,-339.384
115,75,-301.048,-78.8066,-1078.82,-414.737
120,75,136.854,-234.39,-1055.33,-496.854
125,75,597.862,-299.187,-1050.1,-589.253
