Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
100,25,1011.64,-1396.09,2385.89,-2868.47
105,25,1040.5,-1348.09,2008.08,-2376.2
110,25,1085.55,-1311.89,1663.56,-1854.54
115,25,1140.85,-1280.06,1365.04,-1295.53
120,25,1197.51,-1242.26,1126.9,-705.724
125,25,1245.09,-1185,962.405,-109.241
130,25,1274.21,-1093.41,878.882,453.932
135,25,1279.21,-955.237,873.026,935.861
140,25,1259.19,-766.416,928.796,1293.65
145,25,1216.01,-536.004,1020.02,1502.72
150,25,1149.22,-287.937,1117.4,1563.95
155,25,1050.69,-57.7528,1197.04,1500.78
160,25,902.864,115.808,1246.11,1348
165,25,683.864,202.19,1262.99,1139.13
170,25,378.725,189.481,1252.45,899.407
175,25,-8.15236,89.6282,1219.76,646.796
180,25,-446.701,-64.0679,1167.47,396.932
0,30,-5739.54,922.62,-10292.7,1282.77
5,30,-5865.17,-799.56,-10099.1,-1315.91
10,30,-5613.94,-2362.66,-9268.36,-3780.36
15,30,-5013.86,-3658.82,-7896.18,-5954.71
20,30,-4135.01,-4622.27,-6126.01,-7716.42
25,30,-3078.36,-5234.07,-4127.93,-8991.78
30,30,-1959.58,-5515.4,-2076.54,-9763.02
35,30,-889.922,-5514.61,-130.141,-10064.4
40,30,41.7401,-5293.87,1586.06,-9968.74
45,30,780.823,-4919.17,2989.84,-9569.37
50,30,1309.49,-4453.79,4043.88,-8963.24
55,30,1640.41,-3953.88,4750.58,-8238.66
60,30,1805.58,-3464.82,5142.14,-7468.29
65,30,1844.98,-3018.77,5268.91,-6706.36
70,30,1798.06,-2634.06,5188.51,-5988.57
75,30,1698.93,-2316.75,4957.35,-5333.74
80,30,1574.65,-2064,4625.03,-4746.45
85,30,1445.27,-1867.96,4231.64,-4220.29
90,30,1324.73,-1719.13,3807.3,-3740.98
95,30,1221.99,-1608.69,3373.56,-3289.34
100,30,1141.91,-1529.45,2945.87,-2843.82
105,30,1085.79,-1475.58,2536.69,-2383.39
110,30,1051.39,-1441.34,2158.31,-1891.17
115,30,1032.95,-1419.02,1824.48,-1358.99
120,30,1021.8,-1396.91,1550.18,-792.335
125,30,1008.07,-1358.58,1348.9,-213.607
130,30,983.654,-1284.53,1228.31,338.873
135,30,945.207,-1157.03,1185.76,817.96
140,30,895.135,-967.125,1206.11,1180.14
145,30,838.901,-721.338,1263.89,1398.95
150,30,778.755,-444.696,1329.55,1472.79
155,30,706.846,-177.551,1377.6,1422.9
160,30,602.473,34.0575,1392.52,1282.69
165,30,437.276,151.971,1369.92,1085.4
170,30,188.046,158.603,1313.23,857.396
175,30,-148.408,63.608,1229.02,619.143
180,30,-546.753,-98.4191,1124.1,389.838
0,35,-6614.76,1030.91,-9753.3,1197.47
5,35,-6721.15,-944.49,-9559.64,-1255.55
10,35,-6368.18,-2736.76,-8742.72,-3576.86
15,35,-5597.9,-4221.32,-7399.84,-5618.87
20,35,-4501.29,-5322.36,-5672.68,-7266.18
25,35,-3203.74,-6018.11,-3726.97,-8450.82
30,35,-1845.25,-6333.07,-1731.59,-9159.29
35,35,-558.021,-6323.05,161.159,-9428.2
40,35,553.966,-6059.7,1831.4,-9330.15
45,35,1427.71,-5618.97,3200.88,-8955.43
50,35,2043.09,-5073.55,4234.53,-8395.55
55,35,2415.13,-4487.77,4934.97,-7732.11
60,35,2581.02,-3913.61,5332.75,-7031.15
65,35,2587.34,-3387.99,5475.05,-6341.33
70,35,2480.59,-2932.23,5415.4,-5694.26
75,35,2301.86,-2553.9,5205.96,-5106.09
80,35,2084.7,-2250.52,4892.6,-4579.82
85,35,1854.97,-2013.89,4512.69,-4108.31
90,35,1631.55,-1833.91,4094.96,-3677.18
95,35,1427.39,-1701.15,3660.86,-3267.69
100,35,1250.32,-1608.06,3226.79,-2859.2
105,35,1103.58,-1548.72,2806.8,-2431.83
110,35,985.966,-1517.28,2414.82,-1969.75
115,35,892.033,-1505.51,2065.84,-1465.3
120,35,813.029,-1500.23,1775.38,-923.528
125,35,739.183,-1482.07,1557.01,-365.361
130,35,663.201,-1427.22,1418.28,172.958
135,35,583.643,-1312.9,1356.83,646.219
140,35,505.889,-1125.71,1358.32,1011.87
145,35,438.774,-869.806,1398.25,1242.91
150,35,387.115,-571.057,1447.47,1335.79
155,35,343.447,-273.946,1479.55,1308.82
160,35,284.364,-30.894,1476.53,1192.36
165,35,175.774,113.112,1430.85,1017.23
170,35,-13.0293,135.059,1343.45,808.913
175,35,-292.526,41.7883,1220.67,589.034
180,35,-642.644,-132.021,1072.17,379.777
0,40,-7439.65,1131.35,-9139.67,1103.07
5,40,-7529.59,-1068.42,-8953.19,-1163.13
10,40,-7086.35,-3063.29,-8179,-3305.83
15,40,-6165.02,-4714.52,-6912.15,-5188.95
20,40,-4875.05,-5937.78,-5287.08,-6705.97
25,40,-3362.92,-6708.88,-3458.9,-7794.69
30,40,-1789.57,-7055.27,-1584.65,-8444.35
35,40,-305.304,-7039.35,194.398,-8691.5
40,40,972.541,-6741.08,1767.09,-8605.96
45,40,1973.17,-6244.85,3060.88,-8272.72
50,40,2673.86,-5630.96,4043.19,-7776.17
55,40,3090.91,-4970.11,4716.23,-7190.06
60,40,3265.28,-4319.37,5107.75,-6573.06
65,40,3248.57,-3719.62,5260.52,-5967.84
70,40,3092.77,-3195.05,5222.93,-5401.76
75,40,2844.59,-2755.21,5041.98,-4888.36
80,40,2543.16,-2398.81,4759.09,-4429.38
85,40,2219.74,-2118.21,4408.26,-4017.28
90,40,1898.35,-1903.45,4016.23,-3637.93
95,40,1596.46,-1745.06,3603.7,-3273.27
100,40,1325.57,-1635.44,3187.37,-2903.76
105,40,1091.49,-1568.62,2782.13,-2510.86
110,40,894.345,-1538.56,2402.75,-2080.08
115,40,728.999,-1536.28,2064.68,-1604.67
120,40,586.416,-1546.86,1783.31,-1089.67
125,40,456.621,-1548.01,1571.63,-554.77
130,40,332.872,-1511.94,1436.75,-33.8423
135,40,215.445,-1411.52,1376.45,430.72
140,40,112.492,-1229.66,1377.46,798.612
145,40,35.9798,-968.711,1416.75,1043.5
150,40,-6.90253,-655.306,1466.23,1160.39
155,40,-23.1547,-337.288,1499.09,1164.22
160,40,-38.3447,-72.1601,1495.18,1080.87
165,40,-91.234,89.6317,1443.43,936.943
170,40,-218.767,120.525,1341.41,755.228
175,40,-437.826,24.5132,1193.9,557.1
180,40,-733.644,-164.619,1012.08,366.825
0,45,-8207.91,1223.19,-8456.48,1000.27
5,45,-8286.04,-1165.57,-8283.68,-1043.62
10,45,-7770.44,-3331.27,-7578,-2977.51
15,45,-6727.31,-5124.17,-6428.8,-4679.56
20,45,-5280.78,-6453.12,-4958.46,-6053.52
25,45,-3593.62,-7291.78,-3306.07,-7042.84
30,45,-1842.87,-7669.74,-1611.58,-7638.07
35,45,-193.061,-7654.57,-0.917111,-7873.33
40,45,1227.48,-7332.8,1426.49,-7813.19
45,45,2340.93,-6795.27,2605.26,-7535.3
50,45,3121.47,-6127.77,3505.52,-7115.52
55,45,3585.54,-5405.42,4128.42,-6618.92
60,45,3776.5,-4688.86,4498,-6096.29
65,45,3749.54,-4022.05,4651.77,-5584.02
70,45,3560.83,-3431.99,4632.29,-5105.13
75,45,3261.42,-2930.68,4481.1,-4670.68
80,45,2894.84,-2518.83,4234.96,-4281.48
85,45,2496.81,-2190.24,3924.41,-3930.12
90,45,2095.66,-1935.94,3573.9,-3603.27
95,45,1712.9,-1747.09,3202.93,-3284.04
100,45,1363.37,-1616.51,2827.68,-2954.32
105,45,1055.25,-1538.4,2462.83,-2597.15
110,45,789.921,-1506.45,2122.79,-2199.5
115,45,562.536,-1510.65,1822.26,-1755.68
120,45,363.866,-1534.14,1575.46,-1270.79
125,45,183.928,-1551.7,1394.16,-763.229
130,45,16.7655,-1532.01,1284.76,-264.152
135,45,-135.49,-1444.47,1245.35,187.65
140,45,-261.973,-1269.41,1264.08,555.19
145,45,-347.836,-1008.16,1319.95,813.788
150,45,-383.772,-688.191,1386.44,957.45
155,45,-376.266,-359.868,1436.77,997.376
160,45,-352.383,-84.175,1448.72,953.9
165,45,-354.221,84.8045,1407.47,847.932
170,45,-423.289,116.343,1306.59,698.072
175,45,-581.51,12.0094,1148.36,524.058
180,45,-819.06,-195.963,944.283,351.082
0,50,-8913.71,1305.71,-7708.94,889.853
5,50,-8986.15,-1231.15,-7555.02,-902.939
10,50,-8421.43,-3531.6,-6938.94,-2603.79
15,50,-7294.17,-5438.47,-5941.34,-4107.08
20,50,-5738.29,-6855.6,-4668.75,-5327.92
25,50,-3926.91,-7754.66,-3240.07,-6215.28
30,50,-2047.22,-8166.2,-1774.07,-6759.66
35,50,-273.162,-8161.06,-377.799,-6990.72
40,50,1258.9,-7830.08,863.503,-6965.57
45,50,2465.17,-7268.15,1892.99,-6752.8
50,50,3316.29,-6564.28,2683.81,-6418.66
55,50,3827.67,-5795.97,3235.74,-6018.93
60,50,4043.65,-5026,3568.44,-5596.29
65,50,4021.86,-4300.7,3713.51,-5180.71
70,50,3821.5,-3649.79,3707.3,-4790.84
75,50,3496.79,-3088.21,3585.55,-4435.44
80,50,3094.32,-2619.43,3380.28,-4114.75
85,50,2652.67,-2239.58,3118.42,-3822.07
90,50,2202.84,-1941.45,2821.89,-3545.58
95,50,1768.66,-1717.5,2508.48,-3270.25
100,50,1366.96,-1561.33,2193.15,-2979.94
105,50,1007.25,-1467.43,1889.38,-2659.55
110,50,691.699,-1429.04,1610.17,-2297.66
115,50,415.805,-1434.89,1368.45,-1889.51
120,50,170.666,-1465.98,1176.52,-1440.07
125,50,-52.9407,-1494.39,1044.54,-966.06
130,50,-259.442,-1486.03,978.182,-495.358
135,50,-444.382,-1408.08,976.11,-62.3647
140,50,-594.117,-1239.66,1028.26,300.156
145,50,-691.18,-982.043,1116.03,569.952
150,50,-724.446,-663.689,1214.7,740.353
155,50,-699.811,-336.497,1297.64,818.536
160,50,-645.042,-63.1124,1340.57,818.506
165,50,-604.016,100.897,1324.83,754.423
170,50,-620.828,123.399,1239.65,639.54
175,50,-720.759,4.36126,1084.18,490.688
180,50,-898.243,-225.816,869.304,332.667
0,55,-9551.67,1378.3,-6902.72,772.666
5,55,-9625.59,-1261.53,-6771.22,-747.763
10,55,-9038.93,-3657.31,-6259.82,-2197.8
15,55,-7871.3,-5648.2,-5438.12,-3489.3
20,55,-6260.97,-7135.01,-4394.15,-4549.38
25,55,-4384.68,-8087.44,-3223.84,-5332.35
30,55,-2433.06,-8535.6,-2022.08,-5827.59
35,55,-583.907,-8551.29,-874.57,-6058.66
40,55,1022.04,-8226.98,149.619,-6073.51
45,55,2296.47,-7659.06,1003.42,-5930.35
50,55,3206.31,-6937.38,1663.57,-5685.1
55,55,3764.75,-6139.99,2128.46,-5384.1
60,55,4015.73,-5330.53,2413.08,-5061.9
65,55,4017.86,-4557.09,2542.72,-4742.17
70,55,3832.15,-3852.17,2547.01,-4439.32
75,55,3514.67,-3234.07,2455.58,-4159.98
80,55,3113.46,-2709.69,2295.25,-3904.13
85,55,2667.99,-2278.16,2088.91,-3666.25
90,55,2209.64,-1934.63,1855.47,-3436.63
95,55,1762.33,-1673.15,1610.45,-3202.74
100,55,1342.75,-1488.18,1366.94,-2950.96
105,55,960.313,-1374.29,1136.6,-2668.43
110,55,617.241,-1323.99,930.428,-2345.42
115,55,309.498,-1324.48,759.191,-1977.99
120,55,29.2734,-1354.74,633.135,-1570.64
125,55,-230.81,-1384.81,560.943,-1137.92
130,55,-472.634,-1379.15,547.887,-703.729
135,55,-688.79,-1304.42,593.565,-297.31
140,55,-862.738,-1140.16,689.981,53.5659
145,55,-974.641,-888.698,820.958,329.653
150,55,-1011.82,-579.497,963.533,523.824
155,55,-979.391,-264.894,1091.08,639.058
160,55,-904.9,-7.16708,1177.18,682.576
165,55,-832.25,138.985,1199.33,661.169
170,55,-805.971,142.037,1142.37,581.958
175,55,-852.823,1.49267,1002,457.797
180,55,-970.59,-253.951,787.709,311.72
0,60,-10116.9,1440.4,-6043.97,649.599
5,60,-10200,-1254.34,-5936.48,-585.318
10,60,-9620.76,-3703.68,-5537.99,-1773.65
15,60,-8459.95,-5746.89,-4905.45,-2845.1
20,60,-6854.42,-7283.72,-4107.02,-3738.99
25,60,-4977.58,-8281.9,-3214.39,-4414.77
30,60,-3016.43,-8769.51,-2297.29,-4859.97
35,60,-1146.48,-8816.8,-1418.78,-5090.9
40,60,491.443,-8515.09,-630.472,-5145.27
45,60,1806.67,-7959.66,31.4006,-5070.16
50,60,2762.56,-7239.08,547.843,-4911
55,60,3368.97,-6430.37,916.179,-4704.91
60,60,3667.61,-5597.04,1146.71,-4478.79
65,60,3716.2,-4788.52,1258.14,-4250.39
70,60,3575.63,-4040.05,1273.05,-4030.15
75,60,3301.99,-3373.56,1214.33,-3822.69
80,60,2942.88,-2799.74,1103.05,-3627.83
85,60,2536.62,-2321.01,957.372,-3441.4
90,60,2112.86,-1934.95,792.48,-3255.96
95,60,1693.41,-1637.08,620.988,-3061.81
100,60,1292.95,-1422.36,453.581,-2848.14
105,60,919.346,-1284.96,299.748,-2604.64
110,60,574.156,-1216.21,168.424,-2323.46
115,60,253.823,-1201.76,68.4187,-2001.47
120,60,-47.7626,-1219.12,8.42177,-1642.5
125,60,-335.224,-1237.59,-3.67904,-1258.52
130,60,-607.055,-1222.04,37.6884,-868.935
135,60,-852.394,-1140.73,133.576,-497.211
140,60,-1051.73,-975.551,278.249,-165.561
145,60,-1183.06,-730.891,457.85,110.171
150,60,-1232.26,-437.146,650.834,322.586
155,60,-1203.36,-145.817,830.3,470.48
160,60,-1122.5,83.3226,967.591,554.225
165,60,-1031.77,198.867,1036.45,573.106
170,60,-973.869,172.002,1017.49,527.738
175,60,-975.105,3.15736,902.871,426.181
180,60,-1035.55,-280.152,700.119,288.4
0,65,-10605.2,1491.53,-5139.22,521.589
5,65,-10705.1,-1208.54,-5055.26,-423.147
10,65,-10162.8,-3668.39,-4770.68,-1345.97
15,65,-9056.47,-5730.93,-4328.97,-2194.04
20,65,-7515.67,-7296.73,-3778.21,-2918.59
25,65,-5703.74,-8331.56,-3166.04,-3483.92
30,65,-3797.01,-8859.88,-2537.29,-3875.33
35,65,-1962.35,-8947.86,-1932.26,-4101.43
40,65,-335.845,-8683.01,-1384.71,-4189.25
45,65,992.235,-8157.18,-919.425,-4174.75
50,65,1982.3,-7456.01,-550.501,-4093.28
55,65,2639.65,-6654.35,-281.265,-3973.47
60,65,3001.48,-5814.94,-105.925,-3835.42
65,65,3121.79,-4988.09,-12.4151,-3691.62
70,65,3058.62,-4211.5,14.503,-3548.84
75,65,2865.6,-3510.5,-9.34312,-3409.7
80,65,2587.83,-2899.32,-69.2225,-3273.65
85,65,2260.82,-2383.42,-152.291,-3137.51
90,65,1911.02,-1962.41,-247.711,-2995.85
95,65,1556.92,-1632.74,-346.378,-2841.55
100,65,1210.08,-1389.27,-440.445,-2666.65
105,65,875.973,-1225.14,-522.773,-2463.45
110,65,554.898,-1130.27,-586.353,-2226.15
115,65,243.538,-1089.01,-623.798,-1952.66
120,65,-62.4527,-1078.41,-627.144,-1646.21
125,65,-364.704,-1068.81,-588.292,-1316.14
130,65,-658.085,-1027.77,-500.422,-977.187
135,65,-928.201,-927.56,-360.35,-646.801
140,65,-1152.68,-754.241,-171.275,-341.419
145,65,-1307.5,-515.265,55.1646,-73.2997
150,65,-1377.07,-241.724,298.543,150.073
155,65,-1363.72,17.0642,531.417,323.595
160,65,-1290.94,205.92,722.843,441.189
165,65,-1196.95,279.057,843.009,495.008
170,65,-1120.42,212.441,868.587,479.226
175,65,-1085.24,8.93954,788.274,396.589
180,65,-1092.63,-304.222,607.201,262.886
0,70,-11012.8,1531.31,-4195.36,389.608
5,70,-11136.5,-1124.49,-4132.48,-268.875
10,70,-10659.2,-3551.55,-3955.69,-929.639
15,70,-9652.29,-5599.68,-3695.06,-1556.1
20,70,-8233.01,-7171.88,-3379.48,-2110.66
25,70,-6548.32,-8231.97,-3034.09,-2562.18
30,70,-4757.36,-8799.34,-2680.35,-2893.74
35,70,-3012.12,-8933.85,-2337.09,-3106.41
40,70,-1438.94,-8716.92,-2020.81,-3216.98
45,70,-124.546,-8235.23,-1744.89,-3250.96
50,70,889.367,-7570.45,-1518.27,-3234.59
55,70,1602.29,-6794.68,-1344.53,-3189.2
60,70,2044.03,-5969.36,-1222.1,-3129.08
65,70,2261.33,-5145.03,-1145.34,-3062.2
70,70,2305.86,-4360.94,-1106.26,-2991.93
75,70,2225.99,-3644.88,-1096.11,-2918.73
80,70,2062.37,-3013.69,-1106.54,-2841.14
85,70,1846.64,-2475.03,-1130.22,-2756.3
90,70,1601.66,-2029.86,-1160.93,-2660.12
95,70,1342.53,-1674.98,-1193.39,-2547.55
100,70,1077.69,-1404.55,-1222.87,-2413.07
105,70,810.07,-1210.42,-1244.71,-2251.48
110,70,538.402,-1081.11,-1253.73,-2059.12
115,70,259.089,-1000.25,-1243.51,-1835.09
120,70,-31.0528,-945.739,-1206.1,-1582.33
125,70,-331.278,-890.872,-1132.25,-1307.89
130,70,-633.408,-808.222,-1012.97,-1022.11
135,70,-920.024,-676.238,-842.187,-736.75
140,70,-1166.3,-486.866,-620.125,-462.751
145,70,-1346.47,-251.378,-356.053,-208.92
150,70,-1443.32,-1.27804,-69.3002,17.3482
155,70,-1456.77,217.523,212.131,207.625
160,70,-1406.19,356.291,455.138,350.264
165,70,-1323.94,376.886,626.675,431.165
170,70,-1242.4,261.924,699.836,438.548
