Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
105,35,766.421,378.579,-1937.2,5524.3
110,35,1004.64,17.8044,-1568.94,5131.34
115,35,1210.4,-311.87,-1196.94,4745.79
120,35,1383.18,-605.409,-832.421,4357.21
125,35,1519.09,-858.176,-489.341,3959.12
130,35,1608.02,-1067.4,-180.048,3550.08
135,35,1632.5,-1231.65,88.7247,3132.8
140,35,1570.52,-1348.36,316.574,2711.59
145,35,1403.07,-1411.27,505.081,2289.15
150,35,1124.88,-1410.72,649.934,1864.68
155,35,754.176,-1338.79,734.399,1434.8
160,35,336.781,-1197.71,729.43,997.429
165,35,-58.9313,-1006.85,602.12,556.995
170,35,-356.372,-802.729,328.983,128.306
175,35,-490.607,-629.566,-92.2334,-263.396
180,35,-427.1,-523.885,-636.876,-587.143
0,40,1000.32,7730.05,-797.843,7681.08
5,40,373.724,7604.55,-1425.58,7936.15
10,40,-336.531,7635.99,-2016.03,8321.59
15,40,-1065.59,7786.47,-2555.36,8809.06
20,40,-1741.73,7993.26,-3030.61,9350.38
25,40,-2302.95,8182.54,-3425.38,9883.11
30,40,-2710.15,8285.94,-3720.94,10341.8
35,40,-2951.44,8254.63,-3902.8,10671.3
40,40,-3037.14,8066.3,-3968.19,10836.7
45,40,-2989.83,7723.52,-3928.93,10827
50,40,-2835.33,7246.37,-3807.61,10652
55,40,-2597.68,6663.96,-3630.16,10335.3
60,40,-2298.05,6007.88,-3419.07,9907.24
65,40,-1955.41,5308.7,-3190.27,9399.98
70,40,-1586.87,4593.93,-2953.35,8843.94
75,40,-1207.4,3886.59,-2713.32,8266.23
80,40,-829.19,3203.97,-2472.2,7689.57
85,40,-461.504,2556.92,-2229.8,7131.46
90,40,-111.073,1950.32,-1984.06,6603.67
95,40,217.19,1384.75,-1731.42,6112.03
100,40,519.638,858.915,-1467.98,5656.8
105,40,793.729,372.052,-1191.13,5233.62
110,40,1037.98,-74.5197,-901.605,4834.97
115,40,1251.42,-477.238,-604.863,4452.02
120,40,1431.94,-831.433,-311.036,4076.52
125,40,1573.5,-1132.91,-32.8053,3702.33
130,40,1663.41,-1378.71,218.261,3326.02
135,40,1681.88,-1566.02,435.01,2946.35
140,40,1605.76,-1689.8,615.093,2562.83
145,40,1417.08,-1741.06,757,2174.09
150,40,1114.23,-1708.71,853.321,1777.2
155,40,721.242,-1586.1,885.753,1368.83
160,40,290.577,-1380.22,826.512,948.105
165,40,-103.811,-1118.27,647.145,520.184
170,40,-382.468,-845.981,330.775,98.7548
175,40,-481.239,-616.034,-118.328,-293.963
180,40,-369.967,-470.718,-671.677,-630.569
0,45,926.972,8370.09,-881.991,6978.13
5,45,430.657,8274.3,-1233.75,7235.05
10,45,-154.2,8358.15,-1544.36,7606.09
15,45,-770.997,8580.07,-1813.58,8067.67
20,45,-1354.17,8869.19,-2041.55,8578.4
25,45,-1844.88,9140.43,-2222.5,9082.66
30,45,-2204.37,9313.45,-2344.61,9520.19
35,45,-2419.3,9329.55,-2396.32,9838.52
40,45,-2497.92,9160.55,-2374.48,10003.4
45,45,-2460.78,8807.7,-2288.06,10002.7
50,45,-2331.64,8293.47,-2155.28,9844.53
55,45,-2132.15,7651.37,-1996.66,9550.41
60,45,-1880.43,6917.98,-1828.84,9148.82
65,45,-1591.72,6128.34,-1661.82,8669.92
70,45,-1279.2,5313.68,-1499.61,8142.49
75,45,-954.165,4500.15,-1342.27,7592.25
80,45,-625.904,3707.77,-1187.75,7040.88
85,45,-301.784,2950.11,-1032.81,6505.36
90,45,12.3715,2234.75,-873.394,5997.5
95,45,311.777,1564.92,-705.008,5523.84
100,45,592.409,941.695,-523.561,5086.08
105,45,851.021,366.182,-326.731,4681.87
110,45,1085.12,-159.166,-115.503,4306.06
115,45,1292.32,-630.381,104.771,3951.97
120,45,1468.46,-1042.83,324.555,3612.76
125,45,1604.96,-1392.22,532,3282.23
130,45,1686.49,-1674.69,716.024,2955.3
135,45,1691.3,-1885.36,868.998,2627.81
140,45,1595.98,-2016.26,986.881,2295.93
145,45,1384.62,-2055.71,1065.74,1955.69
150,45,1059.96,-1991.62,1096.26,1602.93
155,45,651.771,-1819.33,1060.21,1234.35
160,45,218.029,-1551.06,932.986,849.325
165,45,-163.736,-1221.56,692.294,452.2
170,45,-413.666,-884.716,328.92,53.9328
175,45,-470.594,-600.005,-146.18,-327.561
180,45,-310.019,-413.97,-701.366,-669.195
0,50,846.574,8946.42,-959.425,6222.08
5,50,526.878,8874.99,-1061.48,6470.84
10,50,115.062,8992.89,-1116.59,6804.1
15,50,-343.234,9257.97,-1136.34,7204.1
20,50,-791.321,9595.94,-1132.68,7638.97
25,50,-1175.71,9915.68,-1110.02,8064.05
30,50,-1459.45,10129.4,-1063.66,8428.99
35,50,-1628.5,10171.2,-985.567,8688.61
40,50,-1689.31,10008.3,-872.746,8812.61
45,50,-1660.34,9640.34,-731.835,8790.16
50,50,-1562.97,9091.42,-577.164,8628.28
55,50,-1415.59,8398.7,-424.649,8346.48
60,50,-1231.88,7603.08,-286.019,7970.44
65,50,-1021.63,6743.41,-166.33,7527.21
70,50,-792.205,5853.8,-64.7457,7042.43
75,50,-549.639,4962.25,23.1738,6538.81
80,50,-299.132,4090.06,103.407,6035.54
85,50,-45.3834,3251.82,182.282,5547.68
90,50,207.154,2456.22,265.937,5085.97
95,50,454.118,1707.77,359.903,4656.81
100,50,691.31,1008.95,468.397,4262.57
105,50,914.916,362.169,593.284,3902.3
110,50,1121.48,-229.039,732.957,3572.54
115,50,1307.09,-759.934,881.675,3268.26
120,50,1465.51,-1225.19,1029.93,2983.56
125,50,1585.61,-1619.46,1166.19,2712.23
130,50,1649.76,-1936.99,1279.5,2448.06
135,50,1634.99,-2170.12,1361.68,2185.04
140,50,1518.54,-2307.71,1407.34,1917.39
145,50,1287.37,-2335.69,1410.92,1639.7
150,50,948.772,-2241.69,1362.5,1347.13
155,50,537.474,-2023.65,1245.67,1036
160,50,115.154,-1699.1,1040.76,704.808
165,50,-239.648,-1309.51,733.073,355.55
170,50,-449.384,-915.201,321.708,-4.91066
175,50,-458.029,-580.364,-175.879,-363.82
180,50,-247.711,-354.07,-725.717,-702.728
0,55,759.733,9454.67,-1029.56,5418.67
5,55,657.701,9400.18,-916.011,5650.99
10,55,461.423,9528.73,-748.68,5928.52
15,55,203.055,9800.68,-549.186,6239.68
20,55,-72.1967,10143.6,-339.907,6563.69
25,55,-318.467,10466.5,-134.706,6869.6
30,55,-502.164,10679.9,64.0589,7120.62
35,55,-609.405,10715,260.724,7282.54
40,55,-645.059,10536.4,458.028,7332.21
45,55,-625.278,10142.7,651.733,7262.06
50,55,-568.366,9559.36,831.357,7079.37
55,55,-488.346,8826.17,985.26,6801.69
60,55,-392.862,7987.3,1105.9,6451.44
65,55,-284.394,7084.2,1192.22,6051.58
70,55,-162.756,6152.23,1248.92,5623.18
75,55,-27.3329,5219.39,1284.13,5184.42
80,55,121.586,4306.15,1307.1,4750.27
85,55,282.282,3426.08,1326.75,4332.47
90,55,451.658,2587.1,1350.92,3939.46
95,55,625.645,1793.52,1385.84,3576.56
100,55,799.789,1048.16,1435.6,3246.2
105,55,969.732,354.168,1501.37,2948.37
110,55,1131.18,-283.96,1580.68,2681.04
115,55,1278.95,-860.371,1667.09,2440.59
120,55,1405.03,-1368.33,1750.78,2222.11
125,55,1496.39,-1800.53,1820.15,2019.71
130,55,1533.96,-2148.46,1864.13,1826.85
135,55,1494.65,-2401.15,1873.93,1636.81
140,55,1357.45,-2544.27,1843.08,1443.09
145,55,1112.77,-2561.84,1765.15,1239.7
150,55,772.102,-2441.84,1630.79,1021.25
155,55,373.682,-2185.17,1426.85,783.031
160,55,-19.5699,-1814.18,1140.11,521.383
165,55,-331.093,-1375.66,764.401,234.568
170,55,-488.475,-934.12,307.404,-75.6466
175,55,-442.82,-556.11,-207.398,-402.099
180,55,-183.518,-291.476,-744.544,-730.914
0,60,667.11,9890.96,-1091.86,4574.02
5,60,817.169,9844.52,-803.577,4783.8
10,60,872.189,9956.94,-454.511,4994.32
15,60,848.472,10194.1,-74.514,5199.92
20,60,777.231,10490.8,305.131,5391.33
25,60,694.461,10763,662.033,5552.65
30,60,628.802,10926,987.16,5662.83
35,60,593.302,10913.8,1281.34,5701.22
40,60,584.814,10691.4,1547.41,5654.21
45,60,590.317,10258,1784.07,5519.29
50,60,595.838,9639.61,1985.17,5304.86
55,60,593.287,8877.74,2143.44,5026.77
60,60,582.724,8017.96,2255.04,4703.77
65,60,570.543,7102.16,2321.92,4353.92
70,60,565.71,6164.67,2351.38,3992.69
75,60,576.183,5231.12,2353.9,3632.51
80,60,606.725,4318.96,2340.8,3283.03
85,60,658.316,3438.85,2322.52,2951.51
90,60,728.743,2596.54,2307.74,2643.25
95,60,813.799,1795.06,2302.79,2361.77
100,60,908.536,1036.81,2311.23,2109.02
105,60,1008.07,325.188,2333.33,1885.52
110,60,1107.52,-334.672,2365.71,1690.36
115,60,1200.91,-935.841,2401.29,1521.19
120,60,1279.27,-1469.96,2429.93,1374.25
125,60,1328.72,-1927.34,2439.99,1244.51
130,60,1330.16,-2296.37,2420.22,1126.08
135,60,1261.87,-2562.61,2361.26,1012.74
140,60,1105.75,-2708.79,2255.78,898.392
145,60,856.02,-2717.49,2097,777.103
150,60,527.633,-2577.41,1876.94,642.837
155,60,160.318,-2292.2,1586.78,489.04
160,60,-184.683,-1887.97,1220.55,308.672
165,60,-436.014,-1414.77,781.085,95.1794
170,60,-529.194,-938.771,284.433,-155.398
175,60,-424.177,-526.41,-240.565,-441.519
180,60,-117.928,-226.663,-757.706,-753.536
0,65,569.41,10252,-1145.84,3694.56
5,65,998.258,10203.8,-729.201,3878.16
10,65,1332.25,10271.9,-245.342,4017.79
15,65,1569.62,10430.3,269.478,4113
20,65,1725.2,10626.3,776.749,4165.36
25,65,1822.97,10789.5,1246.76,4173.94
30,65,1885.22,10847.6,1664.53,4134.02
35,65,1923.83,10743.1,2027.9,4039.7
40,65,1938.23,10446,2340.44,3888.19
45,65,1920.2,9957.38,2604.63,3683.01
50,65,1862.14,9303.92,2819.41,3434.15
55,65,1763.8,8526.68,2982.17,3155.65
60,65,1634.37,7670,3092.34,2862.17
65,65,1489.9,6773.26,3153.77,2566.35
70,65,1348.3,5866.94,3174.74,2277.58
75,65,1224.53,4971.95,3166.33,2002.17
80,65,1127.8,4101,3140.27,1744.11
85,65,1061.08,3260.71,3107.22,1506.03
90,65,1022.48,2454,3075.65,1289.79
95,65,1007.3,1682.2,3051.31,1096.83
100,65,1010,946.918,3036.82,928.222
105,65,1025.27,251.257,3031.47,784.492
110,65,1047.97,-399.581,3031.06,665.328
115,65,1071.91,-998.183,3028.12,569.319
120,65,1088.05,-1535.04,3012.58,493.847
125,65,1083.03,-1998.42,2973.04,435.252
130,65,1039.38,-2373.92,2898.36,389.231
135,65,938.436,-2644.04,2778.83,351.245
140,65,766.193,-2789.06,2606.47,316.598
145,65,520.948,-2790.5,2374.4,279.967
150,65,220.027,-2637.76,2076.46,234.514
155,65,-97.6198,-2336.41,1708.46,171.13
160,65,-375.514,-1914.61,1271.9,78.4929
165,65,-550.704,-1423.2,778.352,-55.4883
170,65,-569.22,-927.234,251.579,-240.725
175,65,-401.276,-490.649,-275.028,-481.018
180,65,-51.441,-160.126,-765.101,-770.424
0,70,467.377,10535,-1191.11,2786.99
5,70,1193.12,10475.3,-696.507,2943.36
10,70,1824.66,10471.5,-129.365,3015.81
15,70,2340.1,10508.3,469.611,3008.06
20,70,2735.72,10550.1,1056.59,2931.02
25,70,3021.6,10546.8,1596.1,2797.22
30,70,3212.61,10445.5,2068.31,2617.25
35,70,3319.76,10204,2468.86,2399.48
40,70,3346.67,9801.72,2802.76,2151.85
45,70,3292.57,9243.7,3076.96,1883.85
50,70,3158.94,8556.34,3296.11,1606.82
55,70,2955.31,7777.81,3462.37,1332.58
60,70,2700.77,6947.75,3577.85,1071.35
65,70,2420.61,6099.62,3646.95,830.203
70,70,2140.51,5257.33,3677.17,612.686
75,70,1881.06,4435.27,3678.32,419.501
80,70,1654.75,3640.46,3660.93,249.724
85,70,1465.91,2875.23,3634.58,101.973
90,70,1312.76,2139.65,3606.78,-24.8181
95,70,1190.21,1433.35,3582.15,-131.119
100,70,1092.34,756.884,3562.19,-216.942
105,70,1013.63,112.481,3545.11,-282.243
110,70,948.906,-495.411,3526.04,-327.374
115,70,892.154,-1059.85,3497.39,-353.376
120,70,835.047,-1571.16,3449.55,-361.969
125,70,765.99,-2016.53,3371.92,-355.243
130,70,670.748,-2379.73,3253.94,-335.267
135,70,535.296,-2641.1,3085.96,-304.014
140,70,350.831,-2779.19,2859.63,-263.951
145,70,119.804,-2774.79,2568.15,-219.343
150,70,-139.174,-2617.58,2207.11,-177.81
155,70,-390.155,-2313.76,1776.75,-151.353
160,70,-584.297,-1891.33,1285.39,-155.997
165,70,-669.921,-1399.19,752.401,-209.592
170,70,-605.748,-898.475,208.181,-327.844
175,70,-373.295,-448.463,-310.236,-519.402
180,70,15.4376,-92.3698,-766.673,-781.448
0,75,361.786,10737.8,-1227.31,1858.2
5,75,1393.37,10657.1,-707.587,1988.8
10,75,2331.25,10556.8,-111.382,2004.99
15,75,3131.6,10433.7,518.303,1913.44
20,75,3770.36,10273.3,1134.53,1732.15
25,75,4242.23,10051.7,1698.03,1484.39
30,75,4554.12,9742.2,2185.6,1193.43
35,75,4717.08,9323.84,2591.59,879.692
40,75,4741.37,8789.94,2922.88,560.259
45,75,4636.89,8151.18,3191.1,249.409
50,75,4417.18,7432.66,3406.41,-41.0258
55,75,4103.25,6666.64,3575.32,-301.977
60,75,3723.88,5884.36,3701.68,-527.789
65,75,3311.96,5110.15,3789.1,-716.534
70,75,2898.59,4359.15,3842.69,-869.591
75,75,2507.91,3638.3,3869.46,-990.556
80,75,2154.46,2948.79,3877.5,-1083.87
85,75,1843.65,2288.87,3874.56,-1153.62
90,75,1574.18,1655.97,3866.72,-1202.84
95,75,1341.24,1047.95,3857.41,-1233.35
100,75,1139,463.898,3846.92,-1246.14
105,75,961.939,-95.4554,3832.42,-1241.86
110,75,804.846,-627.243,3808.4,-1221.39
115,75,662.027,-1125.94,3767.29,-1185.9
