Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
165,60,1213.21,918.282,-867.792,-1022.28
170,60,545.085,1028.57,-683.971,-862.851
175,60,-161.561,1032.44,-449.588,-649.44
180,60,-810.673,897.381,-170.385,-397.095
0,65,-197.365,13476.8,-90.8308,6217.43
5,65,-1538.68,13661.2,-854.815,6276.96
10,65,-2793.82,13798.5,-1542.66,6226.54
15,65,-3872.47,13859.3,-2135.05,6074.43
20,65,-4706.44,13806.5,-2620.92,5838.84
25,65,-5259.43,13599.3,-2993.34,5541.9
30,65,-5531.81,13202.7,-3248.11,5203.49
35,65,-5557.34,12599.4,-3385.52,4838
40,65,-5391.96,11798.3,-3413.21,4454.86
45,65,-5098.41,10836.2,-3347.21,4061.47
50,65,-4732.44,9768.86,-3209.68,3665.85
55,65,-4335.07,8657.85,-3024.54,3277.33
60,65,-3931.63,7557.77,-2813.01,2905.37
65,65,-3535.5,6508.37,-2591.13,2557.52
70,65,-3152.95,5532.89,-2369.43,2238.07
75,65,-2786.93,4640.99,-2154.16,1947.82
80,65,-2438.68,3833.51,-1949.03,1685
85,65,-2107.8,3107.14,-1756.67,1446.48
90,65,-1791.56,2457.93,-1579.45,1228.73
95,65,-1484.16,1883.44,-1419.94,1028.2
100,65,-1176.73,1383.74,-1281.03,840.951
105,65,-858.019,961.331,-1165.85,662.023
110,65,-516.223,620.27,-1077.45,484.956
115,65,-141.734,364.249,-1018.17,302.077
120,65,269.217,194.215,-988.512,106.075
125,65,710.621,106.203,-985.868,-107.153
130,65,1163.38,90.5916,-1003.6,-335.152
135,65,1593.88,133.718,-1031.33,-566.601
140,65,1955.82,221.574,-1056.75,-781.749
145,65,2196.2,343.622,-1068.47,-956.328
150,65,2265.25,493.616,-1058.34,-1067.91
155,65,2128.68,665.366,-1021.41,-1102.11
160,65,1778.96,844.706,-953.652,-1056.09
165,65,1242.11,1002.79,-849.049,-937.959
170,65,577.121,1097.01,-699.181,-763.267
175,65,-132.39,1082.25,-496.606,-550.476
180,65,-792.738,928.575,-240.391,-317.372
0,70,-204.53,13967.4,-73.2837,5019.19
5,70,-1818.52,14126.5,-815.659,5051.31
10,70,-3324.39,14192.8,-1481.34,4959.3
15,70,-4624.51,14148.5,-2053,4757.5
20,70,-5644.61,13971.1,-2521.4,4471.69
25,70,-6343.25,13635.5,-2881.39,4132.26
30,70,-6716.6,13119.7,-3130.08,3766.86
35,70,-6796.3,12414.5,-3268.09,3395.55
40,70,-6639.68,11532.1,-3302.01,3030.11
45,70,-6315.04,10507.6,-3245.77,2676.61
50,70,-5887.25,9393.56,-3119.23,2338.79
55,70,-5407.89,8248.57,-2944.6,2020.36
60,70,-4911.99,7125.49,-2742.49,1725.32
65,70,-4420.1,6063.48,-2529.18,1456.96
70,70,-3942.71,5085.49,-2315.83,1216.79
75,70,-3484.54,4200.4,-2109.26,1004.07
80,70,-3047.18,3407.44,-1913.36,816.232
85,70,-2630.1,2701.18,-1730.51,649.692
90,70,-2230.55,2075.51,-1562.52,500.702
95,70,-1843.2,1526.46,-1411.21,365.675
100,70,-1460.22,1053.59,-1278.57,240.96
105,70,-1072,660.148,-1166.7,122.203
110,70,-668.754,351.82,-1077.55,3.79194
115,70,-242.982,134.256,-1012.42,-121.018
120,70,207.485,9.716,-971.178,-258.737
125,70,676.143,-26.0309,-951.507,-412.985
130,70,1144.92,14.9585,-948.518,-581.282
135,70,1582.76,114.505,-955.187,-752.833
140,70,1946.92,252.895,-963.715,-908.951
145,70,2188.12,414.114,-967.208,-1026.85
150,70,2259.62,588.149,-960.517,-1085.84
155,70,2128.79,767.766,-939.302,-1073.48
160,70,1788.06,940.735,-897.602,-989.126
165,70,1261.65,1082.58,-825.73,-843.586
170,70,605.29,1156.25,-710.741,-655.485
175,70,-101.473,1121.82,-540.337,-446.183
180,70,-768.77,952.702,-308.568,-235.234
0,75,-210.139,14351.7,-55.1788,3782.75
5,75,-2088.6,14476.8,-728.566,3791.6
10,75,-3835.9,14453.6,-1326.88,3668.86
15,75,-5346.62,14277.8,-1834.98,3432.76
20,75,-6540.57,13945,-2245.94,3114
25,75,-7371.68,13449.1,-2557.28,2748.62
30,75,-7832.91,12785.3,-2768.72,2369.87
35,75,-7954.7,11956.5,-2882.37,2002.32
40,75,-7796.38,10979.8,-2904.55,1659.96
45,75,-7432.11,9890.16,-2847.08,1348.15
50,75,-6935.83,8736.25,-2726.74,1067.37
55,75,-6369.59,7572.09,-2562.8,816.591
60,75,-5778.08,6446.85,-2373.83,594.953
65,75,-5189.02,5397.13,-2175.17,401.843
70,75,-4617.09,4443.95,-1977.82,236.146
75,75,-4068.72,3594.09,-1788.76,95.6265
80,75,-3545.76,2844.28,-1611.98,-23.0988
85,75,-3047.44,2186.22,-1449.7,-124.073
90,75,-2570.9,1611.11,-1303.34,-211.35
95,75,-2111.3,1112.95,-1174.11,-288.582
100,75,-1661.94,690.297,-1063.2,-359.073
105,75,-1214.95,346.557,-971.716,-426.248
110,75,-762.673,88.4989,-900.405,-494.189
115,75,-299.572,-76.7761,-849.292,-567.682
120,75,175.43,-145.993,-817.291,-651.248
125,75,656.286,-123.673,-801.977,-747.033
