Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
155,20,1611.68,-268.383,-1359.74,-1166.5
160,20,1235.78,-113.366,-1130.33,-1278.22
165,20,771.139,70.155,-794.971,-1338.12
170,20,258.36,254.48,-398.567,-1316.71
175,20,-253.357,410.725,9.14871,-1189.01
180,20,-716.147,518.42,378.861,-943.525
0,25,362.806,6467.39,793.262,13817.2
5,25,605.895,6514.45,1396.97,13888.1
10,25,809.384,6531.22,1998.55,13851
15,25,991.181,6499.71,2589.61,13674.7
20,25,1167.6,6398.68,3152.67,13334.3
25,25,1345.73,6207.91,3666.2,12814.6
30,25,1519.01,5914.14,4109.54,12112.9
35,25,1669.32,5517.13,4466.14,11241.6
40,25,1775.18,5032.65,4725.15,10228.5
45,25,1821.59,4490.23,4882.12,9115.32
50,25,1806.24,3926.12,4939.19,7952.23
55,25,1739.43,3374.86,4904.52,6791.16
60,25,1639.05,2862.73,4790.73,5678.67
65,25,1524.19,2405.27,4612.59,4651.25
70,25,1410.51,2008.05,4384.71,3733.34
75,25,1308.62,1669.33,4119.74,2937.76
80,25,1224.72,1382.84,3827.45,2267.44
85,25,1162.29,1140.06,3514.47,1717.53
90,25,1123.67,931.703,3184.38,1277.21
95,25,1111.1,748.82,2837.84,931.284
100,25,1127.21,583.598,2472.77,661.59
105,25,1174.87,429.984,2084.9,448.475
110,25,1256.55,284.091,1669,272.435
115,25,1372.81,144.348,1221.38,115.923
120,25,1520.2,11.4302,743.582,-34.9297
125,25,1688.79,-111.809,246.589,-189.081
130,25,1860.3,-220.178,-246.16,-350.294
135,25,2007.82,-305.733,-699.151,-517.981
140,25,2098.16,-357.605,-1070.01,-688.774
145,25,2096.85,-363.101,-1318.84,-857.83
150,25,1975.32,-311.042,-1418.53,-1018.7
155,25,1718.54,-197.196,-1361.75,-1161.42
160,25,1331.24,-29.8897,-1162.15,-1269.99
165,25,840.393,167.559,-850.349,-1321.62
170,25,292.346,360.488,-468.081,-1289.83
175,25,-255.515,512.692,-63.08,-1151.39
180,25,-746.442,598.681,315.003,-894.751
0,30,430.563,7647.02,758.623,13200.9
5,30,608.382,7723.12,1088.72,13308.8
10,30,758.598,7785.29,1437.78,13337.8
15,30,906.685,7805.93,1808.25,13253.3
20,30,1072.59,7752.04,2191.25,13025.3
25,30,1262.33,7591.72,2571.22,12632
30,30,1464.11,7302.63,2930.35,12062.9
35,30,1652.24,6880.03,3251.25,11322.5
40,30,1797.79,6340.53,3518.62,10432.1
45,30,1880.18,5718.91,3720.73,9428.73
50,30,1894,5059.05,3851.02,8359.99
55,30,1848.34,4403.43,3908.89,7276.59
60,30,1760.78,3785.24,3899.1,6224.55
65,30,1650.26,3225.29,3829.81,5239.96
70,30,1532.34,2732.8,3710.25,4347.04
75,30,1417.76,2308.16,3548.87,3558.81
80,30,1313.41,1945.96,3352.36,2879.08
85,30,1224.09,1637.36,3125.53,2304.62
90,30,1154.06,1371.87,2871.35,1826.94
95,30,1107.91,1138.73,2591,1433.61
100,30,1090.94,928.188,2283.79,1109.51
105,30,1108.93,732.52,1947.17,838.042
110,30,1167.41,546.74,1577.45,602.612
115,30,1269.97,368.906,1171.7,388.168
120,30,1415.73,199.998,731.139,182.712
125,30,1596.2,43.6414,265.307,-21.5367
130,30,1792.63,-93.9652,-204.387,-227.644
135,30,1975.26,-203.799,-644.286,-434.342
140,30,2105.65,-273.888,-1012.94,-637.173
145,30,2142.53,-290.45,-1270.07,-829.768
150,30,2050.29,-241.479,-1386.93,-1004.31
155,30,1808.31,-122.837,-1353.58,-1150.6
160,30,1418.6,55.2066,-1180.14,-1254.21
165,30,909.085,264.868,-892.986,-1295.56
170,30,330.812,464.796,-529.219,-1251.99
175,30,-251.182,611.539,-132.691,-1103.3
180,30,-771.056,674.386,248.748,-839.168
0,35,495.043,8768.46,718.21,12484.2
5,35,561.003,8876.81,790.015,12619.1
10,35,614.168,8987.42,898.096,12693.1
15,35,688.576,9063.82,1052.93,12672
20,35,808.673,9062.09,1252.62,12525.4
25,35,980.254,8939.25,1487.29,12229.4
30,35,1187.13,8663.99,1742.81,11769.6
35,35,1396.74,8226.74,2002.66,11145.4
40,35,1572.83,7644.23,2249.14,10372.5
45,35,1688.85,6955.49,2465.4,9483.22
50,35,1735.33,6211.05,2638.03,8521.51
55,35,1718.95,5460.45,2759.22,7535.18
60,35,1655.82,4743.05,2827.11,6567.87
65,35,1563.79,4084.35,2844.36,5653.53
70,35,1457.58,3496.89,2815.76,4814.41
75,35,1347.46,2983.22,2746.26,4062.06
80,35,1240.47,2539.14,2639.89,3399.61
85,35,1142.23,2156.28,2499.55,2824.2
90,35,1058.47,1823.96,2327.13,2328.76
95,35,995.803,1530.84,2123.56,1903.32
100,35,961.846,1266.3,1888.5,1535.96
105,35,964.967,1021.83,1620.18,1213.73
110,35,1013.37,791.897,1315.64,923.758
115,35,1113.31,574.33,972.196,654.345
120,35,1266.17,370.198,590.42,396.12
125,35,1464.86,183.393,178.248,143.048
130,35,1690.54,20.4345,-245.288,-106.885
135,35,1911.3,-109.33,-649.097,-351.56
140,35,2084.43,-193.553,-993.799,-585.359
145,35,2162.75,-217.98,-1240.16,-800.322
150,35,2104.26,-170.218,-1359.13,-987.137
155,35,1882.85,-46.3888,-1339.05,-1135.19
160,35,1497.29,141.458,-1186.79,-1231.6
165,35,975.545,361.546,-923.975,-1260.38
170,35,372.181,566.484,-581.996,-1203.5
175,35,-241.093,706.167,-199.154,-1045.03
180,35,-789.801,744.958,180.6,-777.198
0,40,555.755,9823.16,672.331,11672.5
5,40,466.576,9964.52,509.063,11824
10,40,381.284,10121.1,395.505,11921.8
15,40,342.897,10249.2,347.599,11935.4
20,40,381.022,10296.2,368.822,11837.9
25,40,502.329,10209.6,454.483,11607.6
30,40,687.653,9950.47,594.64,11230.1
35,40,898.833,9504.43,774.971,10702.1
40,40,1093.05,8887.69,977.309,10035.3
45,40,1237.62,8142.37,1181.64,9256.99
50,40,1318.2,7324.38,1369.57,8406.31
55,40,1337.91,6489.11,1527.61,7526.77
60,40,1310.32,5681.05,1648.55,6658.23
65,40,1251.37,4929.59,1730.55,5831.26
70,40,1174.32,4249.91,1774.92,5065.26
75,40,1088.39,3646.4,1783.87,4369.54
80,40,1000.04,3116.27,1759.29,3745.88
85,40,914.939,2652.29,1702.33,3191.12
90,40,839.477,2244.84,1613.5,2699.1
95,40,781.494,1883.38,1492.72,2261.88
100,40,750.347,1557.94,1339.09,1870.4
105,40,756.481,1260.34,1150.6,1515.16
110,40,810.369,985.17,924.19,1186.71
115,40,920.517,730.158,656.921,876.439
120,40,1090.28,496.056,348.616,577.351
125,40,1313.82,286.249,5.7079,285.034
130,40,1572.36,106.599,-355.066,-1.37749
135,40,1832.46,-34.2486,-705.452,-278.589
140,40,2048.14,-124.534,-1008.95,-539.321
145,40,2167.58,-150.357,-1228.6,-773.455
150,40,2143.47,-99.5267,-1336.44,-969.68
155,40,1944.89,31.3246,-1320.15,-1116.64
160,40,1567.47,228.574,-1183.87,-1202.94
165,40,1038.53,457.148,-944.389,-1216.48
170,40,415.033,664.672,-626.645,-1144.69
175,40,-225.993,795.503,-262.086,-977.011
180,40,-802.536,809.86,111.077,-709.313
0,45,612.238,10803.1,621.336,10771.9
5,45,329.279,10975.8,253.428,10929.9
10,45,67.9511,11170.5,-55.0109,11031.7
15,45,-119.755,11338.9,-284.771,11052.7
20,45,-198.541,11422.5,-428.451,10973.1
25,45,-159.604,11362.6,-486.25,10777
30,45,-23.2903,11114,-463.772,10453.1
35,45,168.421,10658.7,-372.212,9998.2
40,45,367.241,10011.7,-228.71,9421.03
45,45,534.456,9216.94,-54.6227,8744.06
50,45,650.047,8334.25,128.399,8000.76
55,45,712.389,7423.55,302.619,7229.06
60,45,731.369,6533.38,456.556,6463.9
65,45,720.221,5696.15,584.715,5731.84
70,45,690.137,4929.07,685.558,5049.13
75,45,648.737,4237.96,759.186,4422.84
80,45,601.229,3621.41,805.769,3853.45
85,45,552.448,3073.82,824.936,3337.51
90,45,508.5,2587.5,815.756,2869.58
95,45,477.59,2154,776.799,2443.33
100,45,470.092,1765.25,706.016,2051.96
105,45,497.995,1414.54,600.509,1688.46
110,45,573.634,1097.25,456.615,1345.78
115,45,707.392,811.18,270.897,1017.21
120,45,904.204,556.425,42.4985,697.139
125,45,1159.19,335.116,-223.369,382.123
130,45,1453.58,151.428,-512.026,72.3227
135,45,1752.85,12.1368,-798.155,-227.41
140,45,2008.73,-72.7607,-1048.75,-507.426
145,45,2166.06,-90.7669,-1230.22,-754.675
150,45,2173.74,-30.6688,-1316.93,-955.216
155,45,1997.24,110.069,-1296.97,-1096.6
160,45,1629.56,316.536,-1172.38,-1168.89
165,45,1097.09,551.308,-955.191,-1164.16
170,45,458.109,758.495,-663.568,-1075.91
175,45,-206.619,878.506,-321.246,-899.737
180,45,-809.163,868.599,40.7083,-636.03
0,50,664.061,11700.8,565.611,9789.36
5,50,154.524,11901,29.8161,9944.69
10,50,-315.202,12121.3,-440.038,10033
15,50,-684.391,12311.8,-823.172,10037.8
20,50,-911.604,12412.1,-1109.52,9948.3
25,50,-984.569,12360.6,-1295.62,9757.14
30,50,-922.833,12109.2,-1382.96,9459.12
35,50,-770.191,11637.1,-1379.19,9053.22
40,50,-579.097,10958,-1299.36,8546.6
45,50,-394.112,10116.5,-1164.69,7957.14
50,50,-241.758,9174.7,-998.598,7312.11
55,50,-129.752,8195.62,-821.802,6642.99
60,50,-53.1901,7230.96,-649.194,5979.08
65,50,-2.52802,6315.54,-489.386,5342.55
70,50,30.766,5468.19,-346.385,4746.63
75,50,52.2789,4695.9,-221.906,4196.5
80,50,65.5285,3998.43,-117.158,3691.76
85,50,73.9525,3371.82,-33.7162,3228.96
90,50,82.6961,2810.57,26.2867,2803.37
95,50,99.6209,2308.83,60.1991,2409.93
100,50,135.464,1861.13,64.8201,2043.35
105,50,203.195,1462.95,36.3032,1698.04
110,50,316.484,1111.11,-29.6803,1367.98
115,50,487.057,803.812,-137.013,1046.97
120,50,720.869,540.508,-287.043,729.525
125,50,1013.51,321.644,-475.52,412.368
130,50,1346.04,148.884,-689.653,96.3951
135,50,1683.11,25.9812,-907.185,-211.753
140,50,1975.07,-40.1446,-1099.15,-499.52
145,50,2164.94,-39.6498,-1236.21,-750.353
150,50,2199.48,36.7717,-1296.08,-947.287
155,50,2042.03,190.466,-1268.06,-1076.62
160,50,1683.86,405.636,-1152.59,-1129.9
165,50,1150.42,643.71,-957.227,-1103.58
170,50,500.304,847.086,-693.304,-997.487
175,50,-183.669,954.172,-376.515,-813.833
180,50,-809.632,920.727,-29.9699,-557.907
0,55,710.831,12509.5,505.582,8732.31
5,55,-51.2117,12731.5,-156.133,8876.99
10,55,-755.24,12960.8,-748.235,8938.29
15,55,-1332.06,13149.7,-1249.56,8908.42
20,55,-1733.68,13239.9,-1648.45,8786.98
25,55,-1943.06,13171.4,-1938.66,8576.72
30,55,-1977.02,12896.3,-2118.24,8280.4
35,55,-1879.23,12393.1,-2191.37,7901.17
40,55,-1705.01,11674.4,-2170.47,7445.94
45,55,-1504.63,10784.4,-2075.58,6928.56
50,55,-1312.03,9785.75,-1930.64,6369.96
55,55,-1142.52,8743.42,-1758.33,5794.79
60,55,-997.714,7711.43,-1576.24,5226.33
65,55,-872.869,6726.69,-1395.76,4682.27
70,55,-762.723,5809.54,-1223.17,4172.97
75,55,-663.926,4967.92,-1061.86,3702.1
80,55,-574.671,4202.4,-914.124,3268.75
85,55,-492.951,3510.11,-782.339,2869.67
90,55,-414.755,2887.17,-669.321,2500.82
95,55,-332.915,2329.88,-578.395,2158.03
100,55,-236.851,1835.25,-513.411,1836.91
105,55,-113.272,1401.16,-478.742,1532.41
110,55,52.0632,1026.34,-479.045,1238.56
115,55,271.408,710.021,-518.38,948.652
120,55,550.949,451.442,-598.36,656.437
125,55,886.138,249.442,-715.542,358.151
130,55,1257.65,102.711,-859.012,55.0865
135,55,1629.68,11.0051,-1009.8,-244.419
140,55,1952.16,-23.1426,-1143.45,-524.887
145,55,2167.76,6.13625,-1235.53,-766.293
150,55,2222.84,105.265,-1267.69,-948.797
155,55,2080.17,274.083,-1230.92,-1057.65
160,55,1730.26,496.442,-1124.35,-1086
165,55,1197.73,734.024,-951.274,-1034.69
170,55,540.658,929.546,-716.509,-909.79
175,55,-157.791,1021.55,-427.891,-720.023
180,55,-803.939,965.849,-100.42,-475.537
0,60,752.19,13223,441.705,7608.81
5,60,-280.594,13459.5,-300.023,7736.62
10,60,-1237.34,13678.9,-970.768,7762
15,60,-2040.53,13838.6,-1549.74,7685.76
20,60,-2635.17,13886.8,-2024.55,7517.88
25,60,-2998.38,13770,-2387.22,7271.8
30,60,-3142.63,13444.4,-2633.35,6959.28
35,60,-3109.81,12890.2,-2764.24,6588.93
40,60,-2957.11,12119.7,-2789.64,6168.66
45,60,-2740.45,11175.8,-2727.81,5709.07
50,60,-2502.14,10120.7,-2602.27,5225.11
55,60,-2266.68,9019.86,-2436.73,4734.59
60,60,-2043.73,7928.89,-2250.83,4254.72
65,60,-1834.54,6886.55,-2058.3,3798.78
70,60,-1637.61,5914.59,-1867.54,3374.4
75,60,-1451.79,5021.66,-1683.39,2983.94
80,60,-1276.62,4208.51,-1508.97,2626.07
85,60,-1111.1,3472.33,-1347.01,2297.67
90,60,-952.07,2809.59,-1200.39,1995.14
95,60,-793.094,2217.55,-1072.41,1714.83
100,60,-624.156,1694.87,-966.864,1452.82
105,60,-432.382,1241.56,-887.979,1204.23
110,60,-203.917,858.564,-840.203,962.779
115,60,72.9945,546.826,-827.358,721.048
120,60,403.897,306.149,-851.065,471.826
125,60,783.588,134.246,-908.588,210.667
130,60,1192.34,26.7698,-990.969,-61.0163
135,60,1594.43,-21.1939,-1082.76,-333.636
140,60,1940.5,-12.5936,-1164.37,-589.454
145,60,2174.29,53.2986,-1216.58,-805.82
150,60,2243.29,179.19,-1225.15,-960.875
155,60,2111.02,363.24,-1182.8,-1039.45
160,60,1768.03,589.629,-1087.37,-1036.57
165,60,1238.21,821.813,-938.141,-957.212
170,60,578.351,1004.91,-733.946,-813.192
175,60,-129.566,1079.72,-475.466,-619.137
180,60,-792.128,1003.62,-170.106,-389.548
0,65,787.825,13835.8,374.467,6427.4
5,65,-525.665,14078.8,-398.83,6534.1
10,65,-1745.3,14267.8,-1101.67,6519.93
15,65,-2785.13,14368.7,-1714.08,6393.24
20,65,-3582.75,14340.5,-2223.71,6173.47
25,65,-4108.62,14140.5,-2622.01,5884.14
30,65,-4369.84,13733.7,-2903.35,5545.98
35,65,-4405.46,13104.9,-3067.22,5173.73
40,65,-4273.89,12267.4,-3121.13,4777.22
45,65,-4036.8,11263,-3081.28,4364.73
50,65,-3745.79,10151.9,-2969.98,3945.89
55,65,-3435.83,8998.99,-2811,3532.07
60,65,-3126.05,7860.6,-2625.15,3134.6
65,65,-2824.58,6776.71,-2427.93,2762.46
70,65,-2534.07,5770.09,-2229.4,2420.66
75,65,-2255.4,4849.57,-2035.59,2110.23
80,65,-1988.93,4015.18,-1850.17,1829.31
85,65,-1734.05,3262.88,-1675.84,1574.66
90,65,-1488.06,2588.03,-1515.13,1342.7
95,65,-1245.18,1987.43,-1370.76,1129.96
100,65,-996.261,1460.24,-1245.87,932.755
105,65,-729.555,1008.05,-1143.95,746.397
110,65,-432.526,634.027,-1068.66,564.649
115,65,-94.8454,341.363,-1023.12,379.875
120,65,287.715,131.152,-1008.6,184.486
125,65,709.098,0.580605,-1022.89,-26.288
130,65,1149.55,-57.5421,-1058.98,-250.999
135,65,1574.33,-53.1015,-1105.05,-479.493
140,65,1935.94,4.80342,-1146.46,-693.029
145,65,2180.47,111.018,-1169.17,-867.921
150,65,2257.59,264.061,-1162.83,-981.821
155,65,2132.38,460.511,-1121.53,-1020.2
160,65,1795.82,685.705,-1041.68,-980.232
165,65,1270.98,906.416,-918.786,-870.658
170,65,612.71,1072.15,-746.483,-708.125
175,65,-99.495,1127.86,-519.41,-512.112
180,65,-774.288,1033.75,-238.497,-300.595
0,70,817.464,14343.3,304.378,5197.07
5,70,-778.094,14584.2,-450.998,5280.56
10,70,-2262.11,14722.6,-1138.05,5228.62
15,70,-3539.81,14735.4,-1738,5055.54
20,70,-4540.98,14596.2,-2239.24,4788.25
25,70,-5229.11,14277.6,-2633.86,4458.65
30,70,-5605.55,13757.6,-2916.51,4095.48
35,70,-5706.24,13029.3,-3086.16,3719.36
40,70,-5590.68,12109.3,-3148.77,3342.56
45,70,-5326.5,11038.1,-3118.41,2971.92
50,70,-4975.1,9873.65,-3015.39,2612.6
55,70,-4582.8,8678.89,-2862.37,2270.13
60,70,-4178.99,7509.18,-2680.13,1950.35
65,70,-3779.32,6404.64,-2484.96,1658.07
70,70,-3390.8,5388.03,-2287.97,1395.73
75,70,-3016.18,4467.43,-2095.98,1163
80,70,-2656.26,3641.12,-1913,957.351
85,70,-2310.48,2902.72,-1741.57,775.139
90,70,-1976.3,2245.26,-1583.74,612.542
95,70,-1648.52,1663.95,-1441.5,466.001
100,70,-1319.16,1157.55,-1317.06,331.986
105,70,-978.057,728.557,-1212.86,206.295
110,70,-614.622,382.12,-1131.34,83.3938
115,70,-220.488,123.704,-1074.43,-43.5717
120,70,207.075,-44.015,-1042.6,-181.494
125,70,661.494,-124.028,-1033.82,-334.654
130,70,1123.84,-126.133,-1042.76,-501.409
135,70,1561.54,-65.1396,-1061.04,-671.761
140,70,1930.14,43.5978,-1078.71,-827.545
145,70,2178.93,188.921,-1086.5,-946.088
150,70,2260.25,365.231,-1077.39,-1006.5
155,70,2140.8,567.981,-1046.31,-996.187
160,70,1811.82,784.652,-987.968,-914.847
165,70,1295.19,986.816,-894.434,-774.388
170,70,643.227,1130.11,-755.084,-595.112
175,70,-67.9932,1165.19,-559.954,-399.993
180,70,-750.555,1056.02,-305.073,-209.353
0,75,840.881,14741.7,231.973,3927.19
5,75,-1029.46,14972.1,-456.473,3987.49
10,75,-2770.59,15041.2,-1080.25,3904.87
15,75,-4278.26,14939,-1622.17,3697.34
20,75,-5474.17,14656.8,-2072.21,3396.73
25,75,-6314.97,14186.5,-2424.34,3040.68
30,75,-6796.8,13523.3,-2674.99,2663.84
35,75,-6953.04,12672.4,-2823.97,2291.66
40,75,-6844.63,11655.8,-2876.49,1938.74
45,75,-6545.29,10514.3,-2844.39,1611.13
50,75,-6126.23,9302.9,-2745.09,1310.43
55,75,-5645.22,8080.72,-2598.68,1037.09
60,75,-5142.09,6900.33,-2424.4,791.935
65,75,-4640.22,5799.92,-2238.05,575.793
70,75,-4151.18,4800.63,-2050.94,388.599
75,75,-3679.66,3908.47,-1870.28,228.704
80,75,-3226.93,3119.06,-1700.34,92.9402
85,75,-2792.37,2422.98,-1543.64,-22.7257
90,75,-2373.56,1810.43,-1401.9,-122.396
95,75,-1965.96,1274.54,-1276.6,-209.737
100,75,-1562.81,813.193,-1169.15,-288.015
105,75,-1155.75,429.265,-1080.91,-360.617
110,75,-736.294,129.291,-1012.97,-431.677
115,75,-297.974,-79.4977,-965.746,-506.217
120,75,160.878,-193.224,-938.461,-589.222
125,75,634.096,-215.21,-928.709,-683.485
