Theta[deg],Phi[deg],re(rETheta)[mV],im(rETheta)[mV],re(rEPhi)[mV],im(rEPhi)[mV]
130,5,-310.664,1727.31,-664.15,932.663
135,5,-287.467,1795.76,-483.286,1024.09
140,5,-246.105,1819.33,-302.513,1089.29
145,5,-187.33,1788.13,-144.729,1120.26
150,5,-114.839,1691.71,-30.4247,1111.73
155,5,-34.7003,1521.95,28.6796,1063.7
160,5,45.5387,1277.19,33.7587,981.839
165,5,117.715,966.02,-1.09554,875.541
170,5,173.686,608.74,-53.1155,754.945
175,5,205.834,235.335,-97.7056,628.623
180,5,207.657,-119.866,-115.222,502.949
0,10,1958.51,1081.23,14320.6,3000.19
5,10,1768.89,196.281,14616.6,917.994
10,10,1497.42,-660.433,14394.8,-1135.73
15,10,1161.57,-1417.39,13690.9,-3018.55
20,10,785.777,-2018.46,12581.2,-4611.2
25,10,400.194,-2431.15,11168.9,-5830.01
30,10,37.0475,-2649.45,9569.26,-6633.2
35,10,-274.667,-2690.61,7894.86,-7020.56
40,10,-514.312,-2587.47,6244.87,-7027.44
45,10,-672.711,-2379.38,4698.43,-6714.8
50,10,-752.319,-2104.42,3312.07,-6157.96
55,10,-764.794,-1794.74,2119.9,-5436.09
60,10,-727.174,-1474.82,1135.67,-4623.86
65,10,-657.975,-1161.67,355.933,-3785.67
70,10,-574.129,-865.834,-235.9,-2972.46
75,10,-489.154,-592.562,-664.994,-2220.74
80,10,-412.471,-342.928,-960.533,-1553.37
85,10,-349.604,-115.008,-1151.69,-981.64
90,10,-302.86,94.9081,-1264.52,-507.81
95,10,-272.172,291.16,-1319.97,-127.662
100,10,-255.868,477.736,-1332.82,167.524
105,10,-251.23,657.561,-1311.42,389.549
110,10,-254.878,832.081,-1258.24,552.172
115,10,-263,1001.06,-1171.43,669.88
120,10,-271.528,1162.48,-1047.37,756.25
125,10,-276.28,1312.41,-884.461,822.036
130,10,-273.179,1444.72,-686.974,873.54
135,10,-258.583,1550.64,-467.815,912.05
140,10,-229.81,1618.46,-248.438,934.865
145,10,-185.772,1633.84,-55.082,937.753
150,10,-127.514,1581.53,87.9309,917.885
155,10,-58.4217,1448.82,165.421,875.888
160,10,16.0212,1230.44,176.05,815.982
165,10,88.788,933.22,132.415,744.147
170,10,151.953,578.398,56.6004,665.333
175,10,197.291,199.626,-26.724,581.339
180,10,216.909,-163.245,-96.6848,490.588
0,15,3199.18,1338.6,14095.4,2894.54
5,15,3047.53,219.054,14415.6,681.931
10,15,2748.54,-859.781,14174.7,-1504.23
15,15,2328.6,-1804.59,13414.7,-3504.67
20,15,1827.52,-2544.47,12223.7,-5185.99
25,15,1293.74,-3041.24,10719.9,-6455.3
30,15,776.739,-3291.81,9033.46,-7267.77
35,15,318.68,-3322.33,7289.09,-7626.47
40,15,-51.8232,-3177.27,5593.3,-7574.76
45,15,-322.201,-2907.54,4027.38,-7184.05
50,15,-494.528,-2561.46,2645.7,-6539.86
55,15,-581.604,-2179.8,1477.64,-5729.6
60,15,-602.274,-1794.23,531.398,-4833.65
65,15,-577.231,-1427.42,-201.49,-3920.09
70,15,-525.867,-1093.75,-741.582,-3042.29
75,15,-464.246,-800.08,-1116.94,-2238.56
80,15,-404.109,-546.883,-1358.78,-1533.19
85,15,-352.752,-329.792,-1497.7,-938.324
90,15,-313.551,-141.393,-1560.67,-456.281
95,15,-286.866,27.0332,-1569.09,-81.9031
100,15,-271.06,184.112,-1537.81,195.42
105,15,-263.454,337.394,-1474.99,390.084
110,15,-261.132,492.694,-1382.74,518.77
115,15,-261.503,653.537,-1258.78,598.835
120,15,-262.516,820.591,-1099.08,646.454
125,15,-262.448,991.015,-901.628,674.738
130,15,-259.388,1157.83,-670.489,692.35
135,15,-250.737,1309.46,-418.814,703.206
140,15,-233.204,1429.8,-169.024,707.489
145,15,-203.525,1499.05,50.8777,703.658
150,15,-159.663,1496.15,214.257,690.609
155,15,-101.878,1402.92,303.554,669.025
160,15,-33.1105,1209.94,315.418,641.253
165,15,41.3764,922.383,260.996,609.714
170,15,114.659,563.238,161.497,574.599
175,15,178.671,171.455,41.419,532.111
180,15,224.51,-205.381,-77.4121,474.494
0,20,4415.5,1585.78,13762.9,2766.86
5,20,4305.14,211.985,14100.7,466.717
10,20,3974.85,-1110.04,13846.7,-1811.49
15,20,3461.08,-2262.13,13047.1,-3896.52
20,20,2821.43,-3156.22,11798.4,-5644.3
25,20,2125.5,-3747.19,10230.4,-6954.49
30,20,1442.46,-4034.79,8484.99,-7779.57
35,20,829.171,-4055.01,6696.42,-8125.03
40,20,322.613,-3865.14,4976.57,-8040.72
45,20,-61.7036,-3528.79,3407.58,-7606.21
50,20,-326.295,-3105.24,2040.99,-6914.53
55,20,-485.909,-2644.34,901.45,-6058.42
60,20,-561.794,-2185.15,-7.72858,-5121.19
65,20,-577.194,-1756.21,-698.889,-4172.17
70,20,-554.172,-1375.87,-1195.04,-3265.33
75,20,-511.468,-1052.8,-1525.49,-2439.61
80,20,-463.231,-787.028,-1721.97,-1720.07
85,20,-418.593,-571.865,-1815.21,-1119.41
90,20,-382.039,-396.24,-1832.22,-639.929
95,20,-354.385,-247.053,-1794.43,-275.543
100,20,-334.078,-111.049,-1716.88,-13.8203
105,20,-318.59,23.8651,-1608.15,162.038
110,20,-305.656,167.672,-1471.17,271.229
115,20,-294.137,327.381,-1304.67,333.259
120,20,-284.21,506.067,-1105.74,365.818
125,20,-276.717,701.807,-873.215,382.972
130,20,-271.863,906.738,-611.543,394.165
135,20,-267.904,1106.54,-333.86,404.369
140,20,-260.692,1280.69,-62.5172,415.266
145,20,-244.569,1403.83,174.2,426.896
150,20,-214.285,1448.82,348.816,439.021
155,20,-166.873,1391.75,442.491,451.709
160,20,-102.527,1218.99,450.478,464.994
165,20,-24.3291,934.284,382.709,477.746
170,20,62.4406,563.049,259.556,486.132
175,20,150.538,150.702,105.278,482.367
180,20,230.403,-245.955,-57.5501,454.788
0,25,5598.22,1820.9,13325.7,2618.12
5,25,5531.66,180.939,13674.6,276.335
10,25,5168.3,-1398.41,13415.7,-2049.95
15,25,4555.08,-2772.47,12596.5,-4183.18
20,25,3768.64,-3834.31,11318.5,-5972.76
25,25,2901.47,-4530.6,9718.42,-7313.05
30,25,2044.1,-4863.4,7946.04,-8154.17
35,25,1269.16,-4878.54,6141.89,-8502.89
40,25,622.343,-4646.54,4421.23,-8413.29
45,25,121.908,-4244.12,2866.05,-7970.31
50,25,-235.546,-3741.79,1525,-7271.47
55,25,-467.126,-3198.41,418.568,-6411.93
60,25,-596.711,-2660.25,-453.868,-5475.34
65,25,-650.142,-2161.44,-1107.35,-4530.16
70,25,-652.103,-1724.23,-1566.08,-3629.28
75,25,-623.985,-1359.19,-1859.38,-2810.97
80,25,-582.424,-1066.34,-2018.31,-2100.1
85,25,-538.61,-837.222,-2072.74,-1509.39
90,25,-498.489,-657.769,-2048.94,-1040.86
95,25,-463.762,-511.18,-1968.04,-687.651
100,25,-433.433,-380.254,-1845.33,-436
105,25,-405.553,-249.074,-1690.31,-267.464
110,25,-378.831,-104.232,-1507.5,-161.305
115,25,-353.69,64.0715,-1297.76,-96.9663
120,25,-332.379,260.814,-1060.31,-56.4028
125,25,-317.877,484.812,-795.649,-25.766
130,25,-311.924,727.526,-508.974,4.00724
135,25,-313.069,972.39,-213.194,37.8113
140,25,-315.936,1195.11,70.1863,77.734
145,25,-312.389,1365.35,313.719,124.355
150,25,-294.09,1450.33,490.25,177.357
155,25,-255.04,1420.82,580.608,235.429
160,25,-192.752,1259.3,579.295,295.853
165,25,-107.938,968.537,495.427,354.094
170,25,-3.81601,576.934,348.787,403.267
175,25,113.667,136.976,163.501,433.461
180,25,234.542,-284.656,-37.2502,431.621
0,30,6738.33,2042.15,12787.1,2449.46
5,30,6717.35,132.323,13140.7,113.522
10,30,6321.71,-1710.92,12886.2,-2214.46
15,30,5608.38,-3316.18,12070.3,-4356.69
20,30,4673.06,-4556.83,10794.6,-6160.55
25,30,3631.55,-5370.14,9198.19,-7517.65
30,30,2596.36,-5759.3,7433.96,-8376.1
35,30,1656.5,-5779.09,5645.27,-8742.53
40,30,866.695,-5512.73,3948.65,-8672.63
45,30,248.061,-5049.76,2425.3,-8253.54
50,30,-203.72,-4471.61,1121.39,-7584.07
55,30,-508.106,-3845.73,54.2187,-6758.98
60,30,-691.468,-3225.08,-779.558,-5860.03
65,30,-781.97,-2648.89,-1396.56,-4953.02
70,30,-806.609,-2143.04,-1821.29,-4088.35
75,30,-789.238,-1720.29,-2082.34,-3302.47
80,30,-749.039,-1381.27,-2209.45,-2619.17
85,30,-699.632,-1116.79,-2231.11,-2050.61
90,30,-649.065,-911.018,-2172.48,-1598.45
95,30,-600.745,-744.701,-2054.16,-1255.39
100,30,-555.059,-597.913,-1891.65,-1007.11
105,30,-511.319,-452.044,-1695.59,-834.623
110,30,-469.568,-291.267,-1472.36,-716.823
115,30,-431.734,-103.801,-1225.25,-633.249
120,30,-401.607,116.733,-955.917,-566.457
125,30,-383.435,369.807,-666.75,-503.576
130,30,-379.502,646.568,-363.763,-436.56
135,30,-387.824,928.959,-59.4728,-361.243
140,30,-401.363,1189.9,225.872,-275.909
145,30,-409.497,1395.1,466.291,-180.353
150,30,-401.111,1507.17,635.68,-75.9208
155,30,-367.567,1492.45,715.247,33.9098
160,30,-303.983,1330.39,699.353,143.315
165,30,-208.77,1023.42,596.82,244.656
170,30,-82.952,603.299,427.251,329.121
175,30,69.0253,129.64,214.861,386.616
180,30,236.896,-321.191,-16.6668,405.169
0,35,7827.15,2247.87,12151.2,2262.15
5,35,7852.82,72.8489,12503.1,-20.3045
10,35,7428.54,-2032.82,12263.1,-2302.5
15,35,6619.98,-3872.34,11474.1,-4412.37
20,35,5540.55,-5299.47,10234.1,-6200.01
25,35,4328.42,-6241.06,8679.1,-7556.94
30,35,3117.66,-6699.74,6960.14,-8429.77
35,35,2013.61,-6737.43,5219.73,-8823.55
40,35,1080.4,-6448.62,3573.6,-8792.84
45,35,342.37,-5934.62,2101.62,-8423.63
50,35,-205.331,-5287.04,848.085,-7812.89
55,35,-584.138,-4581.25,-171.644,-7052.36
60,35,-822.483,-3876.15,-962.336,-6219.9
65,35,-950.347,-3215.51,-1541.16,-5377.27
70,35,-996.562,-2628.69,-1932.24,-4571.31
75,35,-987.139,-2130.95,-2163.06,-3835.89
80,35,-943.851,-1724.49,-2261.92,-3193.19
85,35,-883.192,-1400.75,-2255.86,-2654.58
90,35,-816.123,-1143.67,-2168.93,-2221.48
95,35,-748.759,-933.151,-2021.18,-1886.7
100,35,-683.861,-747.985,-1828.28,-1636.23
105,35,-622.743,-568.129,-1601.79,-1451.56
110,35,-567.09,-376.343,-1349.71,-1312.29
115,35,-520.088,-159.595,-1077.34,-1198.92
120,35,-486.317,89.4856,-788.385,-1095.2
125,35,-470.18,370.984,-486.764,-989.582
130,35,-473.328,676.094,-179.09,-875.233
135,35,-492.316,985.999,122.626,-748.984
140,35,-517.966,1271.88,399.488,-609.988
145,35,-537.184,1496.78,627.159,-459.165
150,35,-536.441,1620.04,780.912,-299.729
155,35,-504.96,1604.98,842.794,-137.969
160,35,-435.918,1429.24,807.588,17.0173
165,35,-325.757,1095.77,684.382,154.991
170,35,-173.513,639.884,493.086,266.428
175,35,17.761,127.84,258.278,342.871
180,35,237.447,-355.282,4.04345,375.634
0,40,8856.41,2436.47,11422.7,2057.63
5,40,8929.1,9.28441,11766.5,-125.084
10,40,8482.68,-2349.03,11550.6,-2314.3
15,40,7589.44,-4419,10812.1,-4349.25
20,40,6377.94,-6035.8,9640.87,-6087.26
25,40,5006.33,-7115.11,8165.07,-7422.61
30,40,3628.69,-7656.9,6529.09,-8301.13
35,40,2366.15,-7727.77,4870.75,-8725.02
40,40,1292.44,-7431.21,3302.79,-8745.09
45,40,435.802,-6878.72,1903.18,-8443.06
50,40,-208.433,-6170.95,714.939,-7911.1
55,40,-663.033,-5390.36,-247.351,-7235.62
60,40,-957.906,-4601.07,-988.69,-6488.95
65,40,-1124.29,-3850.89,-1525.85,-5727.71
70,40,-1192.33,-3172.54,-1882,-4994.55
75,40,-1189.89,-2584.25,-2083.3,-4320.35
80,40,-1141.34,-2090.78,-2156.61,-3725.54
85,40,-1066.42,-1685.57,-2127.7,-3220.82
90,40,-979.72,-1353.89,-2019.68,-2807.76
95,40,-890.927,-1076.32,-1852.17,-2479.88
100,40,-806.011,-831.776,-1640.92,-2224.21
105,40,-728.87,-599.921,-1398.07,-2023.53
110,40,-663,-363.015,-1132.63,-1858.88
115,40,-612.532,-107.441,-851.108,-1712.27
120,40,-582.065,174.736,-558.409,-1568.96
125,40,-575.096,484.048,-259.263,-1418.74
130,40,-591.536,811.884,39.5676,-1255.95
135,40,-625.584,1139.2,326.707,-1078.43
140,40,-665.438,1436.36,584.538,-886.465
145,40,-695.491,1665.06,790.279,-682.605
150,40,-700.106,1783.05,920.64,-472.502
155,40,-666.871,1752.29,958.808,-265.593
160,40,-587.602,1550.16,900.457,-74.0942
165,40,-457.358,1181.03,755.481,89.8915
170,40,-273.732,683.845,544.554,217.357
175,40,-38.8157,130.55,292.853,303.041
180,40,236.191,-386.668,24.7229,343.239
0,45,9818.27,2606.53,10607.4,1837.44
5,45,9937.6,-51.8044,10936.7,-202.098
10,45,9478.2,-2644.66,10753.1,-2252.96
15,45,8516.28,-4933.79,10086.3,-4170.36
20,45,7191.89,-6737.78,9014.85,-5823.03
25,45,5679.56,-7960.74,7654.33,-7110.85
30,45,4150.72,-8597.85,6137.96,-7979.86
35,45,2741.11,-8717.4,4595.2,-8428.57
40,45,1534.17,-8429.13,3133.59,-8501.84
45,45,562.848,-7852.69,1828.42,-8274.44
50,45,-176.39,-7096.5,721.725,-7831.22
55,45,-706.867,-6249.24,-171.864,-7251.4
60,45,-1059.4,-5379.67,-856.669,-6600.56
65,45,-1266.03,-4539.22,-1348.31,-5929.46
70,45,-1357.86,-3763.9,-1668.43,-5276.14
75,45,-1364.32,-3075.21,-1841.56,-4668.33
80,45,-1312.24,-2481.17,-1892.98,-4124.78
85,45,-1224.75,-1978.25,-1847.14,-3655.75
90,45,-1120.33,-1554.23,-1726.31,-3263.33
95,45,-1012.65,-1191.53,-1549.71,-2942.23
100,45,-911.26,-870.293,-1333.08,-2681.11
105,45,-822.901,-570.882,-1088.84,-2464.62
110,45,-752.916,-275.932,-826.419,-2275.76
115,45,-706.134,27.9965,-552.75,-2098.43
120,45,-686.644,348.767,-273.02,-1919.56
125,45,-696.284,686.903,8.04422,-1730.27
130,45,-732.397,1033.82,284.089,-1525.88
135,45,-786.1,1370.47,544.595,-1305.14
140,45,-842.492,1667.2,773.174,-1069.46
145,45,-883.313,1885.65,948.465,-823.206
150,45,-891.003,1983.69,1048.61,-574.63
155,45,-851.964,1923.86,1058.16,-336.199
160,45,-757.3,1684.86,974.065,-122.679
165,45,-601.484,1273.41,807.457,52.9452
170,45,-381.519,731.878,580.102,183.364
175,45,-99.2566,136.624,317.888,267.681
180,45,233.138,-415.112,45.2143,308.233
0,50,10705.4,2756.76,9711.3,1603.28
5,50,10870.2,-104.303,10019.8,-253.913
10,50,10409.1,-2905.49,9874.68,-2124.39
15,50,9399.29,-5394.65,9297.28,-3882.96
20,50,7987.79,-7376.52,8352.43,-5413.34
25,50,6360.84,-8743.89,7139.4,-6623.76
30,50,4703.59,-9485.14,5776.31,-7461.81
35,50,3164.57,-9667.18,4380.87,-7921.96
40,50,1836.77,-9403.02,3053.13,-8041.6
45,50,758.681,-8818.24,1864.68,-7886.45
50,50,-71.0365,-8027.72,856.462,-7532.24
55,50,-675.502,-7125.62,43.4725,-7049.67
60,50,-1086.04,-6184.85,-577.422,-6496.81
65,50,-1335.28,-5260.05,-1020.18,-5918.16
70,50,-1455.11,-4390.24,-1304.48,-5346.9
75,50,-1476.22,-3600.12,-1452.66,-4807.47
80,50,-1427.6,-2901.16,-1487.94,-4316.83
85,50,-1335.35,-2293.22,-1433.04,-3884.85
90,50,-1221.48,-1767.17,-1309.05,-3514.31
95,50,-1103.34,-1307.96,-1134.57,-3201.39
100,50,-993.869,-897.727,-925.189,-2936.8
105,50,-902.549,-518.443,-693.41,-2707.54
110,50,-836.528,-154.042,-448.766,-2499.08
115,50,-801.277,207.777,-198.133,-2297.62
120,50,-800.225,573.893,53.6481,-2091.99
125,50,-833.255,944.057,302.513,-1874.63
130,50,-894.704,1309.24,543.051,-1641.71
135,50,-972.121,1650.42,765.899,-1392.61
140,50,-1047.09,1938.54,955.983,-1129.7
145,50,-1098.48,2136.42,1093.37,-858.951
150,50,-1106.86,2203.74,1157.73,-590.916
155,50,-1057.8,2105.41,1135.2,-340.455
160,50,-942.387,1822.97,1024.33,-123.877
165,50,-755.447,1366.18,837.742,46.1445
170,50,-494.466,780.395,598.427,165.068
175,50,-162.004,144.857,332.914,237.067
180,50,228.31,-440.397,65.3615,270.88
0,55,11511.1,2886,8741.31,1356.91
5,55,11719.2,-142.79,9022.55,-284.274
10,55,11269.1,-3118.55,8919.31,-1937.21
15,55,10236,-5780.61,8444.27,-3498.68
20,55,8768.66,-7923.39,7646.9,-4870.13
25,55,7059.73,-9429.21,6607.73,-5970.75
30,55,5303.6,-10278.2,5426.61,-6751.26
35,55,3659.06,-10533.1,4206.6,-7202.48
40,55,2228.13,-10307.1,3038.04,-7353.46
45,55,1055.53,-9729.74,1987.5,-7259.59
50,55,143.112,-8920.91,1094.27,-6986.26
55,55,-531.375,-7979.64,373.66,-6594.93
60,55,-999.561,-6982.49,-176.214,-6135.87
65,55,-1294.71,-5986.8,-567.445,-5647.18
70,55,-1449.39,-5033.92,-817.341,-5157.04
75,55,-1495.2,-4151.15,-945.511,-4686.29
80,55,-1462.53,-3352.92,-972.336,-4249.79
85,55,-1379.49,-2642.3,-917.993,-3856.69
90,55,-1270.58,-2013.26,-801.635,-3510.33
95,55,-1155.89,-1453.64,-640.669,-3208.46
100,55,-1051.06,-948.164,-450.203,-2944.14
105,55,-967.952,-481.157,-242.682,-2707.2
110,55,-915.457,-38.8181,-27.6775,-2486.1
115,55,-899.834,388.978,188.103,-2269.84
120,55,-924.044,807.083,400.388,-2049.43
125,55,-986.128,1213.58,606.095,-1818.74
130,55,-1077.36,1598.42,801.097,-1574.63
135,55,-1181.51,1942.51,977.473,-1316.85
140,55,-1276.34,2217.9,1121.68,-1048.38
145,55,-1337.64,2389.69,1215.42,-776.322
150,55,-1344.09,2420.8,1240.18,-512.753
155,55,-1280.73,2280.02,1183.96,-273.834
160,55,-1139.28,1952.76,1047.17,-76.0447
165,55,-915.934,1452.11,844.011,69.5853
170,55,-609.869,825.731,598.554,162.171
175,55,-225.424,154.051,337.712,211.19
180,55,221.744,-462.33,85.0113,231.467
0,60,12229.1,2993.28,7704.79,1100.21
5,60,12477.3,-162.752,7952.58,-297.956
10,60,12051.7,-3272.63,7891.33,-1702.56
15,60,11022,-6072.79,7525.66,-3033.4
20,60,9534.17,-8351.34,6889.28,-4211.59
25,60,7781.12,-9981.84,6042.64,-5169.47
30,60,5961.41,-10935.5,5065.25,-5862.84
35,60,4240.91,-11268.5,4043.15,-6279.75
40,60,2729.56,-11091.9,3054.94,-6440.91
45,60,1478.74,-10536.6,2160.68,-6390.74
50,60,494.307,-9726.52,1397.17,-6183.67
55,60,-244.569,-8764.81,779.578,-5871.64
60,60,-769.727,-7731.03,307.137,-5497.16
65,60,-1115.16,-6684.35,-30.3763,-5092.05
70,60,-1313.97,-5667.42,-247.693,-4679.43
75,60,-1398.08,-4709.04,-361.205,-4276.23
80,60,-1398.15,-3825.73,-387.706,-3894.69
85,60,-1342.82,-3023.19,-343.886,-3542.75
90,60,-1257.6,-2298.38,-245.998,-3223.93
95,60,-1164.03,-1642.16,-109.452,-2937.49
100,60,-1079.54,-1042.29,51.696,-2679
105,60,-1017.89,-486.064,225.331,-2441.5
110,60,-989.655,37.3038,401.881,-2216.9
115,60,-1002.07,534.925,574.726,-1997.39
120,60,-1057.98,1008.77,740.064,-1776.47
125,60,-1153.89,1454.52,895.743,-1549.5
130,60,-1278.23,1860.65,1038.95,-1313.97
135,60,-1410.98,2207.98,1163.32,-1069.78
140,60,-1526.06,2470.1,1257.08,-820.119
145,60,-1596.01,2615.25,1303.95,-572.566
150,60,-1597.65,2610.61,1287.64,-339.708
155,60,-1515.79,2429.65,1198.46,-137.576
160,60,-1343.38,2062.07,1038.81,18.7763
165,60,-1079.02,1524.02,824.353,121.305
170,60,-724.77,864.378,579.919,173.442
175,60,-287.847,163.076,332.328,189.763
180,60,213.491,-480.744,104.014,190.291
0,65,12854.1,3077.78,6609.63,835.146
5,65,13138.1,-160.777,6818.02,-300.565
10,65,12749.6,-3358.81,6795.52,-1433.73
15,65,11750.9,-6255.27,6539.76,-2506.99
20,65,10280,-8636.4,6069.42,-3462.06
25,65,8523.98,-10369.5,5424.81,-4246.32
30,65,6680.23,-11417,4664.19,-4822.56
35,65,4917.78,-11827.3,3854.98,-5177.56
40,65,3352.8,-11706.9,3062.21,-5324.29
45,65,2043.21,-11186.3,2337.92,-5296.21
50,65,999.529,-10391.8,1715.37,-5136.58
55,65,202.919,-9429.75,1209.06,-4887.79
60,65,-378.451,-8381.77,819.155,-4584.82
65,65,-779.218,-7307.8,537.273,-4253.53
70,65,-1032.72,-6250.52,351.354,-3912.13
75,65,-1170.32,-5238.96,248.474,-3573.49
80,65,-1221.59,-4290.73,215.882,-3246.84
85,65,-1214.11,-3413.63,241.033,-2938.37
90,65,-1172.81,-2607.43,311.372,-2651.37
95,65,-1119.41,-1866.18,414.308,-2386.33
100,65,-1072.25,-1180.91,537.557,-2141.3
105,65,-1046.54,-542.208,669.852,-1912.65
110,65,-1054.34,57.3754,801.883,-1695.95
115,65,-1103.95,621.557,927.13,-1486.72
120,65,-1198.28,1149.04,1042.06,-1281.03
125,65,-1332.59,1632.78,1145.13,-1075.79
130,65,-1492.71,2059.69,1234.54,-869.093
135,65,-1655.15,2410.71,1305.35,-660.928
140,65,-1790.06,2661.43,1347.7,-454.368
145,65,-1866.92,2783.76,1347.7,-256.834
150,65,-1860.82,2749.52,1291.82,-80.2867
155,65,-1756.61,2536.91,1173.09,60.9029
160,65,-1549.13,2139.45,996.015,154.712
165,65,-1240.24,1575.31,777.459,197.29
170,65,-836.022,893.22,542.441,196.768
175,65,-347.609,170.934,317.087,172.248
180,65,203.613,-495.5,122.225,147.667
0,70,13381.2,3138.86,5464.17,563.722
5,70,13695.3,-134.7,5627.7,-298.319
10,70,13355.5,-3370.88,5637.42,-1145.71
15,70,12414.1,-6316.09,5485.52,-1942.68
20,70,10997.1,-8759.25,5177.31,-2651.62
25,70,9280.51,-10564.6,4734.17,-3236.12
30,70,7454.43,-11687.2,4193.33,-3667.91
35,70,5686.81,-12167.3,3602.87,-3934.26
40,70,4097.62,-12104.9,3012.86,-4041.57
45,70,2750.69,-11628.3,2465.85,-4012.83
50,70,1661.66,-10864.4,1990.5,-3880.16
55,70,814.446,-9921.16,1600.18,-3676.5
60,70,177.832,-8881.3,1295.89,-3429.61
65,70,-282.998,-7804.43,1071.21,-3159.85
70,70,-601.025,-6732.08,916.814,-2880.98
75,70,-806.146,-5692.41,823.24,-2602.03
80,70,-925.614,-4703.34,781.749,-2329.05
85,70,-984.554,-3774.27,784.034,-2066.16
90,70,-1006.05,-2907.62,821.541,-1815.95
95,70,-1010.99,-2100.62,885.032,-1579.73
100,70,-1017.96,-1347.53,964.693,-1357.7
105,70,-1043.09,-642.174,1050.83,-1149.32
110,70,-1099.59,19.6859,1134.99,-953.569
115,70,-1196.56,638.502,1211.05,-769.176
120,70,-1336.83,1209.87,1275.66,-594.655
125,70,-1514.48,1724.29,1327.52,-428.43
130,70,-1713.01,2167.52,1365.31,-269.268
135,70,-1905.79,2521.18,1385.15,-117.272
140,70,-2059.71,2763.39,1379.02,24.719
145,70,-2141.57,2869.96,1335.79,150.003
150,70,-2125.08,2817.13,1245.15,248.285
155,70,-1995.51,2586.91,1103.18,308.251
160,70,-1750.07,2175.23,916.519,322.296
165,70,-1394.68,1600.58,702.81,291.666
170,70,-940.373,909.759,486.591,229.267
175,70,-403.1,176.814,292.594,157.895
180,70,192.186,-506.484,139.506,103.92
0,75,13806.6,3176.05,4277.13,288.007
5,75,14143.9,-83.7104,4391.09,-297.788
10,75,13861.4,-3305.71,4423.64,-854.649
15,75,13000.8,-6248.02,4363.36,-1366.32
20,75,11672.4,-8706.69,4204.58,-1815.03
25,75,10035.8,-10546.7,3952.01,-2181.16
30,75,8268.84,-11718.4,3623.29,-2446.88
