candidate_index,sample_index,sample_id,scene_id,source_dataset,source_sample_index,selection_role,k,ratio,active_count,large_scan,min_target_separation_deg,variant_kind,parent_candidate_index,parent_ratio,ratio_delta,phase_error_rms_deg,gain_error_rms_db,dropout_count,phase_bits,amplitude_bits,perturbation_seed,eep_psll_db,hfss_psll_db,delta_psll_db,eep_nearest_iso_db,hfss_nearest_iso_db,delta_nearest_iso_db,eep_local_iso_db,hfss_local_iso_db,delta_local_iso_db,eep_mainlobe_gain_db,hfss_mainlobe_gain_db,delta_mainlobe_gain_db,eep_target_spread_db,hfss_target_spread_db,eep_pointing_error_deg,hfss_pointing_error_deg,all_case_worst_active_rl_db,all_case_worst_total_rl_db,gate15,strict_gate20,mainlobe_gate,active_RL_gate,strict_engineering_gate,eep_gate15,hard_negative,hard_positive,fullwave_complete,near_boundary,training_priority
10,200003,gate15_c010_s200003,gate15_psll_200003_515d629ff1f82f77,gate15_boundary_scenes_run01,60,gate15_psll_inside,6,0.5234375,134,1,20.625606536865234,gate15_psll_inside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.553062438964844,-0.29167938232421875,4.261383056640625,26.26202392578125,26.26198959350586,-3.4332275390625e-05,22.83020782470703,22.342819213867188,-0.48738861083984375,77.82235717773438,77.39457702636719,-0.4277801513671875,0.13045501708984375,0.15313720703125,1.3194813092298907,0.9999999999999002,-4.267891184702159,10.013849534798101,1,1,1,0,0,1,0,1,1,1,5
11,200003,gate15_c011_s200003,gate15_psll_200003_515d629ff1f82f77,gate15_boundary_scenes_run01,60,gate15_psll_outside,6,0.5234375,134,1,20.625606536865234,gate15_psll_outside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.553062438964844,0.18755340576171875,4.7406158447265625,26.262035369873047,26.26198959350586,-4.57763671875e-05,22.83020782470703,22.262557983398438,-0.5676498413085938,77.82235717773438,77.33395385742188,-0.4884033203125,0.1304473876953125,0.15772247314453125,1.3194813092298907,0.9999999999999002,-3.9760031000225964,10.004518892020897,0,0,1,0,0,1,1,0,1,1,7
12,200004,gate15_c012_s200004,gate15_psll_200004_0a88bf3f7caa98a0,gate15_boundary_scenes_run01,60,nominal_control,6,0.5234375,134,1,20.625606536865234,nominal_control,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.7842559814453125,-4.784263610839844,-7.62939453125e-06,27.20421600341797,27.204116821289062,-9.918212890625e-05,23.170303344726562,23.170326232910156,2.288818359375e-05,77.92459869384766,77.92460632324219,7.62939453125e-06,0.20912933349609375,0.2091217041015625,1.3194813092298907,1.3194813092298907,10.028272272956917,10.01238224299791,1,1,1,1,1,1,0,1,1,1,5
13,200004,gate15_c013_s200004,gate15_psll_200004_0a88bf3f7caa98a0,gate15_boundary_scenes_run01,60,gate15_psll_inside,6,0.5234375,134,1,20.625606536865234,gate15_psll_inside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.7842559814453125,-0.1802978515625,4.6039581298828125,27.20421600341797,27.204116821289062,-9.918212890625e-05,23.170303344726562,22.41857147216797,-0.7517318725585938,77.92459869384766,77.48330688476562,-0.44129180908203125,0.20912933349609375,0.18218231201171875,1.3194813092298907,1.3194813092298907,-4.994510081112623,10.001669421299212,1,1,1,0,0,1,0,1,1,1,5
14,200004,gate15_c014_s200004,gate15_psll_200004_0a88bf3f7caa98a0,gate15_boundary_scenes_run01,60,gate15_psll_outside,6,0.5234375,134,1,20.625606536865234,gate15_psll_outside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.784263610839844,0.25775146484375,5.042015075683594,27.20421600341797,27.204113006591797,-0.000102996826171875,23.170303344726562,22.350997924804688,-0.819305419921875,77.92460632324219,77.427001953125,-0.4976043701171875,0.2091217041015625,0.1803741455078125,1.3194813092298907,1.3194813092298907,-5.911561266792495,9.997313085018254,0,0,1,0,0,1,1,0,1,1,7
15,200005,gate15_c015_s200005,gate15_psll_200005_714250a6b5698bde,gate15_boundary_scenes_run01,66,nominal_control,6,0.72265625,185,1,12.407629013061523,nominal_control,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-5.813392639160156,-5.813392639160156,0.0,29.562210083007812,29.56218719482422,-2.288818359375e-05,23.172828674316406,23.172805786132812,-2.288818359375e-05,78.7818832397461,78.7818832397461,0.0,0.48117828369140625,0.48117828369140625,1.4034222026490457,1.4034222026490457,10.011212398904004,10.419926208016312,1,1,1,1,1,1,0,1,1,1,5
16,200005,gate15_c016_s200005,gate15_psll_200005_714250a6b5698bde,gate15_boundary_scenes_run01,66,gate15_psll_inside,6,0.72265625,185,1,12.407629013061523,gate15_psll_inside,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-5.813392639160156,-0.24713897705078125,5.566253662109375,29.562210083007812,29.56220245361328,-7.62939453125e-06,23.172828674316406,22.608200073242188,-0.5646286010742188,78.7818832397461,78.3658676147461,-0.416015625,0.4811859130859375,0.474517822265625,1.4034222026490457,1.4034222026490457,-5.627087114600885,10.375908090511352,1,1,1,0,0,1,0,1,1,1,5
17,200005,gate15_c017_s200005,gate15_psll_200005_714250a6b5698bde,gate15_boundary_scenes_run01,66,gate15_psll_outside,6,0.72265625,185,1,12.407629013061523,gate15_psll_outside,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-5.813392639160156,0.1996917724609375,6.013084411621094,29.562210083007812,29.56219482421875,-1.52587890625e-05,23.172828674316406,22.566024780273438,-0.6068038940429688,78.7818832397461,78.31498718261719,-0.46689605712890625,0.4811859130859375,0.47409820556640625,1.4034222026490457,1.4034222026490457,-5.837578787085494,10.37290334096943,0,0,1,0,0,1,1,0,1,1,7
18,200006,gate15_c018_s200006,gate15_psll_200006_9fbef23d325f1582,gate15_boundary_scenes_run01,60,nominal_control,6,0.5234375,134,1,20.853517532348633,nominal_control,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.842689514160156,-4.842704772949219,-1.52587890625e-05,25.069549560546875,25.069561004638672,1.1444091796875e-05,22.909072875976562,22.9090576171875,-1.52587890625e-05,77.49308776855469,77.49309539794922,7.62939453125e-06,0.09146881103515625,0.09146881103515625,0.9999999999999002,0.9999999999999002,10.015703201461864,10.016849357348134,1,1,1,1,1,1,0,1,1,1,5
19,200006,gate15_c019_s200006,gate15_psll_200006_9fbef23d325f1582,gate15_boundary_scenes_run01,60,gate15_psll_inside,6,0.5234375,134,1,20.853517532348633,gate15_psll_inside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.842689514160156,-0.314910888671875,4.527778625488281,25.069549560546875,25.069549560546875,0.0,22.909072875976562,21.89611053466797,-1.0129623413085938,77.49308776855469,77.14059448242188,-0.3524932861328125,0.09146881103515625,0.1155548095703125,0.9999999999999002,0.9999999999999002,0.32177765261284874,9.94917532691419,1,1,1,0,0,1,0,1,1,1,5
20,200006,gate15_c020_s200006,gate15_psll_200006_9fbef23d325f1582,gate15_boundary_scenes_run01,60,gate15_psll_outside,6,0.5234375,134,1,20.853517532348633,gate15_psll_outside,6,0.5234375,0.0,0.0,0.0,0,16,16,-1,-4.842689514160156,0.489349365234375,5.332038879394531,25.069549560546875,25.069564819335938,1.52587890625e-05,22.909072875976562,21.715045928955078,-1.1940269470214844,77.49308776855469,77.04423522949219,-0.4488525390625,0.09146881103515625,0.12038421630859375,0.9999999999999002,0.9999999999999002,-3.8805001046092946,9.937927947702182,0,0,1,0,0,1,1,0,1,1,7
21,200007,gate15_c021_s200007,gate15_psll_200007_668431c0e2d66846,gate15_boundary_scenes_run01,66,nominal_control,6,0.72265625,185,1,12.60981559753418,nominal_control,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-4.8907470703125,-4.890739440917969,7.62939453125e-06,28.313976287841797,28.31396484375,-1.1444091796875e-05,22.3336181640625,22.33361053466797,-7.62939453125e-06,78.0057144165039,78.0057144165039,0.0,1.538604736328125,1.538604736328125,1.467799062336443,1.467799062336443,10.052693461429074,10.650898683893825,1,1,1,1,1,1,0,1,1,1,5
22,200007,gate15_c022_s200007,gate15_psll_200007_668431c0e2d66846,gate15_boundary_scenes_run01,66,gate15_psll_inside,6,0.72265625,185,1,12.60981559753418,gate15_psll_inside,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-4.8907470703125,-0.5058441162109375,4.3849029541015625,28.31397247314453,28.313945770263672,-2.6702880859375e-05,22.3336181640625,23.022720336914062,0.6891021728515625,78.0057144165039,77.69983673095703,-0.305877685546875,1.538604736328125,1.5733718872070312,1.467799062336443,1.467799062336443,3.785888395913844,10.795954132628687,1,1,1,0,0,1,0,1,1,1,5
23,200007,gate15_c023_s200007,gate15_psll_200007_668431c0e2d66846,gate15_boundary_scenes_run01,66,gate15_psll_outside,6,0.72265625,185,1,12.60981559753418,gate15_psll_outside,11,0.72265625,0.0,0.0,0.0,0,16,16,-1,-4.8907470703125,0.3209228515625,5.211669921875,28.31397247314453,28.31395721435547,-1.52587890625e-05,22.3336181640625,23.016204833984375,0.682586669921875,78.0057144165039,77.62467956542969,-0.38103485107421875,1.538604736328125,1.5815200805664062,1.467799062336443,1.467799062336443,3.262964877107548,10.798870420516431,0,0,1,0,0,1,1,0,1,1,7
24,200008,gate15_c024_s200008,gate15_nearest_200008_d62d6df92329a353,gate15_boundary_scenes_run01,36,nominal_control,4,0.4140625,106,0,21.311939239501953,nominal_control,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-4.992317199707031,-4.992317199707031,0.0,27.97557830810547,27.975547790527344,-3.0517578125e-05,23.417831420898438,23.417823791503906,-7.62939453125e-06,78.63431549072266,78.63431549072266,0.0,0.0535888671875,0.0535888671875,0.5512488501913899,0.5512488501913899,10.01040859724185,10.005898034196983,1,1,1,1,1,1,0,1,1,1,5
25,200008,gate15_c025_s200008,gate15_nearest_200008_d62d6df92329a353,gate15_boundary_scenes_run01,36,gate15_nearest_inside,4,0.4140625,106,0,21.311939239501953,gate15_nearest_inside,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-4.9923095703125,-5.000762939453125,-0.008453369140625,27.97557830810547,25.303428649902344,-2.672149658203125,23.417831420898438,22.688720703125,-0.7291107177734375,78.63430786132812,78.44781494140625,-0.186492919921875,0.05359649658203125,0.7546005249023438,0.5512488501913899,0.5512488501913899,8.777193297168894,10.005898034196983,1,1,1,0,0,1,0,1,1,1,5
26,200008,gate15_c026_s200008,gate15_nearest_200008_d62d6df92329a353,gate15_boundary_scenes_run01,36,gate15_nearest_outside,4,0.4140625,106,0,21.311939239501953,gate15_nearest_outside,0,0.4140625,0.0,0.0,0.0,0,16,16,-1,-4.992317199707031,-5.001304626464844,-0.0089874267578125,27.97557830810547,24.475723266601562,-3.4998550415039062,23.417831420898438,22.40304946899414,-1.0147819519042969,78.63431549072266,78.43583679199219,-0.19847869873046875,0.0535888671875,0.7997589111328125,0.5512488501913899,0.5512488501913899,8.686395042669938,10.005898034196983,0,0,1,0,0,1,1,0,1,1,7
27,200009,gate15_c027_s200009,gate15_nearest_200009_6b10e73879c8a606,gate15_boundary_scenes_run01,18,nominal_control,2,0.4140625,106,0,32.71324920654297,nominal_control,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.7109375,-10.710945129394531,-7.62939453125e-06,27.27633285522461,27.276290893554688,-4.1961669921875e-05,23.06182098388672,23.061809539794922,-1.1444091796875e-05,81.60785675048828,81.60785675048828,0.0,0.5372314453125,0.5372390747070312,8.537736462515939e-07,8.537736462515939e-07,10.035366609919503,10.15160507839203,1,1,1,1,1,1,0,1,1,1,5
28,200009,gate15_c028_s200009,gate15_nearest_200009_6b10e73879c8a606,gate15_boundary_scenes_run01,18,gate15_nearest_inside,2,0.4140625,106,0,32.71324920654297,gate15_nearest_inside,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.7109375,-10.752311706542969,-0.04137420654296875,27.27633285522461,25.592193603515625,-1.6841392517089844,23.06182098388672,20.547584533691406,-2.5142364501953125,81.60785675048828,81.6032485961914,-0.004608154296875,0.5372390747070312,0.5414657592773438,8.537736462515939e-07,8.537736462515939e-07,9.671254496575644,10.188920829177059,1,1,1,0,0,1,0,1,1,1,5
29,200009,gate15_c029_s200009,gate15_nearest_200009_6b10e73879c8a606,gate15_boundary_scenes_run01,18,gate15_nearest_outside,2,0.4140625,106,0,32.71324920654297,gate15_nearest_outside,1,0.4140625,0.0,0.0,0.0,0,16,16,-1,-10.7109375,-10.754852294921875,-0.043914794921875,27.27633285522461,24.45926284790039,-2.8170700073242188,23.06182098388672,19.974132537841797,-3.087688446044922,81.60785675048828,81.60091400146484,-0.0069427490234375,0.5372314453125,0.54461669921875,8.537736462515939e-07,8.537736462515939e-07,9.538395898839665,10.19731293172907,0,0,1,0,0,1,1,0,1,1,7
30,200010,gate15_c030_s200010,gate15_nearest_200010_a47660913737b1fc,gate15_boundary_scenes_run01,19,nominal_control,2,0.3984375,102,1,54.30060577392578,nominal_control,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.3027191162109375,-6.302734375,-1.52587890625e-05,27.226703643798828,27.226734161376953,3.0517578125e-05,23.380386352539062,23.38037109375,-1.52587890625e-05,79.11259460449219,79.11260223388672,7.62939453125e-06,2.6995010375976562,2.699493408203125,0.9999999999995357,0.9999999999995357,10.06773326422778,10.046127784431821,1,1,1,1,1,1,0,1,1,1,5
31,200010,gate15_c031_s200010,gate15_nearest_200010_a47660913737b1fc,gate15_boundary_scenes_run01,19,gate15_nearest_inside,2,0.3984375,102,1,54.30060577392578,gate15_nearest_inside,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.302726745605469,-6.708282470703125,-0.40555572509765625,27.226703643798828,25.33271026611328,-1.8939933776855469,23.380386352539062,21.230575561523438,-2.149810791015625,79.11260223388672,79.42650604248047,0.31390380859375,2.699493408203125,2.0029373168945312,0.9999999999995357,0.9999999999995357,8.794457678935329,10.056417746142314,1,1,1,0,0,1,0,1,1,1,5
32,200010,gate15_c032_s200010,gate15_nearest_200010_a47660913737b1fc,gate15_boundary_scenes_run01,19,gate15_nearest_outside,2,0.3984375,102,1,54.30060577392578,gate15_nearest_outside,2,0.3984375,0.0,0.0,0.0,0,16,16,-1,-6.3027191162109375,-6.746955871582031,-0.44423675537109375,27.226703643798828,24.32327651977539,-2.9034271240234375,23.380386352539062,20.90716552734375,-2.4732208251953125,79.11259460449219,79.45476531982422,0.34217071533203125,2.6995010375976562,1.9369583129882812,0.9999999999995357,0.9999999999995357,8.378777633155956,10.056417746142314,0,0,1,0,0,1,1,0,1,1,7
33,200011,gate15_c033_s200011,gate15_nearest_200011_a53914721aad91b0,gate15_boundary_scenes_run01,39,nominal_control,4,0.50390625,129,0,12.34855842590332,nominal_control,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-9.185066223144531,-9.18505859375,7.62939453125e-06,28.635860443115234,28.6358642578125,3.814697265625e-06,23.23139190673828,23.23137664794922,-1.52587890625e-05,80.30577850341797,80.30577850341797,0.0,0.03665924072265625,0.03665924072265625,1.0000000000002647,1.0000000000002647,10.023081372841371,10.014235722623203,1,1,1,1,1,1,0,1,1,1,5
34,200011,gate15_c034_s200011,gate15_nearest_200011_a53914721aad91b0,gate15_boundary_scenes_run01,39,gate15_nearest_inside,4,0.50390625,129,0,12.34855842590332,gate15_nearest_inside,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-9.18505859375,-8.920280456542969,0.26477813720703125,28.6358642578125,25.710525512695312,-2.9253387451171875,23.23139190673828,22.32190704345703,-0.90948486328125,80.30577087402344,80.15648651123047,-0.14928436279296875,0.036651611328125,0.6048126220703125,1.0000000000002647,1.0000000000002647,9.636631223348282,10.014235722623203,1,1,1,0,0,1,0,1,1,1,5
35,200011,gate15_c035_s200011,gate15_nearest_200011_a53914721aad91b0,gate15_boundary_scenes_run01,39,gate15_nearest_outside,4,0.50390625,129,0,12.34855842590332,gate15_nearest_outside,3,0.50390625,0.0,0.0,0.0,0,16,16,-1,-9.185066223144531,-8.880195617675781,0.30487060546875,28.635860443115234,24.133609771728516,-4.502250671386719,23.23139190673828,21.792789459228516,-1.4386024475097656,80.30577850341797,80.13289642333984,-0.172882080078125,0.03665924072265625,0.6891250610351562,1.0000000000002647,1.0000000000002647,9.389255678299048,10.014235722623203,0,0,1,0,0,1,1,0,1,1,7
36,200012,gate15_c036_s200012,gate15_nearest_200012_6b6ed004209833e6,gate15_boundary_scenes_run01,21,nominal_control,2,0.49609375,127,0,35.066566467285156,nominal_control,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-11.244827270507812,-11.244827270507812,0.0,33.85127639770508,33.85139465332031,0.000118255615234375,22.882007598876953,22.882015228271484,7.62939453125e-06,82.1136474609375,82.11365509033203,7.62939453125e-06,1.1628265380859375,1.1628036499023438,0.2789695098888165,0.2789695098888165,10.04395650930075,10.057144619486593,1,1,1,1,1,1,0,1,1,1,5
37,200012,gate15_c037_s200012,gate15_nearest_200012_6b6ed004209833e6,gate15_boundary_scenes_run01,21,gate15_nearest_inside,2,0.49609375,127,0,35.066566467285156,gate15_nearest_inside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-11.244827270507812,-11.4012451171875,-0.1564178466796875,33.85127639770508,25.604846954345703,-8.246429443359375,22.882007598876953,22.14712905883789,-0.7348785400390625,82.1136474609375,82.40113067626953,0.28748321533203125,1.1628265380859375,0.5692138671875,0.2789695098888165,0.2789695098888165,9.269387514259135,10.11461132450263,1,1,1,0,0,1,0,1,1,1,5
38,200012,gate15_c038_s200012,gate15_nearest_200012_6b6ed004209833e6,gate15_boundary_scenes_run01,21,gate15_nearest_outside,2,0.49609375,127,0,35.066566467285156,gate15_nearest_outside,4,0.49609375,0.0,0.0,0.0,0,16,16,-1,-11.244827270507812,-11.410385131835938,-0.165557861328125,33.85125732421875,24.29916763305664,-9.55208969116211,22.882015228271484,21.57135009765625,-1.3106651306152344,82.1136474609375,82.4386978149414,0.32505035400390625,1.1628265380859375,0.487640380859375,0.2789695098888165,0.2789695098888165,9.157151787267642,10.123590863168124,0,0,1,0,0,1,1,0,1,1,7
39,200013,gate15_c039_s200013,gate15_nearest_200013_37a8f06eb3079bd9,gate15_boundary_scenes_run01,23,nominal_control,2,0.51171875,131,1,69.56402587890625,nominal_control,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.000221252441406,-5.000236511230469,-1.52587890625e-05,30.30065155029297,30.300636291503906,-1.52587890625e-05,23.861526489257812,23.86153793334961,1.1444091796875e-05,80.30113220214844,80.30113220214844,0.0,2.9315338134765625,2.9315338134765625,0.9999999999999002,0.9999999999999002,10.0834742381276,10.147747324382479,1,1,1,1,1,1,0,1,1,1,5
40,200013,gate15_c040_s200013,gate15_nearest_200013_37a8f06eb3079bd9,gate15_boundary_scenes_run01,23,gate15_nearest_inside,2,0.51171875,131,1,69.56402587890625,gate15_nearest_inside,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.000221252441406,-5.0087432861328125,-0.00852203369140625,30.30065155029297,25.387062072753906,-4.9135894775390625,23.861526489257812,23.86153793334961,1.1444091796875e-05,80.30113220214844,80.58570861816406,0.284576416015625,2.9315338134765625,2.3525848388671875,0.9999999999999002,0.9999999999999002,9.593691459315574,10.186216106753076,1,1,1,0,0,1,0,1,1,1,5
41,200013,gate15_c041_s200013,gate15_nearest_200013_37a8f06eb3079bd9,gate15_boundary_scenes_run01,23,gate15_nearest_outside,2,0.51171875,131,1,69.56402587890625,gate15_nearest_outside,5,0.51171875,0.0,0.0,0.0,0,16,16,-1,-5.000221252441406,-5.009864807128906,-0.0096435546875,30.3006591796875,24.375030517578125,-5.925628662109375,23.861526489257812,23.842819213867188,-0.018707275390625,80.30113220214844,80.62309265136719,0.32196044921875,2.9315338134765625,2.2730560302734375,0.9999999999999002,0.9999999999999002,9.379857623994575,10.191929087933513,0,0,1,0,0,1,1,0,1,1,7
42,200014,gate15_c042_s200014,gate15_nearest_200014_71496692ae31b5f5,gate15_boundary_scenes_run01,24,nominal_control,2,0.5625,144,0,25.998371124267578,nominal_control,8,0.5625,0.0,0.0,0.0,0,16,16,-1,-12.624832153320312,-12.624855041503906,-2.288818359375e-05,29.641773223876953,29.641796112060547,2.288818359375e-05,24.802749633789062,24.802719116210938,-3.0517578125e-05,83.58088684082031,83.58090209960938,1.52587890625e-05,0.01000213623046875,0.0099945068359375,0.209301430754567,0.209301430754567,10.104284281747288,10.604143226061574,1,1,1,1,1,1,0,1,1,1,5
