stage,stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,active_rl_db,total_rl_db,external_incident_power,external_accepted_power,antenna_accepted_power,network_dissipated_power,actual_load_insertion_efficiency,actual_load_transducer_efficiency
reserve_target_confirmation,279,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,4,9.45817222215584,11.86677708537216,1.0000000324301637,0.9349387970265615,0.9209455414926836,0.013993255533877869,0.9850329715930268,0.9209455116262699
reserve_target_confirmation,108,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,9.669199653506002,11.481102036674448,0.9999999896719984,0.9288966840305992,0.9148850547759694,0.014011629254629843,0.9849158367173498,0.9148850642249038
reserve_target_confirmation,105,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,9.823135775551203,11.540017915659455,0.9999999899821335,0.9298547502089024,0.9158598912421255,0.01399485896677688,0.9849494139126216,0.9158599004170878
reserve_target_confirmation,240,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,9.956823334885845,10.846329806814836,0.9999999889087333,0.917706208288748,0.902533444748129,0.015172763540619028,0.9834666438958588,0.9025334547583682
reserve_target_confirmation,276,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,4,9.996020518372216,11.52331434238345,0.9999999879882565,0.9295844404634008,0.915693804675354,0.013890635788046835,0.9850571554520402,0.9156938156744332
reserve_target_confirmation,280,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,10.011993099624386,11.603107831014265,0.9999999735702784,0.9308663683339384,0.9164942822626886,0.014372086071249845,0.9845605270958785,0.916494306485378
reserve_target_confirmation,281,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.10013723057879,11.516453105648953,0.9999999903452345,0.9294731081548369,0.9155470794890824,0.01392602866575443,0.9850172871667046,0.9155470883284749
reserve_target_confirmation,91,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,10.113128202129634,11.208736781308486,1.0000000304603631,0.9242947216901785,0.9103602132510328,0.013934508439145676,0.9849241717905033,0.910360185521131
reserve_target_confirmation,235,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,10.146382820499332,10.869898629665744,0.9999999965768023,0.9181516076112789,0.9030142645274863,0.015137343083792554,0.9835132423030061,0.9030142676186828
reserve_target_confirmation,203,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.19675484385893,11.586819032629732,1.0000000372871536,0.930606645880265,0.9166174147012637,0.013989231179001305,0.9849676216681551,0.9166173805232106
reserve_target_confirmation,86,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,3,10.207617954628144,11.255602560168448,1.0000000042132202,0.9251072597317761,0.9112020039065275,0.013905255825248597,0.9849690339374483,0.9112020000674328
