case_index,case_id,candidate_index,sample_index,case_kind,task_index,k,ratio,source_csv,worst_active_rl_db,total_rl_db,reflected_power_fraction,complete,complex_nmse,magnitude_rmse_db_visible40,nominal_to_direct_complex_nmse,nominal_to_direct_magnitude_rmse_db_visible40,complex_correlation,no_scale_pass
10,c003_t0,3,426107,task,0,2,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c003_t0.csv,11.51877767510792,12.107342699546708,0.061555339372603636,1,4.618947151840969e-12,2.3091100956662558e-05,0.0018538209842517972,0.6043960452079773,0.9999997019767761,1
11,c003_t1,3,426107,task,1,2,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c003_t1.csv,11.881197405264318,12.513989562811519,0.05605328167462298,1,5.274568108670774e-12,2.2254667783272453e-05,0.0017179003916680813,0.5133658051490784,0.9999997615814209,1
12,c004_combined,4,426102,combined,-1,2,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c004_combined.csv,11.026819565245434,13.405854047986756,0.04564724752339738,1,4.104385668141086e-12,2.6262030587531626e-05,0.0008929533651098609,0.5730065703392029,0.9999997019767761,1
13,c004_t0,4,426102,task,0,2,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c004_t0.csv,11.712418241687676,13.592682921498461,0.04372519025636108,1,5.866862985010046e-12,2.6518293452681974e-05,0.0011658936273306608,0.526901125907898,0.9999992251396179,1
14,c004_t1,4,426102,task,1,2,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c004_t1.csv,11.018087527928703,12.177274002406538,0.060572095689492414,1,4.257231286247665e-12,2.4124872652464546e-05,0.0006679428042843938,0.4468175172805786,0.9999992251396179,1
15,c005_combined,5,426105,combined,-1,2,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c005_combined.csv,11.573289372236303,14.454268121240634,0.035856936976593645,1,3.842185684194144e-12,2.479591239534784e-05,0.0013897984754294157,0.585726797580719,0.9999995827674866,1
16,c005_t0,5,426105,task,0,2,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c005_t0.csv,12.142258890232094,14.982272561627731,0.03175212121487576,1,5.75578473771543e-12,2.6039344447781332e-05,0.0014702402986586094,0.55283123254776,0.9999995827674866,1
17,c005_t1,5,426105,task,1,2,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c005_t1.csv,11.141665889287333,12.992346282837959,0.050207127143695685,1,4.138804750308811e-12,2.3700013116467744e-05,0.0014365093084052205,0.590770959854126,0.9999997019767761,1
18,c006_combined,6,426109,combined,-1,2,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c006_combined.csv,11.772230720855518,12.250385105124998,0.059560932628551486,1,3.512530544202974e-12,2.238293018308468e-05,0.0008670188835822046,0.45014920830726624,0.9999995231628418,1
19,c006_t0,6,426109,task,0,2,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c006_t0.csv,11.292986867867505,11.991864730204076,0.0632140370988406,1,5.754993270129516e-12,2.390112422290258e-05,0.0012786699226126075,0.4764111340045929,1.000000238418579,1
20,c006_t1,6,426109,task,1,2,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c006_t1.csv,11.604683535962458,11.949631827113176,0.06383175972329463,1,4.0376413150411405e-12,2.1419264157884754e-05,0.0008591194055043161,0.47743257880210876,0.999999463558197,1
21,c007_combined,7,426111,combined,-1,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c007_combined.csv,11.882987309565596,12.189019212032166,0.06040850373817116,1,2.838216424036477e-12,2.015583959291689e-05,0.0009097308502532542,0.4911801815032959,0.9999998211860657,1
22,c007_t0,7,426111,task,0,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c007_t0.csv,10.978616435158875,12.02126680004885,0.06278751862505462,1,3.803564234405865e-12,2.1299521904438734e-05,0.001102112466469407,0.42977485060691833,0.9999998807907104,1
23,c007_t1,7,426111,task,1,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c007_t1.csv,11.235639450264266,11.989395952428632,0.0632499817819771,1,2.9762063039756592e-12,1.858439645729959e-05,0.0005271636764518917,0.4075562357902527,0.9999995231628418,1
24,c007_t2,7,426111,task,2,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c007_t2.csv,11.269952496395979,11.982180125168718,0.06335515933504537,1,3.5909847144466323e-12,2.2433174308389425e-05,0.0011861100792884827,0.48277729749679565,0.9999999403953552,1
25,c007_t3,7,426111,task,3,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c007_t3.csv,11.889243085369706,12.040900800404993,0.06250430348043529,1,4.795886344305389e-12,2.5235614884877577e-05,0.0015205327654257417,0.49068665504455566,1.0000001192092896,1
26,c008_combined,8,426115,combined,-1,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c008_combined.csv,11.994268962035683,12.201551140995566,0.06023444122642409,1,4.122154007024648e-12,1.9832965335808694e-05,0.0009913940448313951,0.4531904458999634,0.9999995827674866,1
27,c008_t0,8,426115,task,0,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c008_t0.csv,-13.140144994312873,12.041369917565257,0.06249755224159036,1,5.146700773894786e-12,2.1635531084029935e-05,0.0010026140371337533,0.38689321279525757,0.9999998807907104,1
28,c008_t1,8,426115,task,1,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c008_t1.csv,11.893820839456158,12.082824988786548,0.0619038273487711,1,3.5269753697469985e-12,2.0789206246263348e-05,0.0005970017518848181,0.4011305272579193,0.9999997019767761,1
29,c008_t2,8,426115,task,2,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c008_t2.csv,12.096296184984956,12.132756056423627,0.061196191411080555,1,3.781983407002976e-12,1.8964550690725446e-05,0.000727218808606267,0.3963131904602051,0.9999998211860657,1
30,c008_t3,8,426115,task,3,4,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c008_t3.csv,12.136974754597345,12.092334275005694,0.06176843138073853,1,3.977085154260873e-12,2.178842987632379e-05,0.0010224858997389674,0.4646177887916565,0.9999998807907104,1
31,c009_combined,9,426116,combined,-1,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c009_combined.csv,10.883651563201479,13.053687112382725,0.049502973754767005,1,3.878502553844587e-12,2.1639982151100412e-05,0.001535801449790597,0.6724594235420227,0.9999997615814209,1
32,c009_t0,9,426116,task,0,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c009_t0.csv,11.785839363566312,12.268654742037068,0.0593109015853376,1,5.418340689317125e-12,2.195647539338097e-05,0.001774517702870071,0.4863319993019104,0.9999995827674866,1
33,c009_t1,9,426116,task,1,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c009_t1.csv,10.65431003316738,12.04474356177084,0.062449022351878145,1,3.938380437745748e-12,2.236625186924357e-05,0.0011997829424217343,0.4467424750328064,1.0,1
34,c009_t2,9,426116,task,2,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c009_t2.csv,10.63033796408222,12.18318219057577,0.06048974879391636,1,3.974181227162088e-12,1.9973644157289527e-05,0.0015001725405454636,0.4928440451622009,0.9999996423721313,1
35,c009_t3,9,426116,task,3,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c009_t3.csv,11.750082163014897,12.742485344690975,0.05318038358495877,1,3.781151173415376e-12,2.305001726199407e-05,0.0016896225279197097,0.5463857650756836,0.9999998807907104,1
36,c010_combined,10,426110,combined,-1,4,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c010_combined.csv,11.573340584913458,12.955637453613617,0.05063330249541051,1,3.439689505446708e-12,2.62530393229099e-05,0.0011671828106045723,0.6143465042114258,1.0,1
37,c010_t0,10,426110,task,0,4,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c010_t0.csv,11.879829150303063,12.950755990835908,0.05069024623982745,1,5.281534758150297e-12,2.3279724700842053e-05,0.001384665840305388,0.5044432878494263,0.9999995231628418,1
38,c010_t1,10,426110,task,1,4,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c010_t1.csv,11.405360545055395,12.07285076531355,0.06204616214725551,1,3.4665480121848224e-12,2.4645740268169902e-05,0.0010088110575452447,0.5736257433891296,0.9999992847442627,1
39,c010_t2,10,426110,task,2,4,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c010_t2.csv,10.621624147434375,12.10517567966037,0.06158606159799651,1,4.2193241088506195e-12,2.1369385649450123e-05,0.0011234821286052465,0.5193331837654114,0.9999996423721313,1
40,c010_t3,10,426110,task,3,4,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c010_t3.csv,11.635910381469934,12.94371296922047,0.05077251809861909,1,4.310684621755545e-12,2.376279553573113e-05,0.0016211796319112182,0.5892406702041626,0.999999463558197,1
41,c011_combined,11,426113,combined,-1,4,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c011_combined.csv,10.98742672569747,13.646420074239863,0.04318749282596551,1,3.1751073124863805e-12,2.678666714928113e-05,0.0012566610239446163,0.7324827313423157,1.0000001192092896,1
42,c011_t0,11,426113,task,0,4,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c011_t0.csv,11.537244425758498,13.963949793776035,0.04014255588216574,1,5.8498574907750456e-12,2.673909330042079e-05,0.0013828468509018421,0.5970052480697632,0.9999996423721313,1
43,c011_t1,11,426113,task,1,4,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c011_t1.csv,10.74489516840141,12.020114580268032,0.06280417889169007,1,3.3500394298890956e-12,2.4324168407474644e-05,0.0006890926160849631,0.544533908367157,0.9999996423721313,1
44,c011_t2,11,426113,task,2,4,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c011_t2.csv,11.044321090100695,12.601601911113995,0.05493382110709121,1,4.0612864633804424e-12,2.3688364308327436e-05,0.0008059059618972242,0.5280606150627136,0.9999993443489075,1
45,c011_t3,11,426113,task,3,4,0.800000011920929,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c011_t3.csv,11.206983903563616,14.741225560584805,0.033564288388086935,1,4.239414375106776e-12,2.9505616112146527e-05,0.0012373158242553473,0.6482588052749634,0.9999998807907104,1
46,c012_combined,12,426117,combined,-1,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c012_combined.csv,11.045077734100012,12.850685825849002,0.05187181179284703,1,3.378500170597709e-12,2.4152825062628835e-05,0.0008864774717949331,0.598911464214325,0.9999997615814209,1
47,c012_t0,12,426117,task,0,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c012_t0.csv,11.311362086388892,12.452967331397307,0.056846439294928754,1,5.590688068740635e-12,2.6716417778516188e-05,0.001381786190904677,0.5639649033546448,0.9999989867210388,1
48,c012_t1,12,426117,task,1,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c012_t1.csv,10.682203740603375,12.083789378410131,0.061890082578036014,1,3.8714522039573485e-12,2.5190249289153144e-05,0.0005800744984298944,0.5030932426452637,0.9999998807907104,1
49,c012_t2,12,426117,task,2,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c012_t2.csv,11.07585199949472,12.169228876359522,0.06068440699089804,1,4.578445261804731e-12,2.4173139536287636e-05,0.000744416902307421,0.49924227595329285,0.9999998211860657,1
50,c012_t3,12,426117,task,3,4,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c012_t3.csv,12.1416218532436,13.433247417817565,0.04536023106832461,1,3.788094837808842e-12,2.7119040169054642e-05,0.0012046601623296738,0.5930494666099548,0.9999997615814209,1
51,c013_combined,13,426121,combined,-1,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_combined.csv,11.442146716160357,12.256547650719439,0.059476476876636625,1,4.222507326429037e-12,2.1342522813938558e-05,0.0010434533469378948,0.5474720597267151,0.9999998211860657,1
52,c013_t0,13,426121,task,0,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t0.csv,-7.037885628766196,12.005512675867031,0.06301569528440262,1,4.939766911488119e-12,2.4677874534972943e-05,0.0013726134784519672,0.5347276329994202,0.9999995231628418,1
53,c013_t1,13,426121,task,1,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t1.csv,11.450433653968897,11.953702461222333,0.0637719583637429,1,3.4937679919272435e-12,2.1347388610593043e-05,0.000668395368847996,0.44019851088523865,1.0000001192092896,1
54,c013_t2,13,426121,task,2,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t2.csv,11.180337087633262,12.090668971485844,0.061792121046267856,1,4.3284564300860584e-12,2.6719782908912748e-05,0.0015574097633361816,0.615127444267273,0.9999995231628418,1
55,c013_t3,13,426121,task,3,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t3.csv,8.73684489671064,11.928722582236329,0.06413982073441826,1,3.1146368036777394e-12,2.2632890249951743e-05,0.0007815660210326314,0.46926164627075195,0.999999463558197,1
56,c013_t4,13,426121,task,4,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t4.csv,10.890385292669109,11.995709987583929,0.06315809195673516,1,3.8763055265622626e-12,2.071205926768016e-05,0.0009399268892593682,0.49057063460350037,0.9999997615814209,1
57,c013_t5,13,426121,task,5,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c013_t5.csv,10.929428221659457,11.945624576812278,0.0638906846911247,1,5.152235842825759e-12,2.6031646484625526e-05,0.0014665185008198023,0.5118783116340637,1.0,1
58,c014_combined,14,426128,combined,-1,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_combined.csv,10.993849844587078,12.837915635615216,0.05202456246816458,1,2.9671484453458463e-12,2.2701020498061553e-05,0.0008226691279560328,0.6264346837997437,0.9999995231628418,1
59,c014_t0,14,426128,task,0,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t0.csv,11.418134643324702,12.400544183868746,0.05753678375232768,1,4.4570983188940705e-12,2.98810082313139e-05,0.0019079430494457483,0.6535741686820984,0.9999997615814209,1
60,c014_t1,14,426128,task,1,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t1.csv,11.837255789240192,12.335061413193479,0.05841089472021535,1,5.189912302000499e-12,2.7994685297016986e-05,0.0015907998895272613,0.5855501294136047,0.9999999403953552,1
61,c014_t2,14,426128,task,2,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t2.csv,11.431304156932455,11.937995005580053,0.06400302481476564,1,2.6915396994509067e-12,2.023898377956357e-05,0.00037666840944439173,0.5123264193534851,0.999999463558197,1
62,c014_t3,14,426128,task,3,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t3.csv,11.494474342190875,12.100602598224437,0.061650945316297064,1,3.7032365021727465e-12,2.8247752197785303e-05,0.0013215267099440098,0.6199343204498291,0.9999995827674866,1
63,c014_t4,14,426128,task,4,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t4.csv,-10.251275694979036,12.025900510204561,0.0627205631326264,1,4.428439386028327e-12,2.679594217624981e-05,0.0011450025485828519,0.5692524313926697,1.0,1
64,c014_t5,14,426128,task,5,6,0.5,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c014_t5.csv,8.88919118539242,12.042460307780017,0.06248186284922827,1,4.176575751912992e-12,2.6370718842372298e-05,0.0013373460387811065,0.5830064415931702,0.9999997019767761,1
65,c015_combined,15,426125,combined,-1,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_combined.csv,12.671669767495361,13.412802434916362,0.045574273732893376,1,4.084205629945048e-12,2.2488346075988375e-05,0.0009447647025808692,0.5776734948158264,0.9999999403953552,1
66,c015_t0,15,426125,task,0,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t0.csv,0.17958034025330438,13.821379843915214,0.0414822224044599,1,5.141484026721654e-12,2.7008420147467405e-05,0.0013496692990884185,0.5655218362808228,0.9999997019767761,1
67,c015_t1,15,426125,task,1,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t1.csv,7.600891292713051,13.704957831638238,0.04260928207638326,1,5.009523611904099e-12,2.9294351406861097e-05,0.0016695420490577817,0.6469579935073853,0.9999995827674866,1
68,c015_t2,15,426125,task,2,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t2.csv,-1.8459800271615048,13.95584309066363,0.040217557455855826,1,1.5920482163492289e-12,2.0330960978753865e-05,0.0003343067946843803,0.4765305519104004,0.9999997615814209,1
69,c015_t3,15,426125,task,3,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t3.csv,-0.19219313765259188,14.198319862067626,0.03803365071470024,1,4.09540673942943e-12,2.681788828340359e-05,0.0011055872309952974,0.5678512454032898,1.0000001192092896,1
70,c015_t4,15,426125,task,4,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t4.csv,11.804930693403586,13.739805001435482,0.042268759254574205,1,4.370506560824605e-12,2.3316933948080987e-05,0.000916844408493489,0.4634556770324707,0.9999994039535522,1
71,c015_t5,15,426125,task,5,6,0.6000000238418579,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c015_t5.csv,12.643365997525526,13.71877436237596,0.04247394142272207,1,3.6128372429139466e-12,2.3979038815014064e-05,0.0010571919847279787,0.5136279463768005,1.0000001192092896,1
72,c016_combined,16,426122,combined,-1,6,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c016_combined.csv,12.164863484078188,13.265760861801237,0.04714372706936082,1,3.214461032421956e-12,2.1148296582396142e-05,0.0006257662316784263,0.5482290387153625,0.9999998211860657,1
73,c016_t0,16,426122,task,0,6,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c016_t0.csv,1.458424458540804,13.343295959941937,0.04630953327222581,1,3.931173962745671e-12,2.342687002965249e-05,0.0009053187095560133,0.5173370242118835,0.9999997615814209,1
74,c016_t1,16,426122,task,1,6,0.699999988079071,D:\codex_workspace\hfss_ura16_quick_model\hfss_outputs\v17_frozen_16x16_perturbed_hfss_smoke_20260728_run01\sources\sources_c016_t1.csv,12.500443779300348,13.27889384556952,0.047001380656850014,1,5.173360437954466e-12,2.7092730306321755e-05,0.0015655523166060448,0.5590026378631592,0.9999998807907104,1
