stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,selected_frequency_ghz,active_rl_db,total_rl_db
45,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,3,10.04,8.68242347862539,13.393471978399191
46,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,3,10.04,13.596498079640302,12.646835341000287
47,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,3,10.04,13.286396677719388,13.935544877889958
48,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,3,10.04,11.784463452946634,13.554904296886134
49,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,3,10.04,12.411229518592162,14.557302306079547
50,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,3,10.04,8.759311007265088,13.355680142400782
51,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,3,10.04,13.622336949703316,12.707031045584609
52,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,3,10.04,13.216589328927435,13.949098879504112
53,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,3,10.04,11.736630015272564,13.486215686671057
54,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,3,10.04,12.329269387658314,14.537382663852442
55,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,9.96,14.99044947547453,11.931401220348853
56,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,9.96,16.203561151262758,12.235666625430808
57,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,9.96,13.887261042976991,11.642547756027819
58,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,9.96,14.994747693340214,11.934770739716683
59,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,9.96,16.227875271429596,12.241736906538803
60,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,9.96,13.905344418122436,11.642768892331194
61,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,10.0,16.577658166417717,12.850046437159241
62,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,10.0,18.237386793165797,13.010488939822391
63,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,10.0,16.111742158945273,12.707316068320402
64,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,10.04,18.994424708574883,13.871949172056851
65,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,2,10.04,20.499874027898613,13.546223634167536
66,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,2,10.04,19.734203239028098,14.267089068978848
67,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,2,10.04,19.044690167152922,13.865955207943097
68,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,2,10.04,20.57509533365037,13.54546858929077
69,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,2,10.04,19.752246671301442,14.265364745100339
70,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,3,9.96,7.953125502257202,11.712905552681294
71,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,3,9.96,9.724375855600009,12.637585689777532
72,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,3,9.96,10.783234223433604,12.093119568918791
73,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,3,9.96,8.064253733574834,12.54315437091651
74,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,3,9.96,5.09235093486878,11.515925840330807
75,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,3,9.96,7.76821159932143,11.713429219446802
76,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,3,9.96,9.732986912376969,12.62532894263066
77,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,3,9.96,10.798232690642774,12.079801838814884
78,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,3,9.96,8.177292162741923,12.558490869253756
79,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,3,9.96,5.079858141132623,11.52680822113578
80,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,3,10.0,9.590319393830576,13.365022945794461
81,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,3,10.0,10.454528178607912,13.043172205330421
82,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,3,10.0,11.067078926161678,12.986950472158059
83,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,3,10.0,8.677264841677836,13.271931771196478
84,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,3,10.0,6.114522543904968,13.064352094053156
85,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,3,10.04,12.759194001847945,15.492580918568986
86,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,3,10.04,11.678750446614183,12.874107796445012
87,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,3,10.04,11.333974918107735,13.908558409087675
88,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,3,10.04,9.74943370034964,13.363780699960124
89,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,3,10.04,8.080599440083397,15.180552764839476
90,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,3,10.04,12.439151212828088,15.457796634623374
91,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,10.04,11.801281546123874,12.950913731936126
92,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,3,10.04,11.382659009928206,13.901335637429742
93,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,3,10.04,9.595045525766018,13.3074980007712
94,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,3,10.04,8.063286281856898,15.087515571773444
95,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,9.96,8.434406791094478,12.538806556555702
96,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,9.96,10.700103772784512,12.848001305284962
97,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,9.96,9.515711063100271,12.184179787724716
98,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,9.96,9.223845026174203,12.55460845644886
99,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,9.96,10.344877880027797,12.818182322081418
100,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,9.96,9.973807912294696,12.259160532221376
101,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,10.0,8.300929574268242,12.796726433245631
102,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,10.0,10.507203118352649,12.76559543489495
103,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,10.0,9.903102916805256,12.968457513938912
104,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,10.04,7.9086470026455356,12.592831766465817
105,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,10.04,10.131965422402631,11.936905926394775
106,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,4,10.04,10.414149289914011,13.685571553362605
107,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,10.04,7.944556744883768,12.574451361990132
108,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.04,10.108025480598714,11.906764724493101
109,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,10.04,10.502047523549301,13.650525606069007
110,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,2,9.96,10.17731830815659,11.423463994646237
111,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,2,9.96,12.904509779574472,11.33276171635623
112,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,2,9.96,11.564976168055537,11.548814620884333
113,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,2,9.96,10.160554627945688,11.43600034199963
114,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,9.96,12.868828453457953,11.316987110730075
115,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,9.96,11.50107357889839,11.534525416540752
116,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,2,10.0,11.826854673323501,12.701522966479233
117,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,2,10.0,14.663863439257431,12.582406183398554
118,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,2,10.0,12.64118995312926,12.702654318955673
119,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,2,10.04,16.46788580234531,14.695850546473368
120,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,2,10.04,19.079910426426018,14.787891105398383
121,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,2,10.04,15.319498663101783,14.418367783957706
122,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,2,10.04,16.492307415938672,14.727205489505105
123,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,2,10.04,18.907133098933894,14.725408368160135
124,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,2,10.04,15.304894903656576,14.378834488036365
125,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,9.96,10.667483987940912,13.045483054536305
126,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,9.96,9.760357647068403,12.820274272075672
127,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,9.96,8.576219795252342,11.960678899154324
128,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,9.96,10.497721147962753,12.576398717146514
129,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,9.96,9.00152036375622,11.462898939551696
130,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,9.96,10.857485823245119,13.013985256932248
131,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,9.96,9.272628914974007,12.82136716769925
132,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,9.96,8.407898197215587,11.932877893599503
133,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,9.96,10.561832699260878,12.560510220987728
134,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,9.96,8.995130070193584,11.428287066580776
135,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,10.0,10.002151905366297,12.577457642947865
136,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,10.0,9.31153760389144,12.538291239828624
137,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,10.0,9.456499322000335,12.833940166719383
138,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,10.0,10.909390815678561,13.001498060185252
139,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,10.0,10.208197590129384,12.699429201568302
140,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,10.04,8.682130851696472,11.511089586122235
141,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,4,10.04,9.118351002676459,11.685795475294569
142,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,4,10.04,11.775727490110112,13.852136096731826
143,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,4,10.04,11.267122734258304,13.076424630886246
144,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,4,10.04,13.228219782622467,14.666998168108687
145,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,10.04,8.6185983499734,11.473899741493385
146,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,10.04,9.143974506093844,11.730817415378532
147,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,10.04,11.80607944511613,13.844264255456531
148,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,4,10.04,11.432085161999751,13.024833222964372
149,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,4,10.04,13.15993034134269,14.622959235079158
150,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,9.96,12.279073788813983,11.605211723019785
151,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,9.96,15.788048711176836,12.129647038696636
152,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,9.96,13.361294488276187,11.416407897520388
153,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,9.96,12.24835172803045,11.596606739888394
154,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,9.96,15.811651746317574,12.134983420524204
155,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,9.96,13.376363289835409,11.428541332505493
156,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,10.0,14.78661675679107,12.840170880024061
157,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,10.0,17.575586047302036,12.951998419556645
158,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,10.0,15.205358594823268,12.609704462212228
159,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,10.04,21.267161636251437,14.463055029139378
160,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,2,10.04,19.748519592588835,13.649768299756477
161,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,2,10.04,19.352364572910812,14.630836963774126
162,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,2,10.04,20.973907475560175,14.445879390006082
163,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,2,10.04,19.662904019455677,13.64079762076659
164,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,2,10.04,19.30814502637132,14.649848488719403
165,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,2,9.96,6.435702139858268,11.735262430186852
166,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,2,9.96,16.911661821929542,12.384254170803155
167,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,2,9.96,13.100189295557886,11.379621779690536
168,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,2,9.96,13.798192798485493,11.5778808308253
169,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,2,9.96,13.25257492147982,11.726719851160539
170,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,2,9.96,6.684937331474123,11.725856119467835
171,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,2,9.96,16.962840969116236,12.390795949989805
172,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,2,9.96,13.064883105201536,11.382505555182622
173,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,2,9.96,13.70592702164891,11.56927379935665
174,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,2,9.96,13.295014669951168,11.723685915106763
175,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,2,10.0,7.070694577571471,12.830356417599498
176,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,2,10.0,18.992329480468577,13.095982412969722
