stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,selected_frequency_ghz,active_rl_db,total_rl_db
74,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,3,9.96,5.79517731495257,12.570609507027688
75,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,3,9.96,9.053969107984875,12.869088975707069
76,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,3,9.96,9.920170675692253,12.550606304918912
77,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,3,9.96,10.447250225168101,12.277363885638826
78,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,3,9.96,8.21510715761259,12.580276989034566
79,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,3,9.96,5.754841044443742,12.54943073530416
80,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,3,10.0,11.894512834186127,14.953404589566867
81,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,3,10.0,10.875092811941796,12.580203367404328
82,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,3,10.0,10.622114759612902,13.142234976798331
83,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,3,10.0,8.952286118792896,12.949447455774916
84,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,3,10.0,7.332238505778363,14.461047940925361
85,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,3,10.04,15.73806642928603,15.673900774994973
86,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,3,10.04,11.735800919803127,11.884874665981684
87,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,3,10.04,10.516528663895837,13.168101838874055
88,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,3,10.04,9.714332861558848,12.444418567521861
89,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,3,10.04,9.423721981303286,15.236870652235154
90,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,3,10.04,15.26558510901502,15.61298074553926
91,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,10.04,11.974405312896664,11.988377060134237
92,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,3,10.04,10.484358197547001,13.156066488554165
93,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,3,10.04,9.463950247299053,12.374614128716368
94,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,3,10.04,9.300102953469766,15.07430418187113
95,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,9.96,7.879372417975122,12.192391171517972
96,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,9.96,9.973577711783177,12.188632299415612
97,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,9.96,9.351383513325862,12.283049577945071
98,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,9.96,8.55912994355324,12.193026588164386
99,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,9.96,9.719523351176631,12.201986777907138
100,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,9.96,9.704895767711331,12.307065240571177
101,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,10.0,7.679683796823298,12.192297557112257
102,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,10.0,9.646895896373643,11.73755793890561
103,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,10.0,9.81428704484307,12.98703360356562
104,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,10.04,7.42718765693951,11.622380790926519
105,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,10.04,9.148380502301205,10.887707285960683
106,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,4,10.04,10.083094531735293,12.87779460402213
107,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,10.04,7.429062690301658,11.599669365831693
108,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,10.04,9.146062513752359,10.850034281778623
109,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,10.04,10.130382156789437,12.824443298034696
110,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,2,9.96,11.015519429903044,12.234586094072126
111,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,2,9.96,13.604117994679328,12.099700069398825
112,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,2,9.96,11.8216584097517,12.309642742538262
113,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,2,9.96,11.037302694013977,12.244416873683125
114,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,9.96,13.592000073068661,12.088614323251443
115,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,9.96,11.779210267843634,12.299658611063695
116,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,2,10.0,13.984077406240843,13.896995395061584
117,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,2,10.0,16.50708316871355,13.885816000915291
118,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,2,10.0,13.633535553106672,13.77201749924535
119,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,2,10.04,18.54046247969458,14.629055167701514
120,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,2,10.04,18.7464642824455,14.864482931978289
121,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,2,10.04,15.000123430004198,14.230841250971665
122,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,2,10.04,18.251510487220397,14.68613204721069
123,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,2,10.04,18.441044656453258,14.764247338082548
124,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,2,10.04,14.895660213930391,14.170243065625826
125,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,9.96,9.530409228122641,12.07371885833239
126,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,9.96,9.11040581670368,12.068225082015962
127,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,9.96,8.896108662469361,12.245391625014125
128,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,9.96,10.307726614368091,12.316201038239381
129,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,9.96,9.548223254149047,12.195667214684194
130,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,9.96,9.700754851842852,12.069965550550993
131,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,9.96,8.700509364322205,12.063974075511927
132,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,9.96,8.746788869298811,12.241487812552375
133,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,9.96,10.365847759795628,12.318371906727668
134,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,9.96,9.527009773545549,12.205935659797365
135,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,10.0,8.657213288658506,11.353318918231457
136,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,10.0,8.882074921759694,11.516985618359811
137,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,10.0,10.460357261038276,13.15842088955404
138,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,10.0,10.711827939687943,12.530936913236278
139,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,10.0,11.556229538303548,13.817045718297274
140,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,10.04,7.819663792985945,10.384994785408319
141,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,4,10.04,8.541770311325617,10.636937904368484
142,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,4,10.04,12.196214272911055,13.223262884077
143,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,4,10.04,10.78259544161795,12.10091180554694
144,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,4,10.04,13.469570579041614,14.531831902354561
145,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,10.04,7.7459748006982485,10.348346472972228
146,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,10.04,8.570765761651405,10.688767865869531
147,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,10.04,12.267582310219103,13.223065897701085
148,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,4,10.04,10.710580287200484,12.040074515906422
149,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,4,10.04,13.26613172990448,14.46987713803213
150,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,9.96,13.812200435419864,12.351961345797807
151,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,9.96,16.2840904699137,12.606252022469711
152,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,9.96,14.100546931407528,12.140976548650773
153,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,9.96,13.765812086681839,12.345560900424406
154,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,9.96,16.32231130542422,12.607746881301036
155,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,9.96,14.15293571714989,12.147761432048203
156,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,10.0,18.592255330136524,13.804682957331675
157,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,10.0,18.36267410001385,13.397497915370176
158,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,10.0,16.917056489775792,13.814228389741467
159,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,10.04,19.38905128528254,14.236565227179865
160,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,2,10.04,17.516431450402315,13.120581474787478
161,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,2,10.04,18.55029928102969,14.623360914070604
162,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,2,10.04,19.146928910807727,14.210375472643037
163,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,2,10.04,17.43620127695737,13.10627429637183
164,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,2,10.04,18.556226960212832,14.652556868063712
165,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,2,9.96,6.630375941831604,12.269667891459903
166,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,2,9.96,17.520535882436917,12.772733769612534
167,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,2,9.96,13.754974292789775,12.128552520264746
168,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,2,9.96,14.918730721327025,12.285876754778736
169,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,2,9.96,13.892173174629862,12.331935688372655
170,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,2,9.96,6.90694674716135,12.264046666380308
171,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,2,9.96,17.55605775811284,12.779574506576685
172,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,2,9.96,13.709102000216687,12.132659286779177
173,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,2,9.96,14.955626619181606,12.282604929275408
174,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,2,9.96,13.953204328990786,12.332047089384828
175,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,2,10.0,7.730965593324209,13.625627975559562
176,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,2,10.0,19.511739222714905,13.289083762607612
