trial,active_rl_min_db,total_rl_min_db,passive_rl_min_db,corrected_vs_target_max_abs_delta_s,joint_gate_pass
58,12.678366346619562,13.513556113864293,16.47233385785324,0.03920637660252948,1
59,12.805650552708464,13.707560281339015,16.320569438261227,0.03544366350216164,1
60,13.237516434818712,13.761058017614536,16.263242055038692,0.04325124003702102,1
61,12.994177092076413,13.552511296080738,16.302334867681843,0.04489517792241178,1
62,12.910046929378831,13.797964331394354,16.364756227515603,0.04084354845482892,1
63,12.812226513357402,13.458416026854074,16.233271542616343,0.03160639171851467,1
64,12.761244482722736,13.843588415710462,16.18182750758121,0.04025289586413946,1
65,13.215532741822248,13.768086060950004,16.283643160704415,0.037364244923368414,1
66,13.013260326587313,13.604522730215564,16.383798956858925,0.03732649768115929,1
67,13.320656717128465,13.687770768917176,16.34823548292454,0.038963351488307846,1
68,12.91430243063564,13.906231937846513,16.286955065980464,0.0374368627357046,1
69,13.03648623060253,13.738431580310824,16.30774118079891,0.03688113659890172,1
70,12.677207326883952,13.91471879096876,16.347960872631774,0.041277807113671766,1
71,12.864305638806968,13.4416589154653,16.273071386061034,0.03902865030085,1
72,13.289579893951238,13.697190513489033,16.18477714814911,0.04363975902181244,1
73,13.210614523722262,13.69644424764871,16.424446287868946,0.038630951281041555,1
74,13.112824544844795,13.762937710615459,16.385102935773958,0.03740268032777653,1
75,12.560298536234038,13.478478356126528,16.277976495304152,0.037027221159328105,1
76,13.087725339511334,13.60295879165758,16.33772516961715,0.033118825935036754,1
77,13.1843644964657,13.74411740211266,16.259727355918272,0.04271694667476815,1
78,12.932356074169327,13.640894811644895,16.359673462179327,0.034952008176093896,1
79,12.558121967137945,13.179263151160779,16.231630274278793,0.04174101735472004,1
80,12.96181331741642,13.631113085051274,16.220659177443537,0.04026376806690274,1
81,12.734027690931951,13.853690688000666,16.323272988000344,0.04456849714312117,1
82,12.916271703285119,13.829335410980793,16.22692450758597,0.039844740867917866,1
83,12.909052483526116,13.55003617688962,16.449659016271326,0.04255497640169096,1
84,12.892565980041581,13.509704438768148,16.296645557590374,0.04227905049511148,1
85,13.013292689070681,13.571096489593018,16.294045238561402,0.04474346732971181,1
86,13.12401213094494,13.767247677939649,16.30899627417312,0.04109843080139665,1
87,13.051032471798944,13.724428994599883,16.276010751907666,0.042039294124737024,1
88,12.802071159127639,13.673215525120778,16.189020810536036,0.038502052326279235,1
89,12.981486813853213,13.599202919594148,16.305095772922463,0.03339909604636106,1
90,13.185271765009485,13.765359032656967,16.242267249769604,0.037063914604970306,1
91,12.994084159364075,13.870990554103093,16.3362988053237,0.03756467040063872,1
92,13.235741549693573,13.670865572479281,16.17295279787185,0.04151280705623989,1
93,13.085485749354124,13.649669032905559,16.388583456041786,0.04565843108170986,1
94,12.831863254960025,13.42134937214173,16.211868323168822,0.04975281638184367,1
95,13.104238212859823,13.60907765268765,16.315713725973026,0.03940668694769863,1
96,12.92833994090044,13.770611034558788,16.260961303651737,0.038637680080034736,1
97,13.03108288778726,13.674634239195866,16.325025162490377,0.039943064484990014,1
98,13.022771910385577,13.582973176131558,16.214507306790967,0.04207498216991341,1
99,13.088044794773815,13.578319851863405,16.23517695179547,0.03993734439625212,1
100,12.929924624614934,13.518536826805379,16.228800904380726,0.03303610755161728,1
101,13.138718217700301,13.773010626171933,16.317101154939916,0.041856204880070774,1
102,13.007906332305234,13.69998275206992,16.175622754265646,0.03619743218937106,1
103,12.92406911208066,13.998748927354708,16.260955425274616,0.04085363295599249,1
104,12.851576665564268,13.82277702882951,16.46977606067744,0.03556775558186346,1
105,13.020813070177887,13.753365036972603,16.347606590124705,0.04004450254603097,1
106,12.54447305876128,13.839008280403382,16.19499753383672,0.03917171730765767,1
107,13.252071258633425,13.8939851919455,16.383465550393066,0.038326358476860514,1
108,12.998057864830997,13.856021067363367,16.273587792613814,0.03556363594814711,1
109,12.871573644238348,13.51311712535331,16.185711709798305,0.035239231648566245,1
110,12.929172057305017,13.79584941206868,16.306377355144225,0.045393537682065555,1
111,12.705034159280258,13.778156371959906,16.25731006178966,0.03733326128654063,1
112,13.044395153761448,13.897697505729523,16.365071544916027,0.040222551497958364,1
113,13.16977934538385,13.906063127397484,16.423811650447547,0.03860292120075987,1
114,12.991509514996666,13.724421007930655,16.247913558088268,0.03552104109144984,1
115,13.150256465962398,13.594592997705083,16.220529520763513,0.04246063991998633,1
116,12.924942464678825,13.505683591395991,16.3349068900877,0.03558325341479862,1
117,12.924317642788237,13.583893032112409,16.25814342806379,0.0354015690252433,1
118,12.866805131758987,13.546730364327917,16.386266904784193,0.03679409913725797,1
119,13.000435579370794,13.817154338296584,16.366104338850533,0.03975181259283934,1
120,12.39409262131919,13.626074044090066,16.135103890914085,0.042121322886535584,1
121,12.93906729639974,13.543422582747013,16.1944381014942,0.04098870080327494,1
122,12.89928806211231,13.623900715838138,16.277663140313578,0.03307475189800114,1
123,13.215609006244193,13.837269551146154,16.433715466432467,0.04170882192768999,1
124,12.980156558076493,13.559508533775748,16.371186036051967,0.03818153634440734,1
125,12.737351764040731,13.33947940104375,16.16885774734194,0.04038835328555218,1
126,12.925454550124098,13.745737083588942,16.1966451680208,0.035618441305220835,1
127,12.796503861634958,13.64291043902999,16.396129264273746,0.03347251556676211,1
128,12.970829896418692,13.83517939579939,16.340987206932194,0.043196448527706204,1
129,13.111435407019602,13.824840504834231,16.398653170175187,0.04112174388853933,1
130,13.122083320813733,13.679198159452483,16.35046307555413,0.036110698518755265,1
131,13.185059164776403,13.719267203319937,16.249700742754918,0.042534594025431055,1
132,12.989932983966746,13.722261009052765,16.17104238016998,0.03463811992478491,1
133,12.929825812981724,13.585223457652775,16.13124822915533,0.03906936337314821,1
134,13.068460524665127,13.593752967728268,16.24277511702289,0.036500559259706675,1
135,12.313371849336779,13.541999444015861,16.330370244433027,0.03425557068563289,1
136,12.997878202951235,13.700123532545076,16.316515932253864,0.04076947714054997,1
137,13.166630461622466,13.70943826744342,16.295329303739333,0.0380585149791762,1
138,13.068192022841735,13.53952130486736,16.313355338209846,0.035895141286187295,1
139,13.202538353030919,13.789582084147376,16.22101867998913,0.035934992784797136,1
140,12.856026729858483,13.609822139437282,16.561365610583234,0.035285867363406005,1
141,12.902572561436825,13.649839720870416,16.2564410194991,0.0331406815680773,1
142,13.042576472800071,13.5970393725724,16.291232596747648,0.0423642611169096,1
143,12.880176975488205,13.564383206242184,16.22036576829532,0.03345710758888852,1
144,12.636102253009355,13.509281270646243,16.34488472147497,0.044677139853640045,1
145,13.070694515954797,13.614815854469073,16.292711155268403,0.03934911566960698,1
146,12.721005248215207,13.77625847048728,16.326623907867436,0.04088899649478559,1
147,13.160429005936871,13.690838919938033,16.38125326731984,0.036326556599981304,1
148,12.983620095333803,13.692169657063484,16.371834125462236,0.03702809855597398,1
149,13.072463195270698,13.702344230391905,16.27947373443438,0.034196951728102595,1
150,13.215384439692459,13.662710604250838,16.327597347464955,0.03832972031197094,1
151,13.154593945763835,13.777759506676002,16.419297936639698,0.04113154569420549,1
152,13.109607776878093,13.639562276932285,16.39165384435977,0.034032195001927106,1
153,12.906079597961726,13.741938275692206,16.252405650804597,0.0349487472034595,1
154,13.1694949851649,13.664859694437872,16.334255364251824,0.03947479016501201,1
155,12.867899905864022,13.628958523710605,16.335499194207724,0.05197304785649677,0
156,12.993415045210185,13.585932185504085,16.358195090177414,0.03683703858998246,1
157,13.190824149984955,13.688692590850973,16.412482992287494,0.040214780365158465,1
158,12.694244763845541,13.771872769554967,16.230194630239506,0.04400300528338733,1
159,13.122201123311756,13.629674434542377,16.350810698881816,0.03654738369847425,1
160,13.10258953524259,13.67857012639429,16.437328583415727,0.03313169920768767,1
161,13.032531033837147,13.907069567408863,16.398690495253962,0.041879675495131816,1
162,12.967412466799724,13.706866842004413,16.4628180394249,0.03561013341734132,1
163,12.91677598829973,13.48843256397788,16.047953976391213,0.03861405689043094,1
164,12.451351359841794,13.706349077734338,16.346119397573418,0.0418323718508369,1
165,12.856007459368342,13.583882757267393,16.314469707889845,0.037831974196034235,1
166,13.237911461112954,13.711063848638023,16.359817730843428,0.036874061354221686,1
167,13.039426072949436,13.527549917687393,16.34016568881849,0.03672273304240186,1
168,12.894270323755595,13.557927807452444,16.403760301025446,0.05401705043255769,0
169,13.064354447667455,13.610336632627945,16.41716767636137,0.04173842239361756,1
170,13.04136095279861,13.663208900552542,16.47550070238673,0.044483180235514785,1
171,13.188110668327992,13.789380640436796,16.43932242963832,0.04541087339854373,1
172,13.0437047848938,13.707331554800383,16.276653827966477,0.03377212240738303,1
173,13.060868342515796,13.637576354251028,16.318332746319456,0.042642682338484145,1
174,12.775636377687507,13.650833321097064,16.404438856017663,0.035303569278180215,1
175,12.344476309412332,13.572751088848204,16.15920347177321,0.03883678309024586,1
176,12.940102056440775,13.590210445211596,16.24882062073868,0.03782106977011062,1
177,12.845334495553098,13.661404360876892,16.240884310164915,0.04484440966794983,1
178,13.197033250620066,13.688507913738611,16.249540287657013,0.043846754041481716,1
179,13.074262320725138,13.612635385832473,16.366958717684508,0.03368888583974434,1
180,12.776494425645808,13.510172251300487,16.33000370871264,0.038275423466510944,1
181,12.948347178443091,13.510501626078888,16.321564428322386,0.03683436722082952,1
182,13.132280769742428,13.75267157188361,16.43906186359752,0.04192753635787405,1
183,13.090066071567492,13.64887489529587,16.36303461074623,0.03374131481083371,1
184,12.869423429260365,13.54499599113176,16.38822130363899,0.0357628518467362,1
185,13.015053220628086,13.615109071123381,16.43857153350811,0.04732413615617657,1
186,12.28841915102816,13.114605459470265,16.147244582803225,0.042889907787354006,1
187,13.026730377889377,13.59831475492187,16.22399638498708,0.03702232152426235,1
188,13.280118032690883,13.731427368811435,16.235225478895547,0.0359338812132551,1
189,13.311458997058791,13.831996670132288,16.482267997591006,0.040772682154965434,1
190,13.076369285049992,13.745877551364211,16.38670896864142,0.0417959324934705,1
191,12.900273641208404,13.535398891760252,16.382551464098817,0.0348688122949704,1
192,12.884168375554538,13.472126798939957,16.281967868387962,0.041242368453092024,1
193,12.836438044802298,13.643583717804004,16.313227519103766,0.03744274616538688,1
194,12.78696841169613,13.730503852028988,16.232922108878125,0.036861469124947845,1
195,13.029719100412155,13.656148862430538,16.393492491196636,0.042281547372736594,1
196,12.663171276850614,13.374374116787182,16.25351764704825,0.035520033277104616,1
197,12.91651104174843,13.729875089663148,16.202458026881438,0.03356159032258799,1
198,13.12431629256453,13.762147102123368,16.502338045614497,0.039122330726769086,1
199,12.762063512737985,13.518248794245409,16.251310701713464,0.038433468254935696,1
200,12.818273667780293,13.500255955603688,16.33803882307966,0.038103679351869896,1
201,13.084102427004643,13.558274572759801,16.289352682954657,0.03876457668249187,1
202,12.776243799751414,13.607606979000337,16.255680435153174,0.03660370900071053,1
203,12.76364572051953,13.717156168543926,16.341523562244216,0.0382669965804688,1
204,12.938051674908257,13.647087038683313,16.11916516215438,0.04275293832770677,1
205,13.037191905744784,13.619598587318176,16.319573651604834,0.04267144800753718,1
206,12.798332017180032,13.530372890066616,16.32540309224034,0.036789934856627224,1
207,12.992243093229794,13.617713599579739,16.41354293446934,0.04503854364010673,1
208,13.01642342326494,13.5853194845342,16.332008143004842,0.04429499771463611,1
209,12.911655408027457,13.680575329914275,16.22224725217099,0.04159287055863653,1
210,12.96325275392655,13.626255381416028,16.48019102702228,0.03846990297917148,1
211,12.9402150839167,13.552474510098184,16.175381064068,0.04385693873116907,1
212,12.661554011899135,13.447442613664322,16.24504924437652,0.039997567613824565,1
213,12.867263692132996,13.670036033208477,16.341725852913374,0.04336633911960016,1
214,12.891627240933552,13.644853433973221,16.265132813914484,0.03837485583525885,1
215,12.963384450557697,13.814443922788575,16.337908828507576,0.038333622584132386,1
216,13.007669754079744,13.809712499352816,16.418051178134338,0.0362125257435114,1
217,12.704084402085003,13.385787236129001,16.123332254044772,0.03633818666607571,1
218,13.045194154560711,13.645625122579483,16.175253142797622,0.04864636415762603,1
219,13.219092810516118,13.867312304359682,16.558993504689788,0.046376196824638824,1
220,12.824540699176108,13.685070069339655,16.378782322288018,0.034895255757319665,1
221,12.989172864606271,13.574494816754603,16.312695798671417,0.03776800816353771,1
222,12.893956490381875,13.538586391577471,16.29117967733699,0.03729950000024998,1
223,12.911084248446969,13.614389645317262,16.13995551715531,0.03327746830176597,1
224,12.76051921284897,13.809424285157451,16.272964155840548,0.032792754009228674,1
225,13.199628097356396,13.70422595863445,16.367495720059267,0.037633498572997096,1
226,13.253843576137758,13.722245168388973,16.242448407238623,0.039325729195914844,1
227,12.880930032592097,13.500860009772648,16.484264033675785,0.035457218049980914,1
228,12.817521941315846,13.822223415557715,16.33639775209287,0.04388872441769294,1
229,12.966922241676675,13.715342007562882,16.15701102393262,0.0397945864677316,1
230,13.01345989484949,13.769407901948256,16.281681531843205,0.03731135053428051,1
231,12.768859459164542,13.71213318290536,16.2732417598616,0.03818242981138735,1
232,12.739305157962574,13.430517130731678,16.368166735547817,0.04114575900413614,1
233,12.85669109746191,13.550883494952625,16.229673856832243,0.03495510389138995,1
234,12.931396852336176,13.694790438595785,16.27564867998952,0.06284496863590225,0
235,12.850346796206173,13.641569009347315,16.578812560453432,0.03630122574264356,1
236,12.864065072348488,13.768681224421782,16.153028165937087,0.03913793567027036,1
237,12.683669315417376,13.562550721871375,16.232088889177156,0.031772437426118086,1
238,12.971258979221624,13.692990625210088,16.266244715161303,0.04000876407361406,1
239,12.767487108796146,13.712902967777772,16.433526279798564,0.03730999552078225,1
240,13.005626227425761,13.845896877156683,16.38726478759508,0.037131368788168306,1
241,13.176214335559568,13.72413173045825,16.50543400591593,0.04157786843874449,1
242,13.168762531662413,13.648716088047303,16.14118447110417,0.03477326915605043,1
243,12.839159412827556,13.65359971141318,16.325245158248663,0.03532065994154313,1
244,12.88549381622662,13.880598518328144,16.37098120685758,0.03763847805290641,1
245,12.866902044270326,13.843548298941958,16.328307871481012,0.03933107351048799,1
246,12.548500649250311,13.732817461620229,16.308841164836608,0.040156262445946195,1
247,13.031092962453314,13.722819043394566,16.30158433659822,0.037927782263924216,1
248,12.730425303558594,13.732301429288501,16.321583589361754,0.03455567707752613,1
249,12.886261440240133,13.602453856769523,16.190946071259326,0.0366890657042549,1
250,12.73009551705147,13.534770702159896,16.49221438668185,0.04186264603713779,1
251,13.31589576822891,13.716795675848143,16.310567361730584,0.04199367228799097,1
252,12.765436881687593,13.705193006075813,16.272002273933328,0.03854056780610558,1
253,12.860122049197528,13.718575942560769,16.394791976638075,0.03803973685961419,1
254,12.687456395983416,13.387398211540827,16.401647144708146,0.04079728942529948,1
255,12.994406025997451,13.513549153864455,16.26719842607776,0.03682604812596199,1
256,12.769665302507121,13.74180076150604,16.227934682516484,0.03565392408806276,1
257,12.767991016097849,13.431250770179176,16.25630231435123,0.04222419126446016,1
258,12.983329338208868,13.680875417596843,16.340244084258057,0.03697796097819677,1
259,13.008005729325596,13.557696127732484,16.249709935247555,0.03769989151737316,1
260,12.555915657277858,13.689451156700514,16.36848716564786,0.039353649443425016,1
261,13.00374775110652,13.657938056039269,16.452519515611193,0.03573455561219077,1
262,12.89525152047622,13.566608178414894,16.358146441879093,0.042079155858904135,1
263,13.033024863152589,13.57740815696026,16.279550837601317,0.04109079792604373,1
264,13.028058282415167,13.560864301477286,16.274595014442653,0.04131917795243683,1
265,12.795803940854116,13.726690465873766,16.29816097440358,0.03908225907615306,1
266,12.77206438345699,13.419333032105232,16.196380571660136,0.040368013253630305,1
267,13.024341379386328,13.702877991864701,16.261642820786598,0.035536819100086076,1
268,13.08059903965827,13.635288748980441,16.326224536475465,0.04115400810451037,1
269,12.857433729929744,13.669899755548764,16.370692221802614,0.040475512511816275,1
270,13.162053201803243,13.593493248817289,16.203214499323963,0.04030464261996179,1
271,13.140632720027526,13.812599940093289,16.297113832635233,0.03784810287597607,1
272,12.90893866409694,13.764334980756951,16.216542364155508,0.036039934410486064,1
273,13.07435113789886,13.903321755152655,16.185796268365472,0.040496423205087666,1
274,13.044842977521538,13.757493371284186,16.357015965333225,0.046741772515519565,1
275,13.10893071273102,13.632209682221974,16.3120458652867,0.04585438415887952,1
276,13.028315774835706,13.711989744471914,16.367406442309882,0.03691028262262364,1
277,13.063464722780546,13.792809465797376,16.235238985206017,0.03971703413435662,1
278,13.189282602378725,13.627223605584138,16.258412756003036,0.0347856453548296,1
279,12.805779115327187,13.602398577656666,16.28128271161041,0.04290492491854171,1
280,13.025176226479505,13.581545172015446,16.08664359805433,0.043901604983108564,1
281,12.974082619422537,13.82379202098576,16.319580953144733,0.03814325005168052,1
282,13.00652901439139,13.625816101855692,16.407832921437585,0.03964897406456167,1
283,12.941953406604139,13.69461585329029,16.368926520996986,0.041747288733646096,1
284,13.097067157029496,13.60534137280281,16.36003543751704,0.0450286714876996,1
285,13.120383094939106,13.755237917781571,16.369765709011293,0.03833461139062066,1
286,13.13026850825921,13.600803050699128,16.37136678184069,0.039026073421836775,1
287,13.015485175085013,13.553971984972424,16.445773450754327,0.03740851182348547,1
288,13.010149449241982,13.725824270886157,16.400780632088335,0.03829527172987006,1
289,12.698403752018802,13.628015745914222,16.21204589055036,0.039441377184254195,1
290,12.914926368641682,13.725033560435008,16.405392499900003,0.045190125127189375,1
291,12.671121822096136,13.356513110499726,16.221816233313113,0.0388590278380027,1
292,13.015313453928343,13.684420796843721,16.38841992655083,0.041324718019870525,1
293,12.8045382053397,13.781049626866741,16.27122323850419,0.03590020648455411,1
294,12.876815371939133,13.920317487569696,16.419965718265534,0.03891264313807545,1
295,12.708536777703168,13.803912031441213,16.546773825334768,0.04109428744460433,1
296,12.923891277453105,13.480145077880541,16.298107679111816,0.03972424950811514,1
297,13.00756274726104,13.615372574057591,16.339772946493063,0.036584205055762715,1
298,12.933156402350726,13.572567593273323,16.45390520081165,0.03319899191905343,1
299,12.79477201950905,13.734729967325212,16.239202226982663,0.03381397504865566,1
300,12.921548068235364,13.657666154731288,16.315035259337172,0.04674900603106392,1
301,13.138316950026823,13.638331479674191,16.282679873516543,0.03717676616887761,1
302,12.928736891084258,13.772308513796725,16.39814653964239,0.045522416193286584,1
303,13.081535680006915,13.62465703503899,16.239199848646194,0.035795452310992404,1
304,13.120374962596205,13.637790149262937,16.292655373613847,0.04295584219831303,1
305,12.764789011809112,13.803061201119213,16.26123564801463,0.0397127720790353,1
306,12.999665682631925,13.857914146536906,16.430946346532686,0.0399145175985575,1
307,12.912831288177749,13.729963036055231,16.231818803012622,0.03483964742521896,1
308,13.019855577245789,13.864035959213705,16.43234018661178,0.035743544719034744,1
309,13.116329161865455,13.744483701367605,16.144868530089227,0.03840213663077937,1
310,12.775795226991677,13.659520383990909,16.210978689363095,0.03556227906149659,1
311,12.944407470296868,13.532009014978211,16.25687149301981,0.04235535274346687,1
312,13.081459694729638,13.918037165285915,16.391282254041293,0.04364612663899458,1
313,13.04025887385716,13.755483072453721,16.241907381296848,0.036453336560911494,1
314,13.052353230385979,13.662099255930896,16.406259691958738,0.03639474215369163,1
315,13.28590201058747,13.705072200478233,16.294246831017393,0.03526976209950622,1
316,12.830920080800484,13.581854780028804,16.090758334333508,0.03784511754588192,1
317,13.02067713456503,13.618491027575846,16.282144649004053,0.04797236417712964,1
318,12.993656938462848,13.569413644294086,16.29981493384124,0.03795283210638473,1
319,13.136884205450807,13.665258644447185,16.14334438415815,0.041504156576790706,1
320,13.077538927295283,13.579475194674188,16.19536225967559,0.041867324923898254,1
321,13.013819658150773,13.65260750636629,16.39736034790367,0.035418751007148246,1
322,12.978310642073538,13.889381753360029,16.336509095703942,0.03658992816826538,1
323,13.047476369257174,13.584619630521733,16.31126307912423,0.042329670629423596,1
324,12.827646119976173,13.54831676828706,16.479713728907235,0.03510670783804102,1
325,12.85816249234263,13.472728727180272,16.327728401652184,0.04128157083994752,1
326,13.12622729580439,13.654374346973505,16.252156455431525,0.04025215133656763,1
327,13.088697395495767,13.52191987100618,16.274167690281338,0.03657873606123734,1
328,12.973600225904176,13.695434248237657,16.25121969881308,0.03580022136758497,1
329,13.007035172085304,13.604738876392561,16.310655053966048,0.037454427689956944,1
330,13.026600388369129,13.661039548830887,16.35652827252381,0.038070838992771826,1
331,12.908213059317754,13.630841410153911,16.242949931446436,0.03581187503162486,1
332,12.963426872515335,13.444467130251745,16.166781515500496,0.03563129816841998,1
333,13.213205626248044,13.680303460408638,16.40026720190357,0.0398567437894415,1
334,12.834003862069043,13.710100079385088,16.22106435907279,0.04507632006314429,1
335,12.782392902128048,13.570205068205357,16.243771201982746,0.038991060495987835,1
336,12.974446816561489,13.495449717179312,16.165804433907304,0.03718059652316626,1
337,12.915464416590169,13.741535333392852,16.191132213347604,0.03859074095314973,1
338,12.74806311645175,13.799309558296953,16.28627317072274,0.03805014817929081,1
339,12.921841755362527,13.513645888149481,16.33282392869525,0.04368354525442777,1
340,12.651360357998175,13.599882401061127,16.27771030987568,0.037595229032291726,1
341,12.710534126369835,13.664252299022914,16.23821713548624,0.039725638774716195,1
342,12.911145902378776,13.514733990149384,16.275251606834086,0.037214539889516146,1
343,13.019996448661324,13.7062332956505,16.473328702482085,0.03902737852137739,1
344,12.931687100706586,13.570014957136268,16.38017015989122,0.039232519570493354,1
345,12.886127520480361,13.594543999074416,16.243312848158563,0.0328596684233096,1
346,13.016466244676714,13.718620851398118,16.260886226223988,0.03649237094458553,1
347,13.065814007516654,13.762172087111182,16.297505946526933,0.042622029690792554,1
348,12.894441479058187,13.877721756389619,16.348347534529864,0.05009623795326771,0
349,13.280152033544777,13.848517684583324,16.309306211780648,0.04144025751231344,1
350,12.67999093553138,13.874466821334986,16.269727054359574,0.038238957749178584,1
351,12.646877553283689,13.587144955223458,16.053472168086028,0.04096524363167605,1
352,12.983909866481289,13.730137217470473,16.218332792723643,0.041417106232207505,1
353,13.127566908352645,13.644345810235059,16.349744656514407,0.04089408035664025,1
354,12.840972489450142,13.701078251213943,16.32442814558373,0.0443328954657945,1
355,12.851330198715242,13.585511832935431,16.4595935799254,0.03805766421774505,1
356,13.034057223806908,13.635109377879104,16.290831918108545,0.034601185726306986,1
357,12.525820254727716,13.62317582404785,16.308507531652285,0.046722554249605676,1
358,13.162273288531734,13.744011667989133,16.30339328174948,0.048927325455700166,1
359,12.806821712173358,13.476273469639615,16.32793286022846,0.04031314079033926,1
360,12.799479398530252,13.598889669727633,16.346632269072295,0.03708934082960545,1
361,12.900324287643826,13.611391107402602,16.293575216899555,0.034398636179073655,1
362,12.904510268361044,13.684817480137195,16.34787294584624,0.034463359275115464,1
363,13.259290913270165,13.726469948480833,16.227017466402806,0.037215042102597996,1
364,12.879911096716919,13.620120194097979,16.20901029608449,0.037803200483215914,1
365,13.015734191891394,13.83614055954123,16.34115086850747,0.04189009815096365,1
366,12.914089317372843,13.445773922473514,16.16066272791001,0.03731713059348443,1
367,13.018730860017646,13.520814190861008,16.208934194212187,0.03770873231926818,1
368,12.546325116813218,13.684462980819578,16.3932022430697,0.039389430092440114,1
369,12.868532228907943,13.434273316704903,16.3881981664418,0.035186144008946214,1
370,13.088371011659808,13.75634506314049,16.314490621383648,0.04176857875688164,1
371,13.110533270330135,13.56013667203549,16.269940670795243,0.04386139683166395,1
372,12.95560209274791,13.56682698153431,16.290042589632623,0.038433053492802634,1
373,12.974652188231023,13.673322652968524,16.29039668701751,0.037849884433153104,1
374,12.945412542932132,13.57561681851536,16.40921637113346,0.03583585998273707,1
