stimulus_index,sample_index,K,ratio,state_name,source_type,old_active_rl_db,new_active_rl_db,new_minus_old_active_rl_db,old_total_rl_db,new_total_rl_db,new_minus_old_total_rl_db
157,426102,2,0.699999988079071,nominal_identity,task,18.642057250941438,10.697359250381822,-7.944698000559615,13.578933516662863,9.346178532570494,-4.232754984092368
158,426102,2,0.699999988079071,nominal_identity,task,19.249312574938166,11.745640597536436,-7.50367197740173,15.028573580648509,10.632455096797404,-4.3961184838511045
175,426113,4,0.800000011920929,nominal_identity,combined,8.766162118915517,7.875541076368329,-0.8906210425471883,14.528887098290292,10.1329020960642,-4.395985002226093
176,426113,4,0.800000011920929,nominal_identity,task,18.373829125793517,10.638844447232387,-7.73498467856113,13.200470053122988,9.017014858550564,-4.183455194572424
177,426113,4,0.800000011920929,nominal_identity,task,18.98772347829737,11.836603450652383,-7.1511200276449856,15.092276462207117,10.706866623891248,-4.385409838315869
178,426113,4,0.800000011920929,nominal_identity,task,18.214455098444965,11.302129739870153,-6.912325358574812,14.603945594419145,10.36586982301828,-4.238075771400865
179,426113,4,0.800000011920929,nominal_identity,task,15.97866580737707,10.444263398284177,-5.534402409092893,14.408334041531388,10.129940602049473,-4.278393439481915
196,426105,2,0.800000011920929,nominal_identity,combined,8.8141411641427,4.659833848526728,-4.154307315615973,13.304000861592742,9.190327391142132,-4.11367347045061
197,426105,2,0.800000011920929,nominal_identity,task,9.005896218016186,5.622287625973379,-3.3836085920428074,11.721151850209832,7.150774166517366,-4.570377683692466
198,426105,2,0.800000011920929,nominal_identity,task,9.981057736275313,7.083098329434451,-2.8979594068408616,13.507593085185723,8.532384678211683,-4.9752084069740405
211,426109,2,0.6000000238418579,nominal_identity,combined,10.820951489517842,5.6180384098552425,-5.2029130796626,12.746911305251984,7.775079769926609,-4.971831535325375
212,426109,2,0.6000000238418579,nominal_identity,task,10.529841819345037,6.3595260156966615,-4.170315803648376,11.901813922521798,7.2538990064874875,-4.647914916034311
213,426109,2,0.6000000238418579,nominal_identity,task,11.4700328397346,6.31093228954744,-5.15910055018716,13.291536065351824,8.082697228511801,-5.208838836840023
230,426110,4,0.699999988079071,nominal_identity,combined,6.226685268937393,3.148625581942727,-3.078059686994666,11.287380878156643,6.852090328315258,-4.435290549841385
231,426110,4,0.699999988079071,nominal_identity,task,7.894989695370411,4.729671669370631,-3.16531802599978,11.328829320990476,6.811595816815386,-4.51723350417509
232,426110,4,0.699999988079071,nominal_identity,task,10.66649193219008,7.830961117008676,-2.8355308151814045,13.086393418358526,8.17338152177638,-4.913011896582146
233,426110,4,0.699999988079071,nominal_identity,task,10.231910697534012,6.543875837643975,-3.6880348598900365,12.445188399482571,7.45201040950603,-4.993177989976541
234,426110,4,0.699999988079071,nominal_identity,task,12.349307816560898,7.990438730826069,-4.358869085734829,14.199869171385963,9.487572557947953,-4.71229661343801
251,426102,2,0.699999988079071,nominal_identity,combined,10.198654780572706,6.161614694762886,-4.037040085809821,11.575108686478096,6.921441113516055,-4.653667572962041
252,426102,2,0.699999988079071,nominal_identity,task,8.520893820685636,5.045619512728536,-3.4752743079570996,11.246331948595675,6.736532306081823,-4.509799642513851
253,426102,2,0.699999988079071,nominal_identity,task,9.863094519678594,6.148892527787817,-3.7142019918907767,12.09446059312887,7.269598787704586,-4.824861805424284
270,426113,4,0.800000011920929,nominal_identity,combined,9.89663156992928,5.810773969627004,-4.085857600302276,11.597340607105632,7.081497718802207,-4.515842888303426
271,426113,4,0.800000011920929,nominal_identity,task,8.599753753018225,5.2763230569729815,-3.3234306960452438,11.297388624425768,6.760287670629221,-4.537100953796546
272,426113,4,0.800000011920929,nominal_identity,task,9.716954818341522,7.5892220085572415,-2.1277328097842805,13.169082637192721,8.203751537079997,-4.965331100112724
273,426113,4,0.800000011920929,nominal_identity,task,9.801531802878747,6.244367701255696,-3.5571641016230515,12.56211304920331,7.543453120486632,-5.018659928716678
274,426113,4,0.800000011920929,nominal_identity,task,11.446433916165098,7.199760138346177,-4.246673777818922,12.687660639574625,8.277349550728786,-4.410311088845839
