stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,active_rl_db,total_rl_db,incident_power,accepted_power,radiated_power_from_eep,integrated_accepted_to_radiated_efficiency,integrated_transducer_efficiency
19,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,9.911399118578263,11.939854115386279,1.0000000002717977,0.9360243677256541,0.8972537153048066,0.9585794411367172,0.8972537150609351
20,2,corner,14,14,0.4495838273688229,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,12.420975932061411,12.125307412394427,1.0000000225421015,0.9386987812653984,0.8957891952652914,0.954288226578644,0.8957891750723209
30,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,3,8.902845903547492,11.370461570862393,0.9999999980044532,0.9270619994321315,0.885974712415323,0.95568010872846,0.8859747141833271
31,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,3,5.944617986949491,9.732939685761638,0.9999999781919056,0.8936576848436962,0.8575507154172982,0.959596420375758,0.8575507341188456
32,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,3,7.850796181558849,10.438708791958053,0.9999999986779697,0.90960818088037,0.873940027233674,0.9607873429500444,0.8739400283890492
33,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,3,8.01088789340927,11.22109686996681,0.9999999624993763,0.9245098110400737,0.880839615875215,0.9527639462087161,0.8808396489072512
34,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,3,6.0429125376175,10.383542787233417,0.9999999945790445,0.90845265690536,0.8742096265540773,0.9623062026501948,0.8742096312931288
35,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,3,9.011353793999094,11.343285924471784,0.9999999830460127,0.9266041506617599,0.8860252574463748,0.956206873035908,0.8860252724680361
36,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,3,5.866163613606179,9.746272737501544,0.9999999777015285,0.8939836597798843,0.8573499117560173,0.9590219042338124,0.8573499308736103
37,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,3,7.642990403452254,10.382588883418737,1.0000000032237293,0.9084325546835221,0.8730303765576056,0.9610293819355143,0.873030373743192
38,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,3,8.041989102651769,11.190204937637233,0.9999999673758949,0.9239709299535088,0.8809207578414846,0.9534074387879385,0.8809207865807369
39,2,corner,14,14,0.4495838273688229,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,3,5.893147596100326,10.313664935375595,1.0000000161948892,0.9069677685663396,0.8731028811520203,0.9626614212897001,0.8731028670122161
55,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,10.241538505390208,11.39823572607411,0.9999999816286991,0.9275269515540279,0.8894303908553663,0.9589267345441203,0.88943040719536
56,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,9.276108132399926,11.865801347403803,1.0000000145052983,0.9349241611900523,0.8949113132186091,0.9572020388043974,0.8949113002376538
57,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,10.706273284230559,12.60648292743821,0.9999999877691665,0.9451278725282996,0.9052396958111073,0.9577960000158625,0.9052397068829434
58,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,10.25128759350632,11.363513172324662,1.0000000003444358,0.9269452126610319,0.8888818565101169,0.9589367789692289,0.8888818562039541
59,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,9.301467761784467,11.820055722290515,0.9999999752638948,0.934235036959671,0.8942529512045077,0.9572033972465012,0.8942529733248432
60,2,corner,14,14,0.4495838273688229,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,10.712642754303022,12.580070251535211,1.0000000271653038,0.9447931747715205,0.9049392576561262,0.957817310518747,0.904939233073177
70,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,3,4.249499800600157,10.660650923027983,1.0000000002675788,0.914111522072542,0.8701755394670674,0.9519358617142691,0.8701755392342269
71,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,3,4.7048976321460785,8.977742841207835,1.0000000042132202,0.873460619703966,0.8386094480305271,0.9600998935873597,0.8386094444972808
72,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,3,5.7363274645489115,10.143776649794319,1.000000005646057,0.9032563848723639,0.8664701006884483,0.9592737070005725,0.8664700957963088
73,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,3,4.420917228791925,9.49340768076261,1.0000000140924048,0.8876277223490923,0.8486135254302427,0.9560466669341973,0.8486135134712376
74,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,3,1.6432306665769842,9.642923224804692,1.0000000583160982,0.8914305920424811,0.8492287483705581,0.9526582954986675,0.8492286988468539
75,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,3,4.03161725974015,10.747265008130979,0.9999999989816175,0.915807480922402,0.8715466567312893,0.9516701652769497,0.8715466576188572
76,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,3,4.704047958733275,9.003859903352959,1.000000029621376,0.8742193252260688,0.8391478490862271,0.9598825201779057,0.8391478242295138
77,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,3,5.725677033267323,10.198470828205455,0.9999999999994902,0.904467109727749,0.867572909014182,0.9592089084094253,0.8675729090146244
78,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,3,4.51770719452252,9.56331138436165,1.0000000172721526,0.8894219820384387,0.8498047847979417,0.9554573666487313,0.8498047701199841
79,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,3,1.6005626311990429,9.669338849867046,1.0000000028911433,0.8920889037125119,0.849895283240027,0.9527024489410281,0.849895280782858
95,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,7.424789564191134,9.733899952298831,1.0000000090576129,0.8936812231241956,0.8657396817347381,0.9687343309152481,0.8657396738932033
96,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,7.061309501847212,10.441980655719034,0.9999999899821335,0.9096762462124605,0.8803109534752454,0.9677189628073934,0.8803109622940831
97,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,6.968825486117164,9.899843406821383,0.9999999807053792,0.8976669937067355,0.8548711463851066,0.9523254752356305,0.8548711628795216
98,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,7.741333257704113,9.688312751847501,0.9999999663461072,0.8925592957844967,0.8651354652570654,0.9692750603159338,0.8651354943722426
99,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,6.6897721366522465,10.34573572827269,1.000000006430225,0.9076522327430703,0.8785150607338443,0.9678983084510587,0.8785150550847949
100,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,6.970923296803528,9.844206275661277,1.0000000030390794,0.8963476003140742,0.8543197381516157,0.953112093848712,0.8543197355552701
110,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,2,12.601442081067695,10.294432925146316,1.000000022216154,0.9065548826233182,0.8603592721179593,0.9490426764106309,0.8603592530040856
111,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,2,12.307662295421585,12.04318738436019,0.9999999938572641,0.9375285909528622,0.8950384898898788,0.9546786077000613,0.8950384953878638
112,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,2,11.744990614378658,10.16083429521802,0.9999999882222649,0.9036356007164299,0.8637009480087541,0.9558066850442651,0.8637009581811952
113,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,2,12.616461441883413,10.273708158082389,0.9999999615756155,0.9061078367429329,0.8595787332231436,0.9486494855987104,0.8595787662519285
114,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,12.418058000870257,12.097787744220895,1.0000000071521071,0.9383090897466463,0.8954155980911767,0.9542863944043734,0.8954155916870684
115,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,11.781945202642987,10.183244268805339,0.9999999713281917,0.9041315533566439,0.8640271889023823,0.9556432199436335,0.8640272136756049
125,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,8.28638906071127,10.539966104792045,0.9999999778115645,0.9116913005126075,0.881874208796334,0.9672947502082027,0.8818742283637435
126,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,8.889123375599846,9.842488241394868,1.0000000295515796,0.8963066119036505,0.8701221329247697,0.9707862481084816,0.8701221072112869
127,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,5.823036537646117,9.55095248050419,0.9999999856704088,0.8891068291264329,0.8588963288851639,0.9660215181667747,0.8588963411927973
128,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,8.554818678686777,9.803283009629709,1.0000000077196287,0.8953662789254917,0.860000440034942,0.960501261078325,0.860000433396058
129,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,6.512280797435666,9.886170125244547,1.000000016434663,0.8973443339600935,0.8641138749575928,0.9629679959577496,0.8641138607561728
130,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,8.167431740045973,10.424695262067738,0.999999951576783,0.9093159965752561,0.8792677121687352,0.9669550689532668,0.8792677547457085
131,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,8.78218716151904,9.854470463542487,0.9999999607279701,0.896592246927904,0.8703878778381152,0.9707733708610846,0.8703879120200153
132,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,5.866616346193703,9.545607918759892,0.9999999895954824,0.8889702800738757,0.8587561735497065,0.9660122422521725,0.8587561824846502
133,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,8.56909781922424,9.740413869462675,1.0000000194538026,0.8938405788231414,0.858107742567271,0.9600232557097403,0.8581077258738127
134,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,6.46968430717335,9.856124588839359,1.0000000374534292,0.8966316937831711,0.8637129396555159,0.9632862028457184,0.8637129073065056
150,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,12.796240642717425,10.471066241007158,0.9999999876036433,0.9102791394312423,0.8598670077568749,0.9446190410274965,0.8598670184160931
151,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,9.706472749409066,11.549592673673468,1.0000000141335144,0.9300092493934822,0.8911561125332297,0.9582228489817805,0.8911560999380621
152,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,11.832101225431408,12.374209978061117,1.0000000263726445,0.9421132968361484,0.9007643093866381,0.9561103875846243,0.9007642856311018
153,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,12.81048391274653,10.488930673428573,0.9999999981334876,0.9106474521134849,0.8602502259757073,0.9446578080015349,0.860250227581375
154,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,9.662787259767407,11.598380596998314,1.0000000171289658,0.9307911169567289,0.8918431036809812,0.9581560109822596,0.8918430884046314
155,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,11.766478406438727,12.39790780314516,0.9999999732378886,0.9424282527702296,0.9012062549454382,0.956259802585904,0.901206279063621
165,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,2,19.86136122888718,17.286067606575184,1.0000000487074787,0.9813193437828927,0.9310600821011842,0.9487839896358674,0.9310600367515972
166,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,2,9.538927977589434,11.282141616830042,0.999999947489487,0.9255634695867564,0.8851154841161463,0.9562990688378515,0.8851155305940169
167,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,2,12.029633259850026,12.027264253956924,0.9999999749809734,0.937299105435161,0.8957112450722499,0.9556301076980084,0.895711267482074
168,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,2,13.48247591033262,11.7841887912974,0.9999999470452605,0.9336896309938247,0.8806979520571436,0.943244867268927,0.8806979986942767
169,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,2,14.12037583140296,13.506576029793884,0.9999999840730408,0.9553992106278636,0.9011710209153421,0.9432402820629461,0.9011710352682564
170,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,2,21.366140164478256,17.287159601635274,1.0000000184375815,0.9813240105858607,0.9309993004585182,0.9487175391771998,0.9309992832931431
171,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,2,9.58431680732419,11.21290661364503,0.9999999869225471,0.9243673342093337,0.8839547852617791,0.9562808556166452,0.8839547968216562
172,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,2,12.014436560329042,11.951121388200058,0.9999999954023491,0.9361901254979771,0.8946984954377799,0.9556803378607235,0.8946984995512913
173,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,2,13.455216457274204,11.713585801700187,0.9999999305755563,0.9326028026717236,0.8797518009169262,0.9433295700984495,0.8797518619932099
174,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,2,14.081114470898061,13.423860860048197,0.9999999631408896,0.9545415890786633,0.9003071542167371,0.9431827429182275,0.9003071874012591
190,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,5.578522738210774,10.61175796139455,1.0000000211574307,0.9131391435372683,0.8653183201429157,0.9476302995739434,0.8653183018350037
191,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,6.641531706560092,11.062430301225227,0.9999999742107306,0.92170084021902,0.8944609641029362,0.9704460765061135,0.8944609871704315
192,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,6.519065232510961,9.976192569594183,0.9999999800785391,0.899450290447408,0.8595441631815328,0.9556327595980597,0.8595441803049086
193,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,5.5752307451317,10.57698281285794,1.0000000336121564,0.9124408440142475,0.8645089276414244,0.9474684669288274,0.8645088985834161
194,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,6.768592463050895,11.112545903539736,0.9999999916112308,0.9225991993618737,0.8949703994409467,0.9700533016503409,0.8949704069486469
195,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,6.5606780522366765,10.033130689702254,0.9999999787189046,0.9007599407436699,0.8604095638006398,0.9552040725637546,0.8604095821110983
205,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,4,6.297459349637437,10.526706084430781,0.9999999818871066,0.9114212652655796,0.8811175970427804,0.9667511946696031,0.8811176130023698
206,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,4,6.52899768221551,10.364532896888186,1.0000000012309072,0.9080510646503595,0.8794800700255327,0.9685359163850242,0.8794800689429745
207,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,4,7.540183423294665,9.902982577134447,1.0000000324247307,0.8977409818097246,0.8650112042219481,0.963542070317657,0.8650111761741937
208,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,4,6.011875363823495,10.550464233256633,0.9999999941898214,0.9119045247511934,0.8813727874928061,0.9665187128370509,0.8813727926137395
209,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,4,6.346611447336024,10.368020437354035,0.9999999819357094,0.9081248557826166,0.8793976586346888,0.9683664674906725,0.879397674520384
210,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,4,7.328925202263402,9.964843028860775,0.99999999547652,0.8991871912899497,0.8661619704656547,0.9632721405017814,0.8661619743837211
220,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,4.002066610070501,9.63083917944287,0.9999999965768023,0.8911280267844115,0.869716695323702,0.9759727774044195,0.8697166983009142
221,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,8.607716640760742,10.323797465085399,1.0000000181914661,0.9071845710176611,0.8775374514466099,0.9673196386730941,0.8775374354829174
222,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,7.586232053651321,9.398238924863499,0.999999993222801,0.8851380644901129,0.8543659841667158,0.9652347113315893,0.8543659899569241
223,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,8.703997923372544,11.069790644455697,0.9999999968334182,0.9218334486244566,0.8874954087268305,0.9627502777764632,0.8874954115371573
224,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,4.711538473774015,9.399454079553662,0.9999999932736321,0.8851701983734434,0.8579251874825571,0.9692205962865099,0.8579251932532775
225,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,4.010796138382366,9.618759251179355,0.9999999547542189,0.8908247399108924,0.8694999402143097,0.97606173387291,0.8694999795555154
226,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,8.689109400123655,10.288740951319802,1.0000000359956305,0.9064323432469994,0.8770999581863578,0.9676397413671627,0.8770999266145929
227,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,7.557693826134431,9.356849467912461,0.9999999872567706,0.8840381606445226,0.8536868310602606,0.9656673988347586,0.8536868419389878
228,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,8.652553863039925,10.997730979703315,1.0000000286093995,0.9205256914494104,0.8868458540706706,0.96341238740908,0.886845828698544
229,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,4.538058259345929,9.36898172310075,0.9999999710559893,0.8843616399979586,0.8574851706255241,0.9696091868339105,0.8574851954445848
245,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,7.609867647978922,10.006344257790904,0.9999999945768386,0.9001459704047975,0.8741327271883435,0.9711010835223138,0.8741327319289063
246,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,4,8.688381171171644,9.659174589277459,0.9999999777490023,0.8918360295723011,0.8660827975081629,0.9711233554036959,0.8660828167793696
247,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,4,6.3598166516760655,9.849743977511515,0.9999999725334148,0.8964796562254627,0.8701618209498121,0.9706431316172203,0.8701618448501865
248,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,7.487048611479152,10.037053416395377,0.9999999776359019,0.9008495369890682,0.8745682275684923,0.9708260832231578,0.8745682471274224
249,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,8.517583851310008,9.682492849066463,1.0000000038114656,0.8924152533804041,0.8664706638968789,0.9709276714116563,0.8664706605943557
250,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,6.274244168779715,9.891203893427042,1.0000000101462638,0.8974632442995691,0.870824750713802,0.9703180116233537,0.8708247418781845
260,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,8.699306174110484,9.686241230621047,0.999999986704681,0.892508054100454,0.8637201912552666,0.967744982565785,0.8637202027387021
261,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,4,6.441261794260939,10.369058590489654,0.9999999879882565,0.908146820814773,0.8804634824238604,0.969516670921035,0.880463492999762
262,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,4,7.741170694184919,9.284612857875526,1.0000000391269073,0.8820932721224363,0.8495837855592916,0.9631450691320631,0.8495837523177069
263,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,4,6.578366844550992,10.5827208197604,0.9999999713914087,0.912556396227642,0.8816885584327134,0.9661743231185151,0.8816885836565818
264,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,4,4.67613260322244,9.468733127071818,1.0000000324301637,0.8869874754090856,0.8638604546628336,0.9739263277245424,0.8638604266476986
265,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,8.69772809909903,9.669992853418432,0.9999999874669172,0.8921051390487551,0.8637034129855137,0.9681632524911514,0.8637034238103802
266,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,6.382322962385154,10.384073587471239,1.000000005723795,0.9084638553782345,0.8809957885424646,0.969764271111993,0.8809957834998253
267,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,7.730932250817309,9.252713331099573,1.000000007670711,0.8812240145904298,0.8490406770661129,0.9634788237820835,0.8490406705533673
268,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,4,6.4778303994092745,10.493979258537268,0.9999999786347309,0.9107512445238828,0.8807940207208925,0.9671071283370564,0.8807940395392942
269,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,4,4.64179663353381,9.42066200509416,0.9999999695891644,0.8857295594155595,0.8631503607089979,0.9745077958993935,0.8631503869581224
6,2,corner,14,14,0.4495838273688229,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,3,3.3715721192444454,10.860119687562717,1.000000007836031,0.9179671135424493,0.8705341353726241,0.9483282380489857,0.8705341285510918
