branch,source_run,case_id,relative_permittivity,loss_tangent,top_substrate_thickness_mm,feed_substrate_thickness_mm,substrate_thickness_mm,coax_drop_mm,copper_thickness_mm,patch_width_x_mm,aperture_width_y_mm,aperture_offset_y_mm,feed_line_width_mm,grounded_via_fence_enabled,grounded_via_radius_mm,grounded_via_pitch_mm,grounded_via_edge_inset_mm,air_padding_mm,local_mesh_max_length_mm,adaptive_refinement_percent,maximum_passes,spacing_x_mm,spacing_y_mm,patch_length_y_mm,aperture_length_x_mm,open_stub_length_mm,build_return_code,solve_return_code,memory_aborted,free_memory_gib_before,minimum_free_memory_gib,elapsed_seconds,project_exists,touchstone_exists,topology_warning_count,pass_count,final_delta_s,converged,small_mesh_segment_count,peak_solver_memory_gb,maximum_tetrahedra,frequency_ghz,s11_real,s11_imag,passive_rl_db,input_resistance_ohm,input_reactance_ohm,target_impedance_error_ohm,radiation_efficiency,one_by_one_gate_pass,selection_score,transformer_enabled,transformer_width_mm,transformer_length_mm,transformer_to_aperture_gap_mm,probe_radius_mm,ground_clearance_radius_mm,probe_drop_below_ground_mm,bottom_pad_width_x_mm,bottom_pad_length_y_mm,patch_total_length_y_mm,split_gap_y_mm,differential_probe_spacing_y_mm
aperture_coupled_transformer,v145_run06_transformer,acp14_t10_l50,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.51120376586914,13.93435287475586,41.07572078704834,True,True,0,2,0.001834,True,6,0.305938720703125,7075,10.0,0.2969790223883792,0.9349851151603595,0.16647226231377482,1.3740614840142493,68.32510596778025,86.63159123833894,0.76965155902326,False,-11.288963305390546,True,10.0,5.0,,,,,,,,,
aperture_coupled_transformer,v145_run06_transformer,acp15_t12_l50,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.38409423828125,13.798561096191406,36.44326114654541,True,True,0,2,0.0271966,True,6,0.2921714782714844,6859,10.0,0.5012214188072484,0.8400311350554522,0.19144692772325794,2.2591847431226197,88.0136877005813,103.82835761909209,0.817680846486258,False,-13.747445022168039,True,12.0,5.0,,,,,,,,,
aperture_coupled_transformer,v145_run06_transformer,acp16_t10_l45,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.305206298828125,13.819114685058594,41.27223038673401,True,True,0,2,0.00458363,True,6,0.29312896728515625,7132,10.0,0.4603545848096677,0.8676474538385746,0.1559041310890137,1.688724292768962,83.1056630194243,99.60351100280876,0.730665808781909,False,-13.323290901768482,True,10.0,4.5,,,,,,,,,
aperture_coupled_transformer,v145_run06_transformer,acp17_t10_l55,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.40652847290039,13.888587951660156,41.219242334365845,True,True,0,2,0.00686485,True,6,0.2796363830566406,6875,10.0,0.10717991890281009,0.9736558509466466,0.17958075666313314,1.1605631005859032,55.792631298565176,76.12160359046763,0.801640085033855,False,-9.635379611839301,True,10.0,5.5,,,,,,,,,
aperture_coupled_transformer,v145_run06_transformer,acp18_t10_l50_stub57,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,5.7,0,0,False,14.489643096923828,13.904804229736328,41.04613447189331,True,True,0,2,0.023556,True,6,0.2663230895996094,6381,10.0,0.2595694885409063,0.9440013220220236,0.18401170026731856,1.441082430871177,65.58407449376037,84.22769930418625,0.782018396544727,False,-10.886106402271166,True,10.0,5.0,,,,,,,,,
aperture_coupled_transformer,v145_run06_transformer,acp19_t10_l50_stub63,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.3,0,0,False,14.497756958007812,13.846382141113281,36.144893407821655,True,True,0,2,0.00588832,True,6,0.3108024597167969,7343,10.0,0.3027052504525122,0.9333887617080877,0.16443598358764255,1.3685724631801612,68.76123514946183,87.01336680062765,0.779850473767181,False,-11.327868088972144,True,10.0,5.0,,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp20_t8_l50_g20,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.500911712646484,13.89571762084961,46.18875575065613,True,True,0,4,0.00638428,True,10,0.3141059875488281,7688,10.0,-0.6448635490130864,0.7249002226047239,0.2625840952030228,0.9079177621384115,22.43539346486151,52.39593262748019,0.907051008579883,False,-5.782703781759239,True,8.0,5.0,2.0,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp21_t10_l50_g20,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.531547546386719,13.60321044921875,41.18808722496033,True,True,0,3,0.0146317,True,8,0.3278350830078125,7748,10.0,-0.5202642130909043,0.8248555266933796,0.2179140263547893,0.8179347773179109,27.57247983295646,55.50791570562833,0.891715745839469,False,-6.3248418378105224,True,10.0,5.0,2.0,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp22_t12_l50_g20,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.378799438476562,13.805355072021484,41.61559057235718,True,True,0,2,0.011191,True,6,0.28423309326171875,6834,10.0,-0.3801245237201714,0.8986760095736516,0.21311402968971563,0.8827503757981291,33.13259512308031,59.07585789404034,0.897956616159325,False,-6.8523514220976836,True,12.0,5.0,2.0,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp23_t10_l45_g20,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.419845581054688,13.799816131591797,41.16673827171326,True,True,0,3,0.00456944,True,8,0.2929573059082031,7023,10.0,-0.3846856576050628,0.8975875580493661,0.2061259012022583,0.8511424449270799,32.962970707811635,58.98427536017444,0.87674039749581,False,-6.888034607832288,True,10.0,4.5,2.0,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp24_t10_l50_g15,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.457771301269531,13.802810668945312,41.370951414108276,True,True,0,3,0.00970077,True,8,0.31377410888671875,7412,10.0,-0.3360972140448281,0.9165321241347558,0.20910530046585382,0.8953177417814525,34.91302368423559,60.28807167941996,0.871347820422842,False,-7.091409810601455,True,10.0,5.0,1.5,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp25_t10_l45_g25,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.517963409423828,13.935897827148438,41.02191472053528,True,True,0,3,0.0158118,True,8,0.30808258056640625,7542,10.0,-0.5642310592067851,0.7961587500844318,0.21260218337041747,0.7753878887439064,25.84354090057132,54.48444905572119,0.895292215834418,False,-6.169480743318926,True,10.0,4.5,2.5,,,,,,,,
aperture_coupled_transformer,v145_run07_isolated_transformer,acp26_t6_l50_g20,2.2,0.0009,1.575,0.787,1.575,0.787,0.035,13.2,1.0,0.0,2.4,False,0.15,2.5,0.35,10.0,0.18,5.0,14,15.0,15.0,9.7,13.0,6.0,0,0,False,14.545093536376953,13.565208435058594,45.890963554382324,True,True,0,4,0.0202915,True,10,0.3162574768066406,7573,10.0,-0.7619522836370404,0.5794871444579953,0.3792599350196504,1.2153565653056548,16.844179609202612,49.21134202576879,0.926059084930647,False,-5.150323198984374,True,6.0,5.0,2.0,,,,,,,,
ground_backed_differential,v146_run01,gbd00_center,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.50518798828125,13.84622573852539,41.181252002716064,True,True,0,2,0.00866446,True,6,0.31404876708984375,7009,10.0,0.8145410662616821,0.48640611881905005,0.45724648981316274,18.43858452199249,179.49497284278846,188.20005315032148,0.973018775969938,False,-25.826723930795183,,,,,0.15,0.4,0.4,0.6,0.4,9.7,0.3,1.1
ground_backed_differential,v146_run01,gbd01_short,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.418712615966797,13.77260971069336,40.968860387802124,True,True,0,2,0.0127865,True,6,0.2776298522949219,6284,10.0,0.8014242016538419,0.5294104777941274,0.3500716579167884,12.11165235828527,165.5919796140592,175.48942901068014,0.941272008510785,False,-24.090798676663663,,,,,0.15,0.4,0.4,0.6,0.4,9.3,0.3,1.1
ground_backed_differential,v146_run01,gbd02_long,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.335029602050781,13.723426818847656,41.24744534492493,True,True,0,3,0.0115857,True,8,0.3028602600097656,6726,10.0,0.7906123661604529,0.5037893507175641,0.5607455758954271,20.34766365768973,169.25738711849112,177.79788328848454,0.978571814254526,False,-24.151793288868202,,,,,0.15,0.4,0.4,0.6,0.4,10.1,0.3,1.1
ground_backed_differential,v146_run01,gbd03_feed_wide,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.326667785644531,13.753105163574219,40.83668279647827,True,True,0,3,0.0230657,True,8,0.3348846435546875,7677,10.0,0.844764803526498,0.4842536021926545,0.23132512614449427,10.029190308553614,187.26005637895068,197.18118877503366,0.946500390504903,False,-27.452852409100746,,,,,0.15,0.4,0.4,0.6,0.4,9.7,0.3,1.5
ground_backed_differential,v146_run01,gbd04_gap_narrow,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.374519348144531,13.850624084472656,41.63647985458374,True,True,0,2,0.0400945,True,6,0.3087348937988281,6738,10.0,0.7900412339239591,0.490758287521097,0.6297945016681461,23.688777399920795,172.24038263404125,180.34160496949787,0.981649815269146,False,-24.45814661321824,,,,,0.15,0.4,0.4,0.6,0.4,9.7,0.2,1.1
ground_backed_differential,v146_run01,gbd05_gap_wide,2.2,0.0009,,,1.575,0.4,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.421974182128906,13.816791534423828,41.122437715530396,True,True,0,2,0.0057243,True,6,0.3084526062011719,7017,10.0,0.8495579289177584,0.45745991403959135,0.31041806958152734,14.87301457904793,197.263993106005,206.29340069573772,0.969752583612266,False,-28.6940868675546,,,,,0.15,0.4,0.4,0.6,0.4,9.7,0.5,1.3
ground_backed_differential,v146_run02_low_profile,gbd06_lp_l95,2.2,0.0009,,,0.508,0.25,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.35805892944336,13.749324798583984,47.708603858947754,True,True,0,4,0.0271516,True,10,0.3016510009765625,6828,10.0,0.05291810133334535,0.9840513779446062,0.1271035842367242,0.7731258171818216,52.755062147522146,73.86698798319367,0.627709004471163,False,-9.697526604299998,,,,,0.15,0.35,0.25,0.6,0.3,9.5,0.1,0.9
ground_backed_differential,v146_run02_low_profile,gbd07_lp_l100,2.2,0.0009,,,0.508,0.25,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.403411865234375,13.856685638427734,35.69904804229736,True,True,0,2,0.0233106,True,6,0.2895469665527344,6211,10.0,0.08344631664835964,0.9737367479429231,0.19939086137460163,1.254686473719768,54.45242611567395,74.96725618361063,0.697937824415934,False,-9.649821917335125,,,,,0.15,0.35,0.25,0.6,0.3,10.0,0.1,0.9
ground_backed_differential,v146_run02_low_profile,gbd08_lp_l105,2.2,0.0009,,,0.508,0.25,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.339435577392578,13.75057601928711,41.3878755569458,True,True,0,3,0.0134143,True,8,0.2913551330566406,6438,10.0,0.06981354325944492,0.970987845361,0.2333309405114288,1.4465380205364344,53.70317181233316,74.24420984009024,0.723050904782178,False,-9.45719872593775,,,,,0.15,0.35,0.25,0.6,0.3,10.5,0.1,0.9
ground_backed_differential,v146_run02_low_profile,gbd09_lp_gap20,2.2,0.0009,,,0.508,0.25,0.035,11.8,,,,,,,,10.0,0.18,5.0,14,15.0,15.0,,,,0,0,False,14.362564086914062,13.762165069580078,41.09639024734497,True,True,0,2,0.00892584,True,6,0.2827033996582031,6355,10.0,0.15455585905130415,0.9707021414860983,0.1495536939351084,1.0213957042224713,58.580544441556185,78.51093073546856,0.694864359660529,False,-10.237357197064119,,,,,0.15,0.35,0.25,0.6,0.3,10.0,0.2,1.0
