stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,active_rl_db,total_rl_db,external_incident_power,external_accepted_power,antenna_accepted_power,network_dissipated_power,actual_load_insertion_efficiency,actual_load_transducer_efficiency
72,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,3,20.923994945386603,22.50603281530995,1.000000005646057,0.9943843984624882,0.9740492785115982,0.02033511995088999,0.9795500412291946,0.9740492730120605
73,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,3,15.562082270903794,20.822459232750205,1.0000000140924048,0.9917252793107527,0.9722916193596369,0.01943365995111579,0.9804041901960772,0.97229160565771
74,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,3,16.142376897715536,21.84801792187033,1.0000000583160982,0.9934657709034052,0.9703909953521702,0.02307477555123494,0.9767734568949951,0.970390938762757
75,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,3,19.770945170775647,20.9489252650477,0.9999999989816175,0.9919627490609587,0.9687768049797255,0.0231859440812332,0.97662619478082,0.9687768059663109
76,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,3,20.384689196496446,19.79458939211888,1.000000029621376,0.9895156901699689,0.9701873404256373,0.01932834974433162,0.9804668587508586,0.9701873116873541
77,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,3,21.203300387814274,22.52210057247477,0.9999999999994902,0.994405130735721,0.9740278365085812,0.020377294227139853,0.9795080560253511,0.9740278365090778
78,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,3,15.67339133517798,20.877404121074402,1.0000000172721526,0.9918293110560595,0.9725015340581846,0.019327776997874913,0.9805130007931552,0.97250151726099
79,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,3,16.235810246020236,21.9191513774729,1.0000000028911433,0.9935718697484446,0.9705861906257335,0.0229856791227111,0.9768656100051115,0.9705861878196297
95,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,20.393290577788505,21.94442934809153,1.0000000090576129,0.9936091819429835,0.9751979557775894,0.018411226165394146,0.981470354239892,0.9751979469446239
96,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,16.368699747033197,20.347467685662597,0.9999999899821335,0.9907688948410698,0.9730009198047505,0.017767975036319328,0.9820664787430882,0.9730009295521439
97,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,17.682977541214903,22.90264003979974,0.9999999807053792,0.9948744836583785,0.9749667958297783,0.019907687828600196,0.9799897493044599,0.9749668146413932
98,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,20.13553983899132,21.959504769973663,0.9999999663461072,0.9936312851661164,0.975310797974985,0.01832048719113144,0.9815620869988322,0.9753108307979911
99,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,16.09736177896868,20.37233265690267,1.000000006430225,0.990821611575822,0.9729438227140402,0.017877788861781818,0.9819566018212414,0.9729438164577926
100,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,17.81149797775164,22.812439282956262,1.0000000030390794,0.9947669387154097,0.9751055878338465,0.019661350881563178,0.9802352188071782,0.9751055848704232
110,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,2,18.05344941245108,22.911704126042277,1.000000022216154,0.9948852111391634,0.9722060562940665,0.02267915484509686,0.977204249705221,0.9722060346953875
111,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,2,22.503344346973297,23.525538539377155,0.9999999938572641,0.995559347959663,0.972578452402325,0.022980895557338066,0.9769165990913189,0.9725784583766176
112,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,2,23.25851353017923,22.01173339683042,0.9999999882222649,0.9937074385105195,0.971365216002447,0.022342222508072496,0.9775162974108742,0.9713652274429293
113,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,2,17.674215568677866,22.85020885836195,0.9999999615756155,0.9948122108779429,0.9721631023075293,0.02264910857041358,0.9772327798927747,0.9721631396622996
114,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,22.713021543410346,23.661028209019467,1.0000000071521071,0.9956957601841927,0.972671552938383,0.02302420724580967,0.9768762626431687,0.9726715459817319
115,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,23.337920848330636,22.086583257202644,0.9999999713281917,0.9938149434452508,0.9714367980100096,0.022378145435241192,0.9774825830675649,0.97143682586286
125,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,18.48840338008384,19.923078180652315,0.9999999778115645,0.9898212811433722,0.9727844827114012,0.017036798431971034,0.9827880055152064,0.9727845042959674
126,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,17.43590552021768,19.7566592486204,1.0000000295515796,0.9894237215940624,0.9720137193967741,0.017410002197288388,0.9824038965133775,0.9720136906722341
127,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,18.553658036772976,22.44381388956438,0.9999999856704088,0.9943033479029227,0.9737484600776396,0.02055488782528314,0.979327347264157,0.9737484740310571
128,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,18.15215970166667,22.724304280693204,1.0000000077196287,0.9946596595125555,0.9763132971583548,0.01834636235420073,0.9815551357906768,0.9763132896215787
129,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,18.148079247529903,22.81499539990238,1.000000016434663,0.9947700311472302,0.9721312579750502,0.022638773172179993,0.9772422042649681,0.9721312419984008
130,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,18.481987693233314,19.987600714501426,0.999999951576783,0.9899713608573367,0.9728404968716347,0.01713086398570207,0.9826955963949641,0.9728405439797034
131,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,17.557572544214683,19.734882177291027,0.9999999607279701,0.9893704869423182,0.9719256405593998,0.017444846382918433,0.982367731185481,0.971925678728894
132,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,18.287448835867746,22.35540249608709,0.9999999895954824,0.9941861941696609,0.9734767344958548,0.020709459673806108,0.9791694354686724,0.9734767446244107
133,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,18.247174091992704,22.750897087602585,1.0000000194538026,0.9946922714007989,0.976285601115777,0.018406670285021853,0.9814951107852681,0.9762855821233101
134,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,17.881456045979004,22.67097540635648,1.0000000374534292,0.9945937083956009,0.9717183488985286,0.022875359497072312,0.9770002974038786,0.9717183125043455
150,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,17.070151552038052,22.143729446745205,0.9999999876036433,0.9938958115625581,0.9716144244183031,0.022281387144254983,0.9775817677416054,0.9716144364627823
151,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,18.63368261062849,20.095002644881216,1.0000000141335144,0.9902163904056827,0.9690701898710415,0.021146200534641113,0.9786448692028036,0.9690701761746743
152,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,21.08270991991672,22.971716397769782,1.0000000263726445,0.9949554073680085,0.9721694889516236,0.022785918416384887,0.977098553113389,0.972169463312944
153,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,17.137344295495975,22.185718101543888,0.9999999981334876,0.993954554322007,0.9716521400593049,0.022302414262702075,0.977561937650243,0.9716521418729056
154,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,18.54621546289293,20.08578160981418,1.0000000171289658,0.9901955985004439,0.969057410425148,0.021138188075295883,0.9786525125871013,0.969057393826197
155,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,20.93292823639746,22.897162224394133,0.9999999732378886,0.9948680072912077,0.9721109743319242,0.022757032959283552,0.9771255756617949,0.9721110003476671
165,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,2,13.007873903383988,21.912581818770217,1.0000000487074787,0.9935621840951239,0.9713530045330179,0.022209179562105996,0.9776469153942964,0.9713529572208643
166,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,2,18.872216576951654,19.514647373813123,0.999999947489487,0.9888175419102155,0.9681850046528009,0.02063253725741465,0.9791341310374042,0.9681850554926948
167,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,2,21.869930077308474,23.175211614166493,0.9999999749809734,0.995186277119188,0.9723251984621977,0.022861078656990275,0.9770283421479974,0.9723252227888283
168,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,2,19.88305371531937,22.497941851897107,0.9999999470452605,0.9943738684897899,0.9719427222459738,0.022431146243816147,0.9774419391391654,0.9719427737149502
169,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,2,21.676873303063566,21.95345789325089,0.9999999840730408,0.9936224292036382,0.9714573939768818,0.02216503522675639,0.9776926983778726,0.9714574094492443
170,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,2,13.493344287693587,21.95562007971064,1.0000000184375815,0.9936256377000114,0.9713949887530046,0.02223064894700688,0.9776267357608998,0.9713949708428307
171,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,2,18.987005170716273,19.496633637080315,0.9999999869225471,0.9887711020115318,0.9681551612978372,0.020615940713694658,0.9791499360451028,0.9681551739588409
172,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,2,21.922353327671097,23.14569402422403,0.9999999954023491,0.9951534688593723,0.9723033824612689,0.022850086398103375,0.9770386306101171,0.9723033869315805
173,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,2,19.792301775120205,22.53073064895301,0.9999999305755563,0.9944161684966681,0.971969067230551,0.022447101266117153,0.9774268540906248,0.9719691347089675
174,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,2,21.60387720980662,21.962662408309875,0.9999999631408896,0.9936359107950943,0.9714667335359781,0.022169177259116157,0.9776888324805243,0.971466769343379
190,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,17.897825656328962,21.15748418947667,1.0000000211574307,0.9923396186414892,0.9709619060794946,0.02137771256199461,0.9784572618482565,0.9709618855364358
191,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,17.93914323392095,20.493868039196173,0.9999999742107306,0.9910748722773385,0.9729421741584097,0.018132698118928814,0.9817040078139984,0.9729421992498781
192,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,18.20895229385646,23.190650789565005,0.9999999800785391,0.9952033645136502,0.9752365575448395,0.019966806968810702,0.97993695793164,0.9752365769729768
193,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,17.82371390351989,21.123048277763434,1.0000000336121564,0.9922786489811894,0.9709826318514202,0.02129601712976925,0.978538269314134,0.9709825992146012
194,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,18.019689129457813,20.4355572794667,0.9999999916112308,0.9909542481189992,0.9729498582259181,0.018004389893081174,0.9818312601946492,0.9729498663877699
195,2,interior,9,6,0.9661688989903746,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,18.086111043406277,23.124226239253034,0.9999999787189046,0.9951294358879309,0.975149067574191,0.01998036831373995,0.9799218397193608,0.9751490883264318
205,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,4,16.54518334939802,21.991532681560216,0.9999999818871066,0.993678094957527,0.9750307125912241,0.018647382366302923,0.9812339806412861,0.9750307302518518
206,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,4,16.906702645922127,20.58403981327176,1.0000000012309072,0.9912582987947075,0.9731537116956955,0.01810458709901197,0.981735752304898,0.9731537104978337
207,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,4,21.653238241272735,23.173703144388313,1.0000000324247307,0.9951846620157279,0.9763672193672975,0.018817442648430327,0.9810915065649063,0.9763671877088544
208,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,4,16.736612315904306,22.096149574043157,0.9999999941898214,0.9938285750927544,0.9751060802799755,0.018722494812778878,0.9811612432143728,0.975106085945516
209,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,4,17.057236945858293,20.6944444898626,0.9999999819357094,0.9914777069533897,0.9732742250326001,0.018203481920789577,0.9816400491981557,0.9732742426141089
210,2,interior,9,6,0.9661688989903746,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,4,21.85872320683686,23.261127683086585,0.99999999547652,0.9952805906785165,0.9764140776161943,0.018866513062322232,0.981044025936987,0.9764140820329839
220,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,14.869862740092191,19.276811865841882,0.9999999965768023,0.9881881224046026,0.9701027071825153,0.018085415222087287,0.9816984086207399,0.9701027105033687
221,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,17.534177767488657,19.874173847850372,1.0000000181914661,0.9897060547126625,0.9722733491518318,0.017432705560830652,0.9823859766464783,0.9722733314647545
222,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,18.624567223371752,22.036964541305473,0.999999993222801,0.9937438952268165,0.9743503376234377,0.019393557603378797,0.9804843504483091,0.9743503442268039
223,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,19.688293349564447,22.28763629018158,0.9999999968334182,0.9940947729223101,0.9759374219399714,0.018157350982338727,0.9817347887978909,0.975937425030357
224,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,17.319830385923538,21.618980319297684,0.9999999932736321,0.9931118532788741,0.9716204116112679,0.021491441667606193,0.9783594953613234,0.9716204181467443
225,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,14.66120736881767,19.263857225349057,0.9999999547542189,0.9881527946445062,0.9700505221276742,0.018102272516832052,0.9816806949138422,0.9700505660183698
226,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,17.333306460611148,19.849455574012577,1.0000000359956305,0.9896473162339138,0.9722071223342159,0.017440193899697864,0.982377364528137,0.9722070873390088
227,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,18.711869768309278,21.964543829293874,0.9999999872567706,0.9936386911518961,0.9743611198616968,0.019277571290199247,0.9805990130397888,0.9743611322782042
228,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,19.759354587424816,22.300421618008464,1.0000000286093995,0.9941121635157466,0.9759641195756901,0.018148043940056535,0.9817444704872389,0.9759640916539435
229,2,interior,9,6,0.9661688989903746,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,17.39973233148875,21.53446364354505,0.9999999710559893,0.9929764704686533,0.9717155906232439,0.021260879845409475,0.9785887375202607,0.9717156187485911
245,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,17.24652768780754,20.28103936575007,0.9999999945768386,0.9906266180896622,0.9730829154515981,0.01754370263806415,0.9822902975574231,0.9730829207287838
246,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,4,17.642311217606274,19.742472389944272,0.9999999777490023,0.9893890648071627,0.9720154402911094,0.017373624516053288,0.9824400479709774,0.9720154619194232
247,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,4,17.783568923898972,20.96024207972475,0.9999999725334148,0.9919836389699656,0.9740233275348158,0.017960311435149756,0.9818945487308651,0.9740233542879113
248,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,17.16997882672232,20.334399424967838,0.9999999776359019,0.9907410636880891,0.9731807595239376,0.017560304164151552,0.9822755866212083,0.973180781288248
249,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,17.771779466462483,19.79256926893209,1.0000000038114656,0.9895107867000862,0.972141870308995,0.01736891639109117,0.9824469660921892,0.9721418666037097
250,2,interior,9,6,0.9661688989903746,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,18.00529241995257,21.001241340729212,1.0000000101462638,0.9920589978165654,0.9740681578664125,0.017990839950152826,0.9818651511757375,0.9740681479832601
260,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,18.362877500051297,19.979403249536336,0.999999986704681,0.989952448429504,0.9718945780785233,0.01805787035098072,0.9817588507613387,0.9718945910001718
261,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,4,15.71830882335705,19.808690366291167,0.9999999879882565,0.9895496350477179,0.9721047509839804,0.017444884063737454,0.9823708852533747,0.9721047626606535
262,2,interior,9,6,0.9661688989903746,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,4,19.643819139327924,22.448290629428435,1.0000000391269073,0.9943092701663683,0.9749667548689526,0.019342515297415708,0.9805467816928034,0.9749667167215202
