generated_index,sample_index,k,ratio,round,mask_family,mask_hash,robust_worst_margin_db,robust_pattern_margin_db,robust_active_rl_margin_db,robust_hardware_margin_db,all_corner_strict_pass,all_corner_pattern_pass,all_corner_active_rl_pass,design_reserve11_pass,robust_psll_margin_db,robust_nearest_iso_margin_db,robust_local20_iso_margin_db,robust_mainlobe_margin_db,nominal_identity_psll_db,nominal_identity_nearest_iso_db,nominal_identity_local_iso_db,nominal_identity_weakest_target_gain_db,nominal_identity_active_rl_floor_db,nominal_identity_hardware_margin_db,frequency_low_identity_psll_db,frequency_low_identity_nearest_iso_db,frequency_low_identity_local_iso_db,frequency_low_identity_weakest_target_gain_db,frequency_low_identity_active_rl_floor_db,frequency_low_identity_hardware_margin_db,frequency_low_E2_source_psll_db,frequency_low_E2_source_nearest_iso_db,frequency_low_E2_source_local_iso_db,frequency_low_E2_source_weakest_target_gain_db,frequency_low_E2_source_active_rl_floor_db,frequency_low_E2_source_hardware_margin_db,frequency_high_identity_psll_db,frequency_high_identity_nearest_iso_db,frequency_high_identity_local_iso_db,frequency_high_identity_weakest_target_gain_db,frequency_high_identity_active_rl_floor_db,frequency_high_identity_hardware_margin_db,frequency_high_E2_source_psll_db,frequency_high_E2_source_nearest_iso_db,frequency_high_E2_source_local_iso_db,frequency_high_E2_source_weakest_target_gain_db,frequency_high_E2_source_active_rl_floor_db,frequency_high_E2_source_hardware_margin_db,selection_role,selection_index
320,426100,2,0.7,initial,three_frequency_guided_swap_00,71488e3395eb3eb0,-6.967154502868652,0.2566642761230469,-6.967154502868652,0.9937338829040527,0,1,0,0,7.1031494140625,0.2566642761230469,4.088108062744141,0.5,-7.208457946777344,26.04405975341797,24.526187896728516,84.1391830444336,3.1666530579702084,1.0,-7.207496643066406,25.522109985351562,24.338134765625,84.15634155273438,3.0328456334242313,1.0,-7.311767578125,25.256664276123047,24.08810806274414,84.15855407714844,3.0598154850716752,1.0072928200469176,-7.137886047363281,26.53255844116211,24.65540313720703,84.07149505615234,3.3343837104692216,1.0,-7.1031494140625,26.861377716064453,24.64073944091797,84.04393005371094,3.334989449207613,0.9937338809623102,max_min_best,10
348,426100,2,0.7,alternating,three_frequency_guided_swap_04,031d771971eff708,-10.043365478515625,0.8141250610351562,-10.043365478515625,0.3033706843852997,0,1,0,0,6.4622955322265625,0.8141250610351562,2.7945213317871094,1.5,-6.558799743652344,27.089859008789062,23.321868896484375,83.37001037597656,0.03601595329301935,0.7440045581804462,-6.610809326171875,26.28644561767578,23.830154418945312,83.37872314453125,0.34452759561631385,0.7440045581804462,-6.699012756347656,25.814125061035156,23.970741271972656,83.36595153808594,0.14036287231002728,0.8550247203827652,-6.517822265625,26.971054077148438,22.79452133178711,83.31622314453125,-0.04336560881013856,0.7440045581804462,-6.4622955322265625,27.128780364990234,23.03249740600586,83.30439758300781,0.3630413774406731,0.303370686394004,pareto_knee,11
367,426100,2,0.8,initial,parent_normalized,ed5588221488f784,-3.125819683074951,1.5,-3.125819683074951,0.9962215423583984,0,1,0,0,8.480155944824219,2.9509010314941406,3.7503738403320312,1.5,-8.545318603515625,28.305450439453125,24.121780395507812,84.68190002441406,7.76515701358295,1.0,-8.612007141113281,28.000926971435547,24.46712875366211,84.69709777832031,6.874180269303464,1.0,-8.724136352539062,27.95090103149414,24.425743103027344,84.69781494140625,7.452786928069707,1.0094445051147083,-8.480155944824219,28.518661499023438,23.75037384033203,84.61678314208984,7.693205150560192,1.0,-8.501533508300781,29.352378845214844,23.98632049560547,84.5870590209961,7.228430444848505,0.9962215587942016,pattern_best,12
360,426100,2,0.8,initial,failed_best_swap_00_1,02a480c2c2b5aafa,-4.640987873077393,1.5,-4.640987873077393,0.9961509108543396,0,1,0,0,8.486709594726562,1.9686203002929688,4.3475189208984375,1.5,-8.551338195800781,27.404556274414062,24.756412506103516,84.69613647460938,6.564823025566783,1.0,-8.616981506347656,27.06903839111328,25.140201568603516,84.71186828613281,6.868220106870267,1.0,-8.731758117675781,26.96862030029297,25.09142303466797,84.71263885498047,7.470989404099019,1.0109510279075504,-8.486709594726562,27.67440414428711,24.347518920898438,84.6302719116211,5.416335631007787,1.0,-8.501083374023438,28.47577667236328,24.603069305419922,84.59964752197266,5.359011989749375,0.9961509217666098,active_rl_best,13
352,426100,2,0.8,initial,three_frequency_guided_swap_00,230483367828d4f1,-4.914474964141846,1.5,-4.914474964141846,0.9962021708488464,0,1,0,0,8.596694946289062,1.7301902770996094,4.417232513427734,1.5,-8.664054870605469,27.14812469482422,24.84341812133789,84.70458221435547,5.518110936175153,1.0,-8.732963562011719,26.827789306640625,25.24506378173828,84.72064971923828,5.862027995382047,1.0,-8.849388122558594,26.73019027709961,25.22364044189453,84.72409057617188,5.957526421304198,1.0115868177434282,-8.596694946289062,27.401935577392578,24.417232513427734,84.63855743408203,5.0855248407537355,1.0,-8.617088317871094,28.118900299072266,24.66040802001953,84.60941314697266,5.261862985875812,0.9962021961587932,max_min_best,14
362,426100,2,0.8,initial,failed_best_swap_00_3,16971ae53f749f72,-5.2813005447387695,1.5,-5.2813005447387695,0.9969244003295898,0,1,0,0,8.427848815917969,2.9469833374023438,3.2135009765625,1.5,-8.492012023925781,28.125930786132812,23.58139419555664,84.67205810546875,5.742838257179285,1.0,-8.557258605957031,27.946983337402344,23.927017211914062,84.6859130859375,6.419118825851765,1.0,-8.678688049316406,28.090126037597656,23.873905181884766,84.68498992919922,6.663884723803121,1.0103883594901863,-8.427848815917969,28.20929718017578,23.2135009765625,84.60810852050781,4.718699386898876,1.0,-8.461593627929688,29.069774627685547,23.446571350097656,84.57736206054688,4.97798052632895,0.9969244091833862,pareto_knee,15
523,426102,2,0.5,initial,failed_best_swap_01_1,ffcf7c8bb6569b1d,-13.917811393737793,-0.9045639038085938,-13.917811393737793,-0.5051917433738708,0,0,0,0,5.692527770996094,-0.8658866882324219,1.013702392578125,-0.9045639038085938,-6.3414459228515625,24.68004608154297,21.676380157470703,82.3544921875,-3.908643412095204,-0.02143431551651176,-5.9636077880859375,24.687602996826172,21.679584503173828,82.30532836914062,-3.672482631875869,-0.02143431551651176,-5.692527770996094,24.134113311767578,21.013702392578125,82.29264068603516,-3.917811754215955,-0.5051917176379384,-6.698677062988281,24.648860931396484,21.685699462890625,82.33714294433594,-3.8999828796083054,-0.02143431551651176,-6.708526611328125,24.400299072265625,21.339218139648438,82.36238098144531,-3.7967366954671022,0.07266750248028586,pattern_best,16
527,426102,2,0.5,initial,parent_normalized,14ba5b7362bf3f49,-5.975902080535889,-1.3849029541015625,-5.975902080535889,-0.028122277930378914,0,0,0,0,8.197280883789062,3.0520477294921875,-0.6726913452148438,-1.3849029541015625,-8.222457885742188,28.705852508544922,19.692901611328125,81.86138916015625,4.547813989797767,-0.028122278310554805,-8.197280883789062,29.0924072265625,19.746788024902344,81.81324768066406,4.632169415035366,-0.028122278310554805,-8.260429382324219,28.870433807373047,19.33563995361328,81.81230163574219,4.024097888638806,0.1662446585863755,-8.227348327636719,28.32524871826172,19.641387939453125,81.84048461914062,4.166383788544812,-0.028122278310554805,-8.28912353515625,28.052047729492188,19.327308654785156,81.87973022460938,4.172600491545552,0.28116658338421985,active_rl_best,17
524,426102,2,0.5,initial,failed_best_swap_01_2,cc9ae3ace2a94603,-6.682834625244141,-0.926025390625,-6.682834625244141,-0.46843379735946655,0,0,0,0,5.974250793457031,-0.5850906372070312,0.9026756286621094,-0.926025390625,-6.63323974609375,25.006038665771484,21.633888244628906,82.3287353515625,5.3950311036678205,0.026812730183173983,-6.246734619140625,25.029788970947266,21.65325927734375,82.280029296875,3.864232758393195,0.026812730183173983,-5.974250793457031,24.41490936279297,20.90267562866211,82.27117919921875,3.317165180624319,-0.4684337840286048,-7.009086608886719,24.965946197509766,21.632877349853516,82.3104248046875,6.208090258852511,0.026812730183173983,-7.030281066894531,24.765907287597656,21.203819274902344,82.33828735351562,6.348408941969964,0.10942559950926167,max_min_best,18
520,426102,2,0.5,initial,failed_best_swap_00_1,721f04cde9551db1,-13.43435001373291,-1.45538330078125,-13.43435001373291,-6.657355308532715,0,0,0,0,8.311500549316406,5.255561828613281,-0.8024826049804688,-1.45538330078125,-8.439300537109375,30.81426239013672,19.63689422607422,81.7901611328125,-3.245259145915247,-6.513092295905899,-8.4189453125,31.261150360107422,19.659103393554688,81.74263000488281,-3.1294818497206056,-6.513092295905899,-8.311500549316406,31.084251403808594,19.19751739501953,81.7418212890625,-3.2567601772835415,-6.657355188582038,-8.439804077148438,30.363269805908203,19.622238159179688,81.7686767578125,-3.2108903829641515,-6.513092295905899,-8.498977661132812,30.25556182861328,19.332916259765625,81.80243682861328,-3.4343495536171176,-6.4998883717243245,pareto_knee,19
559,426102,2,0.6,initial,parent_normalized,f2f6a97e5a0d97bb,-5.082480430603027,0.0530242919921875,-5.082480430603027,0.9121552109718323,0,1,0,0,5.998405456542969,1.3624229431152344,1.32830810546875,0.0530242919921875,-6.628654479980469,27.02025604248047,22.308555603027344,83.28990936279297,6.929695181364214,1.0,-6.1861724853515625,27.576549530029297,22.24331283569336,83.25022888183594,6.240432884403529,1.0,-5.998405456542969,27.207767486572266,21.32830810546875,83.26309967041016,4.917519612353089,1.006947272789356,-7.105308532714844,26.469398498535156,22.29792022705078,83.28396606445312,5.920038164971569,1.0,-7.102592468261719,26.362422943115234,22.051509857177734,83.29185485839844,6.2065634176953965,0.912155191258492,pattern_best,20
553,426102,2,0.6,initial,failed_best_swap_00_2,e9d63827699472ff,-5.043713569641113,0.028778076171875,-5.043713569641113,0.9121538996696472,0,1,0,0,6.008354187011719,1.4243965148925781,1.5959663391113281,0.028778076171875,-6.64013671875,26.986572265625,22.636436462402344,83.27288818359375,6.402214009555712,1.0,-6.195281982421875,27.44515609741211,22.566539764404297,83.22598266601562,6.290710570951329,1.0,-6.008354187011719,27.031150817871094,21.595966339111328,83.24054718017578,4.956286463001457,1.006692025451083,-7.111763000488281,26.50885009765625,22.61248016357422,83.2663803100586,5.460355556412765,1.0,-7.105194091796875,26.424396514892578,22.41140365600586,83.27555847167969,5.746543208611677,0.9121538814559855,active_rl_best,21
554,426102,2,0.6,initial,failed_best_swap_00_3,c69844390fff2a9f,-5.161853313446045,0.0132904052734375,-5.161853313446045,-2.8763861656188965,0,1,0,0,5.856056213378906,2.307666778564453,1.3277664184570312,0.0132904052734375,-6.4684600830078125,27.99407958984375,22.125255584716797,83.24700927734375,5.500089840897148,-2.698315728305637,-6.039985656738281,28.58582305908203,22.145618438720703,83.21049499511719,5.815931455518051,-2.698315728305637,-5.856056213378906,28.13538360595703,21.32776641845703,83.22494506835938,4.8381468482569785,-2.8763860578516756,-6.933807373046875,27.392253875732422,22.09917449951172,83.24176025390625,5.209862990296905,-2.698315728305637,-6.924407958984375,27.307666778564453,21.903968811035156,83.24939727783203,5.106018088241821,-2.2532202081900223,max_min_best,22
569,426102,2,0.6,alternating,three_frequency_guided_swap_01,f74bd5caa2cb7fa8,-5.1965155601501465,-1.47735595703125,-5.1965155601501465,-4.108720302581787,0,0,0,0,5.556785583496094,0.7329750061035156,2.105358123779297,-1.47735595703125,-6.062446594238281,26.209774017333984,22.25336456298828,81.7684555053711,5.998047439259459,-3.8947262788403414,-5.728889465332031,26.517822265625,22.37289047241211,81.73053741455078,5.609018335065623,-3.8947262788403414,-5.556785583496094,26.10574722290039,22.298751831054688,81.7198486328125,4.8034845944456785,-4.108720319176733,-6.4046783447265625,25.846134185791016,22.132118225097656,81.74752807617188,5.704990848764089,-3.8947262788403414,-6.367942810058594,25.732975006103516,22.105358123779297,81.75421142578125,5.538163987634912,-4.108719350413963,pareto_knee,23
591,426102,2,0.7,initial,parent_normalized,0b6e353c7c45f104,-4.121812343597412,0.5,-4.121812343597412,0.42754098773002625,0,1,0,0,7.133491516113281,3.024658203125,1.1131820678710938,0.5,-7.956108093261719,28.55902099609375,21.649429321289062,83.89984893798828,7.280472879808722,0.900835062302189,-7.385429382324219,29.123004913330078,21.65735626220703,83.84355163574219,7.489482293958723,0.900835062302189,-7.133491516113281,28.504859924316406,21.113182067871094,83.85658264160156,6.782603778851188,0.4275409996305264,-8.556571960449219,28.024658203125,21.65680694580078,83.89212799072266,6.152061563264338,0.900835062302189,-8.538124084472656,28.309967041015625,21.609573364257812,83.87905883789062,5.878187525634554,1.003684769238511,pattern_best,24
585,426102,2,0.7,initial,failed_best_swap_00_2,560862541fe57747,-6.359867095947266,0.5,-6.359867095947266,0.42754068970680237,0,1,0,0,7.157020568847656,3.6848526000976562,1.2771148681640625,0.5,-7.9859771728515625,29.269859313964844,21.875564575195312,83.88459777832031,4.0293272838935295,0.9044779257399007,-7.4203033447265625,29.901878356933594,21.870361328125,83.82978820800781,3.640133013550331,0.9044779257399007,-7.157020568847656,29.257518768310547,21.277114868164062,83.83631896972656,3.8992450098303486,0.4275406880304651,-8.579574584960938,28.684852600097656,21.896095275878906,83.87466430664062,3.9569883535488732,0.9044779257399007,-8.551887512207031,29.075515747070312,21.85625457763672,83.85921478271484,3.6959096056748315,1.0032977337645979,active_rl_best,25
588,426102,2,0.7,initial,failed_best_swap_01_2,434432475906f6a0,-8.494389533996582,-1.6202507019042969,-8.494389533996582,-1.0123692750930786,0,0,0,0,8.267303466796875,-1.6202507019042969,-0.7057571411132812,0.5,-9.200798034667969,23.757022857666016,19.58770751953125,84.00700378417969,2.6278171433042417,-0.6336610331674208,-8.52032470703125,24.163116455078125,19.666770935058594,83.95745086669922,1.6981420613104259,-0.6336610331674208,-8.267303466796875,24.038421630859375,19.29424285888672,83.94453430175781,1.5056101880798136,-1.0123693053952145,-9.922523498535156,23.387012481689453,19.510597229003906,83.98975372314453,3.899703565231274,-0.6336610331674208,-9.935638427734375,23.379749298095703,19.532752990722656,83.99272918701172,4.05071904494887,-0.9577394032052347,max_min_best,26
579,426102,2,0.7,initial,three_frequency_guided_swap_03,ae7f5c9a619b111d,-9.33345890045166,0.373077392578125,-9.33345890045166,-1.2434349060058594,0,1,0,0,7.035774230957031,2.3916473388671875,0.373077392578125,0.5,-7.844795227050781,27.847915649414062,20.80059814453125,83.8703842163086,0.9195071308982554,-1.0893850203962216,-7.281036376953125,28.31201934814453,20.798248291015625,83.81733703613281,0.7784508039687138,-1.0893850203962216,-7.035774230957031,27.674915313720703,20.373077392578125,83.82762145996094,0.6665407136215706,-1.2434348986822066,-8.442230224609375,27.391647338867188,20.807884216308594,83.86373901367188,0.9764804160311815,-1.0893850203962216,-8.422752380371094,27.659862518310547,20.76665496826172,83.85138702392578,1.343961400025674,-0.6676846858770631,pareto_knee,27
629,426102,2,0.8,initial,checker_balance,eb5b1b45fd087d3f,-19.127714157104492,0.10004425048828125,-19.127714157104492,-17.420438766479492,0,1,0,0,7.957733154296875,0.10004425048828125,2.6063385009765625,1.0763702392578125,-8.82696533203125,25.52813720703125,23.553451538085938,84.31427764892578,-7.4057440386715285,-17.031243983750898,-8.261672973632812,25.844085693359375,23.588661193847656,84.27357482910156,-7.169142771267478,-17.031243983750898,-7.957733154296875,25.261192321777344,22.606338500976562,84.2965316772461,-9.127714696269438,-17.42043952167291,-9.419906616210938,25.231914520263672,23.523910522460938,84.28965759277344,-7.807313124149601,-17.031243983750898,-9.410537719726562,25.10004425048828,23.596965789794922,84.28790283203125,-7.272203007299854,-17.345882293618182,pattern_best,28
623,426102,2,0.8,initial,parent_normalized,2607726f511761bf,-5.644930362701416,-0.2019195556640625,-5.644930362701416,-1.3339543342590332,0,0,0,0,8.367424011230469,-0.1596221923828125,-0.2019195556640625,0.5,-9.373146057128906,25.32282257080078,20.179161071777344,84.625,7.104962220923545,-0.7038884900709235,-8.665084838867188,25.756641387939453,20.226463317871094,84.57414245605469,5.972011193431178,-0.7038884900709235,-8.367424011230469,25.349395751953125,19.798080444335938,84.56855010986328,4.355069869682669,-1.3339543522110233,-10.128173828125,24.944046020507812,20.134490966796875,84.60978698730469,6.31715486526098,-0.7038884900709235,-10.104698181152344,24.840377807617188,20.204063415527344,84.60747528076172,5.315972270516407,0.018321051184194914,active_rl_best,29
621,426102,2,0.8,initial,failed_best_swap_01_3,ea43a0fe04b529f4,-6.816869735717773,-0.5630722045898438,-6.816869735717773,-0.9736320376396179,0,0,0,0,7.928153991699219,1.0222663879394531,-0.5630722045898438,0.5,-8.885101318359375,26.7259521484375,20.02081298828125,84.58447265625,4.149211448938568,-0.4456642807746469,-8.225753784179688,27.214500427246094,20.030906677246094,84.5341796875,3.183130336616684,-0.4456642807746469,-7.928153991699219,27.071083068847656,19.436927795410156,84.55607604980469,3.4461106693005044,0.4715254736559551,-9.580955505371094,26.30522918701172,20.009864807128906,84.5680160522461,5.169262207685814,-0.4456642807746469,-9.567413330078125,26.022266387939453,20.08478546142578,84.56938171386719,5.146571220098762,-0.9736320543430779,max_min_best,30
617,426102,2,0.8,initial,failed_best_swap_00_2,8f1d26a6ac24cebb,-13.543485641479492,-0.1688232421875,-13.543485641479492,-1.3339530229568481,0,0,0,0,8.223625183105469,0.2687644958496094,-0.1688232421875,0.5,-9.207038879394531,25.80466079711914,20.25157928466797,84.60181427001953,-3.2397584677814977,-0.7101366484141494,-8.517501831054688,26.265583038330078,20.281494140625,84.55123138427734,-3.3698855696370744,-0.7101366484141494,-8.223625183105469,25.813026428222656,19.8311767578125,84.54673767089844,-3.5434854071342174,-1.33395301585238,-9.940452575683594,25.401935577392578,20.22388458251953,84.58644104003906,-2.8918567272163282,-0.7101366484141494,-9.915191650390625,25.26876449584961,20.321853637695312,84.58428955078125,-2.9002495445577328,0.01832328366279512,pareto_knee,31
143,426104,2,0.5,initial,parent_normalized,3a3d58d62995bf7c,-2.957740306854248,0.5,-2.957740306854248,-0.09153337776660919,0,1,0,0,10.163337707519531,3.4230728149414062,3.6162757873535156,0.5,-10.3282470703125,29.274871826171875,23.637245178222656,82.27166748046875,9.213119846996056,0.9385595897957408,-10.180686950683594,29.079578399658203,23.616275787353516,82.2513656616211,8.541790002515203,0.9385595897957408,-10.163337707519531,28.423072814941406,24.00135040283203,82.26286315917969,8.533142133173326,0.17273108671784243,-10.3856201171875,29.48187255859375,23.651382446289062,82.25707244873047,7.504926688942767,0.9385595897957408,-10.566978454589844,28.965229034423828,24.034217834472656,82.26799011230469,7.042259580077246,-0.09153338078343509,pattern_best,32
140,426104,2,0.5,initial,failed_best_swap_01_2,92362a2997437583,-4.77476692199707,0.47753143310546875,-4.77476692199707,0.9871476888656616,0,1,0,0,9.232315063476562,1.1549034118652344,2.1815032958984375,0.47753143310546875,-9.263900756835938,26.841171264648438,22.277114868164062,82.02900695800781,6.815563500162782,1.0,-9.232315063476562,26.863216400146484,22.31780242919922,82.00047302246094,6.56407134024291,1.0,-9.366561889648438,26.69659423828125,22.640304565429688,82.00686645507812,5.5444167802352755,0.9871476706713486,-9.313194274902344,26.779010772705078,22.239646911621094,82.02032470703125,6.044429493475947,1.0,-9.346206665039062,26.154903411865234,22.181503295898438,82.00119018554688,5.225233095970392,0.9889925931020122,active_rl_best,33
