stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,stimulus_family,source_row,physical_port_order
75,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,3,old_285_replay,75,P00|P10|P01|P11
76,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,3,old_285_replay,76,P00|P10|P01|P11
77,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,3,old_285_replay,77,P00|P10|P01|P11
78,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,3,old_285_replay,78,P00|P10|P01|P11
79,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,3,3,old_285_replay,79,P00|P10|P01|P11
80,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,combined,-1,3,old_285_replay,80,P00|P10|P01|P11
81,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,0,3,old_285_replay,81,P00|P10|P01|P11
82,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,1,3,old_285_replay,82,P00|P10|P01|P11
83,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,2,3,old_285_replay,83,P00|P10|P01|P11
84,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.0,nominal_identity,task,3,3,old_285_replay,84,P00|P10|P01|P11
85,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,combined,-1,3,old_285_replay,85,P00|P10|P01|P11
86,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,0,3,old_285_replay,86,P00|P10|P01|P11
87,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,1,3,old_285_replay,87,P00|P10|P01|P11
88,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,2,3,old_285_replay,88,P00|P10|P01|P11
89,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_identity,task,3,3,old_285_replay,89,P00|P10|P01|P11
90,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,3,old_285_replay,90,P00|P10|P01|P11
91,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,0,3,old_285_replay,91,P00|P10|P01|P11
92,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,1,3,old_285_replay,92,P00|P10|P01|P11
93,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,2,3,old_285_replay,93,P00|P10|P01|P11
94,2,corner,14,14,0.4495838273688229,426113,stress,4,0.800000011920929,10.04,frequency_high_E2_source,task,3,3,old_285_replay,94,P00|P10|P01|P11
95,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,combined,-1,4,old_285_replay,95,P00|P10|P01|P11
96,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,0,4,old_285_replay,96,P00|P10|P01|P11
97,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_identity,task,1,4,old_285_replay,97,P00|P10|P01|P11
98,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,4,old_285_replay,98,P00|P10|P01|P11
99,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,0,4,old_285_replay,99,P00|P10|P01|P11
100,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,9.96,frequency_low_E2_source,task,1,4,old_285_replay,100,P00|P10|P01|P11
101,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,combined,-1,4,old_285_replay,101,P00|P10|P01|P11
102,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,0,4,old_285_replay,102,P00|P10|P01|P11
103,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.0,nominal_identity,task,1,4,old_285_replay,103,P00|P10|P01|P11
104,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,combined,-1,4,old_285_replay,104,P00|P10|P01|P11
105,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,0,4,old_285_replay,105,P00|P10|P01|P11
106,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_identity,task,1,4,old_285_replay,106,P00|P10|P01|P11
107,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,combined,-1,4,old_285_replay,107,P00|P10|P01|P11
108,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,0,4,old_285_replay,108,P00|P10|P01|P11
109,2,edge,14,10,0.5826155150276308,426105,near_boundary,2,0.800000011920929,10.04,frequency_high_E2_source,task,1,4,old_285_replay,109,P00|P10|P01|P11
110,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,combined,-1,2,old_285_replay,110,P00|P10|P01|P11
111,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,0,2,old_285_replay,111,P00|P10|P01|P11
112,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_identity,task,1,2,old_285_replay,112,P00|P10|P01|P11
113,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,combined,-1,2,old_285_replay,113,P00|P10|P01|P11
114,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,0,2,old_285_replay,114,P00|P10|P01|P11
115,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,9.96,frequency_low_E2_source,task,1,2,old_285_replay,115,P00|P10|P01|P11
116,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,combined,-1,2,old_285_replay,116,P00|P10|P01|P11
117,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,0,2,old_285_replay,117,P00|P10|P01|P11
118,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.0,nominal_identity,task,1,2,old_285_replay,118,P00|P10|P01|P11
119,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,combined,-1,2,old_285_replay,119,P00|P10|P01|P11
120,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,0,2,old_285_replay,120,P00|P10|P01|P11
121,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_identity,task,1,2,old_285_replay,121,P00|P10|P01|P11
122,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,combined,-1,2,old_285_replay,122,P00|P10|P01|P11
123,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,0,2,old_285_replay,123,P00|P10|P01|P11
124,2,edge,14,10,0.5826155150276308,426109,near_boundary,2,0.6000000238418579,10.04,frequency_high_E2_source,task,1,2,old_285_replay,124,P00|P10|P01|P11
125,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,combined,-1,4,old_285_replay,125,P00|P10|P01|P11
126,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,0,4,old_285_replay,126,P00|P10|P01|P11
127,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,1,4,old_285_replay,127,P00|P10|P01|P11
128,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,2,4,old_285_replay,128,P00|P10|P01|P11
129,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_identity,task,3,4,old_285_replay,129,P00|P10|P01|P11
130,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,4,old_285_replay,130,P00|P10|P01|P11
131,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,0,4,old_285_replay,131,P00|P10|P01|P11
132,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,1,4,old_285_replay,132,P00|P10|P01|P11
133,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,2,4,old_285_replay,133,P00|P10|P01|P11
134,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,9.96,frequency_low_E2_source,task,3,4,old_285_replay,134,P00|P10|P01|P11
135,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,combined,-1,4,old_285_replay,135,P00|P10|P01|P11
136,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,0,4,old_285_replay,136,P00|P10|P01|P11
137,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,1,4,old_285_replay,137,P00|P10|P01|P11
138,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,2,4,old_285_replay,138,P00|P10|P01|P11
139,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.0,nominal_identity,task,3,4,old_285_replay,139,P00|P10|P01|P11
140,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,combined,-1,4,old_285_replay,140,P00|P10|P01|P11
141,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,0,4,old_285_replay,141,P00|P10|P01|P11
142,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,1,4,old_285_replay,142,P00|P10|P01|P11
143,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,2,4,old_285_replay,143,P00|P10|P01|P11
144,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_identity,task,3,4,old_285_replay,144,P00|P10|P01|P11
145,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,4,old_285_replay,145,P00|P10|P01|P11
146,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,0,4,old_285_replay,146,P00|P10|P01|P11
147,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,1,4,old_285_replay,147,P00|P10|P01|P11
148,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,2,4,old_285_replay,148,P00|P10|P01|P11
149,2,edge,14,10,0.5826155150276308,426110,near_boundary,4,0.699999988079071,10.04,frequency_high_E2_source,task,3,4,old_285_replay,149,P00|P10|P01|P11
150,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,combined,-1,2,old_285_replay,150,P00|P10|P01|P11
151,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,0,2,old_285_replay,151,P00|P10|P01|P11
152,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_identity,task,1,2,old_285_replay,152,P00|P10|P01|P11
153,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,combined,-1,2,old_285_replay,153,P00|P10|P01|P11
154,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,0,2,old_285_replay,154,P00|P10|P01|P11
155,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,9.96,frequency_low_E2_source,task,1,2,old_285_replay,155,P00|P10|P01|P11
156,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,combined,-1,2,old_285_replay,156,P00|P10|P01|P11
157,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,0,2,old_285_replay,157,P00|P10|P01|P11
158,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.0,nominal_identity,task,1,2,old_285_replay,158,P00|P10|P01|P11
159,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,combined,-1,2,old_285_replay,159,P00|P10|P01|P11
160,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,0,2,old_285_replay,160,P00|P10|P01|P11
161,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_identity,task,1,2,old_285_replay,161,P00|P10|P01|P11
162,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,combined,-1,2,old_285_replay,162,P00|P10|P01|P11
163,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,0,2,old_285_replay,163,P00|P10|P01|P11
164,2,edge,14,10,0.5826155150276308,426102,stress,2,0.699999988079071,10.04,frequency_high_E2_source,task,1,2,old_285_replay,164,P00|P10|P01|P11
165,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,combined,-1,2,old_285_replay,165,P00|P10|P01|P11
166,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,0,2,old_285_replay,166,P00|P10|P01|P11
167,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,1,2,old_285_replay,167,P00|P10|P01|P11
168,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,2,2,old_285_replay,168,P00|P10|P01|P11
169,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_identity,task,3,2,old_285_replay,169,P00|P10|P01|P11
170,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,combined,-1,2,old_285_replay,170,P00|P10|P01|P11
171,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,0,2,old_285_replay,171,P00|P10|P01|P11
172,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,1,2,old_285_replay,172,P00|P10|P01|P11
173,2,edge,14,10,0.5826155150276308,426113,stress,4,0.800000011920929,9.96,frequency_low_E2_source,task,2,2,old_285_replay,173,P00|P10|P01|P11
