candidate_index,sample_index,k,ratio,active_count,selection_role,corner,physical_frequency_ghz,phase_rms_deg,gain_rms_db,soft_active_port_count,operator_only_active_rl_floor_db,physical_plus_source_active_rl_floor_db,operator_only_strict_pass,physical_plus_source_strict_pass,physical_plus_source_root_cause,physical_plus_source_worst_margin_db,nominal_psll_db,nominal_weakest_target_gain_db,nominal_target_spread_db,nominal_nearest_iso_db,nominal_local_iso_db,nominal_pointing_error_deg,operator_only_psll_db,operator_only_weakest_target_gain_db,operator_only_target_spread_db,operator_only_nearest_iso_db,operator_only_local_iso_db,operator_only_pointing_error_deg,physical_plus_source_psll_db,physical_plus_source_weakest_target_gain_db,physical_plus_source_target_spread_db,physical_plus_source_nearest_iso_db,physical_plus_source_local_iso_db,physical_plus_source_pointing_error_deg,operator_only_psll_margin_db,operator_only_nearest_iso_margin_db,operator_only_local20_iso_margin_db,operator_only_mainlobe_margin_db,operator_only_active_rl_margin_db,physical_plus_source_psll_margin_db,physical_plus_source_nearest_iso_margin_db,physical_plus_source_local20_iso_margin_db,physical_plus_source_mainlobe_margin_db,physical_plus_source_active_rl_margin_db
10,426110,4,0.699999988079071,179,local_boundary,frequency_low_x0.20,9.96,1.8761368769979374,0.11551945802378293,179,9.838962187682252,9.872154153809772,0,0,active_rl,-0.1278458535671234,-7.56500244140625,80.5351333618164,0.10277557373046875,27.138050079345703,22.37244415283203,1.0000000000002647,-7.58013916015625,80.51301574707031,0.12747955322265625,27.046184539794922,22.48426055908203,8.537736462515939e-07,-7.439643859863281,80.49461364746094,0.164703369140625,26.993118286132812,22.64495086669922,8.537736462515939e-07,7.58013916015625,2.046184539794922,2.4842605590820312,0.47788238525390625,-0.16103781759738922,7.439643859863281,1.9931182861328125,2.6449508666992188,0.45948028564453125,-0.1278458535671234
11,426113,4,0.800000011920929,205,active_rl_boundary,frequency_low_x0.20,9.96,1.8172331328226154,0.11654657378978414,205,9.776156856732737,9.364623020790061,0,0,active_rl,-0.6353769898414612,-9.526084899902344,81.3723373413086,0.08182525634765625,27.162948608398438,23.699050903320312,0.0,-8.90460205078125,81.34835815429688,0.11827850341796875,27.222888946533203,23.800216674804688,0.0,-8.905830383300781,81.3016586303711,0.18874359130859375,26.92574691772461,23.62647247314453,0.0,8.90460205078125,2.222888946533203,3.8002166748046875,0.47602081298828125,-0.22384314239025116,8.905830383300781,1.9257469177246094,3.6264724731445312,0.4293212890625,-0.6353769898414612
12,426117,4,0.6000000238418579,154,large_scan,frequency_low_x0.20,9.96,1.771693843288509,0.13281004097238658,154,9.692971379255237,9.766507109926831,0,0,active_rl,-0.2334928959608078,-5.616920471191406,79.72955322265625,0.1562042236328125,26.580787658691406,23.483745574951172,1.0000000000002647,-5.7566680908203125,79.72003173828125,0.1617279052734375,26.51123046875,23.395706176757812,1.0000000000002647,-5.807952880859375,79.70295715332031,0.21491241455078125,26.280670166015625,23.38504409790039,1.0000000000002647,5.7566680908203125,1.51123046875,3.3957061767578125,0.490478515625,-0.3070286214351654,5.807952880859375,1.280670166015625,3.3850440979003906,0.4734039306640625,-0.2334928959608078
13,426121,6,0.5,128,reserve,frequency_low_x0.20,9.96,1.791488888078162,0.12540123765720917,128,9.395991298536243,9.49436291840987,0,0,active_rl,-0.5056371092796326,-4.713584899902344,76.58189392089844,0.19026947021484375,28.055526733398438,23.15105438232422,1.0642031077569083,-4.7120819091796875,76.55375671386719,0.1638946533203125,27.872737884521484,23.468894958496094,1.0642031077569083,-4.799156188964844,76.56439971923828,0.15767669677734375,27.511314392089844,23.51300811767578,1.0642031077569083,4.7120819091796875,2.8727378845214844,3.4688949584960938,0.4357968866825104,-0.604008674621582,4.799156188964844,2.5113143920898438,3.5130081176757812,0.4357968866825104,-0.5056371092796326
14,426128,6,0.5,128,psll_boundary,frequency_low_x0.20,9.96,1.9786158300530998,0.12218978880635234,128,8.807860335221433,8.622522885739784,0,0,active_rl,-1.3774771690368652,-3.2145233154296875,76.97262573242188,0.10826873779296875,27.547592163085938,23.955158233642578,1.0000000000002647,-3.2695770263671875,76.9770736694336,0.07389068603515625,27.506633758544922,24.05987548828125,1.0000000000002647,-3.2534255981445312,76.95560455322266,0.1179962158203125,27.212921142578125,23.977474212646484,1.0000000000002647,3.2695770263671875,2.506633758544922,4.05987548828125,0.5,-1.1921396255493164,3.2534255981445312,2.212921142578125,3.9774742126464844,0.48297882080078125,-1.3774771690368652
15,426125,6,0.6000000238418579,154,nearest_boundary,frequency_low_x0.20,9.96,1.6722121596005375,0.11981485392465903,154,10.513133137437531,9.920629807207852,1,0,active_rl,-0.07937019318342209,-1.98968505859375,75.36215209960938,0.17586517333984375,27.41130828857422,22.559650421142578,0.8452012752624251,-1.972869873046875,75.31476593017578,0.2447509765625,27.47806167602539,22.60214614868164,0.9999999999999002,-1.7887420654296875,75.21395111083984,0.23233795166015625,28.555007934570312,22.599029541015625,0.9999999999999002,1.972869873046875,2.4780616760253906,2.6021461486816406,0.45261383056640625,0.5131331086158752,1.7887420654296875,3.5550079345703125,2.599029541015625,0.35179901123046875,-0.07937019318342209
16,426122,6,0.699999988079071,179,local_boundary,frequency_low_x0.20,9.96,1.8227381924988346,0.11907060208719455,179,10.334410674308002,10.102572359130356,1,1,mainlobe,0.0018352261977270246,-4.643013000488281,76.5892105102539,0.45307159423828125,28.049945831298828,20.82378387451172,1.49816477377326,-4.2669525146484375,76.52766418457031,0.5075607299804688,28.147911071777344,20.935367584228516,1.49816477377326,-4.375602722167969,76.53761291503906,0.5205535888671875,28.11658477783203,21.56220245361328,1.49816477377326,4.2669525146484375,3.1479110717773438,0.9353675842285156,0.0018352261977270246,0.3344106674194336,4.375602722167969,3.1165847778320312,1.5622024536132812,0.0018352261977270246,0.10257235914468765
17,426124,6,0.800000011920929,205,active_rl_boundary,frequency_low_x0.20,9.96,1.894688482117701,0.11629138340077862,205,10.105152191999656,10.215407050910484,1,1,active_rl,0.21540704369544983,-4.8915863037109375,77.09098052978516,0.0281524658203125,27.44402313232422,21.732070922851562,0.9999999999999002,-4.832427978515625,77.03109741210938,0.10555267333984375,27.53836441040039,22.303955078125,1.0000000000002647,-4.706260681152344,76.93701934814453,0.2503509521484375,26.88066864013672,22.059402465820312,1.0000000000002647,4.832427978515625,2.5383644104003906,2.303955078125,0.44011688232421875,0.1051521897315979,4.706260681152344,1.8806686401367188,2.0594024658203125,0.346038818359375,0.21540704369544983
18,426126,6,0.699999988079071,179,large_scan,frequency_low_x0.20,9.96,1.7445058535819662,0.1080842742143955,179,9.882638183029421,10.06145795090301,0,1,active_rl,0.06145795062184334,-3.902313232421875,76.8701171875,0.189178466796875,28.20812225341797,22.83908462524414,0.9999999999999002,-3.9146728515625,76.86685180664062,0.16825103759765625,28.20459747314453,22.70376968383789,0.9999999999999002,-3.9668197631835938,76.87176513671875,0.2137451171875,28.14136505126953,22.734188079833984,0.9999999999999002,3.9146728515625,3.2045974731445312,2.7037696838378906,0.496734619140625,-0.11736181378364563,3.9668197631835938,3.1413650512695312,2.7341880798339844,0.5,0.06145795062184334
19,426120,6,0.800000011920929,205,small_gap,frequency_low_x0.20,9.96,1.922223984104495,0.12484214313554604,205,10.344727314309754,10.715302189398457,1,1,mainlobe,0.39955902099609375,-0.8642501831054688,75.84105682373047,0.11754608154296875,28.329235076904297,21.732982635498047,1.0000000000002647,-0.82183837890625,75.77993774414062,0.139373779296875,28.478404998779297,20.920692443847656,1.0000000000002647,-0.8577728271484375,75.74061584472656,0.25588226318359375,28.294734954833984,20.584259033203125,1.0000000000002647,0.82183837890625,3.478404998779297,0.9206924438476562,0.43888092041015625,0.3447273075580597,0.8577728271484375,3.2947349548339844,0.584259033203125,0.39955902099609375,0.7153021693229675
